country;group;week;zscore
Austria;Total;2017-52;0.98
Austria;Total;2018-01;2.4
Austria;Total;2018-02;3.47
Austria;Total;2018-03;2.75
Austria;Total;2018-04;1.55
Austria;Total;2018-05;3.95
Austria;Total;2018-06;-0.23
Austria;Total;2018-07;3.4
Austria;Total;2018-08;5.51
Austria;Total;2018-09;6.79
Austria;Total;2018-10;6.34
Austria;Total;2018-11;5.97
Austria;Total;2018-12;1.82
Austria;Total;2018-13;3.58
Austria;Total;2018-14;1.48
Austria;Total;2018-15;0.79
Austria;Total;2018-16;1.06
Austria;Total;2018-17;-1.61
Austria;Total;2018-18;-0.76
Austria;Total;2018-19;-1.46
Austria;Total;2018-20;-2.09
Austria;Total;2018-21;-1.33
Austria;Total;2018-22;-0.19
Austria;Total;2018-23;0.1
Austria;Total;2018-24;-0.48
Austria;Total;2018-25;0.01
Austria;Total;2018-26;0.38
Austria;Total;2018-27;0.98
Austria;Total;2018-28;0.02
Austria;Total;2018-29;1.93
Austria;Total;2018-30;1.12
Austria;Total;2018-31;3.72
Austria;Total;2018-32;2.46
Austria;Total;2018-33;0.63
Austria;Total;2018-34;0.95
Austria;Total;2018-35;0.12
Austria;Total;2018-36;-0.94
Austria;Total;2018-37;0.08
Austria;Total;2018-38;-0.86
Austria;Total;2018-39;-0.62
Austria;Total;2018-40;1.3
Austria;Total;2018-41;-0.06
Austria;Total;2018-42;-0.36
Austria;Total;2018-43;-0.54
Austria;Total;2018-44;0.18
Austria;Total;2018-45;-0.91
Austria;Total;2018-46;-0.37
Austria;Total;2018-47;-1.03
Austria;Total;2018-48;-1.15
Austria;Total;2018-49;0.5
Austria;Total;2018-50;0.08
Austria;Total;2018-51;0.59
Austria;Total;2018-52;1.07
Austria;Total;2019-01;0.58
Austria;Total;2019-02;1.53
Austria;Total;2019-03;0.19
Austria;Total;2019-04;1.3
Austria;Total;2019-05;1.76
Austria;Total;2019-06;2.58
Austria;Total;2019-07;3.05
Austria;Total;2019-08;2.14
Austria;Total;2019-09;2.43
Austria;Total;2019-10;3.49
Austria;Total;2019-11;3.09
Austria;Total;2019-12;0.69
Austria;Total;2019-13;1.5
