country;group;week;zscore
Austria;15to44;2017-03;0.85
Austria;15to44;2017-04;-0.05
Austria;15to44;2017-05;1.94
Austria;15to44;2017-06;1.78
Austria;15to44;2017-07;0.49
Austria;15to44;2017-08;2.02
Austria;15to44;2017-09;0.73
Austria;15to44;2017-10;-0.69
Austria;15to44;2017-11;1.1
Austria;15to44;2017-12;0.62
Austria;15to44;2017-13;0.88
Austria;15to44;2017-14;-1.25
Austria;15to44;2017-15;0.48
Austria;15to44;2017-16;1.05
Austria;15to44;2017-17;0.06
Austria;15to44;2017-18;0.01
Austria;15to44;2017-19;-1.04
Austria;15to44;2017-20;-0.58
Austria;15to44;2017-21;0.65
Austria;15to44;2017-22;0.76
Austria;15to44;2017-23;1.76
Austria;15to44;2017-24;1.28
Austria;15to44;2017-25;0.96
Austria;15to44;2017-26;-1.1
Austria;15to44;2017-27;-0.46
Austria;15to44;2017-28;0.15
Austria;15to44;2017-29;0.15
Austria;15to44;2017-30;-1.44
Austria;15to44;2017-31;0.01
Austria;15to44;2017-32;1.07
Austria;15to44;2017-33;0.95
Austria;15to44;2017-34;0.23
Austria;15to44;2017-35;0.87
Austria;15to44;2017-36;1.06
Austria;15to44;2017-37;0.19
Austria;15to44;2017-38;-0.58
Austria;15to44;2017-39;1.36
Austria;15to44;2017-40;-1.17
Austria;15to44;2017-41;-1.12
Austria;15to44;2017-42;-1.07
Austria;15to44;2017-43;0.31
Austria;15to44;2017-44;1.43
Austria;15to44;2017-45;-0.41
Austria;15to44;2017-46;0.89
Austria;15to44;2017-47;0.15
Austria;15to44;2017-48;-0.79
Austria;15to44;2017-49;-0.59
Austria;15to44;2017-50;-0.4
Austria;15to44;2017-51;-0.38
Austria;15to44;2017-52;0.4
Austria;15to44;2018-01;0.4
Austria;15to44;2018-02;0.25
Austria;15to44;2018-03;0.39
Austria;15to44;2018-04;1.38
Austria;15to44;2018-05;1.9
Austria;15to44;2018-06;1.2
Austria;15to44;2018-07;0.62
Austria;15to44;2018-08;-1.09
Austria;15to44;2018-09;1.41
Austria;15to44;2018-10;0.96
Austria;15to44;2018-11;0.78
Austria;15to44;2018-12;0.59
Austria;15to44;2018-13;1.29
Austria;15to44;2018-14;-0.11
Austria;15to44;2018-15;0.91
Austria;15to44;2018-16;1.45
Austria;15to44;2018-17;-0.12
Austria;15to44;2018-18;0.61
Austria;15to44;2018-19;-0.88
Austria;15to44;2018-20;-1.44
Austria;15to44;2018-21;0.92
Austria;15to44;2018-22;0.87
Austria;15to44;2018-23;-0.89
Austria;15to44;2018-24;-0.12
Austria;15to44;2018-25;-1.44
Austria;15to44;2018-26;0.88
Austria;15to44;2018-27;0.86
Austria;15to44;2018-28;0.84
Austria;15to44;2018-29;1.41
Austria;15to44;2018-30;0.7
Austria;15to44;2018-31;0.27
Austria;15to44;2018-32;-0.95
Austria;15to44;2018-33;0.89
Austria;15to44;2018-34;1.07
Austria;15to44;2018-35;0.66
Austria;15to44;2018-36;2
Austria;15to44;2018-37;-0.02
Austria;15to44;2018-38;0.34
Austria;15to44;2018-39;-0.25
Austria;15to44;2018-40;-0.69
Austria;15to44;2018-41;1.98
Austria;15to44;2018-42;-0.42
Austria;15to44;2018-43;-0.7
Austria;15to44;2018-44;-0.65
Austria;15to44;2018-45;0.35
Austria;15to44;2018-46;-0.08
Austria;15to44;2018-47;-0.2
Austria;15to44;2018-48;-1.81
Austria;15to44;2018-49;0.02
Austria;15to44;2018-50;-0.26
Austria;15to44;2018-51;0.94
Austria;15to44;2018-52;-0.69
Austria;15to44;2019-01;1.77
Austria;15to44;2019-02;1.22
