country;group;week;zscore
Austria;85P;2017-03;5.05
Austria;85P;2017-04;4.88
Austria;85P;2017-05;5.17
Austria;85P;2017-06;4.27
Austria;85P;2017-07;2.31
Austria;85P;2017-08;2.85
Austria;85P;2017-09;1.45
Austria;85P;2017-10;0.93
Austria;85P;2017-11;-0.32
Austria;85P;2017-12;0.27
Austria;85P;2017-13;-0.22
Austria;85P;2017-14;0.17
Austria;85P;2017-15;0.39
Austria;85P;2017-16;-0.12
Austria;85P;2017-17;0.11
Austria;85P;2017-18;1
Austria;85P;2017-19;-0.84
Austria;85P;2017-20;0.8
Austria;85P;2017-21;-1.47
Austria;85P;2017-22;0.89
Austria;85P;2017-23;-0.57
Austria;85P;2017-24;1.87
Austria;85P;2017-25;0.87
Austria;85P;2017-26;1.21
Austria;85P;2017-27;0.81
Austria;85P;2017-28;0.32
Austria;85P;2017-29;1.5
Austria;85P;2017-30;0.21
Austria;85P;2017-31;3.63
Austria;85P;2017-32;-0.51
Austria;85P;2017-33;1.08
Austria;85P;2017-34;0.54
Austria;85P;2017-35;-0.87
Austria;85P;2017-36;-1.45
Austria;85P;2017-37;-0.48
Austria;85P;2017-38;0.23
Austria;85P;2017-39;0.07
Austria;85P;2017-40;0.33
Austria;85P;2017-41;2.05
Austria;85P;2017-42;-1.11
Austria;85P;2017-43;-0.99
Austria;85P;2017-44;-0.2
Austria;85P;2017-45;-0.71
Austria;85P;2017-46;-1.31
Austria;85P;2017-47;-0.73
Austria;85P;2017-48;-0.76
Austria;85P;2017-49;0.63
Austria;85P;2017-50;-0.49
Austria;85P;2017-51;-0.08
Austria;85P;2017-52;0.16
Austria;85P;2018-01;1.79
Austria;85P;2018-02;1.25
Austria;85P;2018-03;1.92
Austria;85P;2018-04;0.96
Austria;85P;2018-05;2
Austria;85P;2018-06;-0.59
Austria;85P;2018-07;2.92
Austria;85P;2018-08;4.3
Austria;85P;2018-09;4.51
Austria;85P;2018-10;4.46
Austria;85P;2018-11;3.81
Austria;85P;2018-12;1.78
Austria;85P;2018-13;2.82
Austria;85P;2018-14;1.78
Austria;85P;2018-15;0.29
Austria;85P;2018-16;0.83
Austria;85P;2018-17;-0.8
Austria;85P;2018-18;-0.97
Austria;85P;2018-19;-1.19
Austria;85P;2018-20;-2.7
Austria;85P;2018-21;-0.75
Austria;85P;2018-22;-0.62
Austria;85P;2018-23;0.12
Austria;85P;2018-24;-0.44
Austria;85P;2018-25;-0.96
Austria;85P;2018-26;-0.66
Austria;85P;2018-27;0.12
Austria;85P;2018-28;0.42
Austria;85P;2018-29;2.08
Austria;85P;2018-30;1.55
Austria;85P;2018-31;3.98
Austria;85P;2018-32;1.42
Austria;85P;2018-33;-0.23
Austria;85P;2018-34;0.66
Austria;85P;2018-35;0.01
Austria;85P;2018-36;-1.76
Austria;85P;2018-37;-0.47
Austria;85P;2018-38;-1.16
Austria;85P;2018-39;-2
Austria;85P;2018-40;0.95
Austria;85P;2018-41;0.16
Austria;85P;2018-42;-0.27
Austria;85P;2018-43;0.02
Austria;85P;2018-44;0.3
Austria;85P;2018-45;-1.27
Austria;85P;2018-46;-0.73
Austria;85P;2018-47;-1.9
Austria;85P;2018-48;-1.25
Austria;85P;2018-49;0.11
Austria;85P;2018-50;-0.47
Austria;85P;2018-51;0.62
Austria;85P;2018-52;0.51
Austria;85P;2019-01;-0.86
Austria;85P;2019-02;0.17
Austria;85P;2019-03;-0.15
Austria;85P;2019-04;0.45
Austria;85P;2019-05;1.14
Austria;85P;2019-06;0.21
Austria;85P;2019-07;1.22
Austria;85P;2019-08;1.62
Austria;85P;2019-09;1.37
Austria;85P;2019-10;1.71
Austria;85P;2019-11;2.3
Austria;85P;2019-12;-0.17
Austria;85P;2019-13;0.71
Austria;85P;2019-14;-0.3
Austria;85P;2019-15;-0.02
Austria;85P;2019-16;0.04
Austria;85P;2019-17;1
Austria;85P;2019-18;-0.32
Austria;85P;2019-19;-0.87
Austria;85P;2019-20;1.16
Austria;85P;2019-21;0.45
Austria;85P;2019-22;0.15
Austria;85P;2019-23;1.29
Austria;85P;2019-24;1.97
Austria;85P;2019-25;-0.12
Austria;85P;2019-26;-0.5
Austria;85P;2019-27;0.85
Austria;85P;2019-28;0.06
Austria;85P;2019-29;0.56
Austria;85P;2019-30;2.69
Austria;85P;2019-31;1.22
Austria;85P;2019-32;0.84
Austria;85P;2019-33;-0.03
Austria;85P;2019-34;1.1
Austria;85P;2019-35;0.78
Austria;85P;2019-36;-0.45
Austria;85P;2019-37;-0.09
Austria;85P;2019-38;-1.17
Austria;85P;2019-39;0.79
Austria;85P;2019-40;0.7
Austria;85P;2019-41;1.28
Austria;85P;2019-42;-0.71
Austria;85P;2019-43;-0.37
Austria;85P;2019-44;0.02
Austria;85P;2019-45;-0.19
Austria;85P;2019-46;-1.22
Austria;85P;2019-47;-1.15
Austria;85P;2019-48;-1.19
Austria;85P;2019-49;-0.68
Austria;85P;2019-50;-1.05
Austria;85P;2019-51;-0.62
Austria;85P;2019-52;-0.36
Austria;85P;2020-01;-1.26
Austria;85P;2020-02;-0.71
Austria;85P;2020-03;0.39
Austria;85P;2020-04;-0.03
Austria;85P;2020-05;2.43
Austria;85P;2020-06;-0.37
Austria;85P;2020-07;2.83
Austria;85P;2020-08;0.08
Austria;85P;2020-09;0.49
Austria;85P;2020-10;0.11
Austria;85P;2020-11;0.21
Austria;85P;2020-12;1.55
Austria;85P;2020-13;0.99
Austria;85P;2020-14;1.9
Austria;85P;2020-15;2.31
Austria;85P;2020-16;1.07
Austria;85P;2020-17;-0.31
Austria;85P;2020-18;-0.53
Austria;85P;2020-19;-0.49
Austria;85P;2020-20;-1.11
Austria;85P;2020-21;-1.1
Austria;85P;2020-22;-0.94
Austria;85P;2020-23;0.07
Austria;85P;2020-24;-0.03
Austria;85P;2020-25;-0.05
Austria;85P;2020-26;0.41
Austria;85P;2020-27;1.01
Austria;85P;2020-28;-0.6
Austria;85P;2020-29;-1.08
Austria;85P;2020-30;-0.64
Austria;85P;2020-31;0.44
Austria;85P;2020-32;-1.07
Austria;85P;2020-33;1.95
Austria;85P;2020-34;-0.04
Austria;85P;2020-35;0.05
Austria;85P;2020-36;-0.56
Austria;85P;2020-37;0.29
Austria;85P;2020-38;0.18
Austria;85P;2020-39;0.34
Austria;85P;2020-40;-0.09
Austria;85P;2020-41;0.22
Austria;85P;2020-42;-0.14
Austria;85P;2020-43;2.07
Austria;85P;2020-44;3.04
Austria;85P;2020-45;2.84
Austria;85P;2020-46;7.6
Austria;85P;2020-47;7.76
Austria;85P;2020-48;8.1
Austria;85P;2020-49;9.32
Austria;85P;2020-50;7.33
Austria;85P;2020-51;5.42
Austria;85P;2020-52;3.7
Austria;85P;2020-53;2.21
Austria;85P;2021-01;1.56
Austria;85P;2021-02;1.71
Austria;85P;2021-03;3.05
Austria;85P;2021-04;2.17
Austria;85P;2021-05;0.73
Austria;85P;2021-06;-0.74
Austria;85P;2021-07;-0.54
Austria;85P;2021-08;-0.85
Austria;85P;2021-09;-2.83
Austria;85P;2021-10;0.23
Austria;85P;2021-11;-0.91
Austria;85P;2021-12;-1.54
Austria;85P;2021-13;0.07
Austria;85P;2021-14;-1.64
Austria;85P;2021-15;-1.02
Austria;85P;2021-16;-0.86
Austria;85P;2021-17;0.02
Austria;85P;2021-18;0.98
Austria;85P;2021-19;-1.11
Austria;85P;2021-20;-0.1
Austria;85P;2021-21;-0.65
Austria;85P;2021-22;0.27
Austria;85P;2021-23;0.01
Austria;85P;2021-24;0.98
Austria;85P;2021-25;1.85
Austria;85P;2021-26;-0.63
Austria;85P;2021-27;-0.42
Austria;85P;2021-28;-0.44
Austria;85P;2021-29;0.68
Austria;85P;2021-30;0.1
Austria;85P;2021-31;-0.96
Austria;85P;2021-32;1.07
Austria;85P;2021-33;0.19
Austria;85P;2021-34;0.65
Austria;85P;2021-35;-0.5
Austria;85P;2021-36;-0.3
Austria;85P;2021-37;-0.17
Austria;85P;2021-38;-0.73
Austria;85P;2021-39;0.79
Austria;85P;2021-40;-1.22
Austria;85P;2021-41;-0.04
Austria;85P;2021-42;0.92
Austria;85P;2021-43;1.36
Austria;85P;2021-44;2.24
Austria;85P;2021-45;2.41
Austria;85P;2021-46;2.42
Austria;85P;2021-47;2.27
Austria;85P;2021-48;2.88
Austria;85P;2021-49;1.84
Austria;85P;2021-50;-0.29
Austria;85P;2021-51;-0.78
Austria;85P;2021-52;-0.01
Austria;85P;2022-01;-1.33
Austria;85P;2022-02;-1.68
Austria;85P;2022-03;-0.85
Austria;85P;2022-04;-1.27
Austria;85P;2022-05;-0.72
Austria;85P;2022-06;0.18
Austria;85P;2022-07;1.53
Austria;85P;2022-08;1.09
Austria;85P;2022-09;1.67
Austria;85P;2022-10;0.86
Austria;85P;2022-11;1.55
Austria;85P;2022-12;2.61
Austria;85P;2022-13;2.18
Austria;85P;2022-14;2.88
Austria;85P;2022-15;1.61
Austria;85P;2022-16;-0.11
Austria;85P;2022-17;1.26
Austria;85P;2022-18;-0.73
Austria;85P;2022-19;-0.97
Austria;85P;2022-20;-1.08
Austria;85P;2022-21;-1.29
Austria;85P;2022-22;-1.01
Austria;85P;2022-23;-0.7
Austria;85P;2022-24;0.03
Austria;85P;2022-25;0.32
Austria;85P;2022-26;0.7
Austria;85P;2022-27;1.91
Austria;85P;2022-28;0.55
Austria;85P;2022-29;4.19
Austria;85P;2022-30;2.08
Austria;85P;2022-31;1.04
Austria;85P;2022-32;0.48
Austria;85P;2022-33;1.42
Austria;85P;2022-34;-0.51
Austria;85P;2022-35;-1.91
Austria;85P;2022-36;-1.58
Austria;85P;2022-37;-1.27
Austria;85P;2022-38;-0.21
Austria;85P;2022-39;1.77
Austria;85P;2022-40;1.78
Austria;85P;2022-41;1.29
Austria;85P;2022-42;1.57
Austria;85P;2022-43;-0.44
Austria;85P;2022-44;0
Austria;85P;2022-45;-0.6
Austria;85P;2022-46;-1.23
Austria;85P;2022-47;-1.77
Austria;85P;2022-48;-0.54
Austria;85P;2022-49;-0.72
Austria;85P;2022-50;1.79
Austria;85P;2022-51;2.75
Austria;85P;2022-52;2.46
Austria;85P;2023-01;-6.66
Belgium;85P;2017-03;4.64
Belgium;85P;2017-04;4.97
Belgium;85P;2017-05;7.01
Belgium;85P;2017-06;4.84
Belgium;85P;2017-07;4.19
Belgium;85P;2017-08;2.53
Belgium;85P;2017-09;1.78
Belgium;85P;2017-10;-0.22
Belgium;85P;2017-11;-0.36
Belgium;85P;2017-12;-0.09
Belgium;85P;2017-13;0.16
Belgium;85P;2017-14;-1.06
Belgium;85P;2017-15;-0.77
Belgium;85P;2017-16;-1.03
Belgium;85P;2017-17;0.35
Belgium;85P;2017-18;0.84
Belgium;85P;2017-19;-0.15
Belgium;85P;2017-20;1.43
Belgium;85P;2017-21;1.64
Belgium;85P;2017-22;0.06
Belgium;85P;2017-23;-0.68
Belgium;85P;2017-24;-0.79
Belgium;85P;2017-25;2.64
Belgium;85P;2017-26;-0.43
Belgium;85P;2017-27;-0.16
Belgium;85P;2017-28;-0.26
Belgium;85P;2017-29;0.18
Belgium;85P;2017-30;0.96
Belgium;85P;2017-31;0.51
Belgium;85P;2017-32;0.38
Belgium;85P;2017-33;-0.51
Belgium;85P;2017-34;1.27
Belgium;85P;2017-35;0.65
Belgium;85P;2017-36;0.61
Belgium;85P;2017-37;-0.36
Belgium;85P;2017-38;-0.3
Belgium;85P;2017-39;0.42
Belgium;85P;2017-40;0.11
Belgium;85P;2017-41;0.8
Belgium;85P;2017-42;-0.22
Belgium;85P;2017-43;-1.66
Belgium;85P;2017-44;-1.47
Belgium;85P;2017-45;-1.76
Belgium;85P;2017-46;0.66
Belgium;85P;2017-47;1.31
Belgium;85P;2017-48;-1.38
Belgium;85P;2017-49;1.57
Belgium;85P;2017-50;0.82
Belgium;85P;2017-51;1.23
Belgium;85P;2017-52;1.46
Belgium;85P;2018-01;1.37
Belgium;85P;2018-02;1.47
Belgium;85P;2018-03;1.09
Belgium;85P;2018-04;1.44
Belgium;85P;2018-05;1.66
Belgium;85P;2018-06;2.23
Belgium;85P;2018-07;3.93
Belgium;85P;2018-08;4.05
Belgium;85P;2018-09;7.09
Belgium;85P;2018-10;7.22
Belgium;85P;2018-11;5.82
Belgium;85P;2018-12;4.15
Belgium;85P;2018-13;3.56
Belgium;85P;2018-14;1.19
Belgium;85P;2018-15;1.65
Belgium;85P;2018-16;-0.15
Belgium;85P;2018-17;-1.27
Belgium;85P;2018-18;-1.47
