country;group;week;zscore
Austria;75to84;2019-05;1.53
Austria;75to84;2019-06;2.9
Austria;75to84;2019-07;2.67
Austria;75to84;2019-08;0.98
Austria;75to84;2019-09;2.26
Austria;75to84;2019-10;3.93
Austria;75to84;2019-11;2.03
Austria;75to84;2019-12;0.17
Austria;75to84;2019-13;1.26
Austria;75to84;2019-14;2.18
Austria;75to84;2019-15;1.69
Austria;75to84;2019-16;0.87
Austria;75to84;2019-17;-1.32
Austria;75to84;2019-18;-0.79
Austria;75to84;2019-19;0.8
Austria;75to84;2019-20;-0.01
Austria;75to84;2019-21;0.19
Austria;75to84;2019-22;0.77
Austria;75to84;2019-23;1.14
Austria;75to84;2019-24;1.76
Austria;75to84;2019-25;-0.97
Austria;75to84;2019-26;0.41
Austria;75to84;2019-27;-0.39
Austria;75to84;2019-28;-1.4
Austria;75to84;2019-29;0.56
Austria;75to84;2019-30;1.46
Austria;75to84;2019-31;-0.73
Austria;75to84;2019-32;-0.9
Austria;75to84;2019-33;-0.81
Austria;75to84;2019-34;-0.97
Austria;75to84;2019-35;-0.38
Austria;75to84;2019-36;-0.62
Austria;75to84;2019-37;-0.95
Austria;75to84;2019-38;0.2
Austria;75to84;2019-39;1.52
Austria;75to84;2019-40;-0.21
Austria;75to84;2019-41;1.15
Austria;75to84;2019-42;-0.04
Austria;75to84;2019-43;-0.4
Austria;75to84;2019-44;-0.32
Austria;75to84;2019-45;-0.43
Austria;75to84;2019-46;1.37
Austria;75to84;2019-47;0
Austria;75to84;2019-48;0.34
Austria;75to84;2019-49;0.51
Austria;75to84;2019-50;1.55
Austria;75to84;2019-51;-0.7
Austria;75to84;2019-52;0.08
Austria;75to84;2020-01;1.33
Austria;75to84;2020-02;1.58
Austria;75to84;2020-03;3.03
Austria;75to84;2020-04;2.64
Austria;75to84;2020-05;4.59
Austria;75to84;2020-06;2.42
Austria;75to84;2020-07;2.29
Austria;75to84;2020-08;1.49
Austria;75to84;2020-09;3
Austria;75to84;2020-10;2.48
Austria;75to84;2020-11;1.81
Austria;75to84;2020-12;3.5
Austria;75to84;2020-13;3.22
Austria;75to84;2020-14;4.64
Austria;75to84;2020-15;3.54
Austria;75to84;2020-16;2.56
Austria;75to84;2020-17;1.06
Austria;75to84;2020-18;-0.38
Austria;75to84;2020-19;0.25
Austria;75to84;2020-20;0.37
Austria;75to84;2020-21;1.13
Austria;75to84;2020-22;-1.76
Austria;75to84;2020-23;-0.29
Austria;75to84;2020-24;-0.5
Austria;75to84;2020-25;-1.42
Austria;75to84;2020-26;-1.11
Austria;75to84;2020-27;0.5
Austria;75to84;2020-28;-1.13
Austria;75to84;2020-29;1.07
Austria;75to84;2020-30;0.7
Austria;75to84;2020-31;1.26
Austria;75to84;2020-32;0.04
Austria;75to84;2020-33;1.33
Austria;75to84;2020-34;0.5
Austria;75to84;2020-35;1.22
Austria;75to84;2020-36;1.22
Austria;75to84;2020-37;1.28
Austria;75to84;2020-38;0.61
Austria;75to84;2020-39;-0.59
Austria;75to84;2020-40;0.21
Austria;75to84;2020-41;1.18
Austria;75to84;2020-42;0.77
Austria;75to84;2020-43;3.02
Austria;75to84;2020-44;3.77
Austria;75to84;2020-45;7.19
Austria;75to84;2020-46;8.01
Austria;75to84;2020-47;10.23
Austria;75to84;2020-48;10.21
Austria;75to84;2020-49;9.04
Austria;75to84;2020-50;9.68
Austria;75to84;2020-51;7.68
Austria;75to84;2020-52;6.45
Austria;75to84;2020-53;5.77
Austria;75to84;2021-01;5.12
Austria;75to84;2021-02;3.67
Austria;75to84;2021-03;3.08
Austria;75to84;2021-04;3.81
Austria;75to84;2021-05;3.32
