group;week;zscore
65to74;2017-27;2.07
65to74;2017-28;-0.01
65to74;2017-29;2.02
65to74;2017-30;-0.43
65to74;2017-31;0.97
65to74;2017-32;-0.09
65to74;2017-33;0.25
65to74;2017-34;-0.83
65to74;2017-35;-1.27
65to74;2017-36;-1.56
65to74;2017-37;0.68
65to74;2017-38;1.39
65to74;2017-39;0.69
65to74;2017-40;0.44
65to74;2017-41;1.69
65to74;2017-42;1.19
65to74;2017-43;-0.24
65to74;2017-44;-0.6
65to74;2017-45;-0.8
65to74;2017-46;0.69
65to74;2017-47;1.26
65to74;2017-48;1.03
65to74;2017-49;3.33
65to74;2017-50;3.72
65to74;2017-51;4.14
65to74;2017-52;6.87
65to74;2018-01;8.72
65to74;2018-02;6.38
65to74;2018-03;7.7
65to74;2018-04;3.76
65to74;2018-05;4.72
65to74;2018-06;6.91
65to74;2018-07;7.69
65to74;2018-08;9.93
65to74;2018-09;14.62
65to74;2018-10;14.75
65to74;2018-11;10.44
65to74;2018-12;8.93
65to74;2018-13;5.18
65to74;2018-14;3.94
65to74;2018-15;2.22
65to74;2018-16;1.02
65to74;2018-17;-1.4
65to74;2018-18;-2.31
65to74;2018-19;-1.69
65to74;2018-20;-1.06
65to74;2018-21;-1.56
65to74;2018-22;1.38
65to74;2018-23;-1.9
65to74;2018-24;-1.52
65to74;2018-25;0.54
65to74;2018-26;1.43
65to74;2018-27;1.53
65to74;2018-28;-0.48
65to74;2018-29;3.22
65to74;2018-30;3.08
65to74;2018-31;6.86
65to74;2018-32;4.87
65to74;2018-33;-0.22
65to74;2018-34;0.55
65to74;2018-35;-0.44
65to74;2018-36;-0.4
65to74;2018-37;0.07
65to74;2018-38;0.43
65to74;2018-39;-1.08
65to74;2018-40;1.91
65to74;2018-41;0.16
65to74;2018-42;-1.55
65to74;2018-43;-1.94
65to74;2018-44;0.18
65to74;2018-45;0.79
65to74;2018-46;-2.29
65to74;2018-47;-1.47
65to74;2018-48;0.47
65to74;2018-49;0.23
65to74;2018-50;1.32
65to74;2018-51;1.78
65to74;2018-52;2.14
65to74;2019-01;3.2
65to74;2019-02;6
65to74;2019-03;5.51
65to74;2019-04;5.84
65to74;2019-05;7.1
65to74;2019-06;7.48
65to74;2019-07;6.17
65to74;2019-08;6.41
65to74;2019-09;4.75
65to74;2019-10;3.97
65to74;2019-11;3.57
65to74;2019-12;0.52
65to74;2019-13;-1.3
65to74;2019-14;1.14
65to74;2019-15;-1.33
65to74;2019-16;1.71
65to74;2019-17;-0.75
65to74;2019-18;-1.58
65to74;2019-19;-0.33
65to74;2019-20;0.03
65to74;2019-21;-0.41
65to74;2019-22;0.11
65to74;2019-23;1.9
65to74;2019-24;-0.02
65to74;2019-25;0.99
65to74;2019-26;3.6
65to74;2019-27;2.32
65to74;2019-28;-0.52
65to74;2019-29;-0.38
65to74;2019-30;6.69
65to74;2019-31;1.18
65to74;2019-32;-0.62
65to74;2019-33;-0.65
65to74;2019-34;-0.95
65to74;2019-35;1.96
65to74;2019-36;-2.28
65to74;2019-37;-0.51
65to74;2019-38;-0.37
65to74;2019-39;0.76
65to74;2019-40;0.39
65to74;2019-41;0.71
65to74;2019-42;0.67
65to74;2019-43;1.08
65to74;2019-44;-0.27
65to74;2019-45;0.51
65to74;2019-46;0.07
65to74;2019-47;0.84
65to74;2019-48;-0.15
65to74;2019-49;2.99
65to74;2019-50;3.44
65to74;2019-51;3.91
65to74;2019-52;0.41
65to74;2020-01;3.26
65to74;2020-02;4.29
65to74;2020-03;2.7
65to74;2020-04;3.67
65to74;2020-05;3.94
65to74;2020-06;2.06
65to74;2020-07;1.68
65to74;2020-08;0.21
65to74;2020-09;0.68
65to74;2020-10;1.78
65to74;2020-11;5.39
65to74;2020-12;13.57
65to74;2020-13;25.19
65to74;2020-14;32.24
65to74;2020-15;28.68
65to74;2020-16;19.17
65to74;2020-17;12.73
65to74;2020-18;6.69
65to74;2020-19;4.45
65to74;2020-20;1.75
65to74;2020-21;0.58
65to74;2020-22;0.05
65to74;2020-23;0.2
65to74;2020-24;-1.26
65to74;2020-25;-0.51
65to74;2020-26;4.12
65to74;2020-27;0.89
65to74;2020-28;-1.71
65to74;2020-29;0.18
65to74;2020-30;1.23
65to74;2020-31;2.43
65to74;2020-32;2.91
65to74;2020-33;7.52
65to74;2020-34;1.8
65to74;2020-35;0.33
65to74;2020-36;1.27
65to74;2020-37;2.84
65to74;2020-38;2.44
65to74;2020-39;4.01
65to74;2020-40;5.18
65to74;2020-41;4.49
65to74;2020-42;6.09
65to74;2020-43;10.65
65to74;2020-44;14.24
65to74;2020-45;15.41
65to74;2020-46;16.81
65to74;2020-47;15.75
65to74;2020-48;16.66
65to74;2020-49;18.31
65to74;2020-50;16.3
65to74;2020-51;16.62
65to74;2020-52;16.56
65to74;2020-53;16.45
65to74;2021-01;16.86
65to74;2021-02;20.79
65to74;2021-03;21.38
65to74;2021-04;18.86
65to74;2021-05;14.86
65to74;2021-06;11.2
65to74;2021-07;10.74
65to74;2021-08;5.75
65to74;2021-09;5.74
65to74;2021-10;8.01
65to74;2021-11;7.94
65to74;2021-12;8.95
65to74;2021-13;9.35
65to74;2021-14;11.08
65to74;2021-15;10.13
65to74;2021-16;10.95
65to74;2021-17;9.12
65to74;2021-18;11.12
65to74;2021-19;6.54
65to74;2021-20;6.26
65to74;2021-21;2.63
65to74;2021-22;4.2
65to74;2021-23;4.28
65to74;2021-24;4.66
65to74;2021-25;2.37
65to74;2021-26;3.76
65to74;2021-27;3.95
65to74;2021-28;5.47
65to74;2021-29;6.47
65to74;2021-30;5.35
65to74;2021-31;5.62
65to74;2021-32;7.25
65to74;2021-33;6.13
65to74;2021-34;5.94
65to74;2021-35;7.13
65to74;2021-36;9.06
65to74;2021-37;5.49
65to74;2021-38;4.48
65to74;2021-39;6.14
65to74;2021-40;5.5
65to74;2021-41;8.08
65to74;2021-42;6.43
65to74;2021-43;8.82
65to74;2021-44;8.53
65to74;2021-45;6.37
65to74;2021-46;-3.43
75to84;2016-48;2.01
75to84;2016-49;2.51
75to84;2016-50;3.97
75to84;2016-51;7.41
75to84;2016-52;11.48
75to84;2017-01;16.15
75to84;2017-02;18.28
75to84;2017-03;13.91
75to84;2017-04;14.92
75to84;2017-05;15.68
75to84;2017-06;10.47
75to84;2017-07;9.2
75to84;2017-08;6.84
75to84;2017-09;4.31
75to84;2017-10;0.9
75to84;2017-11;-0.43
75to84;2017-12;-2.15
75to84;2017-13;-1.79
75to84;2017-14;-2.44
75to84;2017-15;-2.88
75to84;2017-16;-1.79
75to84;2017-17;0.59
75to84;2017-18;-0.05
75to84;2017-19;1.86
75to84;2017-20;0.95
75to84;2017-21;0.2
75to84;2017-22;0.26
75to84;2017-23;-3.77
75to84;2017-24;1.22
75to84;2017-25;4.33
75to84;2017-26;1.67
75to84;2017-27;3.17
75to84;2017-28;-0.97
75to84;2017-29;0.64
75to84;2017-30;0.77
75to84;2017-31;2.89
75to84;2017-32;0.32
75to84;2017-33;-0.63
75to84;2017-34;-0.08
75to84;2017-35;-0.52
75to84;2017-36;-2.44
75to84;2017-37;-0.64
75to84;2017-38;-0.23
75to84;2017-39;1.57
75to84;2017-40;0.96
75to84;2017-41;2.33
75to84;2017-42;0
75to84;2017-43;-1.76
75to84;2017-44;-2.23
75to84;2017-45;-1.77
75to84;2017-46;-0.1
75to84;2017-47;0.4
75to84;2017-48;1.37
75to84;2017-49;3.07
75to84;2017-50;5.96
75to84;2017-51;6.31
75to84;2017-52;7.7
75to84;2018-01;10.14
75to84;2018-02;8.8
75to84;2018-03;8.35
75to84;2018-04;6.61
75to84;2018-05;6.15
75to84;2018-06;7.31
75to84;2018-07;9.62
75to84;2018-08;10.7
75to84;2018-09;18.05
75to84;2018-10;20.37
75to84;2018-11;13.9
75to84;2018-12;9.6
75to84;2018-13;8.27
75to84;2018-14;5.72
75to84;2018-15;3.67
75to84;2018-16;0.96
75to84;2018-17;-2.76
75to84;2018-18;-2.04
75to84;2018-19;-2.31
75to84;2018-20;-3.36
75to84;2018-21;-0.57
75to84;2018-22;0.54
75to84;2018-23;0.61
75to84;2018-24;-3.28
75to84;2018-25;-1.25
75to84;2018-26;2.46
75to84;2018-27;2.19
75to84;2018-28;0.21
75to84;2018-29;1.37
75to84;2018-30;6.9
75to84;2018-31;9.37
75to84;2018-32;6.29
75to84;2018-33;0.8
75to84;2018-34;0.27
75to84;2018-35;-1.59
75to84;2018-36;-0.24
75to84;2018-37;-1.11
75to84;2018-38;-1.1
75to84;2018-39;-1.73
75to84;2018-40;-1.22
75to84;2018-41;0.9
75to84;2018-42;-2.92
75to84;2018-43;-2.55
75to84;2018-44;-0.1
75to84;2018-45;-0.23
75to84;2018-46;-2.8
75to84;2018-47;-0.77
75to84;2018-48;0.73
75to84;2018-49;0.57
75to84;2018-50;-0.64
75to84;2018-51;1.66
75to84;2018-52;0.34
75to84;2019-01;2.68
75to84;2019-02;6.05
75to84;2019-03;5.97
75to84;2019-04;6.38
75to84;2019-05;6.92
75to84;2019-06;7.84
75to84;2019-07;6.84
75to84;2019-08;4.15
75to84;2019-09;5.09
75to84;2019-10;3.74
75to84;2019-11;2.46
75to84;2019-12;-0.85
75to84;2019-13;0.24
75to84;2019-14;1.19
75to84;2019-15;-0.14
75to84;2019-16;1.28
75to84;2019-17;0.92
75to84;2019-18;-0.87
75to84;2019-19;1.21
75to84;2019-20;0.93
75to84;2019-21;1.32
75to84;2019-22;-0.64
75to84;2019-23;1.62
75to84;2019-24;0.57
75to84;2019-25;1.23
75to84;2019-26;4.4
75to84;2019-27;2.88
75to84;2019-28;0.89
75to84;2019-29;1.13
75to84;2019-30;10.13
75to84;2019-31;1.2
75to84;2019-32;1.54
75to84;2019-33;-1.26
75to84;2019-34;0.5
75to84;2019-35;2.92
75to84;2019-36;-1.4
75to84;2019-37;-0.75
75to84;2019-38;-0.8
75to84;2019-39;1.35
75to84;2019-40;0.2
75to84;2019-41;2.25
75to84;2019-42;1.43
75to84;2019-43;0.13
75to84;2019-44;0.6
75to84;2019-45;0.13
75to84;2019-46;2.9
75to84;2019-47;1.86
75to84;2019-48;1.26
75to84;2019-49;1.3
75to84;2019-50;2.83
75to84;2019-51;3.31
75to84;2019-52;0.76
75to84;2020-01;1.18
75to84;2020-02;4
75to84;2020-03;2.17
75to84;2020-04;1.27
75to84;2020-05;3.5
75to84;2020-06;0.03
75to84;2020-07;2.05
75to84;2020-08;-0.48
75to84;2020-09;1.27
75to84;2020-10;1.74
75to84;2020-11;4.4
75to84;2020-12;14.42
75to84;2020-13;31.26
75to84;2020-14;42.51
75to84;2020-15;41.08
75to84;2020-16;29.49
75to84;2020-17;18.55
75to84;2020-18;11.08
75to84;2020-19;6.91
75to84;2020-20;2.52
75to84;2020-21;1.95
75to84;2020-22;-0.94
75to84;2020-23;0.36
75to84;2020-24;-0.37
75to84;2020-25;-0.69
75to84;2020-26;2.01
75to84;2020-27;-0.11
75to84;2020-28;0.19
75to84;2020-29;2.21
75to84;2020-30;1.97
75to84;2020-31;5.45
75to84;2020-32;4.33
75to84;2020-33;11.17
75to84;2020-34;2.8
75to84;2020-35;1.24
75to84;2020-36;1.14
75to84;2020-37;3.48
75to84;2020-38;4.61
75to84;2020-39;3.31
75to84;2020-40;4.77
75to84;2020-41;4.75
75to84;2020-42;6.55
75to84;2020-43;11.75
75to84;2020-44;16.9
75to84;2020-45;19.91
75to84;2020-46;21.4
75to84;2020-47;19.97
75to84;2020-48;19.01
75to84;2020-49;19.99
75to84;2020-50;21.48
75to84;2020-51;21.26
75to84;2020-52;20.08
75to84;2020-53;21.91
75to84;2021-01;23.16
75to84;2021-02;25.65
75to84;2021-03;27.65
75to84;2021-04;21.88
75to84;2021-05;16.11
75to84;2021-06;11.75
75to84;2021-07;8.42
75to84;2021-08;3.65
75to84;2021-09;2
75to84;2021-10;1.92
75to84;2021-11;2.68
75to84;2021-12;2.74
75to84;2021-13;6.04
75to84;2021-14;4.85
75to84;2021-15;4.51
75to84;2021-16;5.17
75to84;2021-17;4.91
75to84;2021-18;4.7
75to84;2021-19;2.42
75to84;2021-20;0.85
75to84;2021-21;-0.37
75to84;2021-22;0.86
75to84;2021-23;0.5
75to84;2021-24;2.93
75to84;2021-25;1.07
75to84;2021-26;2.17
75to84;2021-27;1.83
75to84;2021-28;3.34
75to84;2021-29;6.95
75to84;2021-30;6.41
75to84;2021-31;6.22
75to84;2021-32;6.93
75to84;2021-33;6.56
75to84;2021-34;5.42
75to84;2021-35;5.82
75to84;2021-36;9.27
75to84;2021-37;5.22
75to84;2021-38;3.52
75to84;2021-39;4.21
75to84;2021-40;3.54
75to84;2021-41;5.66
75to84;2021-42;5.95
75to84;2021-43;8.57
75to84;2021-44;7.54
75to84;2021-45;8.07
75to84;2021-46;-1.23
65P;2016-48;1.4
65P;2016-49;3.57
65P;2016-50;5.45
65P;2016-51;9.38
65P;2016-52;15.49
65P;2017-01;22.93
65P;2017-02;26.03
65P;2017-03;20.8
65P;2017-04;20.86
65P;2017-05;21.43
65P;2017-06;14.69
65P;2017-07;12.51
65P;2017-08;9.55
65P;2017-09;6.03
65P;2017-10;1.79
65P;2017-11;-0.75
65P;2017-12;-2.87
65P;2017-13;-2.2
65P;2017-14;-3.01
65P;2017-15;-3
65P;2017-16;-2.83
65P;2017-17;1.08
65P;2017-18;0.96
65P;2017-19;1.26
65P;2017-20;1.36
65P;2017-21;0.67
65P;2017-22;-0.23
65P;2017-23;-2.95
65P;2017-24;1.28
65P;2017-25;5.07
65P;2017-26;1.16
65P;2017-27;3.45
65P;2017-28;-0.26
65P;2017-29;1.84
65P;2017-30;0.85
65P;2017-31;3.78
65P;2017-32;2.01
65P;2017-33;1.02
65P;2017-34;1.11
65P;2017-35;-0.31
65P;2017-36;-2.78
65P;2017-37;-0.81
65P;2017-38;0.52
65P;2017-39;1.91
65P;2017-40;1.32
65P;2017-41;2.75
65P;2017-42;0.14
65P;2017-43;-1.58
65P;2017-44;-2.1
65P;2017-45;-1.62
65P;2017-46;0.37
65P;2017-47;0.92
65P;2017-48;0.65
65P;2017-49;3.94
65P;2017-50;6.25
65P;2017-51;7.31
65P;2017-52;10.51
65P;2018-01;15.44
65P;2018-02;12.85
65P;2018-03;12.35
65P;2018-04;9.2
65P;2018-05;8.38
65P;2018-06;9.53
65P;2018-07;12.9
65P;2018-08;15.37
65P;2018-09;22.64
65P;2018-10;24.88
65P;2018-11;17.44
65P;2018-12;13.11
65P;2018-13;10.01
65P;2018-14;6.97
65P;2018-15;4.5
65P;2018-16;1.11
65P;2018-17;-2.71
65P;2018-18;-3.27
65P;2018-19;-2.4
65P;2018-20;-3.36
65P;2018-21;-1.2
65P;2018-22;0.65
65P;2018-23;-1.44
65P;2018-24;-3.26
65P;2018-25;-0.61
65P;2018-26;2.82
65P;2018-27;3.65
65P;2018-28;0.59
65P;2018-29;3.42
65P;2018-30;7.59
65P;2018-31;11.71
65P;2018-32;8
65P;2018-33;1.14
65P;2018-34;1.02
65P;2018-35;-1.49
65P;2018-36;-0.64
65P;2018-37;-1.56
65P;2018-38;-0.13
65P;2018-39;-2.45
65P;2018-40;-0.05
65P;2018-41;1.15
65P;2018-42;-3.01
65P;2018-43;-3.29
65P;2018-44;-0.58
65P;2018-45;-0.27
65P;2018-46;-3.57
65P;2018-47;-2.37
65P;2018-48;-1.03
65P;2018-49;-0.77
65P;2018-50;-1.63
65P;2018-51;1.28
65P;2018-52;0.42
65P;2019-01;4.45
65P;2019-02;8.23
65P;2019-03;8.15
65P;2019-04;8.59
65P;2019-05;9.35
65P;2019-06;9.94
65P;2019-07;7.83
65P;2019-08;7.13
65P;2019-09;6.91
65P;2019-10;4.4
65P;2019-11;3.27
65P;2019-12;-0.35
65P;2019-13;-1.17
65P;2019-14;1.04
65P;2019-15;-1.1
65P;2019-16;1.35
65P;2019-17;1.17
65P;2019-18;-0.82
65P;2019-19;0.34
65P;2019-20;0.89
65P;2019-21;1.03
65P;2019-22;0.54
65P;2019-23;1.68
65P;2019-24;0.88
65P;2019-25;1.34
65P;2019-26;5.6
65P;2019-27;3.44
65P;2019-28;1.52
65P;2019-29;1.35
65P;2019-30;11.57
65P;2019-31;1.97
65P;2019-32;1.41
65P;2019-33;-0.69
65P;2019-34;0.61
65P;2019-35;3.74
65P;2019-36;-2.28
65P;2019-37;-0.95
65P;2019-38;-0.58
65P;2019-39;1.29
65P;2019-40;-0.02
65P;2019-41;2.16
65P;2019-42;1.49
65P;2019-43;0.63
65P;2019-44;0.6
65P;2019-45;0.44
65P;2019-46;2.09
65P;2019-47;2.55
65P;2019-48;1.31
65P;2019-49;1.67
65P;2019-50;2.82
65P;2019-51;3.98
65P;2019-52;0.83
65P;2020-01;3.69
65P;2020-02;6.51
65P;2020-03;4.15
65P;2020-04;2.74
65P;2020-05;4.82
65P;2020-06;1.52
65P;2020-07;2.34
65P;2020-08;-1.02
65P;2020-09;0.96
65P;2020-10;2.1
65P;2020-11;5.24
65P;2020-12;15.37
65P;2020-13;33.1
65P;2020-14;49.56
65P;2020-15;48.64
65P;2020-16;36.23
65P;2020-17;23.75
65P;2020-18;13.56
65P;2020-19;8.75
65P;2020-20;2.65
65P;2020-21;3.11
65P;2020-22;-0.57
65P;2020-23;0.08
65P;2020-24;-1.43
65P;2020-25;-1.15
65P;2020-26;3.53
65P;2020-27;0.43
65P;2020-28;-0.17
65P;2020-29;1.75
65P;2020-30;2.77
65P;2020-31;6.68
65P;2020-32;5.72
65P;2020-33;13.11
65P;2020-34;4.42
65P;2020-35;1.41
65P;2020-36;1.6
65P;2020-37;3.8
65P;2020-38;5.5
65P;2020-39;2.8
65P;2020-40;5.42
65P;2020-41;4.88
65P;2020-42;6.71
65P;2020-43;13.81
65P;2020-44;18.19
65P;2020-45;21.71
65P;2020-46;23.27
65P;2020-47;21.75
65P;2020-48;21.2
65P;2020-49;22.69
65P;2020-50;23.7
65P;2020-51;23.25
65P;2020-52;22.53
65P;2020-53;23.79
65P;2021-01;26.14
65P;2021-02;29.59
65P;2021-03;31.52
65P;2021-04;25.94
65P;2021-05;17.81
65P;2021-06;12.09
65P;2021-07;9.05
65P;2021-08;2.48
65P;2021-09;-0.51
65P;2021-10;1.05
65P;2021-11;1.02
65P;2021-12;1.47
65P;2021-13;3.12
65P;2021-14;3.55
65P;2021-15;3.45
65P;2021-16;4.44
65P;2021-17;3.83
65P;2021-18;4.63
65P;2021-19;1.48
65P;2021-20;-0.02
65P;2021-21;-0.78
65P;2021-22;1.21
65P;2021-23;0.26
65P;2021-24;3.74
65P;2021-25;1.02
65P;2021-26;2.58
65P;2021-27;3.12
65P;2021-28;4.64
65P;2021-29;8.27
65P;2021-30;6.79
65P;2021-31;8.13
65P;2021-32;10.03
65P;2021-33;8.49
65P;2021-34;6.26
65P;2021-35;6.55
65P;2021-36;10.74
65P;2021-37;5.7
65P;2021-38;3.6
65P;2021-39;4.61
65P;2021-40;4.03
65P;2021-41;6.5
65P;2021-42;7.19
65P;2021-43;9.1
65P;2021-44;8.41
65P;2021-45;8.11
65P;2021-46;-2.99
85P;2016-48;0.84
85P;2016-49;3.59
85P;2016-50;5.38
85P;2016-51;8.71
85P;2016-52;15.88
85P;2017-01;24.23
85P;2017-02;27.65
85P;2017-03;22.86
85P;2017-04;22.53
85P;2017-05;21.91
85P;2017-06;16.12
85P;2017-07;13.19
85P;2017-08;10.06
85P;2017-09;6.57
85P;2017-10;2.34
85P;2017-11;-0.52
85P;2017-12;-2.49
85P;2017-13;-2.09
85P;2017-14;-3.15
85P;2017-15;-2.64
85P;2017-16;-3.08
85P;2017-17;1.31
85P;2017-18;1.2
85P;2017-19;0.59
85P;2017-20;1.19
85P;2017-21;1.19
85P;2017-22;-0.19
85P;2017-23;-2.07
85P;2017-24;1.75
85P;2017-25;5.08
85P;2017-26;0.7
85P;2017-27;3.06
85P;2017-28;0.22
85P;2017-29;1.98
85P;2017-30;1.15
85P;2017-31;4.27
85P;2017-32;3.35
85P;2017-33;2.12
85P;2017-34;2.35
85P;2017-35;0.35
85P;2017-36;-2.56
85P;2017-37;-1.24
85P;2017-38;0.53
85P;2017-39;2.03
85P;2017-40;1.52
85P;2017-41;2.59
85P;2017-42;-0.19
85P;2017-43;-1.44
85P;2017-44;-1.89
85P;2017-45;-1.28
85P;2017-46;0.44
85P;2017-47;0.83
85P;2017-48;-0.21
85P;2017-49;3.43
85P;2017-50;5.34
85P;2017-51;6.76
85P;2017-52;10.25
85P;2018-01;16.33
85P;2018-02;13.66
85P;2018-03;12.61
85P;2018-04;9.85
85P;2018-05;8.39
85P;2018-06;8.77
85P;2018-07;12.72
85P;2018-08;15.39
85P;2018-09;21.23
85P;2018-10;23.5
85P;2018-11;16.7
85P;2018-12;12.7
85P;2018-13;9.72
85P;2018-14;6.67
85P;2018-15;4.45
85P;2018-16;0.88
85P;2018-17;-2.3
85P;2018-18;-3.38
85P;2018-19;-1.94
85P;2018-20;-3.16
85P;2018-21;-1.06
85P;2018-22;0.25
85P;2018-23;-2.15
85P;2018-24;-2.85
85P;2018-25;-0.42
85P;2018-26;2.71
85P;2018-27;4.3
85P;2018-28;1.1
85P;2018-29;3.77
85P;2018-30;7.37
85P;2018-31;11.39
85P;2018-32;7.77
85P;2018-33;1.55
85P;2018-34;1.39
85P;2018-35;-1.36
85P;2018-36;-0.78
85P;2018-37;-2
85P;2018-38;0.37
85P;2018-39;-2.66
85P;2018-40;0
85P;2018-41;1.35
85P;2018-42;-2.65
85P;2018-43;-3.23
85P;2018-44;-1.01
85P;2018-45;-0.63
85P;2018-46;-3.43
85P;2018-47;-3.04
85P;2018-48;-2.49
85P;2018-49;-1.84
85P;2018-50;-2.97
85P;2018-51;0.34
85P;2018-52;-0.42
85P;2019-01;4.51
85P;2019-02;7.68
85P;2019-03;7.78
85P;2019-04;8.14
85P;2019-05;8.59
85P;2019-06;8.87
85P;2019-07;6.42
85P;2019-08;6.87
85P;2019-09;6.53
85P;2019-10;3.44
85P;2019-11;2.52
85P;2019-12;-0.35
85P;2019-13;-1.75
85P;2019-14;0.49
85P;2019-15;-1.35
85P;2019-16;0.75
85P;2019-17;1.65
85P;2019-18;-0.26
85P;2019-19;-0.12
85P;2019-20;0.89
85P;2019-21;1.05
85P;2019-22;1.3
85P;2019-23;1.06
85P;2019-24;1.14
85P;2019-25;1.1
85P;2019-26;5.33
85P;2019-27;3.11
85P;2019-28;2.23
85P;2019-29;1.72
85P;2019-30;10.65
85P;2019-31;2.12
85P;2019-32;1.64
85P;2019-33;-0.13
85P;2019-34;1.09
85P;2019-35;3.75
85P;2019-36;-2.15
85P;2019-37;-0.98
85P;2019-38;-0.35
85P;2019-39;1.01
85P;2019-40;-0.34
85P;2019-41;1.95
85P;2019-42;1.33
85P;2019-43;0.54
85P;2019-44;0.69
85P;2019-45;0.42
85P;2019-46;1.57
85P;2019-47;2.74
85P;2019-48;1.38
85P;2019-49;0.75
85P;2019-50;1.53
85P;2019-51;2.99
85P;2019-52;0.6
85P;2020-01;4.08
85P;2020-02;6.66
85P;2020-03;4.41
85P;2020-04;2.24
85P;2020-05;4.22
85P;2020-06;1.57
85P;2020-07;1.79
85P;2020-08;-1.72
85P;2020-09;0.33
85P;2020-10;1.56
85P;2020-11;3.82
85P;2020-12;11.48
85P;2020-13;26.33
85P;2020-14;44.4
85P;2020-15;45.11
85P;2020-16;35.14
85P;2020-17;23.48
85P;2020-18;13.28
85P;2020-19;8.66
85P;2020-20;2.12
85P;2020-21;3.75
85P;2020-22;-0.47
85P;2020-23;-0.27
85P;2020-24;-1.83
85P;2020-25;-1.42
85P;2020-26;3.06
85P;2020-27;0.37
85P;2020-28;0.17
85P;2020-29;1.39
85P;2020-30;2.92
85P;2020-31;6.89
85P;2020-32;5.79
85P;2020-33;12.2
85P;2020-34;4.99
85P;2020-35;1.38
85P;2020-36;1.41
85P;2020-37;3.05
85P;2020-38;5.4
85P;2020-39;0.95
85P;2020-40;4.06
85P;2020-41;3.41
85P;2020-42;4.75
85P;2020-43;11.75
85P;2020-44;14.47
85P;2020-45;18.07
85P;2020-46;19.2
85P;2020-47;17.92
85P;2020-48;17.23
85P;2020-49;18.48
85P;2020-50;19.96
85P;2020-51;19.19
85P;2020-52;18.73
85P;2020-53;19.7
85P;2021-01;22.7
85P;2021-02;25.46
85P;2021-03;27.2
85P;2021-04;22.43
85P;2021-05;13.88
85P;2021-06;8.37
85P;2021-07;5.54
85P;2021-08;-0.66
85P;2021-09;-4.68
85P;2021-10;-2.84
85P;2021-11;-3.38
85P;2021-12;-3.02
85P;2021-13;-2.54
85P;2021-14;-1.69
85P;2021-15;-1.26
85P;2021-16;-0.31
85P;2021-17;-0.46
85P;2021-18;0.27
85P;2021-19;-1.84
85P;2021-20;-3.27
85P;2021-21;-2.35
85P;2021-22;-0.35
85P;2021-23;-1.78
85P;2021-24;2.49
85P;2021-25;-0.09
85P;2021-26;1.33
85P;2021-27;2.42
85P;2021-28;3.45
85P;2021-29;6.94
85P;2021-30;5.18
85P;2021-31;7.52
85P;2021-32;9.67
85P;2021-33;7.71
85P;2021-34;4.68
85P;2021-35;4.45
85P;2021-36;8.65
85P;2021-37;4.06
85P;2021-38;1.93
85P;2021-39;2.57
85P;2021-40;2.24
85P;2021-41;4.11
85P;2021-42;5.75
85P;2021-43;6.6
85P;2021-44;5.99
85P;2021-45;6.03
85P;2021-46;-3.14
