group;week;zscore
65to74;2018-31;6.88
65to74;2018-32;4.73
65to74;2018-33;-0.58
65to74;2018-34;0.33
65to74;2018-35;-0.83
65to74;2018-36;-0.59
65to74;2018-37;-0.04
65to74;2018-38;0.33
65to74;2018-39;-1.26
65to74;2018-40;1.78
65to74;2018-41;0.32
65to74;2018-42;-1.61
65to74;2018-43;-1.85
65to74;2018-44;0.2
65to74;2018-45;0.94
65to74;2018-46;-2.1
65to74;2018-47;-1.29
65to74;2018-48;0.75
65to74;2018-49;0.43
65to74;2018-50;1.75
65to74;2018-51;2.19
65to74;2018-52;2.53
65to74;2019-01;3.61
65to74;2019-02;6.39
65to74;2019-03;6.08
65to74;2019-04;6.29
65to74;2019-05;7.6
65to74;2019-06;8.06
65to74;2019-07;6.7
65to74;2019-08;6.93
65to74;2019-09;5.2
65to74;2019-10;4.36
65to74;2019-11;3.73
65to74;2019-12;0.81
65to74;2019-13;-1.05
65to74;2019-14;1.51
65to74;2019-15;-1.04
65to74;2019-16;1.95
65to74;2019-17;-0.57
65to74;2019-18;-1.69
65to74;2019-19;-0.27
65to74;2019-20;0.01
65to74;2019-21;-0.32
65to74;2019-22;0.14
65to74;2019-23;1.84
65to74;2019-24;-0.06
65to74;2019-25;0.86
65to74;2019-26;3.36
65to74;2019-27;2.09
65to74;2019-28;-1.04
65to74;2019-29;-0.91
65to74;2019-30;6.62
65to74;2019-31;0.93
65to74;2019-32;-0.89
65to74;2019-33;-1.22
65to74;2019-34;-1.29
65to74;2019-35;1.62
65to74;2019-36;-2.7
65to74;2019-37;-0.77
65to74;2019-38;-0.77
65to74;2019-39;0.53
65to74;2019-40;0.41
65to74;2019-41;0.53
65to74;2019-42;0.44
65to74;2019-43;1.21
65to74;2019-44;-0.28
65to74;2019-45;0.44
65to74;2019-46;0.13
65to74;2019-47;0.94
65to74;2019-48;0.02
65to74;2019-49;3.23
65to74;2019-50;3.83
65to74;2019-51;4.33
65to74;2019-52;0.89
65to74;2020-01;3.6
65to74;2020-02;4.67
65to74;2020-03;3.08
65to74;2020-04;4.24
65to74;2020-05;4.56
65to74;2020-06;2.45
65to74;2020-07;2.11
65to74;2020-08;0.74
65to74;2020-09;1.15
65to74;2020-10;2.12
65to74;2020-11;5.97
65to74;2020-12;14.14
65to74;2020-13;26.11
65to74;2020-14;33.27
65to74;2020-15;29.65
65to74;2020-16;19.7
65to74;2020-17;13.13
65to74;2020-18;6.91
65to74;2020-19;4.67
65to74;2020-20;1.77
65to74;2020-21;0.63
65to74;2020-22;0.12
65to74;2020-23;0.13
65to74;2020-24;-1.51
65to74;2020-25;-0.66
65to74;2020-26;3.89
65to74;2020-27;0.75
65to74;2020-28;-1.92
65to74;2020-29;-0.24
65to74;2020-30;0.87
65to74;2020-31;2.1
65to74;2020-32;2.41
65to74;2020-33;7.36
65to74;2020-34;1.44
65to74;2020-35;0.35
65to74;2020-36;1.18
65to74;2020-37;2.57
65to74;2020-38;2.26
65to74;2020-39;3.96
65to74;2020-40;5.17
65to74;2020-41;4.46
65to74;2020-42;6.22
65to74;2020-43;10.8
65to74;2020-44;14.44
65to74;2020-45;15.83
65to74;2020-46;17.26
65to74;2020-47;16.16
65to74;2020-48;17.04
65to74;2020-49;18.82
65to74;2020-50;16.65
65to74;2020-51;16.88
65to74;2020-52;16.83
65to74;2020-53;16.93
65to74;2021-01;17.44
65to74;2021-02;21.04
65to74;2021-03;21.67
65to74;2021-04;19.06
65to74;2021-05;15.31
65to74;2021-06;11.66
65to74;2021-07;11.2
65to74;2021-08;6.12
65to74;2021-09;6.13
65to74;2021-10;8.24
65to74;2021-11;8.41
65to74;2021-12;9.1
65to74;2021-13;9.75
65to74;2021-14;11.54
65to74;2021-15;10.47
65to74;2021-16;11.43
65to74;2021-17;9.35
65to74;2021-18;11.6
65to74;2021-19;6.75
65to74;2021-20;6.45
65to74;2021-21;2.52
65to74;2021-22;4.26
65to74;2021-23;4.19
65to74;2021-24;4.61
65to74;2021-25;2.23
65to74;2021-26;3.72
65to74;2021-27;3.66
65to74;2021-28;5.38
65to74;2021-29;6.45
65to74;2021-30;5.23
65to74;2021-31;5.69
65to74;2021-32;7.07
65to74;2021-33;6.29
65to74;2021-34;5.57
65to74;2021-35;7.01
65to74;2021-36;9.6
65to74;2021-37;5.48
65to74;2021-38;4.99
65to74;2021-39;6.55
65to74;2021-40;6.24
65to74;2021-41;8.61
65to74;2021-42;7.59
65to74;2021-43;10.15
65to74;2021-44;9.91
65to74;2021-45;11.8
65to74;2021-46;12.87
65to74;2021-47;16.82
65to74;2021-48;19.93
65to74;2021-49;17.88
65to74;2021-50;15.77
65to74;2021-51;15.63
65to74;2021-52;14.38
65to74;2022-01;10.68
65to74;2022-02;10.28
65to74;2022-03;7.78
65to74;2022-04;10.41
65to74;2022-05;10.02
65to74;2022-06;7.2
65to74;2022-07;7.51
65to74;2022-08;3.94
65to74;2022-09;4.11
65to74;2022-10;5.21
65to74;2022-11;5.43
65to74;2022-12;6.15
65to74;2022-13;6.27
65to74;2022-14;7.56
65to74;2022-15;5.42
65to74;2022-16;4.64
65to74;2022-17;5.1
65to74;2022-18;4.96
65to74;2022-19;4.3
65to74;2022-20;3.15
65to74;2022-21;-0.48
65to74;2022-22;3.32
65to74;2022-23;3.05
65to74;2022-24;5.93
65to74;2022-25;6.49
65to74;2022-26;5.58
65to74;2022-27;5
65to74;2022-28;8.71
65to74;2022-29;12.71
65to74;2022-30;8.93
65to74;2022-31;6.74
65to74;2022-32;7.46
65to74;2022-33;5.17
65to74;2022-34;2.45
65to74;2022-35;0.34
65to74;2022-36;3.5
65to74;2022-37;1.95
65to74;2022-38;3.56
65to74;2022-39;6.75
65to74;2022-40;7.51
65to74;2022-41;5.29
65to74;2022-42;0.85
75to84;2017-44;-2.01
75to84;2017-45;-1.52
75to84;2017-46;0.2
75to84;2017-47;0.64
75to84;2017-48;1.63
75to84;2017-49;3.15
75to84;2017-50;6.1
75to84;2017-51;6.33
75to84;2017-52;7.75
75to84;2018-01;10.08
75to84;2018-02;8.68
75to84;2018-03;8.24
75to84;2018-04;6.64
75to84;2018-05;6.2
75to84;2018-06;7.31
75to84;2018-07;9.46
75to84;2018-08;10.54
75to84;2018-09;17.82
75to84;2018-10;19.95
75to84;2018-11;13.71
75to84;2018-12;9.44
75to84;2018-13;8.21
75to84;2018-14;5.66
75to84;2018-15;3.6
75to84;2018-16;0.94
75to84;2018-17;-2.71
75to84;2018-18;-1.92
75to84;2018-19;-2.22
75to84;2018-20;-3.39
75to84;2018-21;-0.55
75to84;2018-22;0.51
75to84;2018-23;0.56
75to84;2018-24;-3.19
75to84;2018-25;-1.26
75to84;2018-26;2.31
75to84;2018-27;2.11
75to84;2018-28;0.1
75to84;2018-29;1.21
75to84;2018-30;6.66
75to84;2018-31;9.14
75to84;2018-32;6.11
75to84;2018-33;0.77
75to84;2018-34;0.21
75to84;2018-35;-1.59
75to84;2018-36;-0.19
75to84;2018-37;-1.01
75to84;2018-38;-0.97
75to84;2018-39;-1.67
75to84;2018-40;-1.11
75to84;2018-41;0.89
75to84;2018-42;-2.79
75to84;2018-43;-2.29
75to84;2018-44;-0.02
75to84;2018-45;0.05
75to84;2018-46;-2.49
75to84;2018-47;-0.44
75to84;2018-48;0.95
75to84;2018-49;0.79
75to84;2018-50;-0.26
75to84;2018-51;1.87
75to84;2018-52;0.53
75to84;2019-01;2.88
75to84;2019-02;6.27
75to84;2019-03;6.11
75to84;2019-04;6.37
75to84;2019-05;6.87
75to84;2019-06;7.8
75to84;2019-07;6.81
75to84;2019-08;4.24
75to84;2019-09;5.25
75to84;2019-10;3.73
75to84;2019-11;2.64
75to84;2019-12;-0.62
75to84;2019-13;0.36
75to84;2019-14;1.32
75to84;2019-15;-0.09
75to84;2019-16;1.33
75to84;2019-17;0.88
75to84;2019-18;-0.84
75to84;2019-19;1.19
75to84;2019-20;1.08
75to84;2019-21;1.27
75to84;2019-22;-0.58
75to84;2019-23;1.55
75to84;2019-24;0.54
75to84;2019-25;1.08
75to84;2019-26;4.28
75to84;2019-27;2.77
75to84;2019-28;0.71
75to84;2019-29;0.98
75to84;2019-30;9.94
75to84;2019-31;1.06
75to84;2019-32;1.41
75to84;2019-33;-1.3
75to84;2019-34;0.58
75to84;2019-35;2.8
75to84;2019-36;-1.42
75to84;2019-37;-0.67
75to84;2019-38;-0.71
75to84;2019-39;1.32
75to84;2019-40;0.26
75to84;2019-41;2.28
75to84;2019-42;1.64
75to84;2019-43;0.37
75to84;2019-44;0.83
75to84;2019-45;0.4
75to84;2019-46;3.07
75to84;2019-47;2.16
75to84;2019-48;1.58
75to84;2019-49;1.41
75to84;2019-50;3.14
75to84;2019-51;3.59
75to84;2019-52;1.06
75to84;2020-01;1.62
75to84;2020-02;4.23
75to84;2020-03;2.56
75to84;2020-04;1.55
75to84;2020-05;3.83
75to84;2020-06;0.47
75to84;2020-07;2.37
75to84;2020-08;-0.25
75to84;2020-09;1.48
75to84;2020-10;2.06
75to84;2020-11;4.66
75to84;2020-12;14.29
75to84;2020-13;30.69
75to84;2020-14;41.79
75to84;2020-15;40.33
75to84;2020-16;29.09
75to84;2020-17;18.34
75to84;2020-18;10.9
75to84;2020-19;6.8
75to84;2020-20;2.65
75to84;2020-21;1.96
75to84;2020-22;-0.83
75to84;2020-23;0.44
75to84;2020-24;-0.29
75to84;2020-25;-0.69
75to84;2020-26;1.95
75to84;2020-27;-0.05
75to84;2020-28;0.23
75to84;2020-29;2.15
75to84;2020-30;2.02
75to84;2020-31;5.33
75to84;2020-32;4.24
75to84;2020-33;10.95
75to84;2020-34;2.78
75to84;2020-35;1.24
75to84;2020-36;1.2
75to84;2020-37;3.37
75to84;2020-38;4.62
75to84;2020-39;3.35
75to84;2020-40;4.86
75to84;2020-41;4.76
75to84;2020-42;6.66
75to84;2020-43;11.66
75to84;2020-44;16.74
75to84;2020-45;19.79
75to84;2020-46;21.19
75to84;2020-47;19.81
75to84;2020-48;18.88
75to84;2020-49;19.74
75to84;2020-50;21.12
75to84;2020-51;20.87
75to84;2020-52;19.83
75to84;2020-53;21.58
75to84;2021-01;22.71
75to84;2021-02;24.94
75to84;2021-03;26.84
75to84;2021-04;21.24
75to84;2021-05;15.88
75to84;2021-06;11.53
75to84;2021-07;8.37
75to84;2021-08;3.95
75to84;2021-09;2.23
75to84;2021-10;2.1
75to84;2021-11;2.83
75to84;2021-12;3.08
75to84;2021-13;6.1
75to84;2021-14;4.9
75to84;2021-15;4.56
75to84;2021-16;5.36
75to84;2021-17;5.09
75to84;2021-18;4.82
75to84;2021-19;2.49
75to84;2021-20;1
75to84;2021-21;-0.05
75to84;2021-22;0.99
75to84;2021-23;0.64
75to84;2021-24;3.08
75to84;2021-25;1.21
75to84;2021-26;2.28
75to84;2021-27;1.82
75to84;2021-28;3.39
75to84;2021-29;6.97
75to84;2021-30;6.21
75to84;2021-31;6.28
75to84;2021-32;6.86
75to84;2021-33;6.64
75to84;2021-34;5.43
75to84;2021-35;5.87
75to84;2021-36;9.33
75to84;2021-37;5.46
75to84;2021-38;3.78
75to84;2021-39;4.9
75to84;2021-40;4.04
75to84;2021-41;5.57
75to84;2021-42;7.11
75to84;2021-43;9.98
75to84;2021-44;8.95
75to84;2021-45;11.13
75to84;2021-46;12.62
75to84;2021-47;14.96
75to84;2021-48;17.27
75to84;2021-49;15.62
75to84;2021-50;12.72
75to84;2021-51;12.37
75to84;2021-52;12.25
75to84;2022-01;8.31
75to84;2022-02;6.97
75to84;2022-03;7.32
75to84;2022-04;8.88
75to84;2022-05;9.53
75to84;2022-06;7.18
75to84;2022-07;6.42
75to84;2022-08;4.7
75to84;2022-09;3.56
75to84;2022-10;5.61
75to84;2022-11;6.37
75to84;2022-12;6.13
75to84;2022-13;8.28
75to84;2022-14;9.24
75to84;2022-15;7.99
75to84;2022-16;4.81
75to84;2022-17;4.35
75to84;2022-18;4.36
75to84;2022-19;4.89
75to84;2022-20;4.08
75to84;2022-21;0.73
75to84;2022-22;4.35
75to84;2022-23;3.05
75to84;2022-24;7.19
75to84;2022-25;7.45
75to84;2022-26;6.64
75to84;2022-27;8.8
75to84;2022-28;12.44
75to84;2022-29;17.62
75to84;2022-30;12.66
75to84;2022-31;10.64
75to84;2022-32;11.98
75to84;2022-33;8.82
75to84;2022-34;5.56
75to84;2022-35;3.32
75to84;2022-36;4.97
75to84;2022-37;3.49
75to84;2022-38;5.2
75to84;2022-39;8.85
75to84;2022-40;10.03
75to84;2022-41;8.17
75to84;2022-42;0.9
65P;2017-44;-1.89
65P;2017-45;-1.27
65P;2017-46;0.64
65P;2017-47;1.2
65P;2017-48;0.95
65P;2017-49;4.14
65P;2017-50;6.46
65P;2017-51;7.45
65P;2017-52;10.58
65P;2018-01;15.33
65P;2018-02;12.86
65P;2018-03;12.3
65P;2018-04;9.39
65P;2018-05;8.54
65P;2018-06;9.63
65P;2018-07;12.85
65P;2018-08;15.29
65P;2018-09;22.38
65P;2018-10;24.52
65P;2018-11;17.34
65P;2018-12;13.01
65P;2018-13;10.09
65P;2018-14;7.07
65P;2018-15;4.54
65P;2018-16;1.27
65P;2018-17;-2.58
65P;2018-18;-3.06
65P;2018-19;-2.24
65P;2018-20;-3.25
65P;2018-21;-1.13
65P;2018-22;0.55
65P;2018-23;-1.46
65P;2018-24;-3.26
65P;2018-25;-0.7
65P;2018-26;2.58
65P;2018-27;3.34
65P;2018-28;0.35
65P;2018-29;3.12
65P;2018-30;7.22
65P;2018-31;11.36
65P;2018-32;7.69
65P;2018-33;0.94
65P;2018-34;0.79
65P;2018-35;-1.65
65P;2018-36;-0.71
65P;2018-37;-1.61
65P;2018-38;-0.22
65P;2018-39;-2.43
65P;2018-40;0.01
65P;2018-41;1.21
65P;2018-42;-2.89
65P;2018-43;-3.01
65P;2018-44;-0.51
65P;2018-45;-0.04
65P;2018-46;-3.21
65P;2018-47;-1.94
65P;2018-48;-0.72
65P;2018-49;-0.43
65P;2018-50;-1.15
65P;2018-51;1.66
65P;2018-52;0.81
65P;2019-01;4.71
65P;2019-02;8.46
65P;2019-03;8.42
65P;2019-04;8.81
65P;2019-05;9.5
65P;2019-06;10.11
65P;2019-07;8
65P;2019-08;7.38
65P;2019-09;7.16
65P;2019-10;4.68
65P;2019-11;3.5
65P;2019-12;0.05
65P;2019-13;-0.81
65P;2019-14;1.34
65P;2019-15;-0.77
65P;2019-16;1.56
65P;2019-17;1.27
65P;2019-18;-0.66
65P;2019-19;0.41
65P;2019-20;1.02
65P;2019-21;1.07
65P;2019-22;0.55
65P;2019-23;1.61
65P;2019-24;0.8
65P;2019-25;1.2
65P;2019-26;5.33
65P;2019-27;3.21
65P;2019-28;1.24
65P;2019-29;1.11
65P;2019-30;11.22
65P;2019-31;1.72
65P;2019-32;1.23
65P;2019-33;-0.91
65P;2019-34;0.51
65P;2019-35;3.46
65P;2019-36;-2.37
65P;2019-37;-0.98
65P;2019-38;-0.63
65P;2019-39;1.16
65P;2019-40;0.09
65P;2019-41;2.16
65P;2019-42;1.56
65P;2019-43;0.82
65P;2019-44;0.79
65P;2019-45;0.7
65P;2019-46;2.27
65P;2019-47;2.83
65P;2019-48;1.69
65P;2019-49;1.99
65P;2019-50;3.29
65P;2019-51;4.41
65P;2019-52;1.35
65P;2020-01;4.13
65P;2020-02;6.84
65P;2020-03;4.63
65P;2020-04;3.28
65P;2020-05;5.35
65P;2020-06;2.09
65P;2020-07;2.84
65P;2020-08;-0.37
65P;2020-09;1.49
65P;2020-10;2.6
65P;2020-11;5.64
65P;2020-12;15.49
65P;2020-13;32.72
65P;2020-14;48.84
65P;2020-15;47.92
65P;2020-16;35.74
65P;2020-17;23.61
65P;2020-18;13.59
65P;2020-19;8.84
65P;2020-20;2.9
65P;2020-21;3.2
65P;2020-22;-0.33
65P;2020-23;0.2
65P;2020-24;-1.36
65P;2020-25;-1.12
65P;2020-26;3.46
65P;2020-27;0.41
65P;2020-28;-0.13
65P;2020-29;1.61
65P;2020-30;2.64
65P;2020-31;6.43
65P;2020-32;5.49
65P;2020-33;12.71
65P;2020-34;4.18
65P;2020-35;1.41
65P;2020-36;1.6
65P;2020-37;3.67
65P;2020-38;5.4
65P;2020-39;2.82
65P;2020-40;5.42
65P;2020-41;4.92
65P;2020-42;6.83
65P;2020-43;13.75
65P;2020-44;18.05
65P;2020-45;21.61
65P;2020-46;23.1
65P;2020-47;21.59
65P;2020-48;21.11
65P;2020-49;22.48
65P;2020-50;23.4
65P;2020-51;22.92
65P;2020-52;22.32
65P;2020-53;23.57
65P;2021-01;25.86
65P;2021-02;28.97
65P;2021-03;30.82
65P;2021-04;25.36
65P;2021-05;17.78
65P;2021-06;12.19
65P;2021-07;9.32
65P;2021-08;3.01
65P;2021-09;0.13
65P;2021-10;1.5
65P;2021-11;1.55
65P;2021-12;2
65P;2021-13;3.55
65P;2021-14;3.89
65P;2021-15;3.84
65P;2021-16;4.75
65P;2021-17;4.11
65P;2021-18;4.94
65P;2021-19;1.76
65P;2021-20;0.24
65P;2021-21;-0.52
65P;2021-22;1.43
65P;2021-23;0.45
65P;2021-24;3.84
65P;2021-25;1.1
65P;2021-26;2.71
65P;2021-27;3.02
65P;2021-28;4.66
65P;2021-29;8.22
65P;2021-30;6.66
65P;2021-31;8.04
65P;2021-32;9.78
65P;2021-33;8.42
65P;2021-34;6.17
65P;2021-35;6.53
65P;2021-36;10.85
65P;2021-37;5.9
65P;2021-38;3.97
65P;2021-39;5.25
65P;2021-40;4.67
65P;2021-41;6.83
65P;2021-42;8.43
65P;2021-43;10.84
65P;2021-44;9.95
65P;2021-45;12.47
65P;2021-46;13.22
65P;2021-47;15.51
65P;2021-48;19.2
65P;2021-49;18.02
65P;2021-50;14.39
65P;2021-51;14.01
65P;2021-52;13.54
65P;2022-01;10.21
65P;2022-02;9.24
65P;2022-03;9.28
65P;2022-04;11.57
65P;2022-05;12.51
65P;2022-06;9.24
65P;2022-07;8.8
65P;2022-08;5.05
65P;2022-09;4.97
65P;2022-10;6.44
65P;2022-11;7.28
65P;2022-12;8.2
65P;2022-13;9.55
65P;2022-14;11.33
65P;2022-15;9.81
65P;2022-16;6.8
65P;2022-17;6.25
65P;2022-18;5.39
65P;2022-19;5.61
65P;2022-20;4.92
65P;2022-21;0.6
65P;2022-22;4.35
65P;2022-23;4.03
65P;2022-24;8.89
65P;2022-25;8.35
65P;2022-26;8.39
65P;2022-27;10.41
65P;2022-28;15.59
65P;2022-29;22.37
65P;2022-30;16.5
65P;2022-31;14.03
65P;2022-32;14.64
65P;2022-33;11.08
65P;2022-34;6.97
65P;2022-35;3.64
65P;2022-36;4.74
65P;2022-37;3.46
65P;2022-38;5.49
65P;2022-39;10.49
65P;2022-40;11.42
65P;2022-41;9.56
65P;2022-42;2.61
85P;2017-44;-1.83
85P;2017-45;-1.05
85P;2017-46;0.64
85P;2017-47;1.01
85P;2017-48;0.07
85P;2017-49;3.68
85P;2017-50;5.58
85P;2017-51;6.92
85P;2017-52;10.4
85P;2018-01;16.41
85P;2018-02;13.81
85P;2018-03;12.68
85P;2018-04;10.11
85P;2018-05;8.57
85P;2018-06;8.97
85P;2018-07;12.82
85P;2018-08;15.49
85P;2018-09;21.24
85P;2018-10;23.45
85P;2018-11;16.76
85P;2018-12;12.77
85P;2018-13;9.88
85P;2018-14;6.87
85P;2018-15;4.56
85P;2018-16;1.07
85P;2018-17;-2.22
85P;2018-18;-3.17
85P;2018-19;-1.81
85P;2018-20;-3.04
85P;2018-21;-1.02
85P;2018-22;0.08
85P;2018-23;-2.2
85P;2018-24;-2.93
85P;2018-25;-0.59
85P;2018-26;2.43
85P;2018-27;3.9
85P;2018-28;0.8
85P;2018-29;3.54
85P;2018-30;7.04
85P;2018-31;11.15
85P;2018-32;7.57
85P;2018-33;1.35
85P;2018-34;1.12
85P;2018-35;-1.52
85P;2018-36;-0.89
85P;2018-37;-2.13
85P;2018-38;0.17
85P;2018-39;-2.66
85P;2018-40;0.1
85P;2018-41;1.41
85P;2018-42;-2.56
85P;2018-43;-3.02
85P;2018-44;-0.95
85P;2018-45;-0.45
85P;2018-46;-3.15
85P;2018-47;-2.62
85P;2018-48;-2.21
85P;2018-49;-1.47
85P;2018-50;-2.54
85P;2018-51;0.75
85P;2018-52;0.05
85P;2019-01;4.81
85P;2019-02;8.03
85P;2019-03;8.17
85P;2019-04;8.58
85P;2019-05;8.96
85P;2019-06;9.24
85P;2019-07;6.75
85P;2019-08;7.28
85P;2019-09;6.88
85P;2019-10;3.92
85P;2019-11;2.86
85P;2019-12;0.11
85P;2019-13;-1.33
85P;2019-14;0.82
85P;2019-15;-0.95
85P;2019-16;1.06
85P;2019-17;1.81
85P;2019-18;0.03
85P;2019-19;0.01
85P;2019-20;1.03
85P;2019-21;1.13
85P;2019-22;1.29
85P;2019-23;1.06
85P;2019-24;1.04
85P;2019-25;1.03
85P;2019-26;5.17
85P;2019-27;2.94
85P;2019-28;2.06
85P;2019-29;1.61
85P;2019-30;10.42
85P;2019-31;1.91
85P;2019-32;1.52
85P;2019-33;-0.29
85P;2019-34;0.97
85P;2019-35;3.54
85P;2019-36;-2.21
85P;2019-37;-1.01
85P;2019-38;-0.36
85P;2019-39;0.93
85P;2019-40;-0.19
85P;2019-41;2.02
85P;2019-42;1.44
85P;2019-43;0.69
85P;2019-44;0.9
85P;2019-45;0.75
85P;2019-46;1.79
85P;2019-47;3.06
85P;2019-48;1.79
85P;2019-49;1.23
85P;2019-50;2.1
85P;2019-51;3.53
85P;2019-52;1.17
85P;2020-01;4.58
85P;2020-02;7.11
85P;2020-03;4.99
85P;2020-04;2.91
85P;2020-05;4.86
85P;2020-06;2.22
85P;2020-07;2.4
85P;2020-08;-0.92
85P;2020-09;1.01
85P;2020-10;2.19
85P;2020-11;4.31
85P;2020-12;11.97
85P;2020-13;26.51
85P;2020-14;44.34
85P;2020-15;45.04
85P;2020-16;35.1
85P;2020-17;23.74
85P;2020-18;13.66
85P;2020-19;9
85P;2020-20;2.53
85P;2020-21;3.95
85P;2020-22;-0.14
85P;2020-23;-0.07
85P;2020-24;-1.69
85P;2020-25;-1.33
85P;2020-26;3.18
85P;2020-27;0.38
85P;2020-28;0.26
85P;2020-29;1.37
85P;2020-30;2.84
85P;2020-31;6.78
85P;2020-32;5.75
85P;2020-33;12
85P;2020-34;4.81
85P;2020-35;1.41
85P;2020-36;1.46
85P;2020-37;3.1
85P;2020-38;5.39
85P;2020-39;1.08
85P;2020-40;4.16
85P;2020-41;3.62
85P;2020-42;5.01
85P;2020-43;12
85P;2020-44;14.7
85P;2020-45;18.33
85P;2020-46;19.42
85P;2020-47;18.11
85P;2020-48;17.56
85P;2020-49;18.68
85P;2020-50;20.12
85P;2020-51;19.37
85P;2020-52;19
85P;2020-53;19.95
85P;2021-01;22.91
85P;2021-02;25.48
85P;2021-03;27.15
85P;2021-04;22.4
85P;2021-05;14.3
85P;2021-06;8.89
85P;2021-07;6.2
85P;2021-08;0.1
85P;2021-09;-3.76
85P;2021-10;-2.1
85P;2021-11;-2.55
85P;2021-12;-2.2
85P;2021-13;-1.77
85P;2021-14;-1.06
85P;2021-15;-0.51
85P;2021-16;0.16
85P;2021-17;0.03
85P;2021-18;0.78
85P;2021-19;-1.34
85P;2021-20;-2.91
85P;2021-21;-2
85P;2021-22;0.03
85P;2021-23;-1.42
85P;2021-24;2.71
85P;2021-25;0.09
85P;2021-26;1.61
85P;2021-27;2.49
85P;2021-28;3.63
85P;2021-29;7.06
85P;2021-30;5.31
85P;2021-31;7.5
85P;2021-32;9.61
85P;2021-33;7.68
85P;2021-34;4.84
85P;2021-35;4.62
85P;2021-36;8.86
85P;2021-37;4.37
85P;2021-38;2.33
85P;2021-39;3.2
85P;2021-40;2.89
85P;2021-41;4.73
85P;2021-42;6.86
85P;2021-43;8.16
85P;2021-44;7.4
85P;2021-45;9.61
85P;2021-46;9.49
85P;2021-47;10.42
85P;2021-48;14.1
85P;2021-49;13.91
85P;2021-50;10.33
85P;2021-51;9.94
85P;2021-52;9.64
85P;2022-01;7.85
85P;2022-02;7.19
85P;2022-03;7.93
85P;2022-04;9.86
85P;2022-05;11.17
85P;2022-06;8.13
85P;2022-07;7.77
85P;2022-08;3.78
85P;2022-09;4.32
85P;2022-10;5.12
85P;2022-11;5.98
85P;2022-12;7.47
85P;2022-13;8.33
85P;2022-14;10.3
85P;2022-15;9.3
85P;2022-16;6.52
85P;2022-17;5.73
85P;2022-18;4.29
85P;2022-19;4.57
85P;2022-20;4.36
85P;2022-21;0.46
85P;2022-22;3.14
85P;2022-23;3.53
85P;2022-24;8.16
85P;2022-25;6.82
85P;2022-26;7.78
85P;2022-27;10.06
85P;2022-28;15.23
85P;2022-29;22.04
85P;2022-30;16.61
85P;2022-31;14.49
85P;2022-32;14.38
85P;2022-33;11.17
85P;2022-34;7.21
85P;2022-35;3.71
85P;2022-36;3.34
85P;2022-37;2.8
85P;2022-38;4.43
85P;2022-39;9.47
85P;2022-40;10.12
85P;2022-41;8.88
85P;2022-42;3.09
