country;group;week;zscore
Austria;Total;2015-49;-0.69
Austria;Total;2015-50;-0.77
Austria;Total;2015-51;-0.57
Austria;Total;2015-52;-0.48
Austria;Total;2015-53;-0.79
Austria;Total;2016-01;0.75
Austria;Total;2016-02;0.54
Austria;Total;2016-03;0.32
Austria;Total;2016-04;-0.18
Austria;Total;2016-05;0.37
Austria;Total;2016-06;0.99
Austria;Total;2016-07;0.68
Austria;Total;2016-08;0.23
Austria;Total;2016-09;2.27
Austria;Total;2016-10;-0.31
Austria;Total;2016-11;-0.57
Austria;Total;2016-12;-0.56
Austria;Total;2016-13;1.32
Austria;Total;2016-14;0.79
Austria;Total;2016-15;0.38
Austria;Total;2016-16;-1.4
Austria;Total;2016-17;-0.39
Austria;Total;2016-18;-0.18
Austria;Total;2016-19;0.46
Austria;Total;2016-20;0.27
Austria;Total;2016-21;1.22
Austria;Total;2016-22;-0.36
Austria;Total;2016-23;-0.84
Austria;Total;2016-24;-1.08
Austria;Total;2016-25;0.79
Austria;Total;2016-26;-1.21
Austria;Total;2016-27;-1.39
Austria;Total;2016-28;-1.44
Austria;Total;2016-29;1.04
Austria;Total;2016-30;0.36
Austria;Total;2016-31;-0.17
Austria;Total;2016-32;-0.83
Austria;Total;2016-33;-0.25
Austria;Total;2016-34;-0.32
Austria;Total;2016-35;-0.21
Austria;Total;2016-36;-1
Austria;Total;2016-37;-0.98
Austria;Total;2016-38;-1.58
Austria;Total;2016-39;-0.48
Austria;Total;2016-40;-0.31
Austria;Total;2016-41;0.94
Austria;Total;2016-42;1.75
Austria;Total;2016-43;-0.03
Austria;Total;2016-44;-0.86
Austria;Total;2016-45;-0.24
Austria;Total;2016-46;0.78
Austria;Total;2016-47;-0.5
Austria;Total;2016-48;0.22
Austria;Total;2016-49;0.46
Austria;Total;2016-50;0.88
Austria;Total;2016-51;3.47
Austria;Total;2016-52;7.94
Austria;Total;2017-01;10.24
Austria;Total;2017-02;10.61
Austria;Total;2017-03;7.01
Austria;Total;2017-04;5.34
Austria;Total;2017-05;6.81
Austria;Total;2017-06;4.31
Austria;Total;2017-07;2.99
Austria;Total;2017-08;3.74
Austria;Total;2017-09;2.26
Austria;Total;2017-10;1.4
Austria;Total;2017-11;0.36
Austria;Total;2017-12;0.28
Austria;Total;2017-13;-0.29
Austria;Total;2017-14;0.5
Austria;Total;2017-15;0.94
Austria;Total;2017-16;-0.09
Austria;Total;2017-17;-0.45
Austria;Total;2017-18;1.18
Austria;Total;2017-19;0.08
Austria;Total;2017-20;1.39
Austria;Total;2017-21;-1.58
Austria;Total;2017-22;0.75
Austria;Total;2017-23;-1.71
Austria;Total;2017-24;0.63
Austria;Total;2017-25;1.58
Austria;Total;2017-26;0.7
Austria;Total;2017-27;0.71
Austria;Total;2017-28;-0.55
Austria;Total;2017-29;1.3
Austria;Total;2017-30;0.17
Austria;Total;2017-31;3.97
Austria;Total;2017-32;-1
Austria;Total;2017-33;-0.57
Austria;Total;2017-34;1.22
Austria;Total;2017-35;-1.22
Austria;Total;2017-36;-1.55
Austria;Total;2017-37;0.25
Austria;Total;2017-38;-0.39
Austria;Total;2017-39;0.55
Austria;Total;2017-40;0.3
Austria;Total;2017-41;0.69
Austria;Total;2017-42;-0.66
Austria;Total;2017-43;-0.19
Austria;Total;2017-44;0.54
Austria;Total;2017-45;-0.42
Austria;Total;2017-46;-0.45
Austria;Total;2017-47;0.31
Austria;Total;2017-48;-0.46
Austria;Total;2017-49;0.91
Austria;Total;2017-50;-0.3
Austria;Total;2017-51;0.83
Austria;Total;2017-52;1.09
Austria;Total;2018-01;2.47
Austria;Total;2018-02;3.51
Austria;Total;2018-03;2.79
Austria;Total;2018-04;1.56
Austria;Total;2018-05;3.88
Austria;Total;2018-06;-0.12
Austria;Total;2018-07;3.37
Austria;Total;2018-08;5.37
Austria;Total;2018-09;6.59
Austria;Total;2018-10;6.17
Austria;Total;2018-11;5.77
Austria;Total;2018-12;1.72
Austria;Total;2018-13;3.48
Austria;Total;2018-14;1.42
Austria;Total;2018-15;0.76
Austria;Total;2018-16;0.98
Austria;Total;2018-17;-1.67
Austria;Total;2018-18;-0.77
Austria;Total;2018-19;-1.45
Austria;Total;2018-20;-2.13
Austria;Total;2018-21;-1.37
Austria;Total;2018-22;-0.32
Austria;Total;2018-23;-0.02
Austria;Total;2018-24;-0.6
Austria;Total;2018-25;-0.16
Austria;Total;2018-26;0.22
Austria;Total;2018-27;0.77
Austria;Total;2018-28;-0.16
Austria;Total;2018-29;1.72
Austria;Total;2018-30;0.89
Austria;Total;2018-31;3.44
Austria;Total;2018-32;2.19
Austria;Total;2018-33;0.43
Austria;Total;2018-34;0.78
Austria;Total;2018-35;-0.03
Austria;Total;2018-36;-1.03
Austria;Total;2018-37;-0.04
Austria;Total;2018-38;-0.91
Austria;Total;2018-39;-0.66
Austria;Total;2018-40;1.15
Austria;Total;2018-41;-0.1
Austria;Total;2018-42;-0.32
Austria;Total;2018-43;-0.54
Austria;Total;2018-44;0.25
Austria;Total;2018-45;-0.86
Austria;Total;2018-46;-0.27
Austria;Total;2018-47;-0.9
Austria;Total;2018-48;-0.99
Austria;Total;2018-49;0.62
Austria;Total;2018-50;0.16
Austria;Total;2018-51;0.64
Austria;Total;2018-52;1.1
Austria;Total;2019-01;0.68
Austria;Total;2019-02;1.61
Austria;Total;2019-03;0.28
Austria;Total;2019-04;1.35
Austria;Total;2019-05;1.66
Austria;Total;2019-06;2.53
Austria;Total;2019-07;3
Austria;Total;2019-08;2.09
Austria;Total;2019-09;2.43
Austria;Total;2019-10;3.38
Austria;Total;2019-11;2.97
Austria;Total;2019-12;0.66
Austria;Total;2019-13;1.43
Austria;Total;2019-14;0.78
Austria;Total;2019-15;0.16
Austria;Total;2019-16;0.55
Austria;Total;2019-17;-0.13
Austria;Total;2019-18;-1.16
Austria;Total;2019-19;-0.35
Austria;Total;2019-20;0.89
Austria;Total;2019-21;0.3
Austria;Total;2019-22;0.56
Austria;Total;2019-23;1.52
Austria;Total;2019-24;2.05
Austria;Total;2019-25;-0.07
Austria;Total;2019-26;0.65
Austria;Total;2019-27;1.66
Austria;Total;2019-28;-1.51
Austria;Total;2019-29;0.08
Austria;Total;2019-30;1.98
Austria;Total;2019-31;0.27
Austria;Total;2019-32;-0.26
Austria;Total;2019-33;-0.62
Austria;Total;2019-34;0.32
Austria;Total;2019-35;0.89
Austria;Total;2019-36;-0.57
Austria;Total;2019-37;-0.86
Austria;Total;2019-38;-0.2
Austria;Total;2019-39;1.63
Austria;Total;2019-40;0.56
Austria;Total;2019-41;1.18
Austria;Total;2019-42;-0.45
Austria;Total;2019-43;-0.1
Austria;Total;2019-44;-0.58
Austria;Total;2019-45;-0.12
Austria;Total;2019-46;-0.36
Austria;Total;2019-47;-0.58
Austria;Total;2019-48;-0.33
Austria;Total;2019-49;-0.07
Austria;Total;2019-50;0.68
Austria;Total;2019-51;-0.56
Austria;Total;2019-52;-0.12
Austria;Total;2020-01;-0.42
Austria;Total;2020-02;0.75
Austria;Total;2020-03;2.3
Austria;Total;2020-04;1.88
Austria;Total;2020-05;4.01
Austria;Total;2020-06;1.23
Austria;Total;2020-07;3.6
Austria;Total;2020-08;1.17
Austria;Total;2020-09;2
Austria;Total;2020-10;1.97
Austria;Total;2020-11;1.66
Austria;Total;2020-12;3.38
Austria;Total;2020-13;2.39
Austria;Total;2020-14;3.67
Austria;Total;2020-15;3.39
Austria;Total;2020-16;2.04
Austria;Total;2020-17;0.53
Austria;Total;2020-18;-1.12
Austria;Total;2020-19;-0.25
Austria;Total;2020-20;-0.56
Austria;Total;2020-21;-0.59
Austria;Total;2020-22;-1.4
Austria;Total;2020-23;-0.04
Austria;Total;2020-24;-0.47
Austria;Total;2020-25;-1.23
Austria;Total;2020-26;-0.66
Austria;Total;2020-27;1.58
Austria;Total;2020-28;-1.29
Austria;Total;2020-29;-0.16
