group;week;zscore
45to64;2019-43;-1.26
45to64;2019-44;-0.24
45to64;2019-45;2.04
45to64;2019-46;0.59
45to64;2019-47;-0.05
45to64;2019-48;0.79
45to64;2019-49;3.27
45to64;2019-50;2.11
45to64;2019-51;3.63
45to64;2019-52;0.84
45to64;2020-01;3.59
45to64;2020-02;4.29
45to64;2020-03;3.94
45to64;2020-04;1.77
45to64;2020-05;3.86
45to64;2020-06;2.66
45to64;2020-07;1.74
45to64;2020-08;1.04
45to64;2020-09;1.56
45to64;2020-10;2.01
45to64;2020-11;4.13
45to64;2020-12;8.71
45to64;2020-13;15.3
45to64;2020-14;21.98
45to64;2020-15;19.6
45to64;2020-16;12.64
45to64;2020-17;8.04
45to64;2020-18;3.67
45to64;2020-19;4.15
45to64;2020-20;2.18
45to64;2020-21;3.04
45to64;2020-22;2.57
45to64;2020-23;0.42
45to64;2020-24;0.75
45to64;2020-25;-1.18
45to64;2020-26;2.02
45to64;2020-27;0.57
45to64;2020-28;0.28
45to64;2020-29;0.54
45to64;2020-30;1.33
45to64;2020-31;3.15
45to64;2020-32;2.35
45to64;2020-33;6.94
45to64;2020-34;0.44
45to64;2020-35;-0.25
45to64;2020-36;0.95
45to64;2020-37;1.52
45to64;2020-38;2.82
45to64;2020-39;2.04
45to64;2020-40;3.19
45to64;2020-41;4.2
45to64;2020-42;4.25
45to64;2020-43;7.06
45to64;2020-44;7.34
45to64;2020-45;9.01
45to64;2020-46;10.68
45to64;2020-47;9.46
45to64;2020-48;12.18
45to64;2020-49;10.82
45to64;2020-50;12.43
45to64;2020-51;10.04
45to64;2020-52;11.53
45to64;2020-53;12.24
45to64;2021-01;15.55
45to64;2021-02;16.39
45to64;2021-03;16.44
45to64;2021-04;13.21
45to64;2021-05;11.53
45to64;2021-06;9.81
45to64;2021-07;8.66
45to64;2021-08;5.27
45to64;2021-09;4.67
45to64;2021-10;6.19
45to64;2021-11;5.31
45to64;2021-12;6.76
45to64;2021-13;8.08
45to64;2021-14;7.99
45to64;2021-15;9.09
45to64;2021-16;9.19
45to64;2021-17;8.89
45to64;2021-18;7.95
45to64;2021-19;5.03
45to64;2021-20;3.64
45to64;2021-21;3.51
45to64;2021-22;4.34
45to64;2021-23;2.94
45to64;2021-24;3.24
45to64;2021-25;2.95
45to64;2021-26;4.88
45to64;2021-27;2.68
45to64;2021-28;3.93
45to64;2021-29;5.37
45to64;2021-30;3.99
45to64;2021-31;5.83
45to64;2021-32;5.43
45to64;2021-33;5.42
45to64;2021-34;4.37
45to64;2021-35;6.62
45to64;2021-36;7.4
45to64;2021-37;3.59
45to64;2021-38;5.93
45to64;2021-39;4.46
45to64;2021-40;6.61
45to64;2021-41;8.18
45to64;2021-42;6.99
45to64;2021-43;7.4
45to64;2021-44;8.12
45to64;2021-45;10.02
45to64;2021-46;11.87
45to64;2021-47;13.8
45to64;2021-48;16.15
45to64;2021-49;15.91
45to64;2021-50;13.65
45to64;2021-51;13.91
45to64;2021-52;13.38
45to64;2022-01;10.47
45to64;2022-02;8.65
45to64;2022-03;7.11
45to64;2022-04;7.71
45to64;2022-05;7.59
45to64;2022-06;5.52
45to64;2022-07;4.66
45to64;2022-08;2.89
45to64;2022-09;3.43
45to64;2022-10;2.45
45to64;2022-11;3.36
45to64;2022-12;3.35
45to64;2022-13;4.27
45to64;2022-14;5.03
45to64;2022-15;3.94
45to64;2022-16;1.25
45to64;2022-17;2.39
45to64;2022-18;3.38
45to64;2022-19;3.46
45to64;2022-20;2.55
45to64;2022-21;-0.36
45to64;2022-22;1.16
45to64;2022-23;1.53
45to64;2022-24;3.09
45to64;2022-25;3.34
45to64;2022-26;5.26
45to64;2022-27;4.32
45to64;2022-28;7.03
45to64;2022-29;9.12
45to64;2022-30;5.42
45to64;2022-31;4.13
45to64;2022-32;5.59
45to64;2022-33;3.92
45to64;2022-34;3.02
45to64;2022-35;1.83
45to64;2022-36;0.43
45to64;2022-37;0
45to64;2022-38;3.55
45to64;2022-39;3.4
45to64;2022-40;3.76
45to64;2022-41;2.67
45to64;2022-42;3.73
45to64;2022-43;2.58
45to64;2022-44;1.12
45to64;2022-45;2.64
45to64;2022-46;3.79
45to64;2022-47;5.35
45to64;2022-48;6.07
45to64;2022-49;10.8
45to64;2022-50;12.6
45to64;2022-51;15.5
45to64;2022-52;14.49
45to64;2023-01;9.3
45to64;2023-02;1.78
45to64;2023-03;-5.06
65to74;2017-05;11.67
65to74;2017-06;5.98
65to74;2017-07;5.91
65to74;2017-08;4.85
65to74;2017-09;2.8
65to74;2017-10;0.75
65to74;2017-11;-0.71
65to74;2017-12;-2.11
65to74;2017-13;-1.06
65to74;2017-14;-0.81
65to74;2017-15;-1.35
65to74;2017-16;-0.79
65to74;2017-17;0.72
65to74;2017-18;1.56
65to74;2017-19;1.38
65to74;2017-20;1.79
65to74;2017-21;-0.13
65to74;2017-22;-0.51
65to74;2017-23;-1.49
65to74;2017-24;-0.94
65to74;2017-25;2.59
65to74;2017-26;0.73
65to74;2017-27;1.96
65to74;2017-28;0.15
65to74;2017-29;1.89
65to74;2017-30;-0.53
65to74;2017-31;1.16
65to74;2017-32;-0.35
65to74;2017-33;0.05
65to74;2017-34;-1.08
65to74;2017-35;-1.46
65to74;2017-36;-1.36
65to74;2017-37;0.51
65to74;2017-38;1.27
65to74;2017-39;0.51
65to74;2017-40;0.42
65to74;2017-41;1.81
65to74;2017-42;1.47
65to74;2017-43;-0.38
65to74;2017-44;-0.29
65to74;2017-45;-0.34
65to74;2017-46;0.64
65to74;2017-47;1.6
65to74;2017-48;0.94
65to74;2017-49;3.46
65to74;2017-50;3.75
65to74;2017-51;4.44
65to74;2017-52;6.98
65to74;2018-01;8.39
65to74;2018-02;6.72
65to74;2018-03;7.9
65to74;2018-04;4.15
65to74;2018-05;5.21
65to74;2018-06;7.08
65to74;2018-07;7.96
65to74;2018-08;10.18
65to74;2018-09;14.52
65to74;2018-10;14.83
65to74;2018-11;10.59
65to74;2018-12;8.85
65to74;2018-13;5.5
65to74;2018-14;4.24
65to74;2018-15;2.39
65to74;2018-16;1.35
65to74;2018-17;-1.31
65to74;2018-18;-2.34
65to74;2018-19;-1.5
65to74;2018-20;-0.74
65to74;2018-21;-1.52
65to74;2018-22;1.55
65to74;2018-23;-1.8
65to74;2018-24;-1.57
65to74;2018-25;0.67
65to74;2018-26;1.58
65to74;2018-27;1.44
65to74;2018-28;-0.48
65to74;2018-29;2.78
65to74;2018-30;2.95
65to74;2018-31;6.86
65to74;2018-32;4.69
65to74;2018-33;-0.82
65to74;2018-34;0.33
65to74;2018-35;-0.94
65to74;2018-36;-0.67
65to74;2018-37;0.06
65to74;2018-38;0.19
65to74;2018-39;-1.36
65to74;2018-40;1.44
65to74;2018-41;0.41
65to74;2018-42;-1.65
65to74;2018-43;-1.6
65to74;2018-44;0
65to74;2018-45;0.81
65to74;2018-46;-2.16
65to74;2018-47;-1.54
65to74;2018-48;0.65
65to74;2018-49;0.09
65to74;2018-50;1.49
65to74;2018-51;1.98
65to74;2018-52;2.16
65to74;2019-01;3.45
65to74;2019-02;5.88
65to74;2019-03;5.75
65to74;2019-04;5.99
65to74;2019-05;7.17
65to74;2019-06;7.65
65to74;2019-07;6.37
65to74;2019-08;6.63
65to74;2019-09;4.91
65to74;2019-10;4.07
65to74;2019-11;3.29
65to74;2019-12;0.61
65to74;2019-13;-1.17
65to74;2019-14;1.46
65to74;2019-15;-0.99
65to74;2019-16;1.88
65to74;2019-17;-0.54
65to74;2019-18;-1.85
65to74;2019-19;-0.29
65to74;2019-20;-0.09
65to74;2019-21;-0.16
65to74;2019-22;0.29
65to74;2019-23;1.77
65to74;2019-24;0.09
65to74;2019-25;1
65to74;2019-26;3.3
65to74;2019-27;2.07
65to74;2019-28;-1.26
65to74;2019-29;-1.09
65to74;2019-30;6.61
65to74;2019-31;0.95
65to74;2019-32;-0.86
65to74;2019-33;-1.46
65to74;2019-34;-1.28
65to74;2019-35;1.53
65to74;2019-36;-2.55
65to74;2019-37;-0.78
65to74;2019-38;-0.94
65to74;2019-39;0.3
65to74;2019-40;0.33
65to74;2019-41;0.37
65to74;2019-42;0
65to74;2019-43;1.09
65to74;2019-44;-0.49
65to74;2019-45;0.24
65to74;2019-46;-0.23
65to74;2019-47;0.71
65to74;2019-48;-0.25
65to74;2019-49;3.03
65to74;2019-50;3.57
65to74;2019-51;4
65to74;2019-52;0.89
65to74;2020-01;3.27
65to74;2020-02;4.31
65to74;2020-03;2.77
65to74;2020-04;3.94
65to74;2020-05;4.32
65to74;2020-06;2.19
65to74;2020-07;1.83
65to74;2020-08;0.71
65to74;2020-09;0.97
65to74;2020-10;1.92
65to74;2020-11;5.8
65to74;2020-12;13.87
65to74;2020-13;25.77
65to74;2020-14;32.74
65to74;2020-15;29.25
65to74;2020-16;19.19
65to74;2020-17;12.87
65to74;2020-18;6.69
65to74;2020-19;4.7
65to74;2020-20;1.85
65to74;2020-21;0.72
65to74;2020-22;0.4
65to74;2020-23;0.24
65to74;2020-24;-1.37
65to74;2020-25;-0.47
65to74;2020-26;3.83
65to74;2020-27;0.84
65to74;2020-28;-1.65
65to74;2020-29;-0.38
65to74;2020-30;1.01
65to74;2020-31;1.99
65to74;2020-32;2.38
65to74;2020-33;7.41
65to74;2020-34;1.37
65to74;2020-35;0.61
65to74;2020-36;1.49
65to74;2020-37;2.41
65to74;2020-38;2.1
65to74;2020-39;3.78
65to74;2020-40;5.04
65to74;2020-41;4.36
65to74;2020-42;6.23
65to74;2020-43;10.4
65to74;2020-44;14.15
65to74;2020-45;15.52
65to74;2020-46;16.91
65to74;2020-47;15.82
65to74;2020-48;16.56
65to74;2020-49;18.4
65to74;2020-50;16.28
65to74;2020-51;16.16
65to74;2020-52;16.45
65to74;2020-53;16.52
65to74;2021-01;17.22
65to74;2021-02;20.52
65to74;2021-03;21.08
65to74;2021-04;18.55
65to74;2021-05;14.99
65to74;2021-06;11.62
65to74;2021-07;11.02
65to74;2021-08;6.08
65to74;2021-09;6.05
65to74;2021-10;8.09
65to74;2021-11;8.32
65to74;2021-12;8.77
65to74;2021-13;9.78
65to74;2021-14;11.48
65to74;2021-15;10.36
65to74;2021-16;11.4
65to74;2021-17;9.2
65to74;2021-18;11.54
65to74;2021-19;7.01
65to74;2021-20;6.47
65to74;2021-21;2.57
65to74;2021-22;4.31
65to74;2021-23;4.15
65to74;2021-24;4.7
65to74;2021-25;2.18
65to74;2021-26;3.66
65to74;2021-27;3.55
65to74;2021-28;5.39
65to74;2021-29;6.44
65to74;2021-30;5.16
65to74;2021-31;5.62
65to74;2021-32;7.08
65to74;2021-33;6.44
65to74;2021-34;5.36
65to74;2021-35;6.84
65to74;2021-36;9.45
65to74;2021-37;5.17
65to74;2021-38;4.82
65to74;2021-39;6.38
65to74;2021-40;6.03
65to74;2021-41;8.44
65to74;2021-42;7.22
65to74;2021-43;10
65to74;2021-44;9.34
65to74;2021-45;11.39
65to74;2021-46;12.34
65to74;2021-47;16.24
65to74;2021-48;19.31
65to74;2021-49;17.2
65to74;2021-50;15.46
65to74;2021-51;15.16
65to74;2021-52;14.22
65to74;2022-01;10.28
65to74;2022-02;9.96
65to74;2022-03;7.45
65to74;2022-04;10.19
65to74;2022-05;9.72
65to74;2022-06;7.07
65to74;2022-07;7.26
65to74;2022-08;3.7
65to74;2022-09;4.2
65to74;2022-10;4.99
65to74;2022-11;5.23
65to74;2022-12;6.07
65to74;2022-13;6.22
65to74;2022-14;7.57
65to74;2022-15;5.45
65to74;2022-16;4.69
65to74;2022-17;4.99
65to74;2022-18;4.97
65to74;2022-19;4.33
65to74;2022-20;3.36
65to74;2022-21;-0.35
65to74;2022-22;3.3
65to74;2022-23;3.48
65to74;2022-24;6.06
65to74;2022-25;6.64
65to74;2022-26;5.64
65to74;2022-27;5.33
65to74;2022-28;8.71
65to74;2022-29;12.72
65to74;2022-30;9.3
65to74;2022-31;6.88
65to74;2022-32;7.7
65to74;2022-33;5.66
65to74;2022-34;2.56
65to74;2022-35;0.65
65to74;2022-36;3.49
65to74;2022-37;1.85
65to74;2022-38;3.41
65to74;2022-39;6.5
65to74;2022-40;7.25
65to74;2022-41;7.48
65to74;2022-42;7.07
65to74;2022-43;4.72
65to74;2022-44;2.42
65to74;2022-45;3.28
65to74;2022-46;4
65to74;2022-47;6.44
65to74;2022-48;7.32
65to74;2022-49;10.46
65to74;2022-50;17.2
65to74;2022-51;21.86
65to74;2022-52;17.98
65to74;2023-01;12.05
65to74;2023-02;3.76
65to74;2023-03;-4.32
75to84;2017-05;14.51
75to84;2017-06;9.89
75to84;2017-07;8.7
75to84;2017-08;6.21
75to84;2017-09;4.07
75to84;2017-10;1.11
75to84;2017-11;-0.21
75to84;2017-12;-1.83
75to84;2017-13;-1.57
75to84;2017-14;-2.26
75to84;2017-15;-2.51
75to84;2017-16;-1.47
75to84;2017-17;0.49
75to84;2017-18;0.41
75to84;2017-19;1.64
75to84;2017-20;1.12
75to84;2017-21;0.23
75to84;2017-22;0.31
75to84;2017-23;-3.43
75to84;2017-24;0.93
75to84;2017-25;4.08
75to84;2017-26;1.52
75to84;2017-27;3.04
75to84;2017-28;-0.85
75to84;2017-29;0.54
75to84;2017-30;0.73
75to84;2017-31;2.75
75to84;2017-32;0.25
75to84;2017-33;-0.55
75to84;2017-34;-0.13
75to84;2017-35;-0.51
75to84;2017-36;-2.1
75to84;2017-37;-0.44
75to84;2017-38;-0.06
75to84;2017-39;1.62
75to84;2017-40;0.98
75to84;2017-41;2.1
75to84;2017-42;0.22
75to84;2017-43;-1.67
75to84;2017-44;-1.99
75to84;2017-45;-1.51
75to84;2017-46;0.02
75to84;2017-47;0.54
75to84;2017-48;1.34
75to84;2017-49;2.73
75to84;2017-50;5.64
75to84;2017-51;5.76
75to84;2017-52;7.32
75to84;2018-01;9.47
75to84;2018-02;7.91
75to84;2018-03;7.49
75to84;2018-04;6.08
75to84;2018-05;5.67
75to84;2018-06;6.74
75to84;2018-07;8.64
75to84;2018-08;9.7
75to84;2018-09;17
75to84;2018-10;18.78
75to84;2018-11;12.87
75to84;2018-12;8.79
75to84;2018-13;7.71
75to84;2018-14;5.17
75to84;2018-15;3.22
75to84;2018-16;0.78
75to84;2018-17;-2.76
75to84;2018-18;-1.96
75to84;2018-19;-2.22
75to84;2018-20;-3.42
75to84;2018-21;-0.46
75to84;2018-22;0.58
75to84;2018-23;0.43
75to84;2018-24;-2.96
75to84;2018-25;-1.24
75to84;2018-26;2.14
75to84;2018-27;2.08
75to84;2018-28;0.03
75to84;2018-29;1.24
75to84;2018-30;6.33
75to84;2018-31;8.81
75to84;2018-32;5.91
75to84;2018-33;0.75
75to84;2018-34;0.14
75to84;2018-35;-1.63
75to84;2018-36;-0.27
75to84;2018-37;-1.01
75to84;2018-38;-0.91
75to84;2018-39;-1.7
75to84;2018-40;-1.21
75to84;2018-41;0.54
75to84;2018-42;-2.99
75to84;2018-43;-2.27
75to84;2018-44;-0.36
75to84;2018-45;-0.12
75to84;2018-46;-2.61
75to84;2018-47;-0.61
75to84;2018-48;0.64
75to84;2018-49;0.39
75to84;2018-50;-0.45
75to84;2018-51;1.45
75to84;2018-52;0.14
75to84;2019-01;2.4
75to84;2019-02;5.75
75to84;2019-03;5.47
75to84;2019-04;5.67
75to84;2019-05;6.25
75to84;2019-06;7.09
75to84;2019-07;6.1
75to84;2019-08;3.77
75to84;2019-09;4.74
75to84;2019-10;3.16
75to84;2019-11;2.16
75to84;2019-12;-1.02
75to84;2019-13;0.05
75to84;2019-14;0.95
75to84;2019-15;-0.38
75to84;2019-16;1.05
75to84;2019-17;0.47
75to84;2019-18;-1.06
75to84;2019-19;0.97
75to84;2019-20;0.93
75to84;2019-21;1.01
75to84;2019-22;-0.67
75to84;2019-23;1.23
75to84;2019-24;0.34
75to84;2019-25;0.8
75to84;2019-26;3.98
75to84;2019-27;2.57
75to84;2019-28;0.55
75to84;2019-29;0.84
75to84;2019-30;9.48
75to84;2019-31;0.79
75to84;2019-32;1.1
75to84;2019-33;-1.4
75to84;2019-34;0.5
75to84;2019-35;2.38
75to84;2019-36;-1.66
75to84;2019-37;-0.86
75to84;2019-38;-0.92
75to84;2019-39;0.88
75to84;2019-40;0.03
75to84;2019-41;1.84
75to84;2019-42;1.33
75to84;2019-43;0.07
75to84;2019-44;0.5
75to84;2019-45;0.08
75to84;2019-46;2.49
75to84;2019-47;1.76
75to84;2019-48;1.11
75to84;2019-49;0.89
75to84;2019-50;2.66
75to84;2019-51;3.11
75to84;2019-52;0.63
75to84;2020-01;1.14
75to84;2020-02;3.62
75to84;2020-03;2.05
75to84;2020-04;0.98
75to84;2020-05;3.26
75to84;2020-06;0.12
75to84;2020-07;1.8
75to84;2020-08;-0.91
75to84;2020-09;0.82
75to84;2020-10;1.55
75to84;2020-11;4.03
75to84;2020-12;13.43
75to84;2020-13;29.4
75to84;2020-14;40.28
75to84;2020-15;38.83
75to84;2020-16;27.98
75to84;2020-17;17.53
75to84;2020-18;10.21
75to84;2020-19;6.14
75to84;2020-20;2.4
75to84;2020-21;1.67
75to84;2020-22;-0.92
75to84;2020-23;0.25
75to84;2020-24;-0.53
75to84;2020-25;-0.86
75to84;2020-26;1.63
75to84;2020-27;-0.17
75to84;2020-28;0.05
75to84;2020-29;1.78
75to84;2020-30;1.64
75to84;2020-31;4.89
75to84;2020-32;3.89
75to84;2020-33;10.29
75to84;2020-34;2.47
75to84;2020-35;0.92
75to84;2020-36;0.81
75to84;2020-37;2.73
75to84;2020-38;4.09
75to84;2020-39;2.92
75to84;2020-40;4.35
75to84;2020-41;4.32
75to84;2020-42;6.06
75to84;2020-43;10.81
75to84;2020-44;15.94
75to84;2020-45;18.82
75to84;2020-46;20.2
75to84;2020-47;18.78
75to84;2020-48;17.96
75to84;2020-49;18.65
75to84;2020-50;19.95
75to84;2020-51;19.74
75to84;2020-52;18.79
75to84;2020-53;20.42
75to84;2021-01;21.47
75to84;2021-02;23.62
75to84;2021-03;25.55
75to84;2021-04;20.09
75to84;2021-05;15.08
75to84;2021-06;10.66
75to84;2021-07;7.79
75to84;2021-08;3.48
75to84;2021-09;1.76
75to84;2021-10;1.63
75to84;2021-11;2.24
75to84;2021-12;2.62
75to84;2021-13;5.46
75to84;2021-14;4.39
75to84;2021-15;4.07
75to84;2021-16;4.98
75to84;2021-17;4.62
75to84;2021-18;4.39
75to84;2021-19;2.1
75to84;2021-20;0.62
75to84;2021-21;-0.31
75to84;2021-22;0.6
75to84;2021-23;0.33
75to84;2021-24;2.84
75to84;2021-25;0.83
75to84;2021-26;1.84
75to84;2021-27;1.3
75to84;2021-28;2.95
75to84;2021-29;6.45
75to84;2021-30;5.57
75to84;2021-31;5.66
75to84;2021-32;6.3
75to84;2021-33;6.06
75to84;2021-34;4.85
75to84;2021-35;5.42
75to84;2021-36;8.49
75to84;2021-37;4.75
75to84;2021-38;3.03
75to84;2021-39;4.22
75to84;2021-40;3.4
75to84;2021-41;4.92
75to84;2021-42;6.24
75to84;2021-43;8.88
75to84;2021-44;7.9
75to84;2021-45;10.09
75to84;2021-46;11.53
75to84;2021-47;13.92
75to84;2021-48;16.11
75to84;2021-49;14.52
75to84;2021-50;11.51
75to84;2021-51;11.33
75to84;2021-52;11.23
75to84;2022-01;7.47
75to84;2022-02;6.11
75to84;2022-03;6.6
75to84;2022-04;8.11
75to84;2022-05;8.67
75to84;2022-06;6.34
75to84;2022-07;5.58
75to84;2022-08;3.82
75to84;2022-09;2.79
75to84;2022-10;4.79
75to84;2022-11;5.57
75to84;2022-12;5.32
75to84;2022-13;7.55
75to84;2022-14;8.3
75to84;2022-15;7.45
75to84;2022-16;4.25
75to84;2022-17;3.67
75to84;2022-18;3.86
75to84;2022-19;4.27
75to84;2022-20;3.58
75to84;2022-21;0.42
75to84;2022-22;3.73
75to84;2022-23;2.59
75to84;2022-24;6.61
75to84;2022-25;6.94
75to84;2022-26;6.12
75to84;2022-27;8.01
75to84;2022-28;11.59
75to84;2022-29;16.83
75to84;2022-30;11.95
75to84;2022-31;10.01
75to84;2022-32;11.47
75to84;2022-33;8.29
75to84;2022-34;5.13
75to84;2022-35;3.16
75to84;2022-36;3.99
75to84;2022-37;2.49
75to84;2022-38;4.17
75to84;2022-39;7.75
75to84;2022-40;8.72
75to84;2022-41;9.18
75to84;2022-42;8.86
75to84;2022-43;7.13
75to84;2022-44;2.28
75to84;2022-45;3.98
75to84;2022-46;4.85
75to84;2022-47;6.32
75to84;2022-48;7.65
75to84;2022-49;12.31
75to84;2022-50;18.4
75to84;2022-51;24.65
75to84;2022-52;20.83
75to84;2023-01;14.58
75to84;2023-02;5.97
75to84;2023-03;-5.72
65P;2017-05;20.15
65P;2017-06;13.96
65P;2017-07;11.89
65P;2017-08;8.88
65P;2017-09;5.66
65P;2017-10;1.85
65P;2017-11;-0.63
65P;2017-12;-2.66
65P;2017-13;-1.97
65P;2017-14;-2.88
65P;2017-15;-2.67
65P;2017-16;-2.58
65P;2017-17;1.02
65P;2017-18;1
65P;2017-19;1.23
65P;2017-20;1.48
65P;2017-21;0.56
65P;2017-22;-0.13
65P;2017-23;-2.91
65P;2017-24;1.07
65P;2017-25;4.69
65P;2017-26;0.9
65P;2017-27;3.06
65P;2017-28;-0.31
65P;2017-29;1.52
65P;2017-30;0.62
65P;2017-31;3.59
65P;2017-32;1.63
65P;2017-33;0.8
65P;2017-34;0.87
65P;2017-35;-0.52
65P;2017-36;-2.78
65P;2017-37;-0.87
65P;2017-38;0.45
65P;2017-39;1.76
65P;2017-40;1.25
65P;2017-41;2.45
65P;2017-42;0.22
65P;2017-43;-1.72
65P;2017-44;-2.1
65P;2017-45;-1.39
65P;2017-46;0.32
65P;2017-47;0.92
65P;2017-48;0.55
65P;2017-49;3.62
65P;2017-50;5.85
65P;2017-51;6.76
65P;2017-52;9.91
65P;2018-01;14.51
65P;2018-02;12.05
65P;2018-03;11.49
65P;2018-04;8.69
65P;2018-05;7.89
65P;2018-06;8.87
65P;2018-07;11.92
65P;2018-08;14.42
65P;2018-09;21.46
65P;2018-10;23.46
65P;2018-11;16.48
65P;2018-12;12.31
65P;2018-13;9.64
65P;2018-14;6.76
65P;2018-15;4.18
65P;2018-16;1.17
65P;2018-17;-2.66
65P;2018-18;-3.06
65P;2018-19;-2.21
65P;2018-20;-3.14
65P;2018-21;-0.99
65P;2018-22;0.59
65P;2018-23;-1.43
65P;2018-24;-3.04
65P;2018-25;-0.59
65P;2018-26;2.61
65P;2018-27;3.29
65P;2018-28;0.41
65P;2018-29;3.16
65P;2018-30;7.08
65P;2018-31;11.17
65P;2018-32;7.64
65P;2018-33;0.97
65P;2018-34;0.83
65P;2018-35;-1.57
65P;2018-36;-0.66
65P;2018-37;-1.48
65P;2018-38;-0.27
65P;2018-39;-2.42
65P;2018-40;-0.03
65P;2018-41;1.05
65P;2018-42;-3
65P;2018-43;-2.92
65P;2018-44;-0.84
65P;2018-45;-0.28
65P;2018-46;-3.33
65P;2018-47;-2.11
65P;2018-48;-1.11
65P;2018-49;-0.88
65P;2018-50;-1.44
65P;2018-51;1.19
65P;2018-52;0.33
65P;2019-01;4.2
65P;2019-02;7.92
65P;2019-03;7.89
65P;2019-04;8.3
65P;2019-05;8.95
65P;2019-06;9.52
65P;2019-07;7.4
65P;2019-08;6.96
65P;2019-09;6.79
65P;2019-10;4.31
65P;2019-11;3.01
65P;2019-12;-0.25
65P;2019-13;-0.98
65P;2019-14;1.14
65P;2019-15;-0.86
65P;2019-16;1.43
65P;2019-17;1.11
65P;2019-18;-0.64
65P;2019-19;0.37
65P;2019-20;0.99
65P;2019-21;1.09
65P;2019-22;0.64
65P;2019-23;1.52
65P;2019-24;0.8
65P;2019-25;1.24
65P;2019-26;5.22
65P;2019-27;3.23
65P;2019-28;1.25
65P;2019-29;1.17
65P;2019-30;11.05
65P;2019-31;1.67
65P;2019-32;1.24
65P;2019-33;-0.85
65P;2019-34;0.64
65P;2019-35;3.36
65P;2019-36;-2.33
65P;2019-37;-0.91
65P;2019-38;-0.65
65P;2019-39;0.94
65P;2019-40;0.04
65P;2019-41;1.93
65P;2019-42;1.25
65P;2019-43;0.59
65P;2019-44;0.47
65P;2019-45;0.44
65P;2019-46;1.79
65P;2019-47;2.48
65P;2019-48;1.31
65P;2019-49;1.56
65P;2019-50;2.91
65P;2019-51;3.99
65P;2019-52;0.95
65P;2020-01;3.65
65P;2020-02;6.27
65P;2020-03;4.16
65P;2020-04;2.78
65P;2020-05;4.87
65P;2020-06;1.69
65P;2020-07;2.38
65P;2020-08;-0.7
65P;2020-09;1.01
65P;2020-10;2.25
65P;2020-11;5.23
65P;2020-12;15.06
65P;2020-13;32.05
65P;2020-14;47.87
65P;2020-15;47.01
65P;2020-16;34.96
65P;2020-17;23.13
65P;2020-18;13.25
65P;2020-19;8.62
65P;2020-20;2.96
65P;2020-21;3.21
65P;2020-22;-0.11
65P;2020-23;0.3
65P;2020-24;-1.29
65P;2020-25;-1
65P;2020-26;3.58
65P;2020-27;0.46
65P;2020-28;0.09
65P;2020-29;1.57
65P;2020-30;2.67
65P;2020-31;6.28
65P;2020-32;5.44
65P;2020-33;12.55
65P;2020-34;4.02
65P;2020-35;1.45
65P;2020-36;1.58
65P;2020-37;3.42
65P;2020-38;5.2
65P;2020-39;2.7
65P;2020-40;5.26
65P;2020-41;4.73
65P;2020-42;6.65
65P;2020-43;13.42
65P;2020-44;17.77
65P;2020-45;21.27
65P;2020-46;22.71
65P;2020-47;21.07
65P;2020-48;20.6
65P;2020-49;21.82
65P;2020-50;22.7
65P;2020-51;22.06
65P;2020-52;21.54
65P;2020-53;22.85
65P;2021-01;25.09
65P;2021-02;28.08
65P;2021-03;29.88
65P;2021-04;24.52
65P;2021-05;17.26
65P;2021-06;11.75
65P;2021-07;9.05
65P;2021-08;2.87
65P;2021-09;0.03
65P;2021-10;1.3
65P;2021-11;1.37
65P;2021-12;1.91
65P;2021-13;3.46
65P;2021-14;3.74
65P;2021-15;3.82
65P;2021-16;4.66
65P;2021-17;4
65P;2021-18;5.02
65P;2021-19;1.83
65P;2021-20;0.28
65P;2021-21;-0.44
65P;2021-22;1.43
65P;2021-23;0.53
65P;2021-24;3.97
65P;2021-25;1.1
65P;2021-26;2.69
65P;2021-27;2.87
65P;2021-28;4.58
65P;2021-29;8.19
65P;2021-30;6.52
65P;2021-31;7.81
65P;2021-32;9.65
65P;2021-33;8.22
65P;2021-34;5.99
65P;2021-35;6.45
65P;2021-36;10.52
65P;2021-37;5.53
65P;2021-38;3.67
65P;2021-39;5.02
65P;2021-40;4.43
65P;2021-41;6.52
65P;2021-42;7.91
65P;2021-43;10.27
65P;2021-44;9.16
65P;2021-45;11.74
65P;2021-46;12.5
65P;2021-47;14.8
65P;2021-48;18.34
65P;2021-49;17.15
65P;2021-50;13.67
65P;2021-51;13.27
65P;2021-52;13
65P;2022-01;9.66
65P;2022-02;8.72
65P;2022-03;8.86
65P;2022-04;11.19
65P;2022-05;12.08
65P;2022-06;8.87
65P;2022-07;8.36
65P;2022-08;4.5
65P;2022-09;4.56
65P;2022-10;6
65P;2022-11;6.76
65P;2022-12;7.69
65P;2022-13;9.2
65P;2022-14;10.94
65P;2022-15;9.7
65P;2022-16;6.74
65P;2022-17;6.04
65P;2022-18;5.36
65P;2022-19;5.53
65P;2022-20;4.87
65P;2022-21;0.67
65P;2022-22;4.3
65P;2022-23;4.07
65P;2022-24;8.85
65P;2022-25;8.25
65P;2022-26;8.32
65P;2022-27;10.33
65P;2022-28;15.3
65P;2022-29;22.15
65P;2022-30;16.36
65P;2022-31;13.99
65P;2022-32;14.7
65P;2022-33;11.11
65P;2022-34;7.05
65P;2022-35;3.96
65P;2022-36;4.42
65P;2022-37;3.22
