country;group;week;zscore
Austria;65to74;2017-07;2.03
Austria;65to74;2017-08;1.83
Austria;65to74;2017-09;2.8
Austria;65to74;2017-10;-0.58
Austria;65to74;2017-11;0.77
Austria;65to74;2017-12;1.86
Austria;65to74;2017-13;1.33
Austria;65to74;2017-14;0.73
Austria;65to74;2017-15;0.97
Austria;65to74;2017-16;0.23
Austria;65to74;2017-17;0.88
Austria;65to74;2017-18;1.36
Austria;65to74;2017-19;0.14
Austria;65to74;2017-20;1.28
Austria;65to74;2017-21;-0.87
Austria;65to74;2017-22;-1.22
Austria;65to74;2017-23;-0.03
Austria;65to74;2017-24;-0.87
Austria;65to74;2017-25;0.67
Austria;65to74;2017-26;-0.33
Austria;65to74;2017-27;-1.28
Austria;65to74;2017-28;-0.58
Austria;65to74;2017-29;0.98
Austria;65to74;2017-30;0.18
Austria;65to74;2017-31;2.34
Austria;65to74;2017-32;-2.16
Austria;65to74;2017-33;-0.67
Austria;65to74;2017-34;1.9
Austria;65to74;2017-35;-1.45
Austria;65to74;2017-36;-0.76
Austria;65to74;2017-37;1.65
Austria;65to74;2017-38;-1.57
Austria;65to74;2017-39;0.83
Austria;65to74;2017-40;0.1
Austria;65to74;2017-41;0.4
Austria;65to74;2017-42;0.51
Austria;65to74;2017-43;0.62
Austria;65to74;2017-44;0.89
Austria;65to74;2017-45;1.51
Austria;65to74;2017-46;0.9
Austria;65to74;2017-47;-0.12
Austria;65to74;2017-48;1.05
Austria;65to74;2017-49;0.07
Austria;65to74;2017-50;0.7
Austria;65to74;2017-51;0.45
Austria;65to74;2017-52;2.16
Austria;65to74;2018-01;2.47
Austria;65to74;2018-02;3.72
Austria;65to74;2018-03;1.21
Austria;65to74;2018-04;1.39
Austria;65to74;2018-05;3.07
Austria;65to74;2018-06;0.52
Austria;65to74;2018-07;1.59
Austria;65to74;2018-08;2.7
Austria;65to74;2018-09;3.86
Austria;65to74;2018-10;4.08
Austria;65to74;2018-11;4.52
Austria;65to74;2018-12;0.67
Austria;65to74;2018-13;1.99
Austria;65to74;2018-14;-0.47
Austria;65to74;2018-15;1.19
Austria;65to74;2018-16;0.29
Austria;65to74;2018-17;-1.69
Austria;65to74;2018-18;-1.08
Austria;65to74;2018-19;-1.45
Austria;65to74;2018-20;0.33
