group;week;zscore
45to64;2019-41;0.8
45to64;2019-42;-0.78
45to64;2019-43;-1.27
45to64;2019-44;-0.24
45to64;2019-45;2.06
45to64;2019-46;0.61
45to64;2019-47;-0.03
45to64;2019-48;0.82
45to64;2019-49;3.32
45to64;2019-50;2.15
45to64;2019-51;3.69
45to64;2019-52;0.88
45to64;2020-01;3.65
45to64;2020-02;4.36
45to64;2020-03;4.01
45to64;2020-04;1.82
45to64;2020-05;3.93
45to64;2020-06;2.71
45to64;2020-07;1.78
45to64;2020-08;1.08
45to64;2020-09;1.61
45to64;2020-10;2.06
45to64;2020-11;4.2
45to64;2020-12;8.81
45to64;2020-13;15.42
45to64;2020-14;22.15
45to64;2020-15;19.75
45to64;2020-16;12.74
45to64;2020-17;8.11
45to64;2020-18;3.71
45to64;2020-19;4.18
45to64;2020-20;2.2
45to64;2020-21;3.04
45to64;2020-22;2.57
45to64;2020-23;0.42
45to64;2020-24;0.74
45to64;2020-25;-1.21
45to64;2020-26;2.01
45to64;2020-27;0.56
45to64;2020-28;0.26
45to64;2020-29;0.52
45to64;2020-30;1.31
45to64;2020-31;3.14
45to64;2020-32;2.35
45to64;2020-33;6.98
45to64;2020-34;0.41
45to64;2020-35;-0.28
45to64;2020-36;0.93
45to64;2020-37;1.51
45to64;2020-38;2.81
45to64;2020-39;2.04
45to64;2020-40;3.2
45to64;2020-41;4.22
45to64;2020-42;4.27
45to64;2020-43;7.1
45to64;2020-44;7.37
45to64;2020-45;9.07
45to64;2020-46;10.74
45to64;2020-47;9.52
45to64;2020-48;12.26
45to64;2020-49;10.9
45to64;2020-50;12.53
45to64;2020-51;10.11
45to64;2020-52;11.63
45to64;2020-53;12.34
45to64;2021-01;15.68
45to64;2021-02;16.53
45to64;2021-03;16.58
45to64;2021-04;13.31
45to64;2021-05;11.63
45to64;2021-06;9.91
45to64;2021-07;8.75
45to64;2021-08;5.33
45to64;2021-09;4.73
45to64;2021-10;6.26
45to64;2021-11;5.37
45to64;2021-12;6.82
45to64;2021-13;8.15
45to64;2021-14;8.04
45to64;2021-15;9.16
45to64;2021-16;9.25
45to64;2021-17;8.94
45to64;2021-18;8
45to64;2021-19;5.06
45to64;2021-20;3.65
45to64;2021-21;3.5
45to64;2021-22;4.34
45to64;2021-23;2.92
45to64;2021-24;3.25
45to64;2021-25;2.95
45to64;2021-26;4.9
45to64;2021-27;2.66
45to64;2021-28;3.93
45to64;2021-29;5.39
45to64;2021-30;3.97
45to64;2021-31;5.85
45to64;2021-32;5.43
45to64;2021-33;5.43
45to64;2021-34;4.37
45to64;2021-35;6.66
45to64;2021-36;7.45
45to64;2021-37;3.59
45to64;2021-38;5.94
45to64;2021-39;4.45
45to64;2021-40;6.64
45to64;2021-41;8.22
45to64;2021-42;6.99
45to64;2021-43;7.43
45to64;2021-44;8.16
45to64;2021-45;10.07
45to64;2021-46;11.94
45to64;2021-47;13.88
45to64;2021-48;16.26
45to64;2021-49;15.99
45to64;2021-50;13.74
45to64;2021-51;14.02
45to64;2021-52;13.47
45to64;2022-01;10.56
45to64;2022-02;8.72
45to64;2022-03;7.33
45to64;2022-04;7.98
45to64;2022-05;7.66
45to64;2022-06;5.57
45to64;2022-07;4.74
45to64;2022-08;2.95
45to64;2022-09;3.45
45to64;2022-10;2.49
45to64;2022-11;3.39
45to64;2022-12;3.38
45to64;2022-13;4.31
45to64;2022-14;5.03
45to64;2022-15;3.93
45to64;2022-16;1.2
45to64;2022-17;2.35
45to64;2022-18;3.34
45to64;2022-19;3.43
45to64;2022-20;2.5
45to64;2022-21;-0.4
45to64;2022-22;1.15
45to64;2022-23;1.45
45to64;2022-24;3
45to64;2022-25;3.32
45to64;2022-26;5.21
45to64;2022-27;4.33
45to64;2022-28;6.95
45to64;2022-29;9.11
45to64;2022-30;5.37
45to64;2022-31;4.06
45to64;2022-32;5.51
45to64;2022-33;3.82
45to64;2022-34;2.96
45to64;2022-35;1.74
45to64;2022-36;0.27
45to64;2022-37;-0.12
45to64;2022-38;3.47
45to64;2022-39;3.47
45to64;2022-40;3.75
45to64;2022-41;2.45
45to64;2022-42;3.88
45to64;2022-43;2.65
45to64;2022-44;1.03
45to64;2022-45;2.42
45to64;2022-46;3.84
45to64;2022-47;5.57
45to64;2022-48;5.77
45to64;2022-49;10.25
45to64;2022-50;10.88
45to64;2022-51;11.65
45to64;2022-52;6.97
45to64;2023-01;-4.95
65to74;2017-03;9.43
65to74;2017-04;9.04
65to74;2017-05;11.79
65to74;2017-06;6.03
65to74;2017-07;5.96
65to74;2017-08;4.88
65to74;2017-09;2.81
65to74;2017-10;0.74
65to74;2017-11;-0.74
65to74;2017-12;-2.16
65to74;2017-13;-1.09
65to74;2017-14;-0.83
65to74;2017-15;-1.38
65to74;2017-16;-0.82
65to74;2017-17;0.71
65to74;2017-18;1.55
65to74;2017-19;1.37
65to74;2017-20;1.79
65to74;2017-21;-0.15
65to74;2017-22;-0.53
65to74;2017-23;-1.51
65to74;2017-24;-0.95
65to74;2017-25;2.6
65to74;2017-26;0.73
65to74;2017-27;1.97
65to74;2017-28;0.15
65to74;2017-29;1.9
65to74;2017-30;-0.53
65to74;2017-31;1.16
65to74;2017-32;-0.35
65to74;2017-33;0.05
65to74;2017-34;-1.08
65to74;2017-35;-1.47
65to74;2017-36;-1.37
65to74;2017-37;0.51
65to74;2017-38;1.28
65to74;2017-39;0.51
65to74;2017-40;0.42
65to74;2017-41;1.82
65to74;2017-42;1.48
65to74;2017-43;-0.38
65to74;2017-44;-0.3
65to74;2017-45;-0.35
65to74;2017-46;0.64
65to74;2017-47;1.6
65to74;2017-48;0.94
65to74;2017-49;3.48
65to74;2017-50;3.77
65to74;2017-51;4.46
65to74;2017-52;7.03
65to74;2018-01;8.45
65to74;2018-02;6.77
65to74;2018-03;7.96
65to74;2018-04;4.17
65to74;2018-05;5.25
65to74;2018-06;7.13
65to74;2018-07;8.02
65to74;2018-08;10.26
65to74;2018-09;14.65
65to74;2018-10;14.96
65to74;2018-11;10.67
65to74;2018-12;8.91
65to74;2018-13;5.53
65to74;2018-14;4.26
65to74;2018-15;2.4
65to74;2018-16;1.35
65to74;2018-17;-1.33
65to74;2018-18;-2.37
65to74;2018-19;-1.52
65to74;2018-20;-0.75
65to74;2018-21;-1.54
65to74;2018-22;1.55
65to74;2018-23;-1.82
65to74;2018-24;-1.58
65to74;2018-25;0.67
65to74;2018-26;1.59
65to74;2018-27;1.46
65to74;2018-28;-0.48
65to74;2018-29;2.8
65to74;2018-30;2.97
65to74;2018-31;6.9
65to74;2018-32;4.72
65to74;2018-33;-0.82
65to74;2018-34;0.34
65to74;2018-35;-0.94
65to74;2018-36;-0.66
65to74;2018-37;0.06
65to74;2018-38;0.19
65to74;2018-39;-1.36
65to74;2018-40;1.45
65to74;2018-41;0.42
65to74;2018-42;-1.66
65to74;2018-43;-1.61
65to74;2018-44;0
65to74;2018-45;0.82
65to74;2018-46;-2.17
65to74;2018-47;-1.55
65to74;2018-48;0.65
65to74;2018-49;0.09
65to74;2018-50;1.49
65to74;2018-51;1.99
65to74;2018-52;2.17
65to74;2019-01;3.46
65to74;2019-02;5.92
65to74;2019-03;5.79
65to74;2019-04;6.03
65to74;2019-05;7.22
65to74;2019-06;7.7
65to74;2019-07;6.41
65to74;2019-08;6.67
65to74;2019-09;4.94
65to74;2019-10;4.09
65to74;2019-11;3.3
65to74;2019-12;0.61
65to74;2019-13;-1.19
65to74;2019-14;1.46
65to74;2019-15;-1.01
65to74;2019-16;1.88
65to74;2019-17;-0.55
65to74;2019-18;-1.87
65to74;2019-19;-0.3
65to74;2019-20;-0.09
65to74;2019-21;-0.16
65to74;2019-22;0.29
65to74;2019-23;1.78
65to74;2019-24;0.09
65to74;2019-25;1.02
65to74;2019-26;3.32
65to74;2019-27;2.08
65to74;2019-28;-1.27
65to74;2019-29;-1.09
65to74;2019-30;6.66
65to74;2019-31;0.96
65to74;2019-32;-0.86
65to74;2019-33;-1.46
65to74;2019-34;-1.28
65to74;2019-35;1.56
65to74;2019-36;-2.56
65to74;2019-37;-0.77
65to74;2019-38;-0.93
65to74;2019-39;0.31
65to74;2019-40;0.34
65to74;2019-41;0.38
65to74;2019-42;0.01
65to74;2019-43;1.11
65to74;2019-44;-0.48
65to74;2019-45;0.25
65to74;2019-46;-0.22
65to74;2019-47;0.72
65to74;2019-48;-0.25
65to74;2019-49;3.05
65to74;2019-50;3.59
65to74;2019-51;4.03
65to74;2019-52;0.89
65to74;2020-01;3.29
65to74;2020-02;4.33
65to74;2020-03;2.78
65to74;2020-04;3.96
65to74;2020-05;4.33
65to74;2020-06;2.19
65to74;2020-07;1.83
65to74;2020-08;0.71
65to74;2020-09;0.97
65to74;2020-10;1.92
65to74;2020-11;5.83
65to74;2020-12;13.95
65to74;2020-13;25.93
65to74;2020-14;32.93
65to74;2020-15;29.41
65to74;2020-16;19.29
65to74;2020-17;12.95
65to74;2020-18;6.73
65to74;2020-19;4.72
65to74;2020-20;1.86
65to74;2020-21;0.72
65to74;2020-22;0.4
65to74;2020-23;0.25
65to74;2020-24;-1.37
65to74;2020-25;-0.47
65to74;2020-26;3.87
65to74;2020-27;0.86
65to74;2020-28;-1.66
65to74;2020-29;-0.36
65to74;2020-30;1.02
65to74;2020-31;2.02
65to74;2020-32;2.41
65to74;2020-33;7.49
65to74;2020-34;1.39
65to74;2020-35;0.64
65to74;2020-36;1.52
65to74;2020-37;2.45
65to74;2020-38;2.12
65to74;2020-39;3.82
65to74;2020-40;5.09
65to74;2020-41;4.4
65to74;2020-42;6.29
65to74;2020-43;10.48
65to74;2020-44;14.23
65to74;2020-45;15.62
65to74;2020-46;17.02
65to74;2020-47;15.91
65to74;2020-48;16.66
65to74;2020-49;18.51
65to74;2020-50;16.37
65to74;2020-51;16.25
65to74;2020-52;16.54
65to74;2020-53;16.61
65to74;2021-01;17.32
65to74;2021-02;20.65
65to74;2021-03;21.21
65to74;2021-04;18.66
65to74;2021-05;15.08
65to74;2021-06;11.69
65to74;2021-07;11.09
65to74;2021-08;6.11
65to74;2021-09;6.08
65to74;2021-10;8.12
65to74;2021-11;8.37
65to74;2021-12;8.81
65to74;2021-13;9.83
65to74;2021-14;11.54
65to74;2021-15;10.41
65to74;2021-16;11.46
65to74;2021-17;9.26
65to74;2021-18;11.61
65to74;2021-19;7.05
65to74;2021-20;6.52
65to74;2021-21;2.59
65to74;2021-22;4.34
65to74;2021-23;4.2
65to74;2021-24;4.75
65to74;2021-25;2.21
65to74;2021-26;3.71
65to74;2021-27;3.59
65to74;2021-28;5.46
65to74;2021-29;6.52
65to74;2021-30;5.23
65to74;2021-31;5.69
65to74;2021-32;7.14
65to74;2021-33;6.51
65to74;2021-34;5.42
65to74;2021-35;6.92
65to74;2021-36;9.55
65to74;2021-37;5.22
65to74;2021-38;4.88
65to74;2021-39;6.46
65to74;2021-40;6.1
65to74;2021-41;8.51
65to74;2021-42;7.28
65to74;2021-43;10.07
65to74;2021-44;9.4
65to74;2021-45;11.47
65to74;2021-46;12.43
65to74;2021-47;16.35
65to74;2021-48;19.41
65to74;2021-49;17.31
65to74;2021-50;15.55
65to74;2021-51;15.25
65to74;2021-52;14.3
65to74;2022-01;10.33
65to74;2022-02;10.01
65to74;2022-03;7.55
65to74;2022-04;10.3
65to74;2022-05;9.78
65to74;2022-06;7.1
65to74;2022-07;7.3
65to74;2022-08;3.72
65to74;2022-09;4.22
65to74;2022-10;5.03
65to74;2022-11;5.25
65to74;2022-12;6.11
65to74;2022-13;6.24
65to74;2022-14;7.59
65to74;2022-15;5.47
65to74;2022-16;4.71
65to74;2022-17;4.99
65to74;2022-18;5.02
65to74;2022-19;4.38
65to74;2022-20;3.36
65to74;2022-21;-0.35
65to74;2022-22;3.35
65to74;2022-23;3.52
65to74;2022-24;6.12
65to74;2022-25;6.7
65to74;2022-26;5.67
65to74;2022-27;5.43
65to74;2022-28;8.82
65to74;2022-29;12.86
65to74;2022-30;9.4
65to74;2022-31;6.92
65to74;2022-32;7.76
65to74;2022-33;5.7
65to74;2022-34;2.57
65to74;2022-35;0.64
65to74;2022-36;3.49
65to74;2022-37;1.82
65to74;2022-38;3.43
65to74;2022-39;6.47
65to74;2022-40;7.35
65to74;2022-41;7.46
65to74;2022-42;7.01
65to74;2022-43;4.74
65to74;2022-44;2.4
65to74;2022-45;3.17
65to74;2022-46;4.01
65to74;2022-47;6.61
65to74;2022-48;7.15
65to74;2022-49;10
65to74;2022-50;15.59
65to74;2022-51;18.21
65to74;2022-52;9.84
65to74;2023-01;-4.49
75to84;2017-03;13.22
75to84;2017-04;14.16
75to84;2017-05;14.79
75to84;2017-06;10.11
75to84;2017-07;8.9
75to84;2017-08;6.37
75to84;2017-09;4.21
75to84;2017-10;1.19
75to84;2017-11;-0.14
75to84;2017-12;-1.78
75to84;2017-13;-1.52
75to84;2017-14;-2.22
75to84;2017-15;-2.49
75to84;2017-16;-1.44
75to84;2017-17;0.54
75to84;2017-18;0.45
75to84;2017-19;1.69
75to84;2017-20;1.16
75to84;2017-21;0.25
75to84;2017-22;0.33
75to84;2017-23;-3.45
75to84;2017-24;0.95
75to84;2017-25;4.12
75to84;2017-26;1.53
75to84;2017-27;3.06
75to84;2017-28;-0.86
75to84;2017-29;0.54
75to84;2017-30;0.72
75to84;2017-31;2.76
75to84;2017-32;0.24
75to84;2017-33;-0.56
75to84;2017-34;-0.14
75to84;2017-35;-0.53
75to84;2017-36;-2.13
75to84;2017-37;-0.45
75to84;2017-38;-0.06
75to84;2017-39;1.63
75to84;2017-40;0.99
75to84;2017-41;2.12
75to84;2017-42;0.24
75to84;2017-43;-1.67
75to84;2017-44;-1.99
75to84;2017-45;-1.5
75to84;2017-46;0.05
75to84;2017-47;0.58
75to84;2017-48;1.39
75to84;2017-49;2.8
75to84;2017-50;5.74
75to84;2017-51;5.87
75to84;2017-52;7.46
75to84;2018-01;9.63
75to84;2018-02;8.06
75to84;2018-03;7.64
75to84;2018-04;6.22
75to84;2018-05;5.8
75to84;2018-06;6.88
75to84;2018-07;8.81
75to84;2018-08;9.89
75to84;2018-09;17.27
75to84;2018-10;19.07
75to84;2018-11;13.07
75to84;2018-12;8.94
75to84;2018-13;7.85
75to84;2018-14;5.27
75to84;2018-15;3.29
75to84;2018-16;0.82
75to84;2018-17;-2.75
75to84;2018-18;-1.94
75to84;2018-19;-2.21
75to84;2018-20;-3.43
75to84;2018-21;-0.45
75to84;2018-22;0.6
75to84;2018-23;0.44
75to84;2018-24;-2.99
75to84;2018-25;-1.26
75to84;2018-26;2.14
75to84;2018-27;2.09
75to84;2018-28;0.01
75to84;2018-29;1.23
75to84;2018-30;6.36
75to84;2018-31;8.86
75to84;2018-32;5.93
75to84;2018-33;0.73
75to84;2018-34;0.11
75to84;2018-35;-1.66
75to84;2018-36;-0.29
75to84;2018-37;-1.04
75to84;2018-38;-0.93
75to84;2018-39;-1.72
75to84;2018-40;-1.23
75to84;2018-41;0.54
75to84;2018-42;-3.02
75to84;2018-43;-2.29
75to84;2018-44;-0.36
75to84;2018-45;-0.11
75to84;2018-46;-2.61
75to84;2018-47;-0.6
75to84;2018-48;0.67
75to84;2018-49;0.42
75to84;2018-50;-0.42
75to84;2018-51;1.5
75to84;2018-52;0.18
75to84;2019-01;2.47
75to84;2019-02;5.85
75to84;2019-03;5.57
75to84;2019-04;5.78
75to84;2019-05;6.36
75to84;2019-06;7.21
75to84;2019-07;6.21
75to84;2019-08;3.86
75to84;2019-09;4.84
75to84;2019-10;3.24
75to84;2019-11;2.23
75to84;2019-12;-0.99
75to84;2019-13;0.09
75to84;2019-14;0.99
75to84;2019-15;-0.36
75to84;2019-16;1.09
75to84;2019-17;0.5
75to84;2019-18;-1.06
75to84;2019-19;0.98
75to84;2019-20;0.94
75to84;2019-21;1.02
75to84;2019-22;-0.68
75to84;2019-23;1.22
75to84;2019-24;0.33
75to84;2019-25;0.79
75to84;2019-26;3.99
75to84;2019-27;2.56
75to84;2019-28;0.53
75to84;2019-29;0.81
75to84;2019-30;9.53
75to84;2019-31;0.76
75to84;2019-32;1.07
75to84;2019-33;-1.45
75to84;2019-34;0.47
75to84;2019-35;2.37
75to84;2019-36;-1.71
75to84;2019-37;-0.9
75to84;2019-38;-0.96
75to84;2019-39;0.86
75to84;2019-40;0
75to84;2019-41;1.83
75to84;2019-42;1.32
75to84;2019-43;0.06
75to84;2019-44;0.49
75to84;2019-45;0.08
75to84;2019-46;2.51
75to84;2019-47;1.78
75to84;2019-48;1.13
75to84;2019-49;0.91
75to84;2019-50;2.7
75to84;2019-51;3.15
75to84;2019-52;0.66
75to84;2020-01;1.17
75to84;2020-02;3.68
75to84;2020-03;2.1
75to84;2020-04;1.02
75to84;2020-05;3.33
75to84;2020-06;0.15
75to84;2020-07;1.85
75to84;2020-08;-0.88
75to84;2020-09;0.86
75to84;2020-10;1.6
75to84;2020-11;4.09
75to84;2020-12;13.57
75to84;2020-13;29.68
75to84;2020-14;40.64
75to84;2020-15;39.16
75to84;2020-16;28.21
75to84;2020-17;17.67
75to84;2020-18;10.28
75to84;2020-19;6.19
75to84;2020-20;2.41
75to84;2020-21;1.66
75to84;2020-22;-0.95
75to84;2020-23;0.22
75to84;2020-24;-0.56
75to84;2020-25;-0.9
75to84;2020-26;1.6
75to84;2020-27;-0.21
75to84;2020-28;0.01
75to84;2020-29;1.76
75to84;2020-30;1.61
75to84;2020-31;4.89
75to84;2020-32;3.88
75to84;2020-33;10.35
75to84;2020-34;2.44
75to84;2020-35;0.88
75to84;2020-36;0.77
75to84;2020-37;2.72
75to84;2020-38;4.09
75to84;2020-39;2.9
75to84;2020-40;4.35
75to84;2020-41;4.32
75to84;2020-42;6.08
75to84;2020-43;10.88
75to84;2020-44;16.04
75to84;2020-45;18.95
75to84;2020-46;20.35
75to84;2020-47;18.91
75to84;2020-48;18.1
75to84;2020-49;18.79
75to84;2020-50;20.11
75to84;2020-51;19.9
75to84;2020-52;18.95
75to84;2020-53;20.6
75to84;2021-01;21.66
75to84;2021-02;23.84
75to84;2021-03;25.78
75to84;2021-04;20.28
75to84;2021-05;15.23
75to84;2021-06;10.76
75to84;2021-07;7.88
75to84;2021-08;3.53
75to84;2021-09;1.79
75to84;2021-10;1.66
75to84;2021-11;2.27
75to84;2021-12;2.65
75to84;2021-13;5.51
75to84;2021-14;4.43
75to84;2021-15;4.1
75to84;2021-16;5.01
75to84;2021-17;4.65
75to84;2021-18;4.41
75to84;2021-19;2.1
75to84;2021-20;0.6
75to84;2021-21;-0.36
75to84;2021-22;0.57
75to84;2021-23;0.3
75to84;2021-24;2.83
75to84;2021-25;0.8
75to84;2021-26;1.81
75to84;2021-27;1.26
75to84;2021-28;2.93
75to84;2021-29;6.46
75to84;2021-30;5.58
75to84;2021-31;5.67
75to84;2021-32;6.31
75to84;2021-33;6.07
75to84;2021-34;4.84
75to84;2021-35;5.43
75to84;2021-36;8.51
75to84;2021-37;4.74
75to84;2021-38;3.01
75to84;2021-39;4.21
75to84;2021-40;3.39
75to84;2021-41;4.93
75to84;2021-42;6.26
75to84;2021-43;8.92
75to84;2021-44;7.94
75to84;2021-45;10.15
75to84;2021-46;11.6
75to84;2021-47;14
75to84;2021-48;16.23
75to84;2021-49;14.62
75to84;2021-50;11.6
75to84;2021-51;11.42
75to84;2021-52;11.31
75to84;2022-01;7.52
75to84;2022-02;6.14
75to84;2022-03;6.68
75to84;2022-04;8.22
75to84;2022-05;8.74
75to84;2022-06;6.4
75to84;2022-07;5.63
75to84;2022-08;3.86
75to84;2022-09;2.81
75to84;2022-10;4.84
75to84;2022-11;5.61
75to84;2022-12;5.36
75to84;2022-13;7.59
75to84;2022-14;8.34
75to84;2022-15;7.49
75to84;2022-16;4.26
75to84;2022-17;3.67
75to84;2022-18;3.86
75to84;2022-19;4.27
75to84;2022-20;3.56
75to84;2022-21;0.37
75to84;2022-22;3.71
75to84;2022-23;2.55
75to84;2022-24;6.6
75to84;2022-25;6.93
75to84;2022-26;6.11
75to84;2022-27;8.03
75to84;2022-28;11.69
75to84;2022-29;16.96
75to84;2022-30;12.04
75to84;2022-31;10.04
75to84;2022-32;11.52
75to84;2022-33;8.32
75to84;2022-34;5.11
75to84;2022-35;3.09
75to84;2022-36;3.93
75to84;2022-37;2.43
75to84;2022-38;4.13
75to84;2022-39;7.72
75to84;2022-40;8.71
75to84;2022-41;9.19
75to84;2022-42;8.86
75to84;2022-43;7.07
75to84;2022-44;2.14
75to84;2022-45;3.83
75to84;2022-46;4.86
75to84;2022-47;6.3
75to84;2022-48;7.45
75to84;2022-49;11.95
75to84;2022-50;17.03
75to84;2022-51;21.46
75to84;2022-52;13.75
75to84;2023-01;-2.99
65P;2017-03;19.87
65P;2017-04;20.06
65P;2017-05;20.51
65P;2017-06;14.22
65P;2017-07;12.12
65P;2017-08;9.07
65P;2017-09;5.79
65P;2017-10;1.92
65P;2017-11;-0.59
65P;2017-12;-2.65
65P;2017-13;-1.96
65P;2017-14;-2.88
65P;2017-15;-2.67
65P;2017-16;-2.58
65P;2017-17;1.06
65P;2017-18;1.04
65P;2017-19;1.26
65P;2017-20;1.52
65P;2017-21;0.57
65P;2017-22;-0.12
65P;2017-23;-2.93
65P;2017-24;1.08
65P;2017-25;4.73
65P;2017-26;0.9
65P;2017-27;3.09
65P;2017-28;-0.32
65P;2017-29;1.52
65P;2017-30;0.62
65P;2017-31;3.62
65P;2017-32;1.63
65P;2017-33;0.79
65P;2017-34;0.87
65P;2017-35;-0.53
65P;2017-36;-2.81
65P;2017-37;-0.88
65P;2017-38;0.45
65P;2017-39;1.77
65P;2017-40;1.26
65P;2017-41;2.47
65P;2017-42;0.23
65P;2017-43;-1.72
65P;2017-44;-2.1
65P;2017-45;-1.38
65P;2017-46;0.35
65P;2017-47;0.96
65P;2017-48;0.59
65P;2017-49;3.69
65P;2017-50;5.94
65P;2017-51;6.88
65P;2017-52;10.07
65P;2018-01;14.73
65P;2018-02;12.24
65P;2018-03;11.68
65P;2018-04;8.84
65P;2018-05;8.03
65P;2018-06;9.03
65P;2018-07;12.12
65P;2018-08;14.65
65P;2018-09;21.78
65P;2018-10;23.8
65P;2018-11;16.72
65P;2018-12;12.5
65P;2018-13;9.79
65P;2018-14;6.87
65P;2018-15;4.25
65P;2018-16;1.2
65P;2018-17;-2.66
65P;2018-18;-3.07
65P;2018-19;-2.22
65P;2018-20;-3.16
65P;2018-21;-0.99
65P;2018-22;0.6
65P;2018-23;-1.45
65P;2018-24;-3.07
65P;2018-25;-0.6
65P;2018-26;2.62
65P;2018-27;3.3
65P;2018-28;0.4
65P;2018-29;3.17
65P;2018-30;7.12
65P;2018-31;11.25
65P;2018-32;7.69
65P;2018-33;0.96
65P;2018-34;0.82
65P;2018-35;-1.6
65P;2018-36;-0.68
65P;2018-37;-1.5
65P;2018-38;-0.28
65P;2018-39;-2.44
65P;2018-40;-0.03
65P;2018-41;1.05
65P;2018-42;-3.02
65P;2018-43;-2.94
65P;2018-44;-0.84
65P;2018-45;-0.27
65P;2018-46;-3.34
65P;2018-47;-2.12
65P;2018-48;-1.1
65P;2018-49;-0.86
65P;2018-50;-1.42
65P;2018-51;1.23
65P;2018-52;0.37
65P;2019-01;4.28
65P;2019-02;8.04
65P;2019-03;8.01
65P;2019-04;8.43
65P;2019-05;9.08
65P;2019-06;9.66
65P;2019-07;7.52
65P;2019-08;7.07
65P;2019-09;6.89
65P;2019-10;4.39
65P;2019-11;3.08
65P;2019-12;-0.23
65P;2019-13;-0.97
65P;2019-14;1.17
65P;2019-15;-0.86
65P;2019-16;1.46
65P;2019-17;1.13
65P;2019-18;-0.64
65P;2019-19;0.37
65P;2019-20;1
65P;2019-21;1.1
65P;2019-22;0.64
65P;2019-23;1.52
65P;2019-24;0.79
65P;2019-25;1.23
65P;2019-26;5.25
65P;2019-27;3.23
65P;2019-28;1.23
65P;2019-29;1.16
65P;2019-30;11.13
65P;2019-31;1.67
65P;2019-32;1.22
65P;2019-33;-0.89
65P;2019-34;0.62
65P;2019-35;3.37
65P;2019-36;-2.38
65P;2019-37;-0.95
65P;2019-38;-0.67
65P;2019-39;0.93
65P;2019-40;0.02
65P;2019-41;1.94
65P;2019-42;1.25
65P;2019-43;0.59
65P;2019-44;0.47
65P;2019-45;0.45
65P;2019-46;1.81
65P;2019-47;2.51
65P;2019-48;1.34
65P;2019-49;1.58
65P;2019-50;2.96
65P;2019-51;4.04
65P;2019-52;0.98
65P;2020-01;3.7
65P;2020-02;6.35
65P;2020-03;4.23
65P;2020-04;2.84
65P;2020-05;4.95
65P;2020-06;1.74
65P;2020-07;2.43
65P;2020-08;-0.68
65P;2020-09;1.05
65P;2020-10;2.3
65P;2020-11;5.3
65P;2020-12;15.21
65P;2020-13;32.36
65P;2020-14;48.31
65P;2020-15;47.43
65P;2020-16;35.26
65P;2020-17;23.32
65P;2020-18;13.35
65P;2020-19;8.69
65P;2020-20;2.98
65P;2020-21;3.23
65P;2020-22;-0.13
65P;2020-23;0.29
65P;2020-24;-1.33
65P;2020-25;-1.05
65P;2020-26;3.58
65P;2020-27;0.44
65P;2020-28;0.06
65P;2020-29;1.55
65P;2020-30;2.66
65P;2020-31;6.32
65P;2020-32;5.47
65P;2020-33;12.66
65P;2020-34;4.03
65P;2020-35;1.43
65P;2020-36;1.57
65P;2020-37;3.43
65P;2020-38;5.22
65P;2020-39;2.7
65P;2020-40;5.29
65P;2020-41;4.75
65P;2020-42;6.69
65P;2020-43;13.53
65P;2020-44;17.91
65P;2020-45;21.44
65P;2020-46;22.9
65P;2020-47;21.25
65P;2020-48;20.77
65P;2020-49;22.01
65P;2020-50;22.89
65P;2020-51;22.26
65P;2020-52;21.74
65P;2020-53;23.06
65P;2021-01;25.33
65P;2021-02;28.35
65P;2021-03;30.16
65P;2021-04;24.75
65P;2021-05;17.43
65P;2021-06;11.87
65P;2021-07;9.15
65P;2021-08;2.91
65P;2021-09;0.04
65P;2021-10;1.32
65P;2021-11;1.39
65P;2021-12;1.93
65P;2021-13;3.49
65P;2021-14;3.78
65P;2021-15;3.85
65P;2021-16;4.69
65P;2021-17;4.02
65P;2021-18;5.05
65P;2021-19;1.83
65P;2021-20;0.27
65P;2021-21;-0.47
65P;2021-22;1.41
65P;2021-23;0.5
65P;2021-24;3.98
65P;2021-25;1.08
65P;2021-26;2.68
65P;2021-27;2.87
65P;2021-28;4.6
65P;2021-29;8.25
65P;2021-30;6.56
65P;2021-31;7.87
65P;2021-32;9.73
65P;2021-33;8.28
65P;2021-34;6.02
65P;2021-35;6.49
65P;2021-36;10.61
65P;2021-37;5.56
65P;2021-38;3.67
65P;2021-39;5.05
65P;2021-40;4.45
65P;2021-41;6.57
65P;2021-42;7.97
65P;2021-43;10.35
65P;2021-44;9.22
65P;2021-45;11.83
65P;2021-46;12.6
65P;2021-47;14.91
65P;2021-48;18.48
65P;2021-49;17.28
65P;2021-50;13.78
65P;2021-51;13.38
65P;2021-52;13.11
65P;2022-01;9.73
65P;2022-02;8.78
65P;2022-03;8.96
65P;2022-04;11.33
65P;2022-05;12.19
65P;2022-06;8.96
65P;2022-07;8.44
65P;2022-08;4.54
65P;2022-09;4.6
65P;2022-10;6.05
65P;2022-11;6.81
65P;2022-12;7.75
65P;2022-13;9.26
65P;2022-14;11.01
65P;2022-15;9.77
65P;2022-16;6.78
65P;2022-17;6.07
65P;2022-18;5.38
65P;2022-19;5.56
65P;2022-20;4.88
65P;2022-21;0.63
65P;2022-22;4.31
65P;2022-23;4.08
65P;2022-24;8.91
65P;2022-25;8.29
65P;2022-26;8.36
65P;2022-27;10.42
65P;2022-28;15.48
65P;2022-29;22.4
65P;2022-30;16.55
65P;2022-31;14.12
65P;2022-32;14.84
65P;2022-33;11.2
