country;group;week;zscore
Austria;Total;2019-05;1.88
Austria;Total;2019-06;2.71
Austria;Total;2019-07;3.18
Austria;Total;2019-08;2.27
Austria;Total;2019-09;2.6
Austria;Total;2019-10;3.56
Austria;Total;2019-11;3.13
Austria;Total;2019-12;0.81
Austria;Total;2019-13;1.56
Austria;Total;2019-14;0.9
Austria;Total;2019-15;0.25
Austria;Total;2019-16;0.63
Austria;Total;2019-17;-0.09
Austria;Total;2019-18;-1.13
Austria;Total;2019-19;-0.34
Austria;Total;2019-20;0.88
Austria;Total;2019-21;0.28
Austria;Total;2019-22;0.51
Austria;Total;2019-23;1.5
Austria;Total;2019-24;1.98
Austria;Total;2019-25;-0.21
Austria;Total;2019-26;0.55
Austria;Total;2019-27;1.55
Austria;Total;2019-28;-1.69
Austria;Total;2019-29;-0.08
Austria;Total;2019-30;1.82
Austria;Total;2019-31;0.12
Austria;Total;2019-32;-0.47
Austria;Total;2019-33;-0.79
Austria;Total;2019-34;0.13
Austria;Total;2019-35;0.75
Austria;Total;2019-36;-0.77
Austria;Total;2019-37;-1.06
Austria;Total;2019-38;-0.36
Austria;Total;2019-39;1.53
Austria;Total;2019-40;0.46
Austria;Total;2019-41;1.09
Austria;Total;2019-42;-0.56
Austria;Total;2019-43;-0.16
Austria;Total;2019-44;-0.67
Austria;Total;2019-45;-0.14
Austria;Total;2019-46;-0.36
Austria;Total;2019-47;-0.6
Austria;Total;2019-48;-0.27
Austria;Total;2019-49;-0.04
Austria;Total;2019-50;0.73
Austria;Total;2019-51;-0.48
Austria;Total;2019-52;-0.04
Austria;Total;2020-01;-0.33
Austria;Total;2020-02;0.85
Austria;Total;2020-03;2.4
Austria;Total;2020-04;2.01
Austria;Total;2020-05;4.12
Austria;Total;2020-06;1.37
Austria;Total;2020-07;3.7
Austria;Total;2020-08;1.28
Austria;Total;2020-09;2.12
Austria;Total;2020-10;2.09
Austria;Total;2020-11;1.8
Austria;Total;2020-12;3.5
Austria;Total;2020-13;2.5
Austria;Total;2020-14;3.79
Austria;Total;2020-15;3.47
Austria;Total;2020-16;2.11
Austria;Total;2020-17;0.54
Austria;Total;2020-18;-1.13
Austria;Total;2020-19;-0.28
Austria;Total;2020-20;-0.62
Austria;Total;2020-21;-0.69
Austria;Total;2020-22;-1.52
Austria;Total;2020-23;-0.15
Austria;Total;2020-24;-0.61
Austria;Total;2020-25;-1.41
Austria;Total;2020-26;-0.84
Austria;Total;2020-27;1.43
Austria;Total;2020-28;-1.5
Austria;Total;2020-29;-0.39
Austria;Total;2020-30;-0.39
Austria;Total;2020-31;0.98
Austria;Total;2020-32;-0.89
Austria;Total;2020-33;1.94
Austria;Total;2020-34;-0.16
Austria;Total;2020-35;0.05
Austria;Total;2020-36;0.32
Austria;Total;2020-37;0.95
Austria;Total;2020-38;0.73
Austria;Total;2020-39;-0.14
Austria;Total;2020-40;0.49
Austria;Total;2020-41;0.85
Austria;Total;2020-42;0.52
Austria;Total;2020-43;3.06
Austria;Total;2020-44;4.41
Austria;Total;2020-45;5.91
Austria;Total;2020-46;9.46
Austria;Total;2020-47;11.21
Austria;Total;2020-48;11.1
Austria;Total;2020-49;12.18
Austria;Total;2020-50;11.27
Austria;Total;2020-51;8.19
Austria;Total;2020-52;6.32
Austria;Total;2020-53;4.62
Austria;Total;2021-01;3.9
Austria;Total;2021-02;3.85
Austria;Total;2021-03;4.32
Austria;Total;2021-04;3.58
Austria;Total;2021-05;2.53
Austria;Total;2021-06;1.4
Austria;Total;2021-07;0.87
Austria;Total;2021-08;0.17
Austria;Total;2021-09;-1.02
Austria;Total;2021-10;1.57
Austria;Total;2021-11;0.96
Austria;Total;2021-12;0.41
Austria;Total;2021-13;2.28
Austria;Total;2021-14;0.98
Austria;Total;2021-15;1.61
Austria;Total;2021-16;1.67
Austria;Total;2021-17;1.76
Austria;Total;2021-18;1.53
