group;week;zscore
45to64;2019-45;2.08
45to64;2019-46;0.64
45to64;2019-47;-0.01
45to64;2019-48;0.8
45to64;2019-49;3.32
45to64;2019-50;2.19
45to64;2019-51;3.71
45to64;2019-52;0.88
45to64;2020-01;3.63
45to64;2020-02;4.34
45to64;2020-03;4
45to64;2020-04;1.83
45to64;2020-05;3.92
45to64;2020-06;2.69
45to64;2020-07;1.78
45to64;2020-08;1.08
45to64;2020-09;1.6
45to64;2020-10;2.07
45to64;2020-11;4.19
45to64;2020-12;8.84
45to64;2020-13;15.43
45to64;2020-14;22.15
45to64;2020-15;19.74
45to64;2020-16;12.74
45to64;2020-17;8.1
45to64;2020-18;3.71
45to64;2020-19;4.2
45to64;2020-20;2.24
45to64;2020-21;3.05
45to64;2020-22;2.59
45to64;2020-23;0.43
45to64;2020-24;0.79
45to64;2020-25;-1.18
45to64;2020-26;2.04
45to64;2020-27;0.58
45to64;2020-28;0.28
45to64;2020-29;0.55
45to64;2020-30;1.35
45to64;2020-31;3.24
45to64;2020-32;2.4
45to64;2020-33;6.98
45to64;2020-34;0.44
45to64;2020-35;-0.25
45to64;2020-36;0.95
45to64;2020-37;1.56
45to64;2020-38;2.87
45to64;2020-39;2.05
45to64;2020-40;3.26
45to64;2020-41;4.24
45to64;2020-42;4.36
45to64;2020-43;7.16
45to64;2020-44;7.39
45to64;2020-45;9.1
45to64;2020-46;10.75
45to64;2020-47;9.58
45to64;2020-48;12.27
45to64;2020-49;10.92
45to64;2020-50;12.54
45to64;2020-51;10.16
45to64;2020-52;11.63
45to64;2020-53;12.38
45to64;2021-01;15.7
45to64;2021-02;16.52
45to64;2021-03;16.6
45to64;2021-04;13.37
45to64;2021-05;11.65
45to64;2021-06;9.92
45to64;2021-07;8.79
45to64;2021-08;5.37
45to64;2021-09;4.72
45to64;2021-10;6.27
45to64;2021-11;5.37
45to64;2021-12;6.84
45to64;2021-13;8.16
45to64;2021-14;8.1
45to64;2021-15;9.16
45to64;2021-16;9.28
45to64;2021-17;9.03
45to64;2021-18;8.03
45to64;2021-19;5.12
45to64;2021-20;3.67
45to64;2021-21;3.59
45to64;2021-22;4.4
45to64;2021-23;3
45to64;2021-24;3.33
45to64;2021-25;3.01
45to64;2021-26;4.95
45to64;2021-27;2.74
45to64;2021-28;3.96
45to64;2021-29;5.38
45to64;2021-30;4.03
45to64;2021-31;5.9
45to64;2021-32;5.52
45to64;2021-33;5.48
45to64;2021-34;4.43
45to64;2021-35;6.69
45to64;2021-36;7.47
45to64;2021-37;3.67
45to64;2021-38;6
45to64;2021-39;4.52
45to64;2021-40;6.65
45to64;2021-41;8.27
45to64;2021-42;7.1
45to64;2021-43;7.48
45to64;2021-44;8.22
45to64;2021-45;10.13
45to64;2021-46;11.97
45to64;2021-47;13.95
45to64;2021-48;16.27
45to64;2021-49;16.07
45to64;2021-50;13.8
45to64;2021-51;14.07
45to64;2021-52;13.5
45to64;2022-01;10.68
45to64;2022-02;8.86
45to64;2022-03;7.27
45to64;2022-04;7.82
45to64;2022-05;7.57
45to64;2022-06;5.43
45to64;2022-07;4.75
45to64;2022-08;2.97
45to64;2022-09;3.52
45to64;2022-10;2.49
45to64;2022-11;3.42
45to64;2022-12;3.41
45to64;2022-13;4.34
45to64;2022-14;5.15
45to64;2022-15;4.05
45to64;2022-16;1.38
45to64;2022-17;2.49
45to64;2022-18;3.43
45to64;2022-19;3.5
45to64;2022-20;2.6
45to64;2022-21;-0.28
45to64;2022-22;1.23
45to64;2022-23;1.63
45to64;2022-24;3.2
45to64;2022-25;3.47
45to64;2022-26;5.37
45to64;2022-27;4.36
45to64;2022-28;7.13
45to64;2022-29;9.22
45to64;2022-30;5.52
45to64;2022-31;4.21
45to64;2022-32;5.67
45to64;2022-33;4.13
45to64;2022-34;3.18
45to64;2022-35;2.02
45to64;2022-36;0.57
45to64;2022-37;0.14
45to64;2022-38;3.66
45to64;2022-39;3.54
45to64;2022-40;3.92
45to64;2022-41;2.76
45to64;2022-42;3.95
45to64;2022-43;2.77
45to64;2022-44;1.08
45to64;2022-45;2.68
45to64;2022-46;3.99
45to64;2022-47;5.59
45to64;2022-48;5.88
45to64;2022-49;10.8
45to64;2022-50;12.84
45to64;2022-51;16.11
45to64;2022-52;15.81
45to64;2023-01;11.23
45to64;2023-02;5.31
45to64;2023-03;2.87
45to64;2023-04;-0.16
45to64;2023-05;-5.43
65to74;2017-07;6.13
65to74;2017-08;5.06
65to74;2017-09;3.02
65to74;2017-10;0.95
65to74;2017-11;-0.52
65to74;2017-12;-1.95
65to74;2017-13;-0.9
65to74;2017-14;-0.63
65to74;2017-15;-1.19
65to74;2017-16;-0.64
65to74;2017-17;0.85
65to74;2017-18;1.69
65to74;2017-19;1.53
65to74;2017-20;1.93
65to74;2017-21;-0.02
65to74;2017-22;-0.42
65to74;2017-23;-1.4
65to74;2017-24;-0.85
65to74;2017-25;2.64
65to74;2017-26;0.77
65to74;2017-27;2.01
65to74;2017-28;0.22
65to74;2017-29;1.97
65to74;2017-30;-0.48
65to74;2017-31;1.18
65to74;2017-32;-0.34
65to74;2017-33;0.08
65to74;2017-34;-1.04
65to74;2017-35;-1.47
65to74;2017-36;-1.37
65to74;2017-37;0.53
65to74;2017-38;1.28
65to74;2017-39;0.52
65to74;2017-40;0.45
65to74;2017-41;1.83
65to74;2017-42;1.5
65to74;2017-43;-0.33
65to74;2017-44;-0.25
65to74;2017-45;-0.24
65to74;2017-46;0.77
65to74;2017-47;1.7
65to74;2017-48;1.03
65to74;2017-49;3.55
65to74;2017-50;3.87
65to74;2017-51;4.56
65to74;2017-52;7.1
65to74;2018-01;8.56
65to74;2018-02;6.89
65to74;2018-03;8.11
65to74;2018-04;4.3
65to74;2018-05;5.35
65to74;2018-06;7.22
65to74;2018-07;8.14
65to74;2018-08;10.39
65to74;2018-09;14.71
65to74;2018-10;15.06
65to74;2018-11;10.77
65to74;2018-12;9.02
65to74;2018-13;5.66
65to74;2018-14;4.38
65to74;2018-15;2.55
65to74;2018-16;1.44
65to74;2018-17;-1.23
65to74;2018-18;-2.27
65to74;2018-19;-1.43
65to74;2018-20;-0.67
65to74;2018-21;-1.5
65to74;2018-22;1.6
65to74;2018-23;-1.78
65to74;2018-24;-1.54
65to74;2018-25;0.67
65to74;2018-26;1.58
65to74;2018-27;1.44
65to74;2018-28;-0.45
65to74;2018-29;2.77
65to74;2018-30;2.92
65to74;2018-31;6.87
65to74;2018-32;4.66
65to74;2018-33;-0.87
65to74;2018-34;0.32
65to74;2018-35;-0.98
65to74;2018-36;-0.73
65to74;2018-37;0
65to74;2018-38;0.15
65to74;2018-39;-1.39
65to74;2018-40;1.39
65to74;2018-41;0.41
65to74;2018-42;-1.64
65to74;2018-43;-1.63
65to74;2018-44;0.02
65to74;2018-45;0.84
65to74;2018-46;-2.17
65to74;2018-47;-1.51
65to74;2018-48;0.65
65to74;2018-49;0.14
65to74;2018-50;1.56
65to74;2018-51;2.02
65to74;2018-52;2.21
65to74;2019-01;3.53
65to74;2019-02;5.99
65to74;2019-03;5.85
65to74;2019-04;6.12
65to74;2019-05;7.29
65to74;2019-06;7.78
65to74;2019-07;6.53
65to74;2019-08;6.76
65to74;2019-09;5.05
65to74;2019-10;4.17
65to74;2019-11;3.39
65to74;2019-12;0.71
65to74;2019-13;-1.08
65to74;2019-14;1.52
65to74;2019-15;-0.93
65to74;2019-16;1.91
65to74;2019-17;-0.49
65to74;2019-18;-1.82
65to74;2019-19;-0.26
65to74;2019-20;-0.08
65to74;2019-21;-0.18
65to74;2019-22;0.3
65to74;2019-23;1.78
65to74;2019-24;0.07
65to74;2019-25;0.94
65to74;2019-26;3.27
65to74;2019-27;2.04
65to74;2019-28;-1.3
65to74;2019-29;-1.13
65to74;2019-30;6.58
65to74;2019-31;0.84
65to74;2019-32;-0.93
65to74;2019-33;-1.56
65to74;2019-34;-1.37
65to74;2019-35;1.47
65to74;2019-36;-2.65
65to74;2019-37;-0.88
65to74;2019-38;-1.06
65to74;2019-39;0.2
65to74;2019-40;0.22
65to74;2019-41;0.32
65to74;2019-42;-0.1
65to74;2019-43;1.01
65to74;2019-44;-0.57
65to74;2019-45;0.22
65to74;2019-46;-0.29
65to74;2019-47;0.67
65to74;2019-48;-0.28
65to74;2019-49;3.05
65to74;2019-50;3.57
65to74;2019-51;4.04
65to74;2019-52;0.91
65to74;2020-01;3.32
65to74;2020-02;4.38
65to74;2020-03;2.81
65to74;2020-04;3.98
65to74;2020-05;4.36
65to74;2020-06;2.22
65to74;2020-07;1.89
65to74;2020-08;0.74
65to74;2020-09;1.03
65to74;2020-10;1.96
65to74;2020-11;5.85
65to74;2020-12;14
65to74;2020-13;25.97
65to74;2020-14;32.9
65to74;2020-15;29.39
65to74;2020-16;19.29
65to74;2020-17;12.93
65to74;2020-18;6.72
65to74;2020-19;4.69
65to74;2020-20;1.86
65to74;2020-21;0.63
65to74;2020-22;0.35
65to74;2020-23;0.2
65to74;2020-24;-1.45
65to74;2020-25;-0.57
65to74;2020-26;3.8
65to74;2020-27;0.72
65to74;2020-28;-1.8
65to74;2020-29;-0.53
65to74;2020-30;0.91
65to74;2020-31;1.86
65to74;2020-32;2.25
65to74;2020-33;7.29
65to74;2020-34;1.26
65to74;2020-35;0.46
65to74;2020-36;1.37
65to74;2020-37;2.28
65to74;2020-38;1.94
65to74;2020-39;3.65
65to74;2020-40;4.94
65to74;2020-41;4.27
65to74;2020-42;6.15
65to74;2020-43;10.32
65to74;2020-44;14.05
65to74;2020-45;15.46
65to74;2020-46;16.87
65to74;2020-47;15.81
65to74;2020-48;16.56
65to74;2020-49;18.4
65to74;2020-50;16.3
65to74;2020-51;16.17
65to74;2020-52;16.46
65to74;2020-53;16.56
65to74;2021-01;17.35
65to74;2021-02;20.62
65to74;2021-03;21.17
65to74;2021-04;18.71
65to74;2021-05;15.05
65to74;2021-06;11.67
65to74;2021-07;11.07
65to74;2021-08;6.1
65to74;2021-09;6.08
65to74;2021-10;8.14
65to74;2021-11;8.34
65to74;2021-12;8.77
65to74;2021-13;9.78
65to74;2021-14;11.47
65to74;2021-15;10.35
65to74;2021-16;11.41
65to74;2021-17;9.17
65to74;2021-18;11.53
65to74;2021-19;6.96
65to74;2021-20;6.37
65to74;2021-21;2.5
65to74;2021-22;4.2
65to74;2021-23;4.04
65to74;2021-24;4.55
65to74;2021-25;2.06
65to74;2021-26;3.49
65to74;2021-27;3.38
65to74;2021-28;5.26
65to74;2021-29;6.27
65to74;2021-30;5.03
65to74;2021-31;5.49
65to74;2021-32;6.95
65to74;2021-33;6.26
65to74;2021-34;5.2
65to74;2021-35;6.67
65to74;2021-36;9.29
65to74;2021-37;4.98
65to74;2021-38;4.69
65to74;2021-39;6.26
65to74;2021-40;5.9
65to74;2021-41;8.3
65to74;2021-42;7.08
65to74;2021-43;9.86
65to74;2021-44;9.24
65to74;2021-45;11.29
65to74;2021-46;12.21
65to74;2021-47;16.16
65to74;2021-48;19.26
65to74;2021-49;17.14
65to74;2021-50;15.42
65to74;2021-51;15.14
65to74;2021-52;14.21
65to74;2022-01;10.28
65to74;2022-02;9.99
65to74;2022-03;7.44
65to74;2022-04;10.21
65to74;2022-05;9.69
65to74;2022-06;6.98
65to74;2022-07;7.22
65to74;2022-08;3.68
65to74;2022-09;3.98
65to74;2022-10;4.91
65to74;2022-11;5.19
65to74;2022-12;6.02
65to74;2022-13;6.17
65to74;2022-14;7.57
65to74;2022-15;5.42
65to74;2022-16;4.64
65to74;2022-17;4.95
65to74;2022-18;4.88
65to74;2022-19;4.24
65to74;2022-20;3.22
65to74;2022-21;-0.44
65to74;2022-22;3.2
65to74;2022-23;3.36
65to74;2022-24;5.96
65to74;2022-25;6.5
65to74;2022-26;5.51
65to74;2022-27;5.15
65to74;2022-28;8.51
65to74;2022-29;12.58
65to74;2022-30;9.1
65to74;2022-31;6.7
65to74;2022-32;7.55
65to74;2022-33;5.55
65to74;2022-34;2.39
65to74;2022-35;0.49
65to74;2022-36;3.26
65to74;2022-37;1.74
65to74;2022-38;3.27
65to74;2022-39;6.33
65to74;2022-40;7.06
65to74;2022-41;7.33
65to74;2022-42;6.92
65to74;2022-43;4.65
65to74;2022-44;2.34
65to74;2022-45;3.12
65to74;2022-46;3.97
65to74;2022-47;6.58
65to74;2022-48;7.04
65to74;2022-49;10.13
65to74;2022-50;17.05
65to74;2022-51;21.76
65to74;2022-52;18.98
65to74;2023-01;13.74
65to74;2023-02;7.47
65to74;2023-03;3.72
65to74;2023-04;0.96
65to74;2023-05;-6.04
75to84;2017-07;8.83
75to84;2017-08;6.33
75to84;2017-09;4.19
75to84;2017-10;1.2
75to84;2017-11;-0.13
75to84;2017-12;-1.74
75to84;2017-13;-1.48
75to84;2017-14;-2.16
75to84;2017-15;-2.42
75to84;2017-16;-1.38
75to84;2017-17;0.55
75to84;2017-18;0.5
75to84;2017-19;1.74
75to84;2017-20;1.19
75to84;2017-21;0.28
75to84;2017-22;0.38
75to84;2017-23;-3.41
75to84;2017-24;0.99
75to84;2017-25;4.11
75to84;2017-26;1.54
75to84;2017-27;3.07
75to84;2017-28;-0.79
75to84;2017-29;0.58
75to84;2017-30;0.76
75to84;2017-31;2.75
75to84;2017-32;0.32
75to84;2017-33;-0.55
75to84;2017-34;-0.13
75to84;2017-35;-0.52
75to84;2017-36;-2.13
75to84;2017-37;-0.42
75to84;2017-38;-0.08
75to84;2017-39;1.64
75to84;2017-40;0.99
75to84;2017-41;2.19
75to84;2017-42;0.23
75to84;2017-43;-1.66
75to84;2017-44;-1.96
75to84;2017-45;-1.48
75to84;2017-46;0.05
75to84;2017-47;0.61
75to84;2017-48;1.42
75to84;2017-49;2.8
75to84;2017-50;5.69
75to84;2017-51;5.84
75to84;2017-52;7.4
75to84;2018-01;9.58
75to84;2018-02;8
75to84;2018-03;7.59
75to84;2018-04;6.18
75to84;2018-05;5.77
75to84;2018-06;6.83
75to84;2018-07;8.76
75to84;2018-08;9.78
75to84;2018-09;17.14
75to84;2018-10;18.89
75to84;2018-11;12.97
75to84;2018-12;8.88
75to84;2018-13;7.8
75to84;2018-14;5.26
75to84;2018-15;3.29
75to84;2018-16;0.82
75to84;2018-17;-2.72
75to84;2018-18;-1.92
75to84;2018-19;-2.18
75to84;2018-20;-3.41
75to84;2018-21;-0.42
75to84;2018-22;0.63
75to84;2018-23;0.44
75to84;2018-24;-2.96
75to84;2018-25;-1.26
75to84;2018-26;2.15
75to84;2018-27;2.06
75to84;2018-28;0.02
75to84;2018-29;1.23
75to84;2018-30;6.3
75to84;2018-31;8.81
75to84;2018-32;5.91
75to84;2018-33;0.74
75to84;2018-34;0.1
75to84;2018-35;-1.65
75to84;2018-36;-0.3
75to84;2018-37;-1.05
75to84;2018-38;-0.94
75to84;2018-39;-1.7
75to84;2018-40;-1.24
75to84;2018-41;0.53
75to84;2018-42;-3.02
75to84;2018-43;-2.27
75to84;2018-44;-0.38
75to84;2018-45;-0.11
75to84;2018-46;-2.64
75to84;2018-47;-0.62
75to84;2018-48;0.67
75to84;2018-49;0.43
75to84;2018-50;-0.38
75to84;2018-51;1.49
75to84;2018-52;0.19
75to84;2019-01;2.45
75to84;2019-02;5.84
75to84;2019-03;5.54
75to84;2019-04;5.77
75to84;2019-05;6.32
75to84;2019-06;7.18
75to84;2019-07;6.16
75to84;2019-08;3.84
75to84;2019-09;4.83
75to84;2019-10;3.24
75to84;2019-11;2.22
75to84;2019-12;-0.98
75to84;2019-13;0.1
75to84;2019-14;0.98
75to84;2019-15;-0.33
75to84;2019-16;1.08
75to84;2019-17;0.48
75to84;2019-18;-1.04
75to84;2019-19;0.97
75to84;2019-20;0.92
75to84;2019-21;0.99
75to84;2019-22;-0.68
75to84;2019-23;1.21
75to84;2019-24;0.32
75to84;2019-25;0.77
75to84;2019-26;3.95
75to84;2019-27;2.52
75to84;2019-28;0.51
75to84;2019-29;0.8
75to84;2019-30;9.44
75to84;2019-31;0.72
75to84;2019-32;1.06
75to84;2019-33;-1.46
75to84;2019-34;0.46
75to84;2019-35;2.32
75to84;2019-36;-1.73
75to84;2019-37;-0.92
75to84;2019-38;-0.97
75to84;2019-39;0.81
75to84;2019-40;0.01
75to84;2019-41;1.82
75to84;2019-42;1.28
75to84;2019-43;0.02
75to84;2019-44;0.47
75to84;2019-45;0.05
75to84;2019-46;2.49
75to84;2019-47;1.72
75to84;2019-48;1.09
75to84;2019-49;0.9
75to84;2019-50;2.65
75to84;2019-51;3.14
75to84;2019-52;0.63
75to84;2020-01;1.15
75to84;2020-02;3.67
75to84;2020-03;2.1
75to84;2020-04;1
75to84;2020-05;3.32
75to84;2020-06;0.14
75to84;2020-07;1.84
75to84;2020-08;-0.85
75to84;2020-09;0.85
75to84;2020-10;1.56
75to84;2020-11;4.05
75to84;2020-12;13.51
75to84;2020-13;29.54
75to84;2020-14;40.43
75to84;2020-15;38.94
75to84;2020-16;28.04
75to84;2020-17;17.57
75to84;2020-18;10.24
75to84;2020-19;6.16
75to84;2020-20;2.38
75to84;2020-21;1.65
75to84;2020-22;-0.96
75to84;2020-23;0.2
75to84;2020-24;-0.6
75to84;2020-25;-0.89
75to84;2020-26;1.57
75to84;2020-27;-0.23
75to84;2020-28;-0.03
75to84;2020-29;1.71
75to84;2020-30;1.58
75to84;2020-31;4.81
75to84;2020-32;3.82
75to84;2020-33;10.24
75to84;2020-34;2.41
75to84;2020-35;0.83
75to84;2020-36;0.73
75to84;2020-37;2.63
75to84;2020-38;4.02
75to84;2020-39;2.84
75to84;2020-40;4.28
75to84;2020-41;4.25
75to84;2020-42;5.99
75to84;2020-43;10.74
75to84;2020-44;15.92
75to84;2020-45;18.76
75to84;2020-46;20.17
75to84;2020-47;18.76
75to84;2020-48;17.96
75to84;2020-49;18.66
75to84;2020-50;19.99
75to84;2020-51;19.78
75to84;2020-52;18.8
75to84;2020-53;20.46
75to84;2021-01;21.51
75to84;2021-02;23.74
75to84;2021-03;25.64
75to84;2021-04;20.16
75to84;2021-05;15.17
75to84;2021-06;10.7
75to84;2021-07;7.82
75to84;2021-08;3.52
75to84;2021-09;1.8
75to84;2021-10;1.69
75to84;2021-11;2.23
75to84;2021-12;2.6
75to84;2021-13;5.48
75to84;2021-14;4.38
75to84;2021-15;4.07
75to84;2021-16;4.96
75to84;2021-17;4.6
75to84;2021-18;4.37
75to84;2021-19;2.05
75to84;2021-20;0.58
75to84;2021-21;-0.36
75to84;2021-22;0.54
75to84;2021-23;0.27
75to84;2021-24;2.78
75to84;2021-25;0.78
75to84;2021-26;1.74
75to84;2021-27;1.22
75to84;2021-28;2.87
75to84;2021-29;6.35
75to84;2021-30;5.46
75to84;2021-31;5.57
75to84;2021-32;6.21
75to84;2021-33;5.95
75to84;2021-34;4.77
75to84;2021-35;5.35
75to84;2021-36;8.4
75to84;2021-37;4.63
75to84;2021-38;2.93
75to84;2021-39;4.09
75to84;2021-40;3.29
75to84;2021-41;4.83
75to84;2021-42;6.15
75to84;2021-43;8.8
75to84;2021-44;7.84
75to84;2021-45;10.03
75to84;2021-46;11.46
75to84;2021-47;13.87
75to84;2021-48;16.08
75to84;2021-49;14.51
75to84;2021-50;11.52
75to84;2021-51;11.33
75to84;2021-52;11.22
75to84;2022-01;7.48
75to84;2022-02;6.13
75to84;2022-03;6.63
75to84;2022-04;8.14
75to84;2022-05;8.67
75to84;2022-06;6.3
75to84;2022-07;5.56
75to84;2022-08;3.85
75to84;2022-09;2.65
75to84;2022-10;4.73
75to84;2022-11;5.58
75to84;2022-12;5.32
75to84;2022-13;7.54
75to84;2022-14;8.29
75to84;2022-15;7.47
75to84;2022-16;4.18
75to84;2022-17;3.61
75to84;2022-18;3.79
75to84;2022-19;4.21
75to84;2022-20;3.54
75to84;2022-21;0.34
75to84;2022-22;3.65
75to84;2022-23;2.52
75to84;2022-24;6.55
75to84;2022-25;6.83
75to84;2022-26;6.05
75to84;2022-27;7.89
75to84;2022-28;11.47
75to84;2022-29;16.7
75to84;2022-30;11.86
75to84;2022-31;9.88
75to84;2022-32;11.34
75to84;2022-33;8.17
75to84;2022-34;5.03
75to84;2022-35;3.05
75to84;2022-36;3.87
75to84;2022-37;2.4
75to84;2022-38;4.09
75to84;2022-39;7.66
75to84;2022-40;8.61
75to84;2022-41;9.12
75to84;2022-42;8.82
75to84;2022-43;7.1
75to84;2022-44;2.26
75to84;2022-45;3.96
75to84;2022-46;4.89
75to84;2022-47;6.37
75to84;2022-48;7.59
75to84;2022-49;12.11
75to84;2022-50;18.21
75to84;2022-51;24.69
75to84;2022-52;21.47
75to84;2023-01;16.14
75to84;2023-02;9.25
75to84;2023-03;3.17
75to84;2023-04;0.79
75to84;2023-05;-7.22
65P;2017-07;12.05
65P;2017-08;9.03
65P;2017-09;5.8
65P;2017-10;1.98
65P;2017-11;-0.51
65P;2017-12;-2.53
65P;2017-13;-1.85
65P;2017-14;-2.78
65P;2017-15;-2.57
65P;2017-16;-2.48
65P;2017-17;1.1
65P;2017-18;1.1
65P;2017-19;1.33
65P;2017-20;1.57
65P;2017-21;0.63
65P;2017-22;-0.06
65P;2017-23;-2.88
65P;2017-24;1.13
65P;2017-25;4.74
65P;2017-26;0.92
65P;2017-27;3.11
65P;2017-28;-0.25
65P;2017-29;1.56
65P;2017-30;0.65
65P;2017-31;3.63
65P;2017-32;1.68
65P;2017-33;0.81
65P;2017-34;0.88
65P;2017-35;-0.51
65P;2017-36;-2.8
65P;2017-37;-0.85
65P;2017-38;0.44
65P;2017-39;1.78
65P;2017-40;1.27
65P;2017-41;2.5
65P;2017-42;0.24
65P;2017-43;-1.7
65P;2017-44;-2.08
65P;2017-45;-1.34
65P;2017-46;0.39
65P;2017-47;1
65P;2017-48;0.63
65P;2017-49;3.7
65P;2017-50;5.93
65P;2017-51;6.86
65P;2017-52;10.03
65P;2018-01;14.65
65P;2018-02;12.18
65P;2018-03;11.63
65P;2018-04;8.82
65P;2018-05;8.01
65P;2018-06;8.99
65P;2018-07;12.06
65P;2018-08;14.56
65P;2018-09;21.63
65P;2018-10;23.63
65P;2018-11;16.62
65P;2018-12;12.43
65P;2018-13;9.76
65P;2018-14;6.88
65P;2018-15;4.29
65P;2018-16;1.24
65P;2018-17;-2.61
65P;2018-18;-3.02
65P;2018-19;-2.17
65P;2018-20;-3.13
65P;2018-21;-0.96
65P;2018-22;0.64
65P;2018-23;-1.43
65P;2018-24;-3.03
65P;2018-25;-0.6
65P;2018-26;2.63
65P;2018-27;3.29
65P;2018-28;0.41
65P;2018-29;3.16
65P;2018-30;7.06
65P;2018-31;11.19
65P;2018-32;7.65
65P;2018-33;0.96
65P;2018-34;0.81
65P;2018-35;-1.61
65P;2018-36;-0.7
65P;2018-37;-1.52
65P;2018-38;-0.31
65P;2018-39;-2.44
65P;2018-40;-0.06
65P;2018-41;1.04
65P;2018-42;-3.02
65P;2018-43;-2.94
65P;2018-44;-0.84
65P;2018-45;-0.27
65P;2018-46;-3.35
65P;2018-47;-2.11
65P;2018-48;-1.1
65P;2018-49;-0.86
65P;2018-50;-1.39
65P;2018-51;1.22
65P;2018-52;0.36
65P;2019-01;4.27
65P;2019-02;8.03
65P;2019-03;7.97
65P;2019-04;8.41
65P;2019-05;9.03
65P;2019-06;9.62
65P;2019-07;7.49
65P;2019-08;7.05
65P;2019-09;6.9
65P;2019-10;4.39
65P;2019-11;3.09
65P;2019-12;-0.2
65P;2019-13;-0.93
65P;2019-14;1.19
65P;2019-15;-0.83
65P;2019-16;1.47
65P;2019-17;1.13
65P;2019-18;-0.61
65P;2019-19;0.37
65P;2019-20;1
65P;2019-21;1.07
65P;2019-22;0.63
65P;2019-23;1.51
65P;2019-24;0.77
65P;2019-25;1.21
65P;2019-26;5.2
65P;2019-27;3.2
65P;2019-28;1.22
65P;2019-29;1.13
65P;2019-30;11.03
65P;2019-31;1.62
65P;2019-32;1.2
65P;2019-33;-0.9
65P;2019-34;0.58
65P;2019-35;3.31
65P;2019-36;-2.4
65P;2019-37;-0.98
65P;2019-38;-0.71
65P;2019-39;0.86
65P;2019-40;-0.01
65P;2019-41;1.9
65P;2019-42;1.2
65P;2019-43;0.53
65P;2019-44;0.43
65P;2019-45;0.41
65P;2019-46;1.77
65P;2019-47;2.46
65P;2019-48;1.3
65P;2019-49;1.56
65P;2019-50;2.92
65P;2019-51;4.02
65P;2019-52;0.95
65P;2020-01;3.69
65P;2020-02;6.31
65P;2020-03;4.21
65P;2020-04;2.82
65P;2020-05;4.93
65P;2020-06;1.73
65P;2020-07;2.43
65P;2020-08;-0.66
65P;2020-09;1.05
65P;2020-10;2.28
65P;2020-11;5.28
65P;2020-12;15.16
65P;2020-13;32.22
65P;2020-14;48.07
65P;2020-15;47.18
65P;2020-16;35.08
65P;2020-17;23.2
65P;2020-18;13.28
65P;2020-19;8.64
65P;2020-20;2.94
65P;2020-21;3.18
65P;2020-22;-0.16
65P;2020-23;0.27
65P;2020-24;-1.37
65P;2020-25;-1.06
65P;2020-26;3.53
65P;2020-27;0.39
65P;2020-28;0
65P;2020-29;1.49
65P;2020-30;2.59
65P;2020-31;6.2
65P;2020-32;5.37
65P;2020-33;12.48
65P;2020-34;3.97
65P;2020-35;1.35
65P;2020-36;1.48
65P;2020-37;3.33
65P;2020-38;5.12
65P;2020-39;2.6
65P;2020-40;5.16
65P;2020-41;4.64
65P;2020-42;6.56
65P;2020-43;13.36
65P;2020-44;17.74
65P;2020-45;21.22
65P;2020-46;22.69
65P;2020-47;21.07
65P;2020-48;20.61
65P;2020-49;21.84
65P;2020-50;22.74
65P;2020-51;22.11
65P;2020-52;21.56
65P;2020-53;22.91
65P;2021-01;25.17
65P;2021-02;28.22
65P;2021-03;30
65P;2021-04;24.63
65P;2021-05;17.34
65P;2021-06;11.8
65P;2021-07;9.08
65P;2021-08;2.89
65P;2021-09;0.04
65P;2021-10;1.33
65P;2021-11;1.36
65P;2021-12;1.9
65P;2021-13;3.47
65P;2021-14;3.73
65P;2021-15;3.8
65P;2021-16;4.64
65P;2021-17;3.97
65P;2021-18;4.99
65P;2021-19;1.79
65P;2021-20;0.21
65P;2021-21;-0.5
65P;2021-22;1.35
65P;2021-23;0.44
65P;2021-24;3.87
65P;2021-25;1.04
65P;2021-26;2.58
65P;2021-27;2.76
65P;2021-28;4.46
65P;2021-29;8.07
65P;2021-30;6.42
65P;2021-31;7.7
65P;2021-32;9.54
65P;2021-33;8.1
65P;2021-34;5.89
65P;2021-35;6.34
65P;2021-36;10.42
65P;2021-37;5.4
65P;2021-38;3.56
65P;2021-39;4.89
65P;2021-40;4.31
65P;2021-41;6.41
65P;2021-42;7.81
65P;2021-43;10.17
65P;2021-44;9.09
65P;2021-45;11.66
65P;2021-46;12.42
65P;2021-47;14.73
65P;2021-48;18.3
65P;2021-49;17.11
65P;2021-50;13.65
65P;2021-51;13.26
65P;2021-52;12.99
65P;2022-01;9.65
65P;2022-02;8.73
65P;2022-03;8.88
65P;2022-04;11.23
65P;2022-05;12.06
65P;2022-06;8.82
65P;2022-07;8.35
65P;2022-08;4.5
65P;2022-09;4.4
65P;2022-10;5.92
65P;2022-11;6.76
65P;2022-12;7.68
65P;2022-13;9.19
65P;2022-14;10.92
65P;2022-15;9.69
65P;2022-16;6.7
65P;2022-17;5.98
65P;2022-18;5.29
65P;2022-19;5.46
65P;2022-20;4.79
65P;2022-21;0.57
65P;2022-22;4.2
65P;2022-23;4
65P;2022-24;8.77
65P;2022-25;8.15
65P;2022-26;8.21
65P;2022-27;10.2
65P;2022-28;15.15
65P;2022-29;22.01
65P;2022-30;16.24
65P;2022-31;13.85
65P;2022-32;14.58
65P;2022-33;10.99
65P;2022-34;6.92
65P;2022-35;3.84
65P;2022-36;4.28
65P;2022-37;3.12
65P;2022-38;4.98
