country;group;week;zscore
Austria;85P;2015-49;-0.06
Austria;85P;2015-50;-1.58
Austria;85P;2015-51;-1.75
Austria;85P;2015-52;-1.04
Austria;85P;2015-53;-2.1
Austria;85P;2016-01;-0.77
Austria;85P;2016-02;0.9
Austria;85P;2016-03;-1.11
Austria;85P;2016-04;-0.77
Austria;85P;2016-05;0.22
Austria;85P;2016-06;0.02
Austria;85P;2016-07;-0.44
Austria;85P;2016-08;0.34
Austria;85P;2016-09;1.46
Austria;85P;2016-10;-0.66
Austria;85P;2016-11;-1.25
Austria;85P;2016-12;-1.23
Austria;85P;2016-13;1.17
Austria;85P;2016-14;-1
Austria;85P;2016-15;0.6
Austria;85P;2016-16;-1.83
Austria;85P;2016-17;-0.9
Austria;85P;2016-18;-0.27
Austria;85P;2016-19;0.63
Austria;85P;2016-20;0.61
Austria;85P;2016-21;1.23
Austria;85P;2016-22;0
Austria;85P;2016-23;-1.22
Austria;85P;2016-24;-0.18
Austria;85P;2016-25;0.23
Austria;85P;2016-26;-0.1
Austria;85P;2016-27;-1.63
Austria;85P;2016-28;0.01
Austria;85P;2016-29;1.69
Austria;85P;2016-30;0.19
Austria;85P;2016-31;0.18
Austria;85P;2016-32;-0.66
Austria;85P;2016-33;-0.06
Austria;85P;2016-34;0.78
Austria;85P;2016-35;0.21
Austria;85P;2016-36;-0.42
Austria;85P;2016-37;-0.43
Austria;85P;2016-38;-2.12
Austria;85P;2016-39;0.51
Austria;85P;2016-40;-0.65
Austria;85P;2016-41;1.25
Austria;85P;2016-42;1.51
Austria;85P;2016-43;0.04
Austria;85P;2016-44;-0.06
Austria;85P;2016-45;-0.73
Austria;85P;2016-46;1.04
Austria;85P;2016-47;0.76
Austria;85P;2016-48;-0.54
Austria;85P;2016-49;-0.34
Austria;85P;2016-50;0.16
Austria;85P;2016-51;2.72
Austria;85P;2016-52;7.04
Austria;85P;2017-01;7.3
Austria;85P;2017-02;9.7
Austria;85P;2017-03;5.21
Austria;85P;2017-04;5.04
Austria;85P;2017-05;5.34
Austria;85P;2017-06;4.41
Austria;85P;2017-07;2.36
Austria;85P;2017-08;2.94
Austria;85P;2017-09;1.48
Austria;85P;2017-10;0.95
Austria;85P;2017-11;-0.33
Austria;85P;2017-12;0.27
Austria;85P;2017-13;-0.22
Austria;85P;2017-14;0.17
Austria;85P;2017-15;0.37
Austria;85P;2017-16;-0.15
Austria;85P;2017-17;0.07
Austria;85P;2017-18;0.97
Austria;85P;2017-19;-0.89
Austria;85P;2017-20;0.79
Austria;85P;2017-21;-1.49
Austria;85P;2017-22;0.87
Austria;85P;2017-23;-0.59
Austria;85P;2017-24;1.85
Austria;85P;2017-25;0.84
Austria;85P;2017-26;1.19
Austria;85P;2017-27;0.78
Austria;85P;2017-28;0.29
Austria;85P;2017-29;1.47
Austria;85P;2017-30;0.17
Austria;85P;2017-31;3.62
Austria;85P;2017-32;-0.55
Austria;85P;2017-33;1.04
Austria;85P;2017-34;0.5
Austria;85P;2017-35;-0.95
Austria;85P;2017-36;-1.5
Austria;85P;2017-37;-0.53
Austria;85P;2017-38;0.19
Austria;85P;2017-39;0.02
Austria;85P;2017-40;0.28
Austria;85P;2017-41;2.02
Austria;85P;2017-42;-1.15
Austria;85P;2017-43;-1.03
Austria;85P;2017-44;-0.24
Austria;85P;2017-45;-0.74
Austria;85P;2017-46;-1.34
Austria;85P;2017-47;-0.75
Austria;85P;2017-48;-0.79
Austria;85P;2017-49;0.63
Austria;85P;2017-50;-0.5
Austria;85P;2017-51;-0.09
Austria;85P;2017-52;0.14
Austria;85P;2018-01;1.84
Austria;85P;2018-02;1.3
Austria;85P;2018-03;2
Austria;85P;2018-04;1
Austria;85P;2018-05;2.08
Austria;85P;2018-06;-0.58
Austria;85P;2018-07;3.04
Austria;85P;2018-08;4.45
Austria;85P;2018-09;4.66
Austria;85P;2018-10;4.6
Austria;85P;2018-11;3.92
Austria;85P;2018-12;1.82
Austria;85P;2018-13;2.9
Austria;85P;2018-14;1.84
Austria;85P;2018-15;0.33
Austria;85P;2018-16;0.87
Austria;85P;2018-17;-0.77
Austria;85P;2018-18;-0.94
Austria;85P;2018-19;-1.16
Austria;85P;2018-20;-2.67
Austria;85P;2018-21;-0.73
Austria;85P;2018-22;-0.6
Austria;85P;2018-23;0.14
Austria;85P;2018-24;-0.42
Austria;85P;2018-25;-0.95
Austria;85P;2018-26;-0.65
Austria;85P;2018-27;0.13
Austria;85P;2018-28;0.43
Austria;85P;2018-29;2.09
Austria;85P;2018-30;1.56
Austria;85P;2018-31;4
Austria;85P;2018-32;1.42
Austria;85P;2018-33;-0.24
Austria;85P;2018-34;0.65
Austria;85P;2018-35;0
Austria;85P;2018-36;-1.8
Austria;85P;2018-37;-0.51
Austria;85P;2018-38;-1.17
Austria;85P;2018-39;-2
Austria;85P;2018-40;0.89
Austria;85P;2018-41;0.16
Austria;85P;2018-42;-0.27
Austria;85P;2018-43;-0.03
Austria;85P;2018-44;0.31
Austria;85P;2018-45;-1.26
Austria;85P;2018-46;-0.72
Austria;85P;2018-47;-1.9
Austria;85P;2018-48;-1.27
Austria;85P;2018-49;0.14
Austria;85P;2018-50;-0.45
Austria;85P;2018-51;0.64
Austria;85P;2018-52;0.53
Austria;85P;2019-01;-0.83
Austria;85P;2019-02;0.22
Austria;85P;2019-03;-0.1
Austria;85P;2019-04;0.52
Austria;85P;2019-05;1.19
Austria;85P;2019-06;0.25
Austria;85P;2019-07;1.32
Austria;85P;2019-08;1.73
Austria;85P;2019-09;1.48
Austria;85P;2019-10;1.83
Austria;85P;2019-11;2.43
Austria;85P;2019-12;-0.1
Austria;85P;2019-13;0.8
Austria;85P;2019-14;-0.23
Austria;85P;2019-15;0.05
Austria;85P;2019-16;0.12
Austria;85P;2019-17;1.08
Austria;85P;2019-18;-0.25
Austria;85P;2019-19;-0.83
Austria;85P;2019-20;1.23
Austria;85P;2019-21;0.52
Austria;85P;2019-22;0.21
Austria;85P;2019-23;1.35
Austria;85P;2019-24;2.04
Austria;85P;2019-25;-0.07
Austria;85P;2019-26;-0.46
Austria;85P;2019-27;0.9
Austria;85P;2019-28;0.11
Austria;85P;2019-29;0.61
Austria;85P;2019-30;2.75
Austria;85P;2019-31;1.26
Austria;85P;2019-32;0.88
Austria;85P;2019-33;-0.02
Austria;85P;2019-34;1.14
Austria;85P;2019-35;0.82
Austria;85P;2019-36;-0.42
Austria;85P;2019-37;-0.05
Austria;85P;2019-38;-1.14
Austria;85P;2019-39;0.83
Austria;85P;2019-40;0.74
Austria;85P;2019-41;1.33
Austria;85P;2019-42;-0.67
Austria;85P;2019-43;-0.32
Austria;85P;2019-44;0.07
Austria;85P;2019-45;-0.14
Austria;85P;2019-46;-1.23
Austria;85P;2019-47;-1.1
Austria;85P;2019-48;-1.16
Austria;85P;2019-49;-0.62
Austria;85P;2019-50;-1
Austria;85P;2019-51;-0.55
Austria;85P;2019-52;-0.29
Austria;85P;2020-01;-1.23
Austria;85P;2020-02;-0.65
Austria;85P;2020-03;0.49
Austria;85P;2020-04;0.04
Austria;85P;2020-05;2.58
Austria;85P;2020-06;-0.28
Austria;85P;2020-07;3.03
Austria;85P;2020-08;0.19
