country;group;week;zscore
Austria;Total;2017-03;7.41
Austria;Total;2017-04;5.73
Austria;Total;2017-05;7.21
Austria;Total;2017-06;4.67
Austria;Total;2017-07;3.35
Austria;Total;2017-08;4.11
Austria;Total;2017-09;2.61
Austria;Total;2017-10;1.71
Austria;Total;2017-11;0.64
Austria;Total;2017-12;0.54
Austria;Total;2017-13;-0.02
Austria;Total;2017-14;0.74
Austria;Total;2017-15;1.2
Austria;Total;2017-16;0.16
Austria;Total;2017-17;-0.29
Austria;Total;2017-18;1.38
Austria;Total;2017-19;0.22
Austria;Total;2017-20;1.54
Austria;Total;2017-21;-1.59
Austria;Total;2017-22;0.85
Austria;Total;2017-23;-1.77
Austria;Total;2017-24;0.66
Austria;Total;2017-25;1.64
Austria;Total;2017-26;0.74
Austria;Total;2017-27;0.71
Austria;Total;2017-28;-0.63
Austria;Total;2017-29;1.28
Austria;Total;2017-30;0.12
Austria;Total;2017-31;4.04
Austria;Total;2017-32;-1.12
Austria;Total;2017-33;-0.67
Austria;Total;2017-34;1.19
Austria;Total;2017-35;-1.32
Austria;Total;2017-36;-1.66
Austria;Total;2017-37;0.2
Austria;Total;2017-38;-0.45
Austria;Total;2017-39;0.54
Austria;Total;2017-40;0.32
Austria;Total;2017-41;0.76
Austria;Total;2017-42;-0.66
Austria;Total;2017-43;-0.15
Austria;Total;2017-44;0.65
Austria;Total;2017-45;-0.34
Austria;Total;2017-46;-0.36
Austria;Total;2017-47;0.47
Austria;Total;2017-48;-0.32
Austria;Total;2017-49;1.11
Austria;Total;2017-50;-0.12
Austria;Total;2017-51;1.06
Austria;Total;2017-52;1.34
Austria;Total;2018-01;2.76
Austria;Total;2018-02;3.82
Austria;Total;2018-03;3.08
Austria;Total;2018-04;1.88
Austria;Total;2018-05;4.2
Austria;Total;2018-06;0.14
Austria;Total;2018-07;3.69
Austria;Total;2018-08;5.72
Austria;Total;2018-09;7
Austria;Total;2018-10;6.57
Austria;Total;2018-11;6.15
Austria;Total;2018-12;2
Austria;Total;2018-13;3.79
Austria;Total;2018-14;1.64
Austria;Total;2018-15;0.95
Austria;Total;2018-16;1.16
Austria;Total;2018-17;-1.65
Austria;Total;2018-18;-0.73
Austria;Total;2018-19;-1.46
Austria;Total;2018-20;-2.21
Austria;Total;2018-21;-1.41
Austria;Total;2018-22;-0.33
Austria;Total;2018-23;-0.07
Austria;Total;2018-24;-0.65
Austria;Total;2018-25;-0.25
Austria;Total;2018-26;0.13
Austria;Total;2018-27;0.71
Austria;Total;2018-28;-0.29
Austria;Total;2018-29;1.67
Austria;Total;2018-30;0.8
Austria;Total;2018-31;3.45
Austria;Total;2018-32;2.15
Austria;Total;2018-33;0.3
Austria;Total;2018-34;0.67
Austria;Total;2018-35;-0.16
Austria;Total;2018-36;-1.16
Austria;Total;2018-37;-0.13
Austria;Total;2018-38;-1.06
Austria;Total;2018-39;-0.77
Austria;Total;2018-40;1.17
Austria;Total;2018-41;-0.16
Austria;Total;2018-42;-0.38
Austria;Total;2018-43;-0.54
Austria;Total;2018-44;0.26
Austria;Total;2018-45;-0.86
Austria;Total;2018-46;-0.24
Austria;Total;2018-47;-0.88
Austria;Total;2018-48;-0.93
Austria;Total;2018-49;0.76
Austria;Total;2018-50;0.28
Austria;Total;2018-51;0.84
Austria;Total;2018-52;1.32
Austria;Total;2019-01;0.85
Austria;Total;2019-02;1.82
