country;group;week;zscore
Austria;85P;2017-52;0.03
Austria;85P;2018-01;1.64
Austria;85P;2018-02;1.11
Austria;85P;2018-03;1.82
Austria;85P;2018-04;0.87
Austria;85P;2018-05;1.91
Austria;85P;2018-06;-0.66
Austria;85P;2018-07;2.94
Austria;85P;2018-08;4.26
Austria;85P;2018-09;4.48
Austria;85P;2018-10;4.42
Austria;85P;2018-11;3.79
Austria;85P;2018-12;1.78
Austria;85P;2018-13;2.83
Austria;85P;2018-14;1.84
Austria;85P;2018-15;0.33
Austria;85P;2018-16;0.89
Austria;85P;2018-17;-0.68
Austria;85P;2018-18;-0.85
Austria;85P;2018-19;-1.04
Austria;85P;2018-20;-2.51
Austria;85P;2018-21;-0.58
Austria;85P;2018-22;-0.44
Austria;85P;2018-23;0.34
Austria;85P;2018-24;-0.22
Austria;85P;2018-25;-0.71
Austria;85P;2018-26;-0.43
Austria;85P;2018-27;0.38
Austria;85P;2018-28;0.65
Austria;85P;2018-29;2.3
Austria;85P;2018-30;1.8
Austria;85P;2018-31;4.18
Austria;85P;2018-32;1.7
Austria;85P;2018-33;0.09
Austria;85P;2018-34;0.96
Austria;85P;2018-35;0.26
Austria;85P;2018-36;-1.53
Austria;85P;2018-37;-0.27
Austria;85P;2018-38;-0.93
Austria;85P;2018-39;-1.79
Austria;85P;2018-40;1.1
Austria;85P;2018-41;0.31
Austria;85P;2018-42;-0.13
Austria;85P;2018-43;0.2
Austria;85P;2018-44;0.43
Austria;85P;2018-45;-1.1
Austria;85P;2018-46;-0.59
Austria;85P;2018-47;-1.74
Austria;85P;2018-48;-1.19
Austria;85P;2018-49;0.17
Austria;85P;2018-50;-0.38
Austria;85P;2018-51;0.69
Austria;85P;2018-52;0.57
Austria;85P;2019-01;-0.8
Austria;85P;2019-02;0.24
Austria;85P;2019-03;-0.08
Austria;85P;2019-04;0.55
Austria;85P;2019-05;1.24
Austria;85P;2019-06;0.35
Austria;85P;2019-07;1.32
Austria;85P;2019-08;1.78
Austria;85P;2019-09;1.5
Austria;85P;2019-10;1.91
Austria;85P;2019-11;2.53
Austria;85P;2019-12;0.02
Austria;85P;2019-13;0.99
Austria;85P;2019-14;-0.09
Austria;85P;2019-15;0.24
Austria;85P;2019-16;0.36
Austria;85P;2019-17;1.31
Austria;85P;2019-18;0.04
Austria;85P;2019-19;-0.51
Austria;85P;2019-20;1.53
Austria;85P;2019-21;0.84
Austria;85P;2019-22;0.55
Austria;85P;2019-23;1.7
Austria;85P;2019-24;2.39
Austria;85P;2019-25;0.28
Austria;85P;2019-26;-0.06
Austria;85P;2019-27;1.3
Austria;85P;2019-28;0.54
Austria;85P;2019-29;1.07
Austria;85P;2019-30;3.18
Austria;85P;2019-31;1.64
Austria;85P;2019-32;1.3
Austria;85P;2019-33;0.39
Austria;85P;2019-34;1.57
Austria;85P;2019-35;1.2
Austria;85P;2019-36;0.01
Austria;85P;2019-37;0.45
Austria;85P;2019-38;-0.75
Austria;85P;2019-39;1.28
Austria;85P;2019-40;1.12
Austria;85P;2019-41;1.69
Austria;85P;2019-42;-0.36
Austria;85P;2019-43;-0.04
Austria;85P;2019-44;0.42
Austria;85P;2019-45;0.16
Austria;85P;2019-46;-0.94
Austria;85P;2019-47;-0.85
Austria;85P;2019-48;-0.94
Austria;85P;2019-49;-0.41
Austria;85P;2019-50;-0.83
Austria;85P;2019-51;-0.37
Austria;85P;2019-52;-0.09
Austria;85P;2020-01;-0.99
Austria;85P;2020-02;-0.48
Austria;85P;2020-03;0.64
Austria;85P;2020-04;0.26
Austria;85P;2020-05;2.78
Austria;85P;2020-06;-0.12
Austria;85P;2020-07;3.22
