group;week;zscore
45to64;2020-39;2.01
45to64;2020-40;3.03
45to64;2020-41;4.28
45to64;2020-42;4.32
45to64;2020-43;7.22
45to64;2020-44;7.24
45to64;2020-45;9.36
45to64;2020-46;10.92
45to64;2020-47;9.82
45to64;2020-48;12.49
45to64;2020-49;11.34
45to64;2020-50;12.6
45to64;2020-51;10.4
45to64;2020-52;11.8
45to64;2020-53;12.8
45to64;2021-01;15.99
45to64;2021-02;17.02
45to64;2021-03;16.99
45to64;2021-04;13.76
45to64;2021-05;12.01
45to64;2021-06;10.18
45to64;2021-07;9.23
45to64;2021-08;5.67
45to64;2021-09;5.09
45to64;2021-10;6.4
45to64;2021-11;5.48
45to64;2021-12;6.95
45to64;2021-13;8.41
45to64;2021-14;8.44
45to64;2021-15;9.4
45to64;2021-16;9.61
45to64;2021-17;9.19
45to64;2021-18;8.3
45to64;2021-19;5.27
45to64;2021-20;3.5
45to64;2021-21;3.66
45to64;2021-22;4.52
45to64;2021-23;3.14
45to64;2021-24;3.81
45to64;2021-25;3.2
45to64;2021-26;4.98
45to64;2021-27;2.71
45to64;2021-28;4.16
45to64;2021-29;5.35
45to64;2021-30;3.91
45to64;2021-31;6.09
45to64;2021-32;5.8
45to64;2021-33;5.54
45to64;2021-34;4.43
45to64;2021-35;6.92
45to64;2021-36;7.63
45to64;2021-37;3.79
45to64;2021-38;6.2
45to64;2021-39;4.69
45to64;2021-40;6.86
45to64;2021-41;8.67
45to64;2021-42;7.37
45to64;2021-43;8.07
45to64;2021-44;8.57
45to64;2021-45;10.68
45to64;2021-46;12.51
45to64;2021-47;14.5
45to64;2021-48;16.89
45to64;2021-49;16.71
45to64;2021-50;14.64
45to64;2021-51;14.45
45to64;2021-52;14.03
45to64;2022-01;11.14
45to64;2022-02;9.35
45to64;2022-03;7.87
45to64;2022-04;8.37
45to64;2022-05;7.87
45to64;2022-06;6
45to64;2022-07;4.84
45to64;2022-08;3.05
45to64;2022-09;3.58
45to64;2022-10;2.79
45to64;2022-11;3.47
45to64;2022-12;3.65
45to64;2022-13;4.36
45to64;2022-14;5.24
45to64;2022-15;4.19
45to64;2022-16;1.72
45to64;2022-17;2.59
45to64;2022-18;3.49
45to64;2022-19;3.53
45to64;2022-20;2.61
45to64;2022-21;-0.3
45to64;2022-22;1.22
45to64;2022-23;1.49
45to64;2022-24;2.88
45to64;2022-25;3.38
45to64;2022-26;5.12
45to64;2022-27;4.27
45to64;2022-28;7.54
45to64;2022-29;9.68
45to64;2022-30;5.86
45to64;2022-31;4.52
45to64;2022-32;5.87
45to64;2022-33;4.46
45to64;2022-34;3.19
45to64;2022-35;1.69
45to64;2022-36;0.57
45to64;2022-37;-0.21
45to64;2022-38;3.7
45to64;2022-39;3.39
45to64;2022-40;4.01
45to64;2022-41;3.2
45to64;2022-42;3.94
45to64;2022-43;2.79
45to64;2022-44;1.4
45to64;2022-45;3.53
45to64;2022-46;4.12
45to64;2022-47;5.57
45to64;2022-48;6.19
45to64;2022-49;11.46
45to64;2022-50;12.86
45to64;2022-51;16.32
45to64;2022-52;16.49
45to64;2023-01;12.31
45to64;2023-02;6.96
45to64;2023-03;4.64
45to64;2023-04;3.33
45to64;2023-05;4.28
45to64;2023-06;4.32
45to64;2023-07;2.29
45to64;2023-08;3.21
45to64;2023-09;3.86
45to64;2023-10;4.72
45to64;2023-11;3.89
45to64;2023-12;0.19
45to64;2023-13;2.08
45to64;2023-14;1.74
45to64;2023-15;1.49
45to64;2023-16;2.03
45to64;2023-17;-0.37
45to64;2023-18;0.42
45to64;2023-19;-0.51
45to64;2023-20;0.94
45to64;2023-21;-0.05
45to64;2023-22;0.36
45to64;2023-23;0.97
45to64;2023-24;1.11
45to64;2023-25;1.27
45to64;2023-26;-1.31
45to64;2023-27;1.14
45to64;2023-28;0.9
45to64;2023-29;0.12
45to64;2023-30;0.19
45to64;2023-31;-0.89
45to64;2023-32;0.38
45to64;2023-33;-0.84
45to64;2023-34;1.24
45to64;2023-35;-0.84
45to64;2023-36;1.03
45to64;2023-37;-0.46
45to64;2023-38;-2.02
45to64;2023-39;-0.16
45to64;2023-40;0.93
45to64;2023-41;0.16
45to64;2023-42;1.54
45to64;2023-43;3.37
45to64;2023-44;0.81
45to64;2023-45;1.6
45to64;2023-46;0.56
45to64;2023-47;2.22
45to64;2023-48;3.11
45to64;2023-49;4.26
45to64;2023-50;0.74
65to74;2017-52;7.05
65to74;2018-01;8.3
65to74;2018-02;6.87
65to74;2018-03;8.02
65to74;2018-04;4.25
65to74;2018-05;5.2
65to74;2018-06;6.89
65to74;2018-07;8
65to74;2018-08;10.1
65to74;2018-09;14.04
65to74;2018-10;14.68
65to74;2018-11;10.22
65to74;2018-12;8.57
65to74;2018-13;5.31
65to74;2018-14;4.14
65to74;2018-15;2.33
65to74;2018-16;1.57
65to74;2018-17;-1.35
65to74;2018-18;-2.55
65to74;2018-19;-1.38
65to74;2018-20;-0.69
65to74;2018-21;-1.38
65to74;2018-22;1.61
65to74;2018-23;-1.58
65to74;2018-24;-1.34
65to74;2018-25;0.42
65to74;2018-26;1.38
65to74;2018-27;1.37
65to74;2018-28;-0.43
65to74;2018-29;2.38
65to74;2018-30;2.54
65to74;2018-31;6.19
65to74;2018-32;4.19
65to74;2018-33;-0.73
65to74;2018-34;0.25
65to74;2018-35;-1.33
65to74;2018-36;-0.8
65to74;2018-37;0.08
65to74;2018-38;0.16
65to74;2018-39;-1.35
65to74;2018-40;1.3
65to74;2018-41;0.22
65to74;2018-42;-1.54
65to74;2018-43;-1.46
65to74;2018-44;0.08
65to74;2018-45;1.16
65to74;2018-46;-1.8
65to74;2018-47;-1.09
65to74;2018-48;0.78
65to74;2018-49;0.28
65to74;2018-50;1.86
65to74;2018-51;2.31
65to74;2018-52;2.34
65to74;2019-01;3.65
65to74;2019-02;6.04
65to74;2019-03;6.03
65to74;2019-04;5.98
65to74;2019-05;7.33
65to74;2019-06;7.79
65to74;2019-07;6.56
65to74;2019-08;6.94
65to74;2019-09;5.33
65to74;2019-10;4.38
65to74;2019-11;3.51
65to74;2019-12;0.96
65to74;2019-13;-0.76
65to74;2019-14;1.9
65to74;2019-15;-0.62
65to74;2019-16;1.89
65to74;2019-17;-0.27
65to74;2019-18;-1.36
65to74;2019-19;-0.08
65to74;2019-20;0.13
65to74;2019-21;0.29
65to74;2019-22;0.39
65to74;2019-23;1.8
65to74;2019-24;0.34
65to74;2019-25;1.06
65to74;2019-26;3.1
65to74;2019-27;2.07
65to74;2019-28;-1.09
65to74;2019-29;-0.93
65to74;2019-30;6.36
65to74;2019-31;1.12
65to74;2019-32;-0.85
65to74;2019-33;-1.25
65to74;2019-34;-1.15
65to74;2019-35;1.62
65to74;2019-36;-2.24
65to74;2019-37;-0.85
65to74;2019-38;-0.77
65to74;2019-39;0.35
65to74;2019-40;0.22
65to74;2019-41;0.29
65to74;2019-42;0.14
65to74;2019-43;1.14
65to74;2019-44;-0.21
65to74;2019-45;0.39
65to74;2019-46;0.24
65to74;2019-47;1.01
65to74;2019-48;0.29
65to74;2019-49;3.42
65to74;2019-50;3.91
65to74;2019-51;4.2
65to74;2019-52;1.43
65to74;2020-01;3.67
65to74;2020-02;4.77
65to74;2020-03;3.15
65to74;2020-04;4.44
65to74;2020-05;4.67
65to74;2020-06;2.7
65to74;2020-07;2.37
65to74;2020-08;1.24
65to74;2020-09;1.58
65to74;2020-10;2.38
65to74;2020-11;6.56
65to74;2020-12;14.54
65to74;2020-13;25.84
65to74;2020-14;31.94
65to74;2020-15;28.44
65to74;2020-16;18.81
65to74;2020-17;12.42
65to74;2020-18;6.51
65to74;2020-19;4.57
65to74;2020-20;2.09
65to74;2020-21;0.62
65to74;2020-22;0.59
65to74;2020-23;0.67
65to74;2020-24;-1.29
65to74;2020-25;-0.13
65to74;2020-26;4.22
65to74;2020-27;1.21
65to74;2020-28;-1.18
65to74;2020-29;-0.09
65to74;2020-30;1.39
65to74;2020-31;2.12
65to74;2020-32;2.8
65to74;2020-33;7.57
65to74;2020-34;1.85
65to74;2020-35;0.81
65to74;2020-36;1.9
65to74;2020-37;2.89
65to74;2020-38;2.2
65to74;2020-39;4.18
65to74;2020-40;5.3
65to74;2020-41;4.83
65to74;2020-42;6.45
65to74;2020-43;10.63
65to74;2020-44;13.96
65to74;2020-45;15.65
65to74;2020-46;17.07
65to74;2020-47;15.91
65to74;2020-48;17.06
65to74;2020-49;18.49
65to74;2020-50;16.5
65to74;2020-51;16.14
65to74;2020-52;16.29
65to74;2020-53;16.66
65to74;2021-01;17.39
65to74;2021-02;20.5
65to74;2021-03;21.06
65to74;2021-04;18.88
65to74;2021-05;15.51
65to74;2021-06;12.03
65to74;2021-07;11.39
65to74;2021-08;6.7
65to74;2021-09;6.51
65to74;2021-10;8.73
65to74;2021-11;8.87
65to74;2021-12;9.32
65to74;2021-13;10.47
65to74;2021-14;11.87
65to74;2021-15;10.97
65to74;2021-16;11.7
65to74;2021-17;9.89
65to74;2021-18;12.01
65to74;2021-19;7.54
65to74;2021-20;6.88
65to74;2021-21;3.43
65to74;2021-22;4.74
65to74;2021-23;4.59
65to74;2021-24;5.65
65to74;2021-25;2.95
65to74;2021-26;4.17
65to74;2021-27;4.3
65to74;2021-28;5.74
65to74;2021-29;7.11
65to74;2021-30;5.7
65to74;2021-31;6.42
65to74;2021-32;7.63
65to74;2021-33;6.92
65to74;2021-34;5.93
65to74;2021-35;7.3
65to74;2021-36;9.8
65to74;2021-37;5.53
65to74;2021-38;5.31
65to74;2021-39;6.98
65to74;2021-40;6.61
65to74;2021-41;8.71
65to74;2021-42;7.86
65to74;2021-43;10.5
65to74;2021-44;9.76
65to74;2021-45;12.07
65to74;2021-46;12.92
65to74;2021-47;16.75
65to74;2021-48;20.02
65to74;2021-49;17.51
65to74;2021-50;16.07
65to74;2021-51;15.6
65to74;2021-52;14.6
65to74;2022-01;10.96
65to74;2022-02;10.84
65to74;2022-03;8.27
65to74;2022-04;10.95
65to74;2022-05;10.59
65to74;2022-06;7.93
65to74;2022-07;7.95
65to74;2022-08;4.51
65to74;2022-09;4.84
65to74;2022-10;5.85
65to74;2022-11;5.87
65to74;2022-12;6.84
65to74;2022-13;7.05
65to74;2022-14;8.46
65to74;2022-15;6.4
65to74;2022-16;5.39
65to74;2022-17;5.92
65to74;2022-18;5.71
65to74;2022-19;5.15
65to74;2022-20;3.98
65to74;2022-21;0.77
65to74;2022-22;4.06
65to74;2022-23;4.23
65to74;2022-24;6.92
65to74;2022-25;7.16
65to74;2022-26;6.28
65to74;2022-27;6.01
65to74;2022-28;9.56
65to74;2022-29;13.26
65to74;2022-30;9.89
65to74;2022-31;7.33
65to74;2022-32;8.59
65to74;2022-33;6.39
65to74;2022-34;3.43
65to74;2022-35;1.53
65to74;2022-36;4.23
65to74;2022-37;2.74
65to74;2022-38;4.15
65to74;2022-39;7.24
65to74;2022-40;7.96
65to74;2022-41;8.54
65to74;2022-42;7.78
65to74;2022-43;5.89
65to74;2022-44;3.66
65to74;2022-45;4.25
65to74;2022-46;5.19
65to74;2022-47;7.76
65to74;2022-48;8.25
65to74;2022-49;11.38
65to74;2022-50;17.12
65to74;2022-51;21.1
65to74;2022-52;18.8
65to74;2023-01;14.71
65to74;2023-02;9.2
65to74;2023-03;6.27
65to74;2023-04;5.08
65to74;2023-05;4.45
65to74;2023-06;4.21
65to74;2023-07;3.87
65to74;2023-08;3.72
65to74;2023-09;4.59
65to74;2023-10;6.57
65to74;2023-11;5.16
65to74;2023-12;4.45
65to74;2023-13;2.92
65to74;2023-14;2.32
65to74;2023-15;2.58
65to74;2023-16;4.09
65to74;2023-17;2.83
65to74;2023-18;1.02
65to74;2023-19;1.62
65to74;2023-20;0.09
65to74;2023-21;1.74
65to74;2023-22;1.3
65to74;2023-23;2.7
65to74;2023-24;3.2
65to74;2023-25;2.78
65to74;2023-26;-0.01
65to74;2023-27;1.42
65to74;2023-28;1.31
65to74;2023-29;0.77
65to74;2023-30;1.92
65to74;2023-31;-0.54
65to74;2023-32;2.84
65to74;2023-33;1.79
65to74;2023-34;3.47
65to74;2023-35;-0.06
65to74;2023-36;2.89
65to74;2023-37;1.87
65to74;2023-38;-1.16
65to74;2023-39;0.08
65to74;2023-40;0.88
65to74;2023-41;1.17
65to74;2023-42;1.6
65to74;2023-43;2.17
65to74;2023-44;2.05
65to74;2023-45;2.08
65to74;2023-46;3.23
65to74;2023-47;2.97
65to74;2023-48;5.17
65to74;2023-49;4.45
65to74;2023-50;0.12
75to84;2017-52;7.97
75to84;2018-01;10.16
75to84;2018-02;8.84
75to84;2018-03;8.14
75to84;2018-04;6.59
75to84;2018-05;6.49
75to84;2018-06;7.28
75to84;2018-07;9.07
75to84;2018-08;10.06
75to84;2018-09;17.34
75to84;2018-10;18.92
75to84;2018-11;13.07
75to84;2018-12;9
75to84;2018-13;7.91
75to84;2018-14;5.11
75to84;2018-15;3.39
75to84;2018-16;0.9
75to84;2018-17;-2.51
75to84;2018-18;-1.81
75to84;2018-19;-2.36
75to84;2018-20;-3.25
75to84;2018-21;-0.47
75to84;2018-22;0.44
75to84;2018-23;0.05
75to84;2018-24;-3.11
75to84;2018-25;-1.63
75to84;2018-26;1.45
75to84;2018-27;1.27
75to84;2018-28;-0.78
75to84;2018-29;0.34
75to84;2018-30;5.37
75to84;2018-31;7.88
75to84;2018-32;5.31
75to84;2018-33;0.17
75to84;2018-34;-0.53
75to84;2018-35;-2.3
75to84;2018-36;-1.11
75to84;2018-37;-1.76
75to84;2018-38;-1.55
75to84;2018-39;-2.33
75to84;2018-40;-1.67
75to84;2018-41;-0.08
75to84;2018-42;-3.47
75to84;2018-43;-2.58
75to84;2018-44;-0.83
75to84;2018-45;-0.23
75to84;2018-46;-2.75
75to84;2018-47;-0.61
75to84;2018-48;0.38
75to84;2018-49;0.25
75to84;2018-50;-0.51
75to84;2018-51;1.3
75to84;2018-52;0.18
75to84;2019-01;2.4
75to84;2019-02;5.89
75to84;2019-03;5.52
75to84;2019-04;5.84
75to84;2019-05;6.37
75to84;2019-06;7.06
75to84;2019-07;6.06
75to84;2019-08;3.58
75to84;2019-09;4.66
75to84;2019-10;2.97
75to84;2019-11;1.95
75to84;2019-12;-1.2
75to84;2019-13;-0.38
75to84;2019-14;0.4
75to84;2019-15;-0.96
75to84;2019-16;0.29
75to84;2019-17;-0.42
75to84;2019-18;-1.88
75to84;2019-19;-0.28
75to84;2019-20;0.02
75to84;2019-21;0.06
75to84;2019-22;-1.69
75to84;2019-23;-0.02
75to84;2019-24;-0.98
75to84;2019-25;-0.37
75to84;2019-26;2.63
75to84;2019-27;1.29
75to84;2019-28;-0.72
75to84;2019-29;-0.62
75to84;2019-30;7.85
75to84;2019-31;-0.66
75to84;2019-32;-0.41
75to84;2019-33;-2.8
75to84;2019-34;-0.98
75to84;2019-35;0.8
75to84;2019-36;-3.11
75to84;2019-37;-2.31
75to84;2019-38;-2.31
75to84;2019-39;-0.71
75to84;2019-40;-1.33
75to84;2019-41;0.5
75to84;2019-42;-0.02
75to84;2019-43;-1.24
75to84;2019-44;-0.64
75to84;2019-45;-1.12
75to84;2019-46;1.34
75to84;2019-47;0.82
75to84;2019-48;0.12
75to84;2019-49;0.05
75to84;2019-50;1.67
75to84;2019-51;2.25
75to84;2019-52;-0.35
75to84;2020-01;0.28
75to84;2020-02;2.85
75to84;2020-03;1.48
75to84;2020-04;0.31
75to84;2020-05;2.36
75to84;2020-06;-0.52
75to84;2020-07;0.99
75to84;2020-08;-1.8
75to84;2020-09;-0.13
75to84;2020-10;0.54
75to84;2020-11;3.46
75to84;2020-12;12.7
75to84;2020-13;28.19
75to84;2020-14;38.13
75to84;2020-15;36.3
75to84;2020-16;25.39
75to84;2020-17;15.15
75to84;2020-18;7.83
75to84;2020-19;3.65
75to84;2020-20;0.04
75to84;2020-21;-0.46
75to84;2020-22;-2.9
75to84;2020-23;-2.04
75to84;2020-24;-3.01
75to84;2020-25;-3.16
75to84;2020-26;-0.5
75to84;2020-27;-2.21
75to84;2020-28;-2.14
75to84;2020-29;-0.31
75to84;2020-30;-0.35
75to84;2020-31;2.65
75to84;2020-32;1.53
75to84;2020-33;8.13
75to84;2020-34;0.28
75to84;2020-35;-1.15
75to84;2020-36;-1.32
75to84;2020-37;0.57
75to84;2020-38;2.02
75to84;2020-39;0.75
75to84;2020-40;2.17
75to84;2020-41;2.24
75to84;2020-42;4.07
75to84;2020-43;8.62
75to84;2020-44;13.44
75to84;2020-45;16.68
75to84;2020-46;18.13
75to84;2020-47;16.7
75to84;2020-48;16.03
75to84;2020-49;16.62
75to84;2020-50;17.83
75to84;2020-51;17.31
75to84;2020-52;16.42
75to84;2020-53;18.11
75to84;2021-01;19.2
75to84;2021-02;21.62
75to84;2021-03;23.58
75to84;2021-04;18.21
75to84;2021-05;13.49
75to84;2021-06;9.03
75to84;2021-07;6.06
75to84;2021-08;1.86
75to84;2021-09;0.23
75to84;2021-10;-0.05
75to84;2021-11;0.4
75to84;2021-12;0.91
75to84;2021-13;3.56
75to84;2021-14;2.42
75to84;2021-15;1.85
75to84;2021-16;2.64
75to84;2021-17;2.41
75to84;2021-18;2.06
75to84;2021-19;-0.28
75to84;2021-20;-1.81
75to84;2021-21;-2.9
75to84;2021-22;-1.99
75to84;2021-23;-2.1
75to84;2021-24;0.49
75to84;2021-25;-1.36
75to84;2021-26;-0.45
75to84;2021-27;-1.3
75to84;2021-28;0.24
75to84;2021-29;3.58
75to84;2021-30;2.53
75to84;2021-31;2.85
75to84;2021-32;3.41
75to84;2021-33;3.16
75to84;2021-34;1.98
75to84;2021-35;2.61
75to84;2021-36;5.49
75to84;2021-37;1.72
75to84;2021-38;0.02
75to84;2021-39;1.23
75to84;2021-40;0.49
75to84;2021-41;2.16
75to84;2021-42;3.54
75to84;2021-43;6
75to84;2021-44;5.11
75to84;2021-45;7.31
75to84;2021-46;8.76
75to84;2021-47;11.22
75to84;2021-48;13.32
75to84;2021-49;12.14
75to84;2021-50;9.26
75to84;2021-51;8.89
75to84;2021-52;8.77
75to84;2022-01;5.11
75to84;2022-02;3.96
75to84;2022-03;4.44
75to84;2022-04;5.88
75to84;2022-05;6.36
75to84;2022-06;3.83
75to84;2022-07;3.13
75to84;2022-08;1.22
75to84;2022-09;0.36
75to84;2022-10;2.29
75to84;2022-11;2.91
75to84;2022-12;2.6
75to84;2022-13;4.71
75to84;2022-14;5.37
75to84;2022-15;4.62
75to84;2022-16;1.4
75to84;2022-17;0.96
75to84;2022-18;0.73
75to84;2022-19;1.39
75to84;2022-20;0.4
75to84;2022-21;-2.88
75to84;2022-22;0.35
75to84;2022-23;-0.64
75to84;2022-24;3.14
75to84;2022-25;3.34
75to84;2022-26;2.81
75to84;2022-27;4.56
75to84;2022-28;8.18
75to84;2022-29;13.21
75to84;2022-30;8.87
75to84;2022-31;6.47
75to84;2022-32;7.81
75to84;2022-33;4.51
75to84;2022-34;1.54
75to84;2022-35;-0.08
75to84;2022-36;0.59
75to84;2022-37;-1.16
75to84;2022-38;0.52
75to84;2022-39;4.27
75to84;2022-40;5.02
75to84;2022-41;5.61
75to84;2022-42;5.6
75to84;2022-43;3.93
75to84;2022-44;-0.59
75to84;2022-45;0.89
75to84;2022-46;1.99
75to84;2022-47;3.41
75to84;2022-48;4.74
75to84;2022-49;9.08
75to84;2022-50;14.44
75to84;2022-51;19.6
75to84;2022-52;17.36
75to84;2023-01;12.7
75to84;2023-02;6.78
75to84;2023-03;1.96
75to84;2023-04;1
75to84;2023-05;1.1
75to84;2023-06;-0.1
75to84;2023-07;1.02
75to84;2023-08;1.01
75to84;2023-09;-0.08
75to84;2023-10;3.42
75to84;2023-11;1.61
75to84;2023-12;-0.09
75to84;2023-13;-0.37
75to84;2023-14;-2.41
75to84;2023-15;-1.28
75to84;2023-16;-0.84
75to84;2023-17;-1.5
75to84;2023-18;-2.03
75to84;2023-19;-2.52
75to84;2023-20;-3.48
75to84;2023-21;-1.83
75to84;2023-22;-3.06
75to84;2023-23;-1.26
75to84;2023-24;-1.43
75to84;2023-25;-0.98
75to84;2023-26;-4
75to84;2023-27;-3.62
75to84;2023-28;-2.3
75to84;2023-29;-1.94
75to84;2023-30;-2.02
75to84;2023-31;-3.34
75to84;2023-32;-1.25
75to84;2023-33;0.19
75to84;2023-34;0.64
75to84;2023-35;-3.81
75to84;2023-36;-0.92
75to84;2023-37;-3.31
75to84;2023-38;-3.63
75to84;2023-39;-2.88
75to84;2023-40;-3.02
75to84;2023-41;-1.7
75to84;2023-42;-0.44
75to84;2023-43;1.93
75to84;2023-44;-0.03
75to84;2023-45;0.16
75to84;2023-46;0.44
75to84;2023-47;1.25
75to84;2023-48;2.65
75to84;2023-49;3.46
75to84;2023-50;-1.28
65P;2017-52;10.35
65P;2018-01;14.78
65P;2018-02;12.55
65P;2018-03;11.9
65P;2018-04;9.22
65P;2018-05;8.45
65P;2018-06;9.2
65P;2018-07;12.19
65P;2018-08;14.48
65P;2018-09;21.25
65P;2018-10;23.22
65P;2018-11;16.32
65P;2018-12;12.3
65P;2018-13;9.68
65P;2018-14;6.68
65P;2018-15;4.34
65P;2018-16;1.45
65P;2018-17;-2.23
65P;2018-18;-2.91
65P;2018-19;-2.08
65P;2018-20;-2.86
65P;2018-21;-0.78
65P;2018-22;0.63
65P;2018-23;-1.55
65P;2018-24;-3.02
65P;2018-25;-0.87
65P;2018-26;2.06
65P;2018-27;2.75
65P;2018-28;-0.12
65P;2018-29;2.33
65P;2018-30;6.21
65P;2018-31;10.15
65P;2018-32;7.11
65P;2018-33;0.49
65P;2018-34;0.36
65P;2018-35;-2.13
65P;2018-36;-1.27
65P;2018-37;-1.87
65P;2018-38;-0.73
65P;2018-39;-2.74
65P;2018-40;-0.33
65P;2018-41;0.72
65P;2018-42;-2.96
65P;2018-43;-2.9
65P;2018-44;-0.88
65P;2018-45;-0.12
65P;2018-46;-3.06
65P;2018-47;-1.65
65P;2018-48;-0.95
65P;2018-49;-0.66
65P;2018-50;-1.01
65P;2018-51;1.51
65P;2018-52;0.75
65P;2019-01;4.4
65P;2019-02;8.24
65P;2019-03;8.23
65P;2019-04;8.71
65P;2019-05;9.41
65P;2019-06;9.79
65P;2019-07;7.79
65P;2019-08;7.29
65P;2019-09;7.12
65P;2019-10;4.77
65P;2019-11;3.3
65P;2019-12;0.15
65P;2019-13;-0.71
65P;2019-14;1.25
65P;2019-15;-0.68
65P;2019-16;1.25
65P;2019-17;0.9
65P;2019-18;-0.73
65P;2019-19;0
65P;2019-20;0.69
65P;2019-21;0.9
65P;2019-22;0.22
65P;2019-23;0.99
65P;2019-24;0.4
65P;2019-25;0.67
65P;2019-26;4.57
65P;2019-27;2.61
65P;2019-28;0.54
65P;2019-29;0.46
65P;2019-30;10.1
65P;2019-31;0.9
65P;2019-32;0.43
65P;2019-33;-1.55
65P;2019-34;-0.24
65P;2019-35;2.28
65P;2019-36;-2.92
65P;2019-37;-1.64
65P;2019-38;-1.34
65P;2019-39;0.11
65P;2019-40;-0.69
65P;2019-41;1.22
65P;2019-42;0.65
65P;2019-43;0.05
65P;2019-44;0.09
65P;2019-45;0.02
65P;2019-46;1.46
65P;2019-47;2.21
65P;2019-48;1.2
65P;2019-49;1.45
65P;2019-50;2.79
65P;2019-51;3.81
65P;2019-52;0.94
65P;2020-01;3.65
65P;2020-02;6.13
65P;2020-03;4.28
65P;2020-04;3.05
65P;2020-05;4.83
65P;2020-06;1.93
65P;2020-07;2.47
65P;2020-08;-0.56
65P;2020-09;1.08
65P;2020-10;2.35
65P;2020-11;5.64
65P;2020-12;15.19
65P;2020-13;31.53
65P;2020-14;46.21
65P;2020-15;44.92
65P;2020-16;33.01
65P;2020-17;21.57
65P;2020-18;11.76
65P;2020-19;7.21
65P;2020-20;1.76
65P;2020-21;2.07
65P;2020-22;-1.01
65P;2020-23;-0.63
65P;2020-24;-2.41
65P;2020-25;-1.93
65P;2020-26;2.57
65P;2020-27;-0.36
65P;2020-28;-0.84
65P;2020-29;0.5
65P;2020-30;1.65
65P;2020-31;5.31
65P;2020-32;4.29
65P;2020-33;11.45
65P;2020-34;3.05
65P;2020-35;0.53
65P;2020-36;0.65
65P;2020-37;2.44
65P;2020-38;4.22
65P;2020-39;1.74
65P;2020-40;4.31
65P;2020-41;3.92
65P;2020-42;5.76
65P;2020-43;12.33
65P;2020-44;16.3
65P;2020-45;20.32
65P;2020-46;21.64
65P;2020-47;20.07
65P;2020-48;19.69
65P;2020-49;20.64
65P;2020-50;21.53
65P;2020-51;20.74
65P;2020-52;20.15
65P;2020-53;21.57
65P;2021-01;23.89
65P;2021-02;26.91
65P;2021-03;28.83
65P;2021-04;23.63
65P;2021-05;16.85
65P;2021-06;11.29
65P;2021-07;8.63
65P;2021-08;2.75
65P;2021-09;0.09
65P;2021-10;1.18
65P;2021-11;1.28
65P;2021-12;1.78
65P;2021-13;3.29
65P;2021-14;3.38
65P;2021-15;3.32
65P;2021-16;4.1
65P;2021-17;3.53
65P;2021-18;4.38
65P;2021-19;1.14
65P;2021-20;-0.42
65P;2021-21;-1.14
65P;2021-22;0.57
65P;2021-23;-0.15
65P;2021-24;3.4
65P;2021-25;0.68
65P;2021-26;1.89
65P;2021-27;1.85
65P;2021-28;3.31
65P;2021-29;7.03
65P;2021-30;5.14
65P;2021-31;6.61
65P;2021-32;8.36
65P;2021-33;6.86
65P;2021-34;4.71
65P;2021-35;5.12
65P;2021-36;9.13
65P;2021-37;4.2
65P;2021-38;2.32
65P;2021-39;3.71
65P;2021-40;3.24
65P;2021-41;5.34
65P;2021-42;6.81
65P;2021-43;9.06
65P;2021-44;7.94
65P;2021-45;10.59
65P;2021-46;11.42
65P;2021-47;13.73
65P;2021-48;17.2
65P;2021-49;16.18
65P;2021-50;12.97
65P;2021-51;12.39
65P;2021-52;12.08
65P;2022-01;8.81
65P;2022-02;8.13
65P;2022-03;8.34
65P;2022-04;10.56
65P;2022-05;11.34
65P;2022-06;8.2
65P;2022-07;7.55
65P;2022-08;3.78
65P;2022-09;3.93
65P;2022-10;5.37
65P;2022-11;6.12
65P;2022-12;6.95
65P;2022-13;8.39
65P;2022-14;9.97
65P;2022-15;8.81
65P;2022-16;5.82
65P;2022-17;5.14
65P;2022-18;4.42
65P;2022-19;4.67
65P;2022-20;3.67
65P;2022-21;-0.41
65P;2022-22;3.02
65P;2022-23;2.83
65P;2022-24;7.37
65P;2022-25;6.66
65P;2022-26;6.87
65P;2022-27;8.9
65P;2022-28;13.73
65P;2022-29;20.3
65P;2022-30;14.85
65P;2022-31;12.28
65P;2022-32;12.91
65P;2022-33;9.29
65P;2022-34;5.39
65P;2022-35;2.55
65P;2022-36;2.98
65P;2022-37;1.69
65P;2022-38;3.46
65P;2022-39;8.18
65P;2022-40;9.22
65P;2022-41;9.54
65P;2022-42;9.49
65P;2022-43;7.07
65P;2022-44;2.47
65P;2022-45;3.78
65P;2022-46;4.74
65P;2022-47;6.43
65P;2022-48;8.26
65P;2022-49;13.73
65P;2022-50;19.65
65P;2022-51;26.33
65P;2022-52;23.55
65P;2023-01;18.9
65P;2023-02;12.02
65P;2023-03;7.02
65P;2023-04;4.62
65P;2023-05;4.87
65P;2023-06;3.73
65P;2023-07;4.66
65P;2023-08;3.62
65P;2023-09;3.29
65P;2023-10;6.55
65P;2023-11;4.6
65P;2023-12;2.99
65P;2023-13;1.49
65P;2023-14;-0.13
65P;2023-15;1.18
65P;2023-16;1.96
65P;2023-17;1.12
65P;2023-18;0.15
65P;2023-19;-0.9
65P;2023-20;-1.65
65P;2023-21;0.29
65P;2023-22;-0.89
65P;2023-23;1.68
65P;2023-24;1.06
65P;2023-25;0.84
65P;2023-26;-2.15
65P;2023-27;-1.25
65P;2023-28;0.99
