country;group;week;zscore
Austria;65to74;2019-05;1.54
Austria;65to74;2019-06;1.37
Austria;65to74;2019-07;3.2
Austria;65to74;2019-08;2.51
Austria;65to74;2019-09;2.16
Austria;65to74;2019-10;1.7
Austria;65to74;2019-11;2.44
Austria;65to74;2019-12;2.19
Austria;65to74;2019-13;1.36
Austria;65to74;2019-14;0.21
Austria;65to74;2019-15;0.66
Austria;65to74;2019-16;0.96
Austria;65to74;2019-17;-0.48
Austria;65to74;2019-18;0.29
Austria;65to74;2019-19;0.31
Austria;65to74;2019-20;0.62
Austria;65to74;2019-21;-0.13
Austria;65to74;2019-22;0.89
Austria;65to74;2019-23;0.91
Austria;65to74;2019-24;0.7
Austria;65to74;2019-25;0.19
Austria;65to74;2019-26;0.68
Austria;65to74;2019-27;1.73
Austria;65to74;2019-28;-2.05
Austria;65to74;2019-29;-1.3
Austria;65to74;2019-30;-0.21
Austria;65to74;2019-31;-0.84
Austria;65to74;2019-32;-1.11
Austria;65to74;2019-33;-0.62
Austria;65to74;2019-34;-1.39
Austria;65to74;2019-35;1.6
Austria;65to74;2019-36;-0.9
Austria;65to74;2019-37;-1.69
Austria;65to74;2019-38;-0.71
Austria;65to74;2019-39;0.9
Austria;65to74;2019-40;-0.17
Austria;65to74;2019-41;-0.36
Austria;65to74;2019-42;0.46
Austria;65to74;2019-43;-0.32
Austria;65to74;2019-44;-1.6
Austria;65to74;2019-45;-0.06
Austria;65to74;2019-46;0.09
Austria;65to74;2019-47;0.01
Austria;65to74;2019-48;0.82
Austria;65to74;2019-49;1.01
Austria;65to74;2019-50;1.29
Austria;65to74;2019-51;0.28
Austria;65to74;2019-52;0.46
Austria;65to74;2020-01;-1.11
Austria;65to74;2020-02;1.27
Austria;65to74;2020-03;2.04
Austria;65to74;2020-04;0.95
Austria;65to74;2020-05;2.02
Austria;65to74;2020-06;1
Austria;65to74;2020-07;2.03
Austria;65to74;2020-08;1.33
Austria;65to74;2020-09;0.76
Austria;65to74;2020-10;1.47
Austria;65to74;2020-11;1.93
Austria;65to74;2020-12;1.79
Austria;65to74;2020-13;0.2
Austria;65to74;2020-14;0.8
Austria;65to74;2020-15;1.25
Austria;65to74;2020-16;1.16
Austria;65to74;2020-17;0.5
Austria;65to74;2020-18;-2.17
Austria;65to74;2020-19;-0.39
Austria;65to74;2020-20;0.03
Austria;65to74;2020-21;-0.13
Austria;65to74;2020-22;-1.58
Austria;65to74;2020-23;-0.49
Austria;65to74;2020-24;-0.64
Austria;65to74;2020-25;-1.49
Austria;65to74;2020-26;-0.88
Austria;65to74;2020-27;1.62
Austria;65to74;2020-28;-1.11
Austria;65to74;2020-29;0.56
Austria;65to74;2020-30;-0.83
Austria;65to74;2020-31;0.04
Austria;65to74;2020-32;-1.43
Austria;65to74;2020-33;0.75
Austria;65to74;2020-34;-0.42
Austria;65to74;2020-35;-1.28
Austria;65to74;2020-36;-0.11
Austria;65to74;2020-37;-1.33
Austria;65to74;2020-38;1.55
Austria;65to74;2020-39;0.13
Austria;65to74;2020-40;1.83
Austria;65to74;2020-41;0.36
Austria;65to74;2020-42;0.97
Austria;65to74;2020-43;1.02
Austria;65to74;2020-44;2.65
Austria;65to74;2020-45;2.61
Austria;65to74;2020-46;5.42
Austria;65to74;2020-47;4.38
Austria;65to74;2020-48;4.7
Austria;65to74;2020-49;6.87
Austria;65to74;2020-50;5.73
Austria;65to74;2020-51;4.11
Austria;65to74;2020-52;3.74
Austria;65to74;2020-53;1.69
Austria;65to74;2021-01;2.28
Austria;65to74;2021-02;3.28
Austria;65to74;2021-03;3.43
Austria;65to74;2021-04;1.45
Austria;65to74;2021-05;1.13
Austria;65to74;2021-06;0.42
Austria;65to74;2021-07;1.05
Austria;65to74;2021-08;-0.32
Austria;65to74;2021-09;0.93
Austria;65to74;2021-10;2.02
Austria;65to74;2021-11;1.74
Austria;65to74;2021-12;2.5
Austria;65to74;2021-13;1.4
Austria;65to74;2021-14;1.42
Austria;65to74;2021-15;1.59
Austria;65to74;2021-16;2.86
Austria;65to74;2021-17;2.16
Austria;65to74;2021-18;1.32
Austria;65to74;2021-19;1.18
Austria;65to74;2021-20;0.65
Austria;65to74;2021-21;-0.95
Austria;65to74;2021-22;2.14
Austria;65to74;2021-23;1.83
Austria;65to74;2021-24;0.94
Austria;65to74;2021-25;2.23
Austria;65to74;2021-26;1.03
Austria;65to74;2021-27;-1.18
Austria;65to74;2021-28;0.16
Austria;65to74;2021-29;0.61
Austria;65to74;2021-30;-0.28
Austria;65to74;2021-31;-0.05
Austria;65to74;2021-32;1.2
Austria;65to74;2021-33;0.74
Austria;65to74;2021-34;0.92
Austria;65to74;2021-35;1.2
Austria;65to74;2021-36;1.85
Austria;65to74;2021-37;1.06
Austria;65to74;2021-38;0.79
Austria;65to74;2021-39;1.12
Austria;65to74;2021-40;2.67
Austria;65to74;2021-41;0.51
Austria;65to74;2021-42;1.74
Austria;65to74;2021-43;3.39
Austria;65to74;2021-44;3.15
Austria;65to74;2021-45;4.8
Austria;65to74;2021-46;3.94
Austria;65to74;2021-47;6.31
Austria;65to74;2021-48;6.02
Austria;65to74;2021-49;5.42
Austria;65to74;2021-50;3.56
Austria;65to74;2021-51;1.74
Austria;65to74;2021-52;3.02
Austria;65to74;2022-01;2.03
Austria;65to74;2022-02;0.36
Austria;65to74;2022-03;2.37
Austria;65to74;2022-04;1.83
Austria;65to74;2022-05;1.1
Austria;65to74;2022-06;1.97
Austria;65to74;2022-07;1.72
Austria;65to74;2022-08;1.05
Austria;65to74;2022-09;3.29
Austria;65to74;2022-10;1.38
Austria;65to74;2022-11;0.84
Austria;65to74;2022-12;3.63
Austria;65to74;2022-13;0.85
Austria;65to74;2022-14;2.78
Austria;65to74;2022-15;1.07
Austria;65to74;2022-16;0.2
Austria;65to74;2022-17;2.21
Austria;65to74;2022-18;0.43
Austria;65to74;2022-19;0.02
Austria;65to74;2022-20;1.45
Austria;65to74;2022-21;0.58
Austria;65to74;2022-22;0.76
Austria;65to74;2022-23;1.29
Austria;65to74;2022-24;2.41
Austria;65to74;2022-25;2.07
Austria;65to74;2022-26;-0.2
Austria;65to74;2022-27;-0.49
Austria;65to74;2022-28;-0.94
Austria;65to74;2022-29;1.34
Austria;65to74;2022-30;2.3
Austria;65to74;2022-31;0.93
Austria;65to74;2022-32;0.49
Austria;65to74;2022-33;1.21
Austria;65to74;2022-34;0.1
Austria;65to74;2022-35;-0.62
Austria;65to74;2022-36;-0.09
Austria;65to74;2022-37;1.01
Austria;65to74;2022-38;0.55
Austria;65to74;2022-39;1.54
Austria;65to74;2022-40;1.84
Austria;65to74;2022-41;0.91
Austria;65to74;2022-42;1.1
Austria;65to74;2022-43;1.6
Austria;65to74;2022-44;1.11
Austria;65to74;2022-45;1.08
Austria;65to74;2022-46;1.45
Austria;65to74;2022-47;0.62
Austria;65to74;2022-48;1.72
Austria;65to74;2022-49;1.14
Austria;65to74;2022-50;3.75
Austria;65to74;2022-51;3.1
Austria;65to74;2022-52;3.31
Austria;65to74;2023-01;4.34
Austria;65to74;2023-02;0.96
Austria;65to74;2023-03;-4.95
Belgium;65to74;2019-05;-0.47
Belgium;65to74;2019-06;3.2
Belgium;65to74;2019-07;1.19
Belgium;65to74;2019-08;0.71
Belgium;65to74;2019-09;1.01
Belgium;65to74;2019-10;1.3
Belgium;65to74;2019-11;0.34
Belgium;65to74;2019-12;-0.04
Belgium;65to74;2019-13;0.09
Belgium;65to74;2019-14;1.59
Belgium;65to74;2019-15;-0.64
Belgium;65to74;2019-16;1.17
Belgium;65to74;2019-17;0.4
Belgium;65to74;2019-18;1.6
Belgium;65to74;2019-19;-0.59
Belgium;65to74;2019-20;-0.33
Belgium;65to74;2019-21;-0.17
Belgium;65to74;2019-22;-1.64
Belgium;65to74;2019-23;0.22
Belgium;65to74;2019-24;-0.62
Belgium;65to74;2019-25;2.13
Belgium;65to74;2019-26;1.74
Belgium;65to74;2019-27;0.79
Belgium;65to74;2019-28;-0.43
Belgium;65to74;2019-29;1.5
Belgium;65to74;2019-30;1.95
Belgium;65to74;2019-31;-0.54
Belgium;65to74;2019-32;-1.58
Belgium;65to74;2019-33;0.34
Belgium;65to74;2019-34;-1.86
Belgium;65to74;2019-35;1.4
Belgium;65to74;2019-36;0.04
Belgium;65to74;2019-37;-1.33
Belgium;65to74;2019-38;0.59
