FileDate;Datum;B;B;B;K;K;K;N;N;N;O;O;O;S;S;S;St;St;St;T;T;T;V;V;V;W;W;W;Ö;Ö;Ö
04.10.2022;19.10.2022;49;75;115;133;195;286;373;496;658;406;539;716;151;218;314;271;366;495;138;201;292;59;91;139;394;516;676;2121;2696;3428
27.09.2022;28.09.2022;52;57;64;72;79;88;199;215;232;167;180;195;93;102;112;143;155;169;87;96;105;29;32;37;292;314;337;1166;1231;1299
27.09.2022;29.09.2022;50;58;67;70;81;92;193;215;240;164;184;206;91;103;117;140;157;176;86;98;112;28;33;39;282;313;346;1142;1242;1350
27.09.2022;30.09.2022;48;58;70;69;82;97;191;218;248;164;188;216;90;105;123;139;161;186;86;101;118;28;34;42;277;314;356;1131;1260;1403
27.09.2022;01.10.2022;47;58;73;68;83;102;187;221;261;162;193;229;87;106;129;138;165;197;84;103;126;27;35;45;274;318;369;1117;1282;1472
27.09.2022;02.10.2022;47;59;74;69;84;104;190;225;266;166;198;236;88;108;131;141;169;202;86;105;129;28;36;46;276;322;377;1137;1305;1499
27.09.2022;03.10.2022;47;59;75;69;86;107;192;228;272;169;203;243;89;109;134;144;173;209;88;108;133;28;36;47;280;327;381;1172;1329;1508
27.09.2022;04.10.2022;47;60;76;70;88;109;194;232;278;172;207;251;89;110;136;146;177;216;89;110;136;28;37;49;284;331;386;1199;1353;1527
27.09.2022;05.10.2022;46;60;79;69;89;115;192;236;289;171;212;264;87;112;143;145;182;227;88;112;144;28;38;52;281;335;401;1185;1377;1600
27.09.2022;06.10.2022;45;61;82;69;91;120;191;239;301;170;217;277;86;113;148;145;186;239;88;115;150;28;39;54;278;340;415;1177;1400;1666
27.09.2022;07.10.2022;44;62;85;68;92;126;189;243;312;170;222;290;85;114;154;145;190;250;87;117;158;28;40;57;277;343;426;1181;1423;1714
27.09.2022;08.10.2022;43;62;90;66;94;133;186;246;326;168;227;305;82;115;161;144;195;265;85;119;167;27;40;60;273;347;441;1171;1445;1785
27.09.2022;09.10.2022;43;63;91;67;95;135;187;249;332;171;231;313;83;116;163;146;200;273;86;121;171;27;41;62;273;351;450;1168;1468;1843
27.09.2022;10.10.2022;44;64;91;68;97;137;189;252;336;174;236;319;84;117;164;149;205;281;88;124;173;28;42;62;276;354;455;1193;1490;1860
27.09.2022;11.10.2022;44;64;95;68;99;142;188;255;346;174;240;331;83;118;169;150;210;293;88;126;180;28;42;64;275;358;465;1210;1512;1890
27.09.2022;12.10.2022;43;65;100;67;100;151;186;258;359;172;244;347;81;119;176;150;216;310;86;127;189;27;43;68;272;361;479;1200;1535;1963
20.09.2022;21.09.2022;32;36;40;54;59;66;152;165;179;125;136;147;69;76;84;95;104;114;67;75;82;22;25;29;239;257;276;878;933;990
20.09.2022;22.09.2022;30;35;41;51;59;68;147;165;185;123;138;156;66;76;87;91;104;118;66;75;86;21;25;30;232;257;284;854;934;1022
20.09.2022;23.09.2022;28;35;42;49;59;70;144;166;191;122;142;164;64;76;90;90;105;123;64;77;91;20;25;31;226;257;294;845;941;1048
20.09.2022;24.09.2022;27;34;44;47;59;73;140;167;199;121;145;175;61;76;93;88;107;130;63;78;96;19;25;33;220;258;304;831;948;1082
20.09.2022;25.09.2022;26;34;43;47;58;73;140;168;201;123;149;179;61;75;93;89;108;132;64;79;97;19;25;33;220;259;306;837;956;1090
20.09.2022;26.09.2022;26;33;43;46;58;73;140;168;202;126;152;184;61;75;94;90;110;134;64;80;100;19;25;33;222;261;306;839;963;1105
20.09.2022;27.09.2022;25;33;43;46;58;73;140;169;205;127;156;191;60;75;94;90;111;137;65;81;101;19;25;34;221;262;310;840;970;1121
20.09.2022;28.09.2022;24;32;44;44;58;76;137;170;212;126;159;201;58;75;97;88;112;143;63;82;106;18;25;35;217;263;319;822;978;1164
20.09.2022;29.09.2022;23;32;44;43;58;78;134;171;219;126;163;210;57;75;99;87;114;148;63;83;110;18;25;36;213;265;329;813;985;1194
20.09.2022;30.09.2022;22;32;45;42;58;80;131;172;225;125;166;220;55;75;102;85;115;155;61;84;115;18;25;37;210;266;338;810;993;1218
20.09.2022;01.10.2022;21;31;46;40;58;83;128;173;234;124;170;233;52;75;106;83;116;162;59;85;121;17;26;39;206;268;348;801;1001;1249
20.09.2022;02.10.2022;21;31;46;40;58;84;127;174;237;126;173;239;52;74;106;84;117;164;60;86;122;17;26;39;206;270;353;784;1008;1297
20.09.2022;03.10.2022;21;30;45;41;58;83;128;175;238;128;177;244;52;74;105;85;119;166;61;86;123;17;26;39;207;272;356;767;1016;1347
20.09.2022;04.10.2022;20;30;45;40;58;85;126;175;244;128;180;253;51;74;107;84;120;171;60;87;126;17;26;40;206;274;363;758;1024;1383
20.09.2022;05.10.2022;19;30;47;38;58;89;123;176;252;126;184;267;49;74;111;82;121;179;58;88;132;16;26;41;204;276;373;737;1032;1445
13.09.2022;14.09.2022;30;33;38;49;54;60;156;168;182;101;111;122;73;80;88;77;84;93;47;52;58;25;29;33;240;258;277;820;871;925
13.09.2022;15.09.2022;28;33;39;45;52;61;149;167;187;98;110;125;71;81;92;74;85;97;45;52;60;24;29;35;229;253;280;788;863;944
13.09.2022;16.09.2022;26;32;40;42;51;61;145;167;191;95;111;129;69;81;96;71;84;99;43;51;62;24;29;36;220;251;286;770;858;955
13.09.2022;17.09.2022;25;32;41;39;49;62;140;166;198;92;111;135;67;82;100;68;83;102;41;51;64;23;30;38;212;250;293;753;854;969
13.09.2022;18.09.2022;25;31;40;39;48;60;139;166;199;92;112;136;67;82;101;67;82;101;41;51;64;23;30;38;211;248;292;746;851;971
13.09.2022;19.09.2022;24;31;40;37;47;59;139;166;199;92;112;137;66;83;102;66;82;101;40;51;64;23;30;39;210;247;291;739;848;974
13.09.2022;20.09.2022;23;30;40;36;46;58;137;166;201;92;113;139;66;83;104;65;81;101;39;50;64;23;30;40;208;246;291;732;846;977
13.09.2022;21.09.2022;22;30;41;33;44;58;134;166;207;89;113;144;65;84;107;62;80;103;38;50;66;22;30;42;203;245;297;708;843;1003
13.09.2022;22.09.2022;21;30;41;32;42;57;130;166;213;88;114;148;64;84;111;61;80;105;37;50;67;21;30;43;197;244;302;693;840;1017
13.09.2022;23.09.2022;20;29;41;30;41;57;127;166;218;85;115;154;62;85;115;58;79;107;35;49;69;21;30;44;192;242;306;682;837;1026
13.09.2022;24.09.2022;19;29;43;28;40;58;123;167;225;83;115;160;60;85;120;56;78;111;34;49;71;20;30;46;186;241;312;668;834;1042
13.09.2022;25.09.2022;19;28;42;27;39;57;123;167;226;83;116;161;60;86;121;55;78;110;34;49;71;20;31;46;183;239;313;647;832;1070
13.09.2022;26.09.2022;19;28;41;27;38;55;123;167;227;83;116;163;61;86;122;55;78;110;34;49;70;21;31;46;182;238;311;626;830;1100
13.09.2022;27.09.2022;18;27;41;25;37;55;121;167;231;82;117;166;60;87;125;54;77;111;33;48;71;20;31;47;178;236;313;609;827;1123
13.09.2022;28.09.2022;17;27;42;23;36;55;117;167;238;80;117;173;58;87;131;51;77;114;31;48;74;19;31;49;174;235;316;586;825;1161
06.09.2022;07.09.2022;35;40;45;69;76;84;145;158;171;88;96;106;64;71;78;96;105;114;54;60;67;9;11;12;241;259;278;824;875;929
06.09.2022;08.09.2022;34;40;47;65;74;85;138;155;174;84;95;108;61;70;80;91;104;118;52;60;69;9;11;13;229;254;281;788;863;944
06.09.2022;09.09.2022;32;39;48;61;73;86;132;153;176;81;95;111;59;70;83;88;103;120;49;59;71;8;11;14;219;249;284;764;851;948
06.09.2022;10.09.2022;31;39;50;58;72;88;127;151;179;77;94;115;56;69;86;84;102;124;47;58;73;8;11;14;208;244;287;741;840;953
06.09.2022;11.09.2022;31;39;49;58;71;88;124;148;178;76;93;113;56;69;85;84;102;124;46;58;72;8;10;14;204;240;282;728;831;948
06.09.2022;12.09.2022;30;39;49;57;71;88;122;146;176;75;92;113;55;69;86;83;102;124;46;57;72;8;10;14;200;235;277;715;821;942
06.09.2022;13.09.2022;30;38;50;56;70;87;119;144;175;74;91;112;54;68;86;82;102;125;45;57;72;8;10;14;196;231;273;702;811;937
06.09.2022;14.09.2022;28;38;51;53;68;88;114;142;178;70;90;115;52;68;88;79;101;129;43;56;74;7;10;15;188;227;275;673;801;954
06.09.2022;15.09.2022;28;38;52;50;66;88;110;140;179;68;89;116;51;67;89;77;101;132;42;56;75;7;10;15;181;224;278;653;792;959
06.09.2022;16.09.2022;27;38;53;48;65;89;106;138;181;65;88;118;49;67;92;75;101;136;40;55;76;7;10;15;175;221;279;638;783;960
06.09.2022;17.09.2022;25;37;55;45;64;92;101;136;185;62;87;121;47;67;95;72;101;140;38;55;79;6;10;16;168;218;281;620;775;967
06.09.2022;18.09.2022;25;37;55;45;64;91;99;135;184;61;86;120;47;66;94;72;100;140;38;54;78;6;10;16;164;215;281;596;767;987
06.09.2022;19.09.2022;25;37;54;45;64;90;97;133;181;60;85;119;46;66;94;72;100;140;37;53;77;6;10;15;162;212;277;573;760;1007
06.09.2022;20.09.2022;25;37;55;43;63;90;94;131;182;59;84;119;45;66;95;70;100;143;36;53;78;6;10;16;158;209;277;554;752;1021
06.09.2022;21.09.2022;23;36;57;41;61;92;90;129;185;56;83;122;43;65;99;68;100;148;34;52;80;6;10;16;153;207;279;528;744;1047
30.08.2022;31.08.2022;41;46;51;94;103;112;196;211;229;94;103;113;61;67;75;94;103;113;54;59;66;11;13;15;326;348;372;993;1054;1119
30.08.2022;01.09.2022;39;46;53;90;102;116;186;208;231;90;102;116;58;67;77;90;102;116;51;59;68;10;13;15;315;347;381;955;1045;1143
30.08.2022;02.09.2022;38;46;55;87;101;119;181;207;236;87;102;119;56;66;79;87;102;119;48;58;69;10;12;16;304;343;386;930;1037;1155
30.08.2022;03.09.2022;36;46;58;83;101;123;174;206;243;83;101;123;53;66;81;83;101;123;46;57;71;9;12;16;294;341;395;898;1031;1183
30.08.2022;04.09.2022;36;46;58;84;102;124;173;204;242;83;101;123;53;65;80;82;100;122;45;57;71;9;12;16;291;338;393;894;1025;1175
30.08.2022;05.09.2022;36;46;58;84;103;127;171;203;241;82;100;123;52;64;81;81;99;121;44;56;70;9;12;16;289;335;389;892;1018;1162
30.08.2022;06.09.2022;35;46;59;84;104;129;169;202;241;81;100;123;51;64;80;80;98;121;44;55;70;8;12;16;287;333;386;888;1013;1156
30.08.2022;07.09.2022;34;46;61;82;104;133;163;200;245;78;100;127;49;63;83;77;98;125;42;54;71;8;11;16;278;330;392;856;1007;1184
30.08.2022;08.09.2022;34;46;62;79;103;135;158;199;250;76;99;130;47;63;83;74;97;127;40;54;72;8;11;17;269;327;398;835;999;1196
30.08.2022;09.09.2022;33;46;64;76;103;138;154;198;254;74;99;133;45;62;86;71;96;130;38;53;73;8;11;17;263;325;401;818;993;1205
30.08.2022;10.09.2022;31;46;67;73;103;143;148;196;260;71;99;138;43;62;89;68;96;133;36;52;76;7;11;18;257;322;405;795;987;1225
30.08.2022;11.09.2022;31;46;67;74;103;144;146;195;260;71;99;138;43;61;88;68;95;132;36;52;75;7;11;17;251;320;406;772;981;1248
30.08.2022;12.09.2022;32;46;66;75;104;146;145;194;258;71;99;138;43;61;87;67;94;132;36;51;73;7;11;17;250;317;403;759;977;1257
30.08.2022;13.09.2022;31;46;68;74;105;149;142;193;261;69;99;141;42;60;88;66;94;133;34;51;74;7;11;17;245;315;405;747;972;1266
30.08.2022;14.09.2022;30;46;71;71;105;155;138;191;266;67;99;146;40;60;91;63;93;137;33;50;76;7;11;18;237;312;411;725;966;1289
28.02.2023;01.03.2023;56;62;68;74;81;88;359;381;405;243;261;280;78;85;93;222;239;257;89;97;105;40;44;49;245;263;283;1459;1513;1568
28.02.2023;02.03.2023;56;64;73;73;83;94;355;391;430;242;268;298;76;86;97;221;247;275;87;98;111;39;45;52;244;270;299;1470;1552;1638
28.02.2023;03.03.2023;55;65;76;72;84;98;355;396;441;241;272;307;74;86;101;223;252;286;85;99;114;38;46;55;243;274;309;1473;1574;1681
28.02.2023;04.03.2023;54;66;80;70;84;101;352;400;453;239;276;319;72;87;103;222;258;299;83;99;118;38;47;57;240;277;320;1447;1593;1753
28.02.2023;05.03.2023;55;67;81;71;85;102;353;404;462;241;280;326;73;87;104;226;263;306;84;99;118;38;47;58;241;280;325;1430;1613;1818
28.02.2023;06.03.2023;56;68;82;71;86;104;359;408;463;245;285;331;72;87;105;231;268;312;84;100;119;39;48;59;244;283;329;1465;1632;1818
28.02.2023;07.03.2023;55;69;86;70;87;107;354;411;477;244;288;341;71;87;107;230;273;325;82;100;122;38;48;61;241;286;338;1462;1648;1859
28.02.2023;08.03.2023;54;70;90;69;87;110;349;414;491;241;292;354;69;87;110;229;278;337;80;100;125;37;48;64;238;288;349;1442;1665;1923
28.02.2023;09.03.2023;55;70;91;69;88;112;344;417;505;240;296;365;69;88;111;229;283;349;79;99;125;37;49;65;235;290;358;1446;1680;1952
28.02.2023;10.03.2023;54;71;94;68;89;116;341;419;515;238;299;376;67;88;115;227;287;362;76;99;128;36;49;66;233;292;367;1423;1693;2015
28.02.2023;11.03.2023;53;72;97;67;89;119;334;421;530;235;303;389;66;88;117;226;291;375;75;99;130;36;49;68;229;294;379;1391;1706;2092
28.02.2023;12.03.2023;53;73;98;67;90;120;330;422;540;235;306;398;66;88;118;226;295;384;74;98;131;36;50;69;227;296;385;1383;1717;2131
28.02.2023;13.03.2023;52;73;102;65;90;124;327;424;548;234;309;407;64;88;121;226;298;393;72;98;133;35;50;71;226;298;392;1383;1727;2156
28.02.2023;14.03.2023;50;74;108;63;90;129;320;424;563;230;311;421;62;88;126;222;302;410;69;97;138;33;50;76;221;299;403;1341;1736;2247
28.02.2023;15.03.2023;50;74;109;63;90;130;315;425;574;228;314;431;61;88;127;222;305;419;68;97;138;33;50;76;218;300;412;1347;1744;2257
07.03.2023;08.03.2023;63;69;76;67;73;80;296;317;338;216;232;250;77;84;92;177;192;207;81;88;96;28;31;34;215;231;249;1263;1318;1374
07.03.2023;09.03.2023;62;70;79;64;73;83;284;314;348;206;230;256;74;84;95;172;192;214;78;88;99;26;31;35;206;229;255;1233;1310;1391
07.03.2023;10.03.2023;60;70;82;62;73;85;278;312;349;200;227;257;71;83;97;168;192;219;75;87;101;25;30;36;200;227;257;1216;1299;1388
07.03.2023;11.03.2023;58;70;84;60;72;87;270;310;356;193;224;260;69;83;99;164;192;224;71;85;101;24;30;36;193;224;260;1170;1288;1418
07.03.2023;12.03.2023;58;70;84;60;72;87;267;308;356;189;221;258;69;82;98;163;191;223;70;83;99;23;29;36;189;221;258;1140;1278;1432
07.03.2023;13.03.2023;58;70;84;59;72;86;266;306;351;187;218;253;68;82;98;163;190;223;68;82;98;23;29;35;187;218;253;1135;1265;1409
07.03.2023;14.03.2023;56;70;86;57;71;88;258;303;356;180;214;255;66;81;100;159;190;226;65;80;98;22;28;36;180;214;255;1109;1251;1410
07.03.2023;15.03.2023;54;69;89;55;71;90;250;300;359;174;211;256;64;81;102;155;189;230;62;78;99;20;28;37;174;211;256;1064;1237;1437
07.03.2023;16.03.2023;54;69;88;55;70;89;243;297;362;168;207;256;63;80;101;151;187;233;61;77;97;20;27;36;168;208;256;1058;1222;1411
07.03.2023;17.03.2023;52;68;90;53;69;91;236;293;365;161;204;258;61;79;104;146;186;237;58;75;98;19;27;36;162;204;258;1020;1207;1427
07.03.2023;18.03.2023;51;68;91;51;69;92;228;290;369;155;200;259;59;79;105;143;185;239;55;73;97;19;26;36;156;201;260;978;1192;1453
07.03.2023;19.03.2023;50;67;91;51;68;92;223;287;370;151;197;256;58;78;105;140;183;240;54;72;96;18;26;36;152;198;258;953;1176;1451
07.03.2023;20.03.2023;48;67;93;49;68;93;217;284;370;147;193;255;57;78;106;137;182;241;51;70;96;17;25;36;148;195;257;930;1161;1450
07.03.2023;21.03.2023;46;66;96;46;67;97;209;280;376;140;190;258;54;77;110;132;181;247;48;69;98;16;25;38;141;192;260;880;1146;1492
07.03.2023;22.03.2023;45;66;96;46;66;97;204;277;377;135;186;256;53;76;110;129;179;247;47;67;96;16;24;38;137;189;259;874;1131;1464
