Variante;Datum;Anteil [%];Gruppenzuordnung
XEK;2022-09-21;0.0;sonstige
XEK;2022-09-28;0.0;sonstige
XEK;2022-10-05;0.0;sonstige
XEK;2022-10-12;0.0;sonstige
XEK;2022-10-19;0.0;sonstige
XEK;2022-10-26;0.0;sonstige
XEK;2022-11-02;0.0;sonstige
XEK;2022-11-09;0.0;sonstige
XEK;2022-11-16;0.0;sonstige
XEK;2022-11-23;0.0;sonstige
XEK;2022-11-30;0.0;sonstige
XEK;2022-12-07;0.0;sonstige
XEK;2022-12-14;0.0;sonstige
XEK;2022-12-21;0.0;sonstige
XEK;2022-12-28;0.0;sonstige
XEK;2023-01-04;0.0;sonstige
XEK;2023-01-11;0.0;sonstige
XEK;2023-01-18;0.0;sonstige
XEK;2023-01-25;0.0;sonstige
XEK;2023-02-01;0.0;sonstige
XEK;2023-02-08;0.0;sonstige
XEK;2023-02-15;0.0;sonstige
XEK;2023-02-22;0.0;sonstige
XEK;2023-03-01;0.0;sonstige
XEK;2023-03-08;0.0;sonstige
XEK;2023-03-15;0.0;sonstige
XEK;2023-03-22;0.0;sonstige
XEK;2023-03-29;0.0;sonstige
XEK;2023-04-05;0.0;sonstige
XEK;2023-04-12;0.0;sonstige
XEK;2023-04-19;0.0;sonstige
XEK;2023-04-26;0.0;sonstige
XEK;2023-05-03;0.0;sonstige
XEK;2023-05-10;0.0;sonstige
XEK;2023-05-17;0.0;sonstige
XEK;2023-05-24;0.0;sonstige
XEK;2023-05-31;0.0;sonstige
XEK;2023-06-07;0.0;sonstige
XEK;2023-06-14;0.0;sonstige
XEK;2023-06-21;0.0;sonstige
XEK;2023-06-28;0.0;sonstige
XEK;2023-07-05;0.0;sonstige
XEK;2023-07-12;0.0;sonstige
XEK;2023-07-19;0.0;sonstige
XEK;2023-07-26;0.0;sonstige
XEK;2023-08-02;0.0;sonstige
XEK;2023-08-09;0.0;sonstige
XEK;2023-08-16;0.0;sonstige
XEK;2023-08-23;0.0;sonstige
XEK;2023-08-30;0.0;sonstige
XEK;2023-09-06;0.0;sonstige
XEK;2023-09-13;0.0;sonstige
XEK;2023-09-20;0.0;sonstige
XEK;2023-09-27;0.0;sonstige
XEK;2023-10-04;0.0;sonstige
XEK;2023-10-11;0.0;sonstige
XEK;2023-10-18;0.0;sonstige
XEK;2023-10-25;0.0;sonstige
XEK;2023-11-01;0.0;sonstige
XEK;2023-11-08;0.0;sonstige
XEK;2023-11-15;0.0;sonstige
XEK;2023-11-22;0.0;sonstige
XEK;2023-11-29;0.0;sonstige
XEK;2023-12-06;0.0;sonstige
XEK;2023-12-13;0.0;sonstige
XEK;2023-12-20;0.0;sonstige
XEK;2023-12-27;0.0;sonstige
XEK;2024-01-03;0.0;sonstige
XEK;2024-01-10;0.0;sonstige
XEK;2024-01-17;0.0;sonstige
XEK;2024-01-24;0.0;sonstige
XEK;2024-01-31;0.0;sonstige
XEK;2024-02-07;0.0;sonstige
XEK;2024-02-14;0.0;sonstige
XEK;2024-02-21;0.0;sonstige
XEK;2024-02-28;0.0;sonstige
XEK;2024-03-06;0.0;sonstige
XEK;2024-03-13;0.0;sonstige
XEK;2024-03-20;0.0;sonstige
XEK;2024-03-27;0.0;sonstige
XEK;2024-04-03;0.0;sonstige
XEK;2024-04-10;0.0;sonstige
XEK;2024-04-17;0.0;sonstige
XEK;2024-04-24;0.0;sonstige
XEK;2024-05-01;0.0;sonstige
XEK;2024-05-08;0.0;sonstige
XEK;2024-05-15;0.0;sonstige
XEK;2024-05-22;0.0;sonstige
XEK;2024-05-29;0.0;sonstige
XEK;2024-06-05;0.006;sonstige
XEK;2024-06-12;0.0;sonstige
XEK;2024-06-19;0.007;sonstige
XEK;2024-06-26;0.0;sonstige
XEK;2024-07-03;0.001;sonstige
XEK;2024-07-10;0.0;sonstige
XEK;2024-07-17;0.0;sonstige
XEK;2024-07-24;0.0;sonstige
XEK;2024-07-31;0.0;sonstige
XEK;2024-08-07;0.003;sonstige
XEK;2024-08-14;0.001;sonstige
XEK;2024-08-21;0.002;sonstige
XEK;2024-08-28;0.004;sonstige
XEK;2024-09-04;0.005;sonstige
XEK;2024-09-11;0.016;sonstige
XEK;2024-09-18;0.031;sonstige
XEK;2024-09-25;0.048;sonstige
XEK;2024-10-02;0.042;sonstige
XEK;2024-10-09;0.064;sonstige
XEK;2024-10-16;0.052;sonstige
XEK;2024-10-23;0.055;sonstige
XEK;2024-10-30;0.069;sonstige
XEK;2024-11-06;0.066;sonstige
XEK;2024-11-13;0.073;sonstige
XEK;2024-11-20;0.062;sonstige
XEK;2024-11-27;0.054;sonstige
XEK;2024-12-04;0.054;sonstige
XEK;2024-12-11;0.085;sonstige
XEK;2024-12-18;0.055;sonstige
XEK;2024-12-25;0.042;sonstige
XEK;2025-01-01;0.101;sonstige
XEK;2025-01-08;0.104;sonstige
XEK;2025-01-15;0.066;sonstige
XEK;2025-01-22;0.087;sonstige
XEK;2025-01-29;0.111;sonstige
XEK;2025-02-05;0.061;sonstige
XEK;2025-02-12;0.014;sonstige
XEK;2025-02-19;0.018;sonstige
XEK;2025-02-26;0.027;sonstige
XEK;2025-03-05;0.019;sonstige
XEK;2025-03-12;0.029;sonstige
XEK;2025-03-19;0.016;sonstige
XEK;2025-03-26;0.02;sonstige
XEC;2022-09-21;0.0;sonstige
XEC;2022-09-28;0.0;sonstige
XEC;2022-10-05;0.0;sonstige
XEC;2022-10-12;0.0;sonstige
XEC;2022-10-19;0.0;sonstige
XEC;2022-10-26;0.0;sonstige
XEC;2022-11-02;0.0;sonstige
XEC;2022-11-09;0.0;sonstige
XEC;2022-11-16;0.0;sonstige
XEC;2022-11-23;0.0;sonstige
XEC;2022-11-30;0.0;sonstige
XEC;2022-12-07;0.0;sonstige
XEC;2022-12-14;0.0;sonstige
XEC;2022-12-21;0.0;sonstige
XEC;2022-12-28;0.0;sonstige
XEC;2023-01-04;0.0;sonstige
XEC;2023-01-11;0.0;sonstige
XEC;2023-01-18;0.0;sonstige
XEC;2023-01-25;0.0;sonstige
XEC;2023-02-01;0.0;sonstige
XEC;2023-02-08;0.0;sonstige
XEC;2023-02-15;0.0;sonstige
XEC;2023-02-22;0.0;sonstige
XEC;2023-03-01;0.0;sonstige
XEC;2023-03-08;0.0;sonstige
XEC;2023-03-15;0.0;sonstige
XEC;2023-03-22;0.0;sonstige
XEC;2023-03-29;0.0;sonstige
XEC;2023-04-05;0.0;sonstige
XEC;2023-04-12;0.0;sonstige
XEC;2023-04-19;0.0;sonstige
XEC;2023-04-26;0.0;sonstige
XEC;2023-05-03;0.0;sonstige
XEC;2023-05-10;0.0;sonstige
XEC;2023-05-17;0.0;sonstige
XEC;2023-05-24;0.0;sonstige
XEC;2023-05-31;0.0;sonstige
XEC;2023-06-07;0.0;sonstige
XEC;2023-06-14;0.0;sonstige
XEC;2023-06-21;0.0;sonstige
XEC;2023-06-28;0.0;sonstige
XEC;2023-07-05;0.0;sonstige
XEC;2023-07-12;0.0;sonstige
XEC;2023-07-19;0.0;sonstige
XEC;2023-07-26;0.0;sonstige
XEC;2023-08-02;0.0;sonstige
XEC;2023-08-09;0.0;sonstige
XEC;2023-08-16;0.0;sonstige
XEC;2023-08-23;0.0;sonstige
XEC;2023-08-30;0.0;sonstige
XEC;2023-09-06;0.0;sonstige
XEC;2023-09-13;0.0;sonstige
XEC;2023-09-20;0.0;sonstige
XEC;2023-09-27;0.0;sonstige
XEC;2023-10-04;0.0;sonstige
XEC;2023-10-11;0.0;sonstige
XEC;2023-10-18;0.0;sonstige
XEC;2023-10-25;0.0;sonstige
XEC;2023-11-01;0.0;sonstige
XEC;2023-11-08;0.0;sonstige
XEC;2023-11-15;0.0;sonstige
XEC;2023-11-22;0.0;sonstige
XEC;2023-11-29;0.0;sonstige
XEC;2023-12-06;0.0;sonstige
XEC;2023-12-13;0.0;sonstige
XEC;2023-12-20;0.0;sonstige
XEC;2023-12-27;0.0;sonstige
XEC;2024-01-03;0.0;sonstige
XEC;2024-01-10;0.0;sonstige
XEC;2024-01-17;0.0;sonstige
XEC;2024-01-24;0.0;sonstige
XEC;2024-01-31;0.001;sonstige
XEC;2024-02-07;0.0;sonstige
XEC;2024-02-14;0.0;sonstige
XEC;2024-02-21;0.0;sonstige
XEC;2024-02-28;0.0;sonstige
XEC;2024-03-06;0.0;sonstige
XEC;2024-03-13;0.0;sonstige
XEC;2024-03-20;0.0;sonstige
XEC;2024-03-27;0.0;sonstige
XEC;2024-04-03;0.0;sonstige
XEC;2024-04-10;0.0;sonstige
XEC;2024-04-17;0.0;sonstige
XEC;2024-04-24;0.0;sonstige
XEC;2024-05-01;0.0;sonstige
XEC;2024-05-08;0.0;sonstige
XEC;2024-05-15;0.0;sonstige
XEC;2024-05-22;0.0;sonstige
XEC;2024-05-29;0.0;sonstige
XEC;2024-06-05;0.0;sonstige
XEC;2024-06-12;0.0;sonstige
XEC;2024-06-19;0.0;sonstige
XEC;2024-06-26;0.001;sonstige
XEC;2024-07-03;0.001;sonstige
XEC;2024-07-10;0.006;sonstige
XEC;2024-07-17;0.002;sonstige
XEC;2024-07-24;0.007;sonstige
XEC;2024-07-31;0.011;sonstige
XEC;2024-08-07;0.023;sonstige
XEC;2024-08-14;0.023;sonstige
XEC;2024-08-21;0.056;sonstige
XEC;2024-08-28;0.073;sonstige
XEC;2024-09-04;0.12;sonstige
XEC;2024-09-11;0.158;sonstige
XEC;2024-09-18;0.162;sonstige
XEC;2024-09-25;0.172;sonstige
XEC;2024-10-02;0.219;sonstige
XEC;2024-10-09;0.238;sonstige
XEC;2024-10-16;0.278;sonstige
XEC;2024-10-23;0.242;sonstige
XEC;2024-10-30;0.324;sonstige
XEC;2024-11-06;0.355;sonstige
XEC;2024-11-13;0.368;sonstige
XEC;2024-11-20;0.335;sonstige
XEC;2024-11-27;0.338;sonstige
XEC;2024-12-04;0.39;sonstige
XEC;2024-12-11;0.376;sonstige
XEC;2024-12-18;0.436;sonstige
XEC;2024-12-25;0.491;sonstige
XEC;2025-01-01;0.472;sonstige
XEC;2025-01-08;0.287;sonstige
XEC;2025-01-15;0.314;sonstige
XEC;2025-01-22;0.361;sonstige
XEC;2025-01-29;0.389;sonstige
XEC;2025-02-05;0.333;sonstige
XEC;2025-02-12;0.265;sonstige
XEC;2025-02-19;0.224;sonstige
XEC;2025-02-26;0.298;sonstige
XEC;2025-03-05;0.24;sonstige
XEC;2025-03-12;0.111;sonstige
XEC;2025-03-19;0.067;sonstige
XEC;2025-03-26;0.055;sonstige
XDK.1;2022-09-21;0.0;sonstige
XDK.1;2022-09-28;0.0;sonstige
XDK.1;2022-10-05;0.0;sonstige
XDK.1;2022-10-12;0.0;sonstige
XDK.1;2022-10-19;0.0;sonstige
XDK.1;2022-10-26;0.0;sonstige
XDK.1;2022-11-02;0.0;sonstige
XDK.1;2022-11-09;0.0;sonstige
XDK.1;2022-11-16;0.0;sonstige
XDK.1;2022-11-23;0.0;sonstige
XDK.1;2022-11-30;0.0;sonstige
XDK.1;2022-12-07;0.0;sonstige
XDK.1;2022-12-14;0.0;sonstige
XDK.1;2022-12-21;0.0;sonstige
XDK.1;2022-12-28;0.0;sonstige
XDK.1;2023-01-04;0.0;sonstige
XDK.1;2023-01-11;0.0;sonstige
XDK.1;2023-01-18;0.0;sonstige
XDK.1;2023-01-25;0.0;sonstige
XDK.1;2023-02-01;0.0;sonstige
XDK.1;2023-02-08;0.0;sonstige
XDK.1;2023-02-15;0.0;sonstige
XDK.1;2023-02-22;0.0;sonstige
XDK.1;2023-03-01;0.0;sonstige
XDK.1;2023-03-08;0.0;sonstige
XDK.1;2023-03-15;0.0;sonstige
XDK.1;2023-03-22;0.0;sonstige
XDK.1;2023-03-29;0.0;sonstige
XDK.1;2023-04-05;0.0;sonstige
XDK.1;2023-04-12;0.0;sonstige
XDK.1;2023-04-19;0.0;sonstige
XDK.1;2023-04-26;0.0;sonstige
XDK.1;2023-05-03;0.0;sonstige
XDK.1;2023-05-10;0.0;sonstige
XDK.1;2023-05-17;0.0;sonstige
XDK.1;2023-05-24;0.0;sonstige
XDK.1;2023-05-31;0.0;sonstige
XDK.1;2023-06-07;0.0;sonstige
XDK.1;2023-06-14;0.0;sonstige
XDK.1;2023-06-21;0.0;sonstige
XDK.1;2023-06-28;0.0;sonstige
XDK.1;2023-07-05;0.0;sonstige
XDK.1;2023-07-12;0.0;sonstige
XDK.1;2023-07-19;0.0;sonstige
XDK.1;2023-07-26;0.0;sonstige
XDK.1;2023-08-02;0.0;sonstige
XDK.1;2023-08-09;0.0;sonstige
XDK.1;2023-08-16;0.0;sonstige
XDK.1;2023-08-23;0.0;sonstige
XDK.1;2023-08-30;0.0;sonstige
XDK.1;2023-09-06;0.0;sonstige
XDK.1;2023-09-13;0.0;sonstige
XDK.1;2023-09-20;0.0;sonstige
XDK.1;2023-09-27;0.0;sonstige
XDK.1;2023-10-04;0.0;sonstige
XDK.1;2023-10-11;0.0;sonstige
XDK.1;2023-10-18;0.0;sonstige
XDK.1;2023-10-25;0.0;sonstige
XDK.1;2023-11-01;0.0;sonstige
XDK.1;2023-11-08;0.0;sonstige
XDK.1;2023-11-15;0.0;sonstige
XDK.1;2023-11-22;0.0;sonstige
XDK.1;2023-11-29;0.0;sonstige
XDK.1;2023-12-06;0.0;sonstige
XDK.1;2023-12-13;0.0;sonstige
XDK.1;2023-12-20;0.0;sonstige
XDK.1;2023-12-27;0.0;sonstige
XDK.1;2024-01-03;0.0;sonstige
XDK.1;2024-01-10;0.0;sonstige
XDK.1;2024-01-17;0.0;sonstige
XDK.1;2024-01-24;0.002;sonstige
XDK.1;2024-01-31;0.001;sonstige
XDK.1;2024-02-07;0.0;sonstige
XDK.1;2024-02-14;0.0;sonstige
XDK.1;2024-02-21;0.0;sonstige
XDK.1;2024-02-28;0.0;sonstige
XDK.1;2024-03-06;0.007;sonstige
XDK.1;2024-03-13;0.043;sonstige
XDK.1;2024-03-20;0.005;sonstige
XDK.1;2024-03-27;0.0;sonstige
XDK.1;2024-04-03;0.001;sonstige
XDK.1;2024-04-10;0.007;sonstige
XDK.1;2024-04-17;0.002;sonstige
XDK.1;2024-04-24;0.004;sonstige
XDK.1;2024-05-01;0.056;sonstige
XDK.1;2024-05-08;0.029;sonstige
XDK.1;2024-05-15;0.033;sonstige
XDK.1;2024-05-22;0.0;sonstige
XDK.1;2024-05-29;0.001;sonstige
XDK.1;2024-06-05;0.001;sonstige
XDK.1;2024-06-12;0.003;sonstige
XDK.1;2024-06-19;0.003;sonstige
XDK.1;2024-06-26;0.001;sonstige
