KW;BUNDESLAND;STATION;COVID;INFLUENZA;RSV;SONSTIGE;AUFNAHMEN
29. KW 2023;OÖ;I;0;0;0;6;6
29. KW 2023;OÖ;N;6;0;2;101;109
29. KW 2023;V;N;1;0;0;23;23
29. KW 2023;SBG;N;3;0;0;40;43
29. KW 2023;BGL;N;3;0;0;16;19
29. KW 2023;ST;N;3;0;1;112;116
29. KW 2023;W;N;8;0;0;90;97
29. KW 2023;V;I;0;0;0;0;0
29. KW 2023;SBG;I;0;0;0;5;5
29. KW 2023;KTN;N;2;0;0;65;67
29. KW 2023;W;I;1;0;0;9;10
29. KW 2023;NÖ;I;0;0;0;4;4
29. KW 2023;NÖ;N;4;0;0;114;118
29. KW 2023;T;N;2;0;0;53;55
29. KW 2023;KTN;I;0;0;0;1;1
29. KW 2023;BGL;I;0;0;0;3;3
29. KW 2023;T;I;0;0;0;1;1
29. KW 2023;ST;I;1;0;0;4;5
30. KW 2023;SBG;N;4;0;0;34;37
30. KW 2023;BGL;I;0;0;0;0;0
30. KW 2023;V;I;0;0;0;1;1
30. KW 2023;T;N;2;0;0;79;80
30. KW 2023;OÖ;N;2;0;0;69;71
30. KW 2023;BGL;N;4;0;0;24;28
30. KW 2023;KTN;N;3;0;0;50;53
30. KW 2023;ST;I;0;0;0;4;4
30. KW 2023;NÖ;I;0;0;0;4;4
30. KW 2023;KTN;I;0;0;0;1;1
30. KW 2023;W;I;0;0;0;5;5
30. KW 2023;ST;N;7;0;1;94;101
30. KW 2023;T;I;0;0;0;2;2
30. KW 2023;W;N;9;0;0;75;84
30. KW 2023;NÖ;N;2;0;0;89;91
30. KW 2023;SBG;I;0;0;0;1;1
30. KW 2023;V;N;2;0;0;23;24
30. KW 2023;OÖ;I;0;0;0;7;7
31. KW 2023;V;N;1;0;0;9;10
31. KW 2023;OÖ;N;1;0;0;53;54
31. KW 2023;ST;I;0;0;0;1;1
31. KW 2023;W;N;8;0;0;57;65
31. KW 2023;NÖ;N;4;0;0;54;56
31. KW 2023;T;N;4;0;0;48;51
31. KW 2023;SBG;N;1;0;0;26;27
31. KW 2023;ST;N;4;0;0;62;66
31. KW 2023;KTN;I;0;0;0;0;0
31. KW 2023;NÖ;I;0;0;0;2;2
31. KW 2023;BGL;N;1;0;0;11;12
31. KW 2023;BGL;I;0;0;0;0;0
31. KW 2023;T;I;0;0;0;1;1
31. KW 2023;KTN;N;0;0;0;18;18
31. KW 2023;W;I;1;0;0;3;4
31. KW 2023;SBG;I;0;0;0;0;0
31. KW 2023;OÖ;I;0;0;0;1;1
31. KW 2023;V;I;0;0;0;1;1
