KW;WOHNORT;GESCHLECHT;ALTERSGRUPPE;STATION;COVID;INFLUENZA;RSV;PNEUMOKOKKEN;SONSTIGE;AUFNAHMEN;BEV_ZAHL
18. KW 2025;V;M;80+;I;0;0;0;0;0;0;9171
18. KW 2025;V;M;80+;N;0;0;0;0;10;10;9171
18. KW 2025;V;W;0 - 4;I;0;0;0;0;0;0;9847
18. KW 2025;V;W;0 - 4;N;0;0;0;0;0;0;9847
18. KW 2025;V;W;15 - 29;I;0;0;0;0;0;0;33152
18. KW 2025;V;W;15 - 29;N;0;0;0;0;1;1;33152
18. KW 2025;V;W;30 - 44;I;0;0;0;0;0;0;41808
18. KW 2025;V;W;30 - 44;N;0;0;0;0;0;0;41808
18. KW 2025;V;W;45 - 59;I;0;0;0;0;1;1;43323
18. KW 2025;V;W;45 - 59;N;0;0;0;0;4;4;43323
18. KW 2025;V;W;5 - 14;I;0;0;0;0;0;0;21361
18. KW 2025;V;W;5 - 14;N;0;0;0;0;1;1;21361
18. KW 2025;V;W;60 - 69;I;0;0;0;0;0;0;25979
18. KW 2025;V;W;60 - 69;N;0;0;0;1;3;4;25979
18. KW 2025;V;W;70 - 79;I;0;0;0;0;0;0;17468
18. KW 2025;V;W;70 - 79;N;0;1;0;0;5;6;17468
18. KW 2025;V;W;80+;I;0;0;0;0;0;0;13850
18. KW 2025;V;W;80+;N;0;0;1;0;7;8;13850
18. KW 2025;W;M;0 - 4;I;0;0;0;0;0;0;48831
18. KW 2025;W;M;0 - 4;N;0;0;2;0;8;10;48831
18. KW 2025;W;M;15 - 29;I;0;0;0;0;0;0;203478
18. KW 2025;W;M;15 - 29;N;0;0;0;0;0;0;203478
18. KW 2025;W;M;30 - 44;I;0;0;0;0;0;0;243372
18. KW 2025;W;M;30 - 44;N;0;0;0;0;4;4;243372
18. KW 2025;W;M;45 - 59;I;0;0;0;0;1;1;195148
18. KW 2025;W;M;45 - 59;N;0;0;0;0;3;3;195148
18. KW 2025;W;M;5 - 14;I;0;0;0;0;0;0;102221
18. KW 2025;W;M;5 - 14;N;0;0;0;0;4;4;102221
18. KW 2025;W;M;60 - 69;I;0;0;0;0;2;2;104358
18. KW 2025;W;M;60 - 69;N;1;1;0;1;15;16;104358
18. KW 2025;W;M;70 - 79;I;0;0;0;0;1;1;59055
18. KW 2025;W;M;70 - 79;N;0;0;0;0;13;13;59055
18. KW 2025;W;M;80+;I;0;0;0;0;1;1;37727
18. KW 2025;W;M;80+;N;0;0;0;0;24;24;37727
18. KW 2025;W;W;0 - 4;I;0;0;0;0;0;0;46142
18. KW 2025;W;W;0 - 4;N;0;0;0;0;4;4;46142
18. KW 2025;W;W;15 - 29;I;0;0;0;0;0;0;198848
18. KW 2025;W;W;15 - 29;N;0;0;0;0;1;1;198848
18. KW 2025;W;W;30 - 44;I;0;0;0;0;0;0;234543
18. KW 2025;W;W;30 - 44;N;1;0;0;0;2;3;234543
18. KW 2025;W;W;45 - 59;I;0;0;0;0;1;1;202809
18. KW 2025;W;W;45 - 59;N;0;0;0;0;3;3;202809
18. KW 2025;W;W;5 - 14;I;0;0;0;0;1;1;95577
18. KW 2025;W;W;5 - 14;N;0;0;0;0;2;2;95577
18. KW 2025;W;W;60 - 69;I;0;0;0;0;0;0;113775
18. KW 2025;W;W;60 - 69;N;0;0;0;0;11;11;113775
18. KW 2025;W;W;70 - 79;I;0;0;0;0;0;0;78922
18. KW 2025;W;W;70 - 79;N;1;0;0;0;7;8;78922
18. KW 2025;W;W;80+;I;0;0;0;0;0;0;63483
18. KW 2025;W;W;80+;N;1;0;0;0;28;29;63483
19. KW 2025;BGL;M;0 - 4;I;0;0;0;0;0;0;5821
19. KW 2025;BGL;M;0 - 4;N;0;0;0;0;0;0;5821
19. KW 2025;BGL;M;15 - 29;I;0;0;0;0;0;0;20767
19. KW 2025;BGL;M;15 - 29;N;0;0;0;0;1;1;20767
19. KW 2025;BGL;M;30 - 44;I;0;0;0;0;0;0;26824
19. KW 2025;BGL;M;30 - 44;N;0;0;0;0;1;1;26824
19. KW 2025;BGL;M;45 - 59;I;0;0;0;0;0;0;33456
19. KW 2025;BGL;M;45 - 59;N;0;0;0;0;0;0;33456
19. KW 2025;BGL;M;5 - 14;I;0;0;0;0;0;0;14366
19. KW 2025;BGL;M;5 - 14;N;0;0;0;0;0;0;14366
19. KW 2025;BGL;M;60 - 69;I;0;0;0;0;0;0;23636
19. KW 2025;BGL;M;60 - 69;N;0;0;0;0;1;1;23636
19. KW 2025;BGL;M;70 - 79;I;1;0;0;0;1;2;14850
19. KW 2025;BGL;M;70 - 79;N;1;0;0;0;2;3;14850
19. KW 2025;BGL;M;80+;I;0;0;0;0;0;0;7896
19. KW 2025;BGL;M;80+;N;0;0;0;1;9;10;7896
19. KW 2025;BGL;W;0 - 4;I;0;0;0;0;0;0;5479
19. KW 2025;BGL;W;0 - 4;N;0;0;0;0;0;0;5479
19. KW 2025;BGL;W;15 - 29;I;0;0;0;0;0;0;19430
19. KW 2025;BGL;W;15 - 29;N;0;0;0;0;0;0;19430
19. KW 2025;BGL;W;30 - 44;I;0;0;0;0;0;0;27602
19. KW 2025;BGL;W;30 - 44;N;0;0;0;0;0;0;27602
19. KW 2025;BGL;W;45 - 59;I;0;0;0;0;0;0;34650
19. KW 2025;BGL;W;45 - 59;N;0;0;0;0;0;0;34650
19. KW 2025;BGL;W;5 - 14;I;0;0;0;0;0;0;13550
19. KW 2025;BGL;W;5 - 14;N;0;0;0;0;0;0;13550
19. KW 2025;BGL;W;60 - 69;I;0;0;0;0;0;0;24463
19. KW 2025;BGL;W;60 - 69;N;2;0;0;0;0;2;24463
19. KW 2025;BGL;W;70 - 79;I;0;0;0;0;0;0;16725
19. KW 2025;BGL;W;70 - 79;N;0;0;0;0;2;2;16725
19. KW 2025;BGL;W;80+;I;0;0;0;0;0;0;12275
19. KW 2025;BGL;W;80+;N;0;0;0;0;7;7;12275
19. KW 2025;KTN;M;0 - 4;I;0;0;0;0;0;0;11628
19. KW 2025;KTN;M;0 - 4;N;0;0;0;0;2;2;11628
19. KW 2025;KTN;M;15 - 29;I;0;0;0;1;0;1;43695
19. KW 2025;KTN;M;15 - 29;N;0;0;0;0;1;1;43695
19. KW 2025;KTN;M;30 - 44;I;0;0;0;0;0;0;53844
19. KW 2025;KTN;M;30 - 44;N;0;0;0;0;1;1;53844
19. KW 2025;KTN;M;45 - 59;I;0;0;0;0;1;1;59759
19. KW 2025;KTN;M;45 - 59;N;0;0;0;0;4;4;59759
19. KW 2025;KTN;M;5 - 14;I;0;0;0;0;0;0;26408
19. KW 2025;KTN;M;5 - 14;N;0;0;0;0;0;0;26408
19. KW 2025;KTN;M;60 - 69;I;0;0;0;0;0;0;42195
19. KW 2025;KTN;M;60 - 69;N;0;0;0;1;10;11;42195
19. KW 2025;KTN;M;70 - 79;I;0;0;0;0;0;0;25593
19. KW 2025;KTN;M;70 - 79;N;0;0;0;0;22;22;25593
19. KW 2025;KTN;M;80+;I;0;0;0;0;0;0;15557
19. KW 2025;KTN;M;80+;N;0;0;0;0;9;9;15557
19. KW 2025;KTN;W;0 - 4;I;0;0;0;0;0;0;11043
19. KW 2025;KTN;W;0 - 4;N;0;0;0;0;3;3;11043
19. KW 2025;KTN;W;15 - 29;I;0;0;0;0;0;0;39965
19. KW 2025;KTN;W;15 - 29;N;0;0;0;0;2;2;39965
19. KW 2025;KTN;W;30 - 44;I;0;0;0;0;0;0;53001
19. KW 2025;KTN;W;30 - 44;N;0;0;0;0;1;1;53001
19. KW 2025;KTN;W;45 - 59;I;0;0;0;0;0;0;61437
19. KW 2025;KTN;W;45 - 59;N;0;0;0;0;2;2;61437
19. KW 2025;KTN;W;5 - 14;I;0;0;0;0;0;0;25064
19. KW 2025;KTN;W;5 - 14;N;0;0;0;0;1;1;25064
19. KW 2025;KTN;W;60 - 69;I;0;0;0;0;1;1;45094
19. KW 2025;KTN;W;60 - 69;N;0;0;0;0;7;7;45094
19. KW 2025;KTN;W;70 - 79;I;0;0;0;0;0;0;30631
19. KW 2025;KTN;W;70 - 79;N;1;0;0;0;7;8;30631
19. KW 2025;KTN;W;80+;I;0;0;0;0;0;0;25181
19. KW 2025;KTN;W;80+;N;1;0;0;0;21;21;25181
19. KW 2025;NÖ;M;0 - 4;I;0;0;0;0;0;0;38770
19. KW 2025;NÖ;M;0 - 4;N;0;0;0;0;7;7;38770
19. KW 2025;NÖ;M;15 - 29;I;0;0;0;0;0;0;133413
19. KW 2025;NÖ;M;15 - 29;N;0;0;0;0;0;0;133413
19. KW 2025;NÖ;M;30 - 44;I;0;0;0;0;0;0;166496
19. KW 2025;NÖ;M;30 - 44;N;0;2;0;0;3;5;166496
19. KW 2025;NÖ;M;45 - 59;I;0;0;0;0;1;1;187529
19. KW 2025;NÖ;M;45 - 59;N;0;0;0;0;4;4;187529
19. KW 2025;NÖ;M;5 - 14;I;0;0;0;0;0;0;88943
19. KW 2025;NÖ;M;5 - 14;N;0;0;0;0;1;1;88943
19. KW 2025;NÖ;M;60 - 69;I;0;0;0;0;0;0;119790
19. KW 2025;NÖ;M;60 - 69;N;0;0;0;0;10;10;119790
19. KW 2025;NÖ;M;70 - 79;I;0;0;0;0;1;1;69459
19. KW 2025;NÖ;M;70 - 79;N;1;0;1;1;23;25;69459
19. KW 2025;NÖ;M;80+;I;0;0;0;0;1;1;45787
19. KW 2025;NÖ;M;80+;N;0;0;0;1;29;30;45787
19. KW 2025;NÖ;W;0 - 4;I;0;0;0;0;0;0;36829
19. KW 2025;NÖ;W;0 - 4;N;1;0;0;0;2;3;36829
19. KW 2025;NÖ;W;15 - 29;I;0;0;0;0;0;0;122970
19. KW 2025;NÖ;W;15 - 29;N;0;0;0;0;1;1;122970
19. KW 2025;NÖ;W;30 - 44;I;0;0;0;0;0;0;166006
19. KW 2025;NÖ;W;30 - 44;N;0;0;0;0;0;0;166006
19. KW 2025;NÖ;W;45 - 59;I;0;0;0;0;0;0;191369
19. KW 2025;NÖ;W;45 - 59;N;0;0;0;0;4;4;191369
19. KW 2025;NÖ;W;5 - 14;I;0;0;0;0;0;0;84080
19. KW 2025;NÖ;W;5 - 14;N;0;0;0;0;1;1;84080
19. KW 2025;NÖ;W;60 - 69;I;0;0;0;0;0;0;124876
19. KW 2025;NÖ;W;60 - 69;N;0;0;0;0;6;6;124876
19. KW 2025;NÖ;W;70 - 79;I;0;0;0;0;1;1;82623
19. KW 2025;NÖ;W;70 - 79;N;0;0;0;0;9;9;82623
19. KW 2025;NÖ;W;80+;I;0;0;0;0;1;1;68574
19. KW 2025;NÖ;W;80+;N;1;0;0;0;19;19;68574
19. KW 2025;OÖ;M;0 - 4;I;0;0;0;0;0;0;37959
19. KW 2025;OÖ;M;0 - 4;N;0;0;0;0;7;7;37959
19. KW 2025;OÖ;M;15 - 29;I;0;0;0;0;0;0;131032
19. KW 2025;OÖ;M;15 - 29;N;0;0;0;0;0;0;131032
19. KW 2025;OÖ;M;30 - 44;I;0;0;0;0;0;0;160584
19. KW 2025;OÖ;M;30 - 44;N;0;0;0;0;1;1;160584
19. KW 2025;OÖ;M;45 - 59;I;0;0;0;0;1;1;158347
19. KW 2025;OÖ;M;45 - 59;N;0;0;0;0;6;6;158347
19. KW 2025;OÖ;M;5 - 14;I;0;0;0;0;0;0;81231
19. KW 2025;OÖ;M;5 - 14;N;0;0;0;0;4;4;81231
19. KW 2025;OÖ;M;60 - 69;I;0;0;0;0;1;1;102538
19. KW 2025;OÖ;M;60 - 69;N;0;0;0;0;11;11;102538
19. KW 2025;OÖ;M;70 - 79;I;0;0;0;0;0;0;58164
19. KW 2025;OÖ;M;70 - 79;N;0;0;0;0;17;17;58164
19. KW 2025;OÖ;M;80+;I;0;0;0;0;1;1;34562
19. KW 2025;OÖ;M;80+;N;2;0;0;0;34;34;34562
19. KW 2025;OÖ;W;0 - 4;I;0;0;0;0;0;0;35588
19. KW 2025;OÖ;W;0 - 4;N;0;0;0;0;2;2;35588
19. KW 2025;OÖ;W;15 - 29;I;0;0;0;0;0;0;120287
19. KW 2025;OÖ;W;15 - 29;N;0;0;0;0;0;0;120287
19. KW 2025;OÖ;W;30 - 44;I;0;0;0;0;0;0;151538
19. KW 2025;OÖ;W;30 - 44;N;0;0;0;0;1;1;151538
19. KW 2025;OÖ;W;45 - 59;I;0;0;0;0;0;0;157294
19. KW 2025;OÖ;W;45 - 59;N;0;0;0;0;3;3;157294
19. KW 2025;OÖ;W;5 - 14;I;0;0;0;0;0;0;76814
19. KW 2025;OÖ;W;5 - 14;N;0;0;0;0;1;1;76814
19. KW 2025;OÖ;W;60 - 69;I;0;0;0;0;2;2;106153
19. KW 2025;OÖ;W;60 - 69;N;0;0;0;1;7;8;106153
19. KW 2025;OÖ;W;70 - 79;I;0;0;0;0;0;0;68034
19. KW 2025;OÖ;W;70 - 79;N;0;0;0;0;8;8;68034
19. KW 2025;OÖ;W;80+;I;0;0;0;0;0;0;55394
19. KW 2025;OÖ;W;80+;N;0;0;0;0;25;25;55394
19. KW 2025;SBG;M;0 - 4;I;0;0;0;0;1;1;13702
19. KW 2025;SBG;M;0 - 4;N;0;0;0;0;0;0;13702
19. KW 2025;SBG;M;15 - 29;I;0;0;0;0;0;0;48772
19. KW 2025;SBG;M;15 - 29;N;0;0;0;0;0;0;48772
19. KW 2025;SBG;M;30 - 44;I;0;0;0;0;0;0;59479
19. KW 2025;SBG;M;30 - 44;N;0;0;0;0;2;2;59479
19. KW 2025;SBG;M;45 - 59;I;0;0;0;0;1;1;58573
19. KW 2025;SBG;M;45 - 59;N;0;0;0;0;0;0;58573
19. KW 2025;SBG;M;5 - 14;I;0;0;0;0;0;0;28643
19. KW 2025;SBG;M;5 - 14;N;0;0;0;0;0;0;28643
19. KW 2025;SBG;M;60 - 69;I;0;0;0;0;1;1;35710
19. KW 2025;SBG;M;60 - 69;N;0;0;0;0;4;4;35710
19. KW 2025;SBG;M;70 - 79;I;0;0;0;0;1;1;21860
19. KW 2025;SBG;M;70 - 79;N;0;0;0;0;5;5;21860
19. KW 2025;SBG;M;80+;I;0;0;0;0;2;2;13748
19. KW 2025;SBG;M;80+;N;1;0;0;0;11;12;13748
19. KW 2025;SBG;W;0 - 4;I;0;0;0;0;0;0;13018
19. KW 2025;SBG;W;0 - 4;N;0;0;0;0;1;1;13018
19. KW 2025;SBG;W;15 - 29;I;0;0;0;0;0;0;46215
19. KW 2025;SBG;W;15 - 29;N;0;0;0;0;1;1;46215
19. KW 2025;SBG;W;30 - 44;I;0;0;0;0;0;0;58160
19. KW 2025;SBG;W;30 - 44;N;0;0;0;0;0;0;58160
19. KW 2025;SBG;W;45 - 59;I;0;0;0;0;0;0;60358
19. KW 2025;SBG;W;45 - 59;N;0;0;0;0;1;1;60358
19. KW 2025;SBG;W;5 - 14;I;0;0;0;0;0;0;27342
19. KW 2025;SBG;W;5 - 14;N;0;0;0;0;0;0;27342
19. KW 2025;SBG;W;60 - 69;I;0;0;0;0;2;2;39098
19. KW 2025;SBG;W;60 - 69;N;0;0;0;1;3;4;39098
19. KW 2025;SBG;W;70 - 79;I;0;0;0;0;0;0;27240
19. KW 2025;SBG;W;70 - 79;N;0;1;0;0;5;6;27240
19. KW 2025;SBG;W;80+;I;0;0;0;0;0;0;20928
19. KW 2025;SBG;W;80+;N;0;0;1;0;11;12;20928
19. KW 2025;ST;M;0 - 4;I;0;0;0;0;0;0;27802
19. KW 2025;ST;M;0 - 4;N;1;0;0;0;5;6;27802
19. KW 2025;ST;M;15 - 29;I;0;0;0;0;0;0;104089
19. KW 2025;ST;M;15 - 29;N;0;0;0;0;1;1;104089
19. KW 2025;ST;M;30 - 44;I;0;0;0;0;0;0;130431
19. KW 2025;ST;M;30 - 44;N;0;1;0;0;1;2;130431
19. KW 2025;ST;M;45 - 59;I;0;0;0;0;1;1;134237
19. KW 2025;ST;M;45 - 59;N;0;0;0;0;5;5;134237
19. KW 2025;ST;M;5 - 14;I;0;0;0;0;0;0;60093
19. KW 2025;ST;M;5 - 14;N;0;0;0;0;1;1;60093
19. KW 2025;ST;M;60 - 69;I;0;0;0;0;0;0;87390
19. KW 2025;ST;M;60 - 69;N;1;0;0;0;9;10;87390
19. KW 2025;ST;M;70 - 79;I;0;0;0;0;0;0;51500
19. KW 2025;ST;M;70 - 79;N;0;0;0;1;18;19;51500
19. KW 2025;ST;M;80+;I;0;0;0;0;2;2;32764
19. KW 2025;ST;M;80+;N;1;0;0;0;29;30;32764
19. KW 2025;ST;W;0 - 4;I;0;0;0;0;0;0;26343
19. KW 2025;ST;W;0 - 4;N;0;0;1;0;4;5;26343
19. KW 2025;ST;W;15 - 29;I;0;0;0;0;0;0;96784
19. KW 2025;ST;W;15 - 29;N;0;0;0;0;0;0;96784
19. KW 2025;ST;W;30 - 44;I;0;0;0;0;1;1;123997
19. KW 2025;ST;W;30 - 44;N;0;0;0;0;3;3;123997
19. KW 2025;ST;W;45 - 59;I;0;0;0;0;2;2;133478
19. KW 2025;ST;W;45 - 59;N;0;0;0;0;5;5;133478
19. KW 2025;ST;W;5 - 14;I;0;0;0;0;0;0;56389
19. KW 2025;ST;W;5 - 14;N;0;0;0;0;2;2;56389
19. KW 2025;ST;W;60 - 69;I;0;0;0;0;1;1;91612
19. KW 2025;ST;W;60 - 69;N;0;0;0;0;3;3;91612
19. KW 2025;ST;W;70 - 79;I;0;0;1;0;0;1;62060
19. KW 2025;ST;W;70 - 79;N;1;0;0;0;12;12;62060
19. KW 2025;ST;W;80+;I;0;0;0;0;1;1;52747
19. KW 2025;ST;W;80+;N;0;0;0;0;29;29;52747
19. KW 2025;T;M;0 - 4;I;0;0;0;0;2;2;18339
19. KW 2025;T;M;0 - 4;N;0;0;0;0;2;2;18339
19. KW 2025;T;M;15 - 29;I;0;0;0;0;0;0;67016
19. KW 2025;T;M;15 - 29;N;0;0;0;0;1;1;67016
19. KW 2025;T;M;30 - 44;I;0;0;0;0;0;0;81939
19. KW 2025;T;M;30 - 44;N;0;0;0;0;0;0;81939
19. KW 2025;T;M;45 - 59;I;0;0;0;0;0;0;80766
19. KW 2025;T;M;45 - 59;N;0;0;0;0;4;4;80766
19. KW 2025;T;M;5 - 14;I;0;0;0;0;0;0;39006
19. KW 2025;T;M;5 - 14;N;0;0;0;0;0;0;39006
19. KW 2025;T;M;60 - 69;I;0;0;0;0;1;1;49534
19. KW 2025;T;M;60 - 69;N;0;0;0;0;5;5;49534
19. KW 2025;T;M;70 - 79;I;0;0;0;0;1;1;28732
19. KW 2025;T;M;70 - 79;N;1;0;0;0;7;8;28732
19. KW 2025;T;M;80+;I;0;0;0;0;2;2;18670
19. KW 2025;T;M;80+;N;0;0;1;0;20;21;18670
19. KW 2025;T;W;0 - 4;I;0;0;0;0;0;0;17691
19. KW 2025;T;W;0 - 4;N;0;0;1;0;1;2;17691
19. KW 2025;T;W;15 - 29;I;0;0;0;0;0;0;62772
19. KW 2025;T;W;15 - 29;N;0;0;0;0;0;0;62772
19. KW 2025;T;W;30 - 44;I;0;0;0;0;0;0;80094
19. KW 2025;T;W;30 - 44;N;0;0;0;0;1;1;80094
19. KW 2025;T;W;45 - 59;I;0;0;0;0;0;0;82538
19. KW 2025;T;W;45 - 59;N;0;0;0;0;0;0;82538
19. KW 2025;T;W;5 - 14;I;0;0;0;0;0;0;36547
19. KW 2025;T;W;5 - 14;N;0;0;0;0;1;1;36547
19. KW 2025;T;W;60 - 69;I;0;0;0;0;1;1;51798
19. KW 2025;T;W;60 - 69;N;0;0;0;1;2;3;51798
19. KW 2025;T;W;70 - 79;I;0;0;0;0;0;0;34433
19. KW 2025;T;W;70 - 79;N;0;0;0;0;1;1;34433
19. KW 2025;T;W;80+;I;0;0;0;0;0;0;27785
19. KW 2025;T;W;80+;N;0;0;0;0;15;15;27785
19. KW 2025;V;M;0 - 4;I;0;0;0;0;0;0;10748
19. KW 2025;V;M;0 - 4;N;0;0;0;0;2;2;10748
19. KW 2025;V;M;15 - 29;I;0;0;0;0;0;0;36350
19. KW 2025;V;M;15 - 29;N;0;0;0;0;0;0;36350
19. KW 2025;V;M;30 - 44;I;0;0;0;0;0;0;43005
19. KW 2025;V;M;30 - 44;N;0;0;0;0;1;1;43005
19. KW 2025;V;M;45 - 59;I;0;0;0;0;0;0;43066
19. KW 2025;V;M;45 - 59;N;0;0;0;0;1;1;43066
19. KW 2025;V;M;5 - 14;I;0;0;0;0;0;0;22649
19. KW 2025;V;M;5 - 14;N;0;0;0;0;1;1;22649
19. KW 2025;V;M;60 - 69;I;0;0;0;0;1;1;25189
19. KW 2025;V;M;60 - 69;N;1;0;0;0;1;2;25189
19. KW 2025;V;M;70 - 79;I;0;0;0;0;1;1;14818
19. KW 2025;V;M;70 - 79;N;1;1;0;0;4;6;14818
19. KW 2025;V;M;80+;I;0;0;0;0;0;0;9171
19. KW 2025;V;M;80+;N;0;0;0;0;5;5;9171
19. KW 2025;V;W;0 - 4;I;0;0;0;0;0;0;9847
19. KW 2025;V;W;0 - 4;N;0;0;0;0;0;0;9847
19. KW 2025;V;W;15 - 29;I;0;0;0;0;0;0;33152
19. KW 2025;V;W;15 - 29;N;0;0;0;0;0;0;33152
19. KW 2025;V;W;30 - 44;I;0;0;0;0;0;0;41808
19. KW 2025;V;W;30 - 44;N;0;0;0;0;2;2;41808
19. KW 2025;V;W;45 - 59;I;0;0;0;0;0;0;43323
19. KW 2025;V;W;45 - 59;N;0;0;0;0;0;0;43323
19. KW 2025;V;W;5 - 14;I;0;0;0;0;0;0;21361
19. KW 2025;V;W;5 - 14;N;0;0;0;0;1;1;21361
19. KW 2025;V;W;60 - 69;I;0;0;0;0;0;0;25979
19. KW 2025;V;W;60 - 69;N;0;0;0;0;0;0;25979
19. KW 2025;V;W;70 - 79;I;0;0;0;0;0;0;17468
19. KW 2025;V;W;70 - 79;N;0;0;0;0;1;1;17468
19. KW 2025;V;W;80+;I;0;0;0;0;0;0;13850
19. KW 2025;V;W;80+;N;0;0;0;0;6;6;13850
19. KW 2025;W;M;0 - 4;I;0;0;0;0;0;0;48831
19. KW 2025;W;M;0 - 4;N;0;0;1;0;9;10;48831
19. KW 2025;W;M;15 - 29;I;0;0;0;0;1;1;203478
19. KW 2025;W;M;15 - 29;N;0;0;0;0;0;0;203478
19. KW 2025;W;M;30 - 44;I;0;0;0;0;0;0;243372
19. KW 2025;W;M;30 - 44;N;0;0;0;0;5;5;243372
19. KW 2025;W;M;45 - 59;I;0;0;0;0;1;1;195148
19. KW 2025;W;M;45 - 59;N;1;0;0;1;6;8;195148
19. KW 2025;W;M;5 - 14;I;0;0;0;0;1;1;102221
19. KW 2025;W;M;5 - 14;N;0;0;0;0;3;3;102221
19. KW 2025;W;M;60 - 69;I;0;0;0;0;1;1;104358
19. KW 2025;W;M;60 - 69;N;0;0;0;0;8;8;104358
19. KW 2025;W;M;70 - 79;I;0;0;0;0;3;3;59055
19. KW 2025;W;M;70 - 79;N;0;0;0;0;11;11;59055
19. KW 2025;W;M;80+;I;0;0;0;0;0;0;37727
19. KW 2025;W;M;80+;N;1;0;0;0;28;29;37727
19. KW 2025;W;W;0 - 4;I;0;0;0;0;0;0;46142
19. KW 2025;W;W;0 - 4;N;0;0;1;0;4;5;46142
19. KW 2025;W;W;15 - 29;I;0;0;0;0;0;0;198848
19. KW 2025;W;W;15 - 29;N;0;0;0;1;1;2;198848
19. KW 2025;W;W;30 - 44;I;0;0;0;0;0;0;234543
19. KW 2025;W;W;30 - 44;N;0;0;0;0;6;6;234543
19. KW 2025;W;W;45 - 59;I;0;0;0;0;0;0;202809
19. KW 2025;W;W;45 - 59;N;0;1;0;0;4;5;202809
19. KW 2025;W;W;5 - 14;I;0;0;1;0;1;1;95577
19. KW 2025;W;W;5 - 14;N;0;0;0;0;1;1;95577
19. KW 2025;W;W;60 - 69;I;0;0;0;0;1;1;113775
19. KW 2025;W;W;60 - 69;N;0;0;0;0;5;5;113775
19. KW 2025;W;W;70 - 79;I;0;0;0;0;1;1;78922
19. KW 2025;W;W;70 - 79;N;1;0;0;0;14;15;78922
19. KW 2025;W;W;80+;I;0;0;0;0;2;2;63483
19. KW 2025;W;W;80+;N;1;2;0;2;22;27;63483
20. KW 2025;BGL;M;0 - 4;I;0;0;0;0;0;0;5821
20. KW 2025;BGL;M;0 - 4;N;0;0;0;0;1;1;5821
20. KW 2025;BGL;M;15 - 29;I;0;0;0;0;0;0;20767
20. KW 2025;BGL;M;15 - 29;N;0;0;0;0;0;0;20767
20. KW 2025;BGL;M;30 - 44;I;0;0;0;0;0;0;26824
20. KW 2025;BGL;M;30 - 44;N;0;0;0;0;0;0;26824
20. KW 2025;BGL;M;45 - 59;I;0;0;0;0;0;0;33456
20. KW 2025;BGL;M;45 - 59;N;0;0;0;0;0;0;33456
20. KW 2025;BGL;M;5 - 14;I;0;0;0;0;0;0;14366
20. KW 2025;BGL;M;5 - 14;N;0;0;0;0;0;0;14366
20. KW 2025;BGL;M;60 - 69;I;0;0;0;0;0;0;23636
20. KW 2025;BGL;M;60 - 69;N;0;0;0;0;3;3;23636
20. KW 2025;BGL;M;70 - 79;I;0;0;0;1;0;1;14850
20. KW 2025;BGL;M;70 - 79;N;0;0;0;0;3;3;14850
20. KW 2025;BGL;M;80+;I;0;0;0;0;2;2;7896
20. KW 2025;BGL;M;80+;N;0;0;0;1;6;7;7896
20. KW 2025;BGL;W;0 - 4;I;0;0;0;0;0;0;5479
20. KW 2025;BGL;W;0 - 4;N;0;0;0;0;0;0;5479
20. KW 2025;BGL;W;15 - 29;I;0;0;0;0;0;0;19430
20. KW 2025;BGL;W;15 - 29;N;0;0;0;0;0;0;19430
20. KW 2025;BGL;W;30 - 44;I;0;0;0;0;0;0;27602
20. KW 2025;BGL;W;30 - 44;N;0;0;0;0;0;0;27602
20. KW 2025;BGL;W;45 - 59;I;0;0;0;0;0;0;34650
20. KW 2025;BGL;W;45 - 59;N;1;0;0;0;1;2;34650
20. KW 2025;BGL;W;5 - 14;I;0;0;0;0;0;0;13550
20. KW 2025;BGL;W;5 - 14;N;0;0;0;0;0;0;13550
20. KW 2025;BGL;W;60 - 69;I;0;0;0;0;0;0;24463
20. KW 2025;BGL;W;60 - 69;N;0;0;0;0;0;0;24463
20. KW 2025;BGL;W;70 - 79;I;0;0;0;0;0;0;16725
20. KW 2025;BGL;W;70 - 79;N;0;0;0;0;5;5;16725
20. KW 2025;BGL;W;80+;I;1;0;0;0;0;1;12275
20. KW 2025;BGL;W;80+;N;0;0;0;0;8;8;12275
20. KW 2025;KTN;M;0 - 4;I;0;0;0;0;0;0;11628
20. KW 2025;KTN;M;0 - 4;N;0;0;0;0;2;2;11628
20. KW 2025;KTN;M;15 - 29;I;0;0;0;0;0;0;43695
20. KW 2025;KTN;M;15 - 29;N;0;0;0;0;1;1;43695
20. KW 2025;KTN;M;30 - 44;I;0;0;0;0;0;0;53844
20. KW 2025;KTN;M;30 - 44;N;0;0;0;0;0;0;53844
20. KW 2025;KTN;M;45 - 59;I;0;0;0;0;1;1;59759
20. KW 2025;KTN;M;45 - 59;N;0;0;0;0;2;2;59759
20. KW 2025;KTN;M;5 - 14;I;0;0;0;0;0;0;26408
20. KW 2025;KTN;M;5 - 14;N;0;0;0;0;2;2;26408
20. KW 2025;KTN;M;60 - 69;I;0;0;0;0;0;0;42195
20. KW 2025;KTN;M;60 - 69;N;0;0;0;0;7;7;42195
20. KW 2025;KTN;M;70 - 79;I;0;0;0;1;2;3;25593
20. KW 2025;KTN;M;70 - 79;N;0;0;0;0;12;12;25593
20. KW 2025;KTN;M;80+;I;0;0;0;0;0;0;15557
20. KW 2025;KTN;M;80+;N;1;0;0;0;16;16;15557
