JAHR;KW;BUNDESLAND;STATION;COVID;INFLUENZA;RSV;PNEUMOKOKKEN;SONSTIGE;AUFNAHMEN
2024;34;W;N;54;0;0;0;113;162
2024;35;BGL;I;1;0;0;0;0;1
2024;35;BGL;N;11;0;0;0;25;35
2024;35;KTN;I;1;1;0;0;3;5
2024;35;KTN;N;23;0;0;3;82;105
2024;35;NÖ;I;2;0;0;0;5;7
2024;35;NÖ;N;79;3;0;0;153;223
2024;35;OÖ;I;1;0;0;0;14;14
2024;35;OÖ;N;73;0;1;2;147;213
2024;35;SBG;I;1;0;0;0;6;7
2024;35;SBG;N;30;0;0;2;67;94
2024;35;ST;I;0;0;0;1;16;16
2024;35;ST;N;55;0;0;1;145;198
2024;35;T;I;1;0;0;0;5;5
2024;35;T;N;24;0;0;0;86;110
2024;35;V;I;0;0;0;0;2;2
2024;35;V;N;10;0;0;4;37;51
2024;35;W;I;3;0;0;0;11;14
2024;35;W;N;46;0;0;1;136;178
2024;36;BGL;I;1;0;0;0;0;1
2024;36;BGL;N;9;0;0;0;20;28
2024;36;KTN;I;0;0;0;0;6;6
2024;36;KTN;N;38;0;0;0;91;120
2024;36;NÖ;I;2;0;0;0;4;6
2024;36;NÖ;N;67;0;0;2;160;220
2024;36;OÖ;I;0;0;0;0;6;6
2024;36;OÖ;N;72;0;0;0;150;206
2024;36;SBG;I;2;0;0;0;4;6
2024;36;SBG;N;41;2;0;3;58;96
2024;36;ST;I;3;0;0;0;11;13
2024;36;ST;N;61;0;0;0;148;198
2024;36;T;I;0;0;0;0;3;3
2024;36;T;N;38;0;0;2;91;129
2024;36;V;I;0;0;0;0;1;1
2024;36;V;N;14;0;0;3;37;54
2024;36;W;I;2;0;0;1;12;14
2024;36;W;N;48;0;0;3;154;195
2024;37;BGL;I;0;0;0;0;1;1
2024;37;BGL;N;20;0;0;0;28;47
2024;37;KTN;I;0;0;0;0;4;4
2024;37;KTN;N;34;0;0;0;99;131
2024;37;NÖ;I;0;0;0;0;5;5
2024;37;NÖ;N;80;0;0;3;165;238
2024;37;OÖ;I;4;0;0;0;9;13
2024;37;OÖ;N;76;1;0;1;157;227
2024;37;SBG;I;1;0;0;0;1;2
2024;37;SBG;N;21;0;0;0;53;70
2024;37;ST;I;7;0;0;0;5;12
2024;37;ST;N;61;1;2;0;129;188
2024;37;T;I;2;0;0;0;4;6
2024;37;T;N;27;0;1;0;79;107
2024;37;V;I;2;0;0;0;1;3
2024;37;V;N;11;0;0;1;41;51
2024;37;W;I;0;0;0;1;16;17
2024;37;W;N;59;0;0;4;132;190
2024;38;BGL;I;0;0;0;0;1;1
2024;38;BGL;N;17;0;0;0;45;62
2024;38;KTN;I;1;0;0;0;2;3
2024;38;KTN;N;60;1;0;1;97;146
2024;38;NÖ;I;2;0;0;0;6;8
2024;38;NÖ;N;103;0;0;2;206;298
2024;38;OÖ;I;5;1;0;0;18;22
2024;38;OÖ;N;142;2;0;2;168;295
2024;38;SBG;I;4;0;0;0;3;6
2024;38;SBG;N;44;0;0;1;62;106
2024;38;ST;I;3;0;0;0;11;14
2024;38;ST;N;119;0;0;1;188;301
2024;38;T;I;2;0;0;0;5;6
2024;38;T;N;67;0;1;0;112;176
2024;38;V;I;0;0;0;1;3;4
2024;38;V;N;25;0;0;3;41;68
2024;38;W;I;9;0;0;1;20;28
2024;38;W;N;83;0;0;2;166;244
2024;39;BGL;I;1;0;0;0;0;1
2024;39;BGL;N;33;0;0;0;37;66
2024;39;KTN;I;0;0;0;0;1;1
2024;39;KTN;N;67;1;0;2;80;135
2024;39;NÖ;I;7;0;0;0;9;14
2024;39;NÖ;N;131;0;0;7;180;294
2024;39;OÖ;I;4;0;0;0;8;11
2024;39;OÖ;N;158;1;0;4;175;325
2024;39;SBG;I;2;0;0;0;6;8
2024;39;SBG;N;70;1;0;2;58;123
2024;39;ST;I;5;0;0;0;5;10
2024;39;ST;N;129;0;0;3;201;314
2024;39;T;I;3;0;1;0;4;8
2024;39;T;N;96;0;0;0;109;196
2024;39;V;I;0;0;0;0;3;3
2024;39;V;N;29;0;0;0;44;70
2024;39;W;I;3;0;0;0;11;14
2024;39;W;N;96;1;0;2;162;252
2024;40;BGL;I;1;0;0;0;3;4
2024;40;BGL;N;46;0;0;0;53;92
2024;40;KTN;I;1;0;0;0;3;3
2024;40;KTN;N;82;1;0;3;94;169
2024;40;NÖ;I;3;0;0;0;7;10
2024;40;NÖ;N;158;1;0;3;206;337
2024;40;OÖ;I;5;0;0;1;4;10
2024;40;OÖ;N;168;1;0;3;192;345
2024;40;SBG;I;6;0;0;0;6;12
2024;40;SBG;N;58;0;0;0;73;126
2024;40;ST;I;6;0;0;0;11;16
2024;40;ST;N;142;0;0;2;160;290
2024;40;T;I;2;1;0;0;6;8
2024;40;T;N;91;0;0;2;124;210
2024;40;V;I;0;0;0;0;0;0
2024;40;V;N;25;0;0;4;45;70
2024;40;W;I;6;0;0;1;14;20
2024;40;W;N;117;0;0;5;195;309
2024;41;BGL;I;2;0;0;0;1;3
2024;41;BGL;N;52;0;0;0;36;82
2024;41;KTN;I;2;0;0;0;4;6
2024;41;KTN;N;83;0;0;3;94;168
2024;41;NÖ;I;9;0;0;0;7;13
2024;41;NÖ;N;191;1;0;6;215;380
2024;41;OÖ;I;10;0;0;1;13;24
2024;41;OÖ;N;169;4;0;6;177;336
2024;41;SBG;I;3;0;0;1;1;5
2024;41;SBG;N;61;2;0;0;64;119
2024;41;ST;I;7;0;0;0;9;16
2024;41;ST;N;162;0;0;1;177;320
2024;41;T;I;2;0;0;0;3;5
2024;41;T;N;90;2;0;2;107;186
2024;41;V;I;0;0;0;0;1;1
2024;41;V;N;31;1;0;5;45;78
2024;41;W;I;3;0;0;0;6;9
2024;41;W;N;106;1;0;6;180;278
2024;42;BGL;I;1;0;0;0;0;1
2024;42;BGL;N;40;0;0;0;42;74
2024;42;KTN;I;0;0;0;0;4;4
2024;42;KTN;N;57;0;0;2;96;141
2024;42;NÖ;I;3;0;0;0;8;11
2024;42;NÖ;N;159;1;0;1;213;344
2024;42;OÖ;I;6;0;0;0;11;17
2024;42;OÖ;N;144;2;0;3;170;301
2024;42;SBG;I;2;0;0;0;5;6
2024;42;SBG;N;61;1;0;1;56;113
2024;42;ST;I;9;0;0;0;7;15
2024;42;ST;N;129;0;1;0;160;279
2024;42;T;I;1;0;0;0;4;5
2024;42;T;N;80;1;0;3;128;200
2024;42;V;I;1;0;0;1;3;5
2024;42;V;N;30;0;0;2;38;69
2024;42;W;I;6;0;0;2;15;22
2024;42;W;N;93;3;2;5;178;271
2024;43;BGL;I;1;0;0;0;0;1
2024;43;BGL;N;34;0;0;0;25;54
2024;43;KTN;I;0;0;0;0;2;2
2024;43;KTN;N;64;0;1;4;108;163
2024;43;NÖ;I;3;0;0;0;8;11
2024;43;NÖ;N;145;2;0;2;162;293
2024;43;OÖ;I;4;0;0;1;11;15
2024;43;OÖ;N;116;3;0;3;179;288
2024;43;SBG;I;4;0;0;0;3;6
2024;43;SBG;N;45;1;0;2;59;100
2024;43;ST;I;2;0;0;0;16;17
2024;43;ST;N;121;0;2;3;196;307
2024;43;T;I;1;0;0;0;4;4
2024;43;T;N;57;2;1;3;90;149
2024;43;V;I;2;0;0;0;2;4
2024;43;V;N;29;2;0;3;42;72
2024;43;W;I;7;0;0;1;14;22
2024;43;W;N;85;3;0;1;170;250
2024;44;BGL;I;1;0;0;0;3;4
2024;44;BGL;N;31;0;0;2;33;59
2024;44;KTN;I;1;0;0;0;3;4
2024;44;KTN;N;27;0;0;2;81;102
2024;44;NÖ;I;7;0;0;0;9;16
2024;44;NÖ;N;85;0;0;1;182;256
2024;44;OÖ;I;4;0;0;1;11;14
2024;44;OÖ;N;73;2;1;3;164;234
2024;44;SBG;I;2;0;0;0;6;8
2024;44;SBG;N;34;0;0;1;59;90
2024;44;ST;I;2;0;0;1;8;11
2024;44;ST;N;77;1;0;1;182;250
2024;44;T;I;2;0;0;0;6;8
2024;44;T;N;38;0;0;3;111;146
2024;44;V;I;0;0;0;1;1;2
2024;44;V;N;11;1;0;0;37;48
2024;44;W;I;3;0;0;3;10;15
2024;44;W;N;80;5;0;3;166;244
2024;45;BGL;I;0;0;0;1;0;1
2024;45;BGL;N;26;0;0;1;32;55
2024;45;KTN;I;1;0;0;0;4;5
2024;45;KTN;N;27;1;0;1;97;118
2024;45;NÖ;I;5;0;0;0;10;12
2024;45;NÖ;N;80;0;0;2;185;255
2024;45;OÖ;I;1;0;0;0;7;8
2024;45;OÖ;N;67;4;0;0;150;211
2024;45;SBG;I;1;0;0;0;5;6
2024;45;SBG;N;26;0;0;1;71;94
2024;45;ST;I;5;0;0;0;15;18
2024;45;ST;N;56;0;0;2;190;233
2024;45;T;I;0;0;0;0;7;7
2024;45;T;N;39;1;0;2;113;147
2024;45;V;I;1;1;0;1;2;4
2024;45;V;N;13;0;0;2;35;50
2024;45;W;I;2;0;0;0;15;17
2024;45;W;N;57;2;1;2;170;223
2024;46;BGL;I;1;0;0;0;3;4
2024;46;BGL;N;16;0;1;0;44;56
2024;46;KTN;I;0;0;0;0;1;1
2024;46;KTN;N;30;0;0;2;90;118
2024;46;NÖ;I;1;0;0;0;8;9
2024;46;NÖ;N;68;0;0;4;185;242
2024;46;OÖ;I;1;0;0;0;13;14
2024;46;OÖ;N;63;0;2;3;198;263
2024;46;SBG;I;1;0;0;0;8;8
2024;46;SBG;N;20;2;0;1;50;68
2024;46;ST;I;4;1;0;1;15;20
2024;46;ST;N;51;2;1;3;158;210
2024;46;T;I;0;0;0;0;3;3
2024;46;T;N;27;0;1;1;90;117
2024;46;V;I;0;0;0;0;1;1
2024;46;V;N;13;1;0;3;42;56
2024;46;W;I;5;0;0;0;11;16
2024;46;W;N;51;2;2;2;159;210
2024;47;BGL;I;0;0;0;0;1;1
2024;47;BGL;N;19;0;0;4;40;60
2024;47;KTN;I;1;1;0;0;3;5
2024;47;KTN;N;30;2;0;0;77;103
2024;47;NÖ;I;1;0;0;0;7;7
2024;47;NÖ;N;64;5;0;1;199;249
2024;47;OÖ;I;2;1;0;1;9;12
2024;47;OÖ;N;63;3;0;4;184;249
2024;47;SBG;I;0;0;0;0;6;6
2024;47;SBG;N;25;0;0;3;66;92
2024;47;ST;I;1;0;0;0;9;9
2024;47;ST;N;41;1;2;2;152;192
2024;47;T;I;1;0;0;0;3;4
2024;47;T;N;21;0;1;3;132;153
2024;47;V;I;0;0;0;0;3;3
2024;47;V;N;16;0;0;3;60;77
2024;47;W;I;0;0;0;0;15;15
2024;47;W;N;50;3;0;4;163;214
2024;48;BGL;I;1;0;0;0;3;4
2024;48;BGL;N;21;3;0;0;36;50
2024;48;KTN;I;0;0;0;0;6;6
2024;48;KTN;N;34;2;0;0;78;107
2024;48;NÖ;I;2;0;0;0;7;9
2024;48;NÖ;N;60;2;3;3;171;230
2024;48;OÖ;I;3;0;0;0;9;12
2024;48;OÖ;N;62;7;1;5;178;239
2024;48;SBG;I;0;0;0;0;5;5
2024;48;SBG;N;23;0;0;1;69;91
2024;48;ST;I;1;1;0;0;10;12
2024;48;ST;N;53;1;1;3;174;223
2024;48;T;I;0;0;0;0;5;5
2024;48;T;N;20;1;3;2;113;138
2024;48;V;I;2;0;0;0;4;5
2024;48;V;N;12;1;0;3;37;52
2024;48;W;I;4;1;0;0;9;14
2024;48;W;N;48;8;3;2;170;224
2024;49;BGL;I;2;0;0;0;3;4
2024;49;BGL;N;20;0;0;0;39;56
2024;49;KTN;I;1;0;0;0;9;10
2024;49;KTN;N;19;4;0;0;98;116
2024;49;NÖ;I;3;0;0;0;5;8
2024;49;NÖ;N;51;5;1;3;198;249
2024;49;OÖ;I;3;0;0;0;8;11
2024;49;OÖ;N;66;4;2;4;175;238
2024;49;SBG;I;1;0;0;0;7;7
2024;49;SBG;N;21;3;0;2;68;92
2024;49;ST;I;1;0;0;1;11;12
2024;49;ST;N;51;5;2;5;204;259
2024;49;T;I;2;0;0;1;10;10
2024;49;T;N;21;6;2;5;124;152
2024;49;V;I;0;0;0;0;2;2
2024;49;V;N;17;3;0;1;61;80
2024;49;W;I;2;0;1;3;19;24
2024;49;W;N;52;21;8;5;195;270
2024;50;BGL;I;0;0;0;0;2;2
2024;50;BGL;N;24;2;0;0;37;60
2024;50;KTN;I;0;0;0;0;3;3
2024;50;KTN;N;22;6;1;2;89;119
2024;50;NÖ;I;6;1;0;0;13;17
2024;50;NÖ;N;52;13;2;4;217;272
2024;50;OÖ;I;2;0;0;0;12;14
2024;50;OÖ;N;56;6;6;5;185;247
2024;50;SBG;I;0;0;0;0;3;3
2024;50;SBG;N;20;3;0;0;60;81
2024;50;ST;I;1;1;0;0;15;17
2024;50;ST;N;35;13;4;4;149;200
2024;50;T;I;1;0;1;0;4;5
2024;50;T;N;26;9;4;1;131;161
2024;50;V;I;0;0;0;0;1;1
2024;50;V;N;18;5;0;4;48;71
2024;50;W;I;1;2;1;1;19;24
2024;50;W;N;46;40;6;3;189;274
2024;51;BGL;I;0;1;0;0;4;4
2024;51;BGL;N;19;7;1;2;42;65
2024;51;KTN;I;0;0;0;0;7;7
2024;51;KTN;N;20;12;0;3;105;136
2024;51;NÖ;I;2;2;0;0;9;12
2024;51;NÖ;N;43;14;10;4;205;267
2024;51;OÖ;I;0;1;0;1;11;13
2024;51;OÖ;N;47;14;2;2;186;239
2024;51;SBG;I;1;0;0;0;6;7
2024;51;SBG;N;23;8;1;1;67;96
2024;51;ST;I;2;3;0;0;13;17
2024;51;ST;N;54;32;5;3;206;290
2024;51;T;I;1;0;1;1;12;13
2024;51;T;N;14;18;4;2;117;147
2024;51;V;I;1;1;0;0;1;3
2024;51;V;N;11;9;2;3;58;81
2024;51;W;I;0;4;0;1;15;20
2024;51;W;N;51;42;13;3;238;333
2024;52;BGL;I;0;0;0;0;2;2
2024;52;BGL;N;24;7;1;2;66;93
2024;52;KTN;I;0;0;0;1;4;5
2024;52;KTN;N;20;22;0;3;123;161
2024;52;NÖ;I;4;5;0;1;7;14
2024;52;NÖ;N;40;46;6;5;230;317
2024;52;OÖ;I;0;1;0;0;10;11
2024;52;OÖ;N;38;29;3;4;167;228
2024;52;SBG;I;1;0;0;0;4;5
2024;52;SBG;N;16;9;1;2;68;92
2024;52;ST;I;2;2;0;1;15;20
2024;52;ST;N;32;41;5;4;228;299
2024;52;T;I;3;2;0;0;10;12
2024;52;T;N;18;28;3;5;144;186
2024;52;V;I;0;0;0;0;2;2
2024;52;V;N;18;16;5;6;56;90
2024;52;W;I;4;6;1;0;14;24
2024;52;W;N;44;75;14;2;189;309
2025;1;BGL;I;0;0;0;0;1;1
2025;1;BGL;N;13;11;2;0;64;85
2025;1;KTN;I;1;3;0;2;3;9
2025;1;KTN;N;16;42;1;2;118;168
2025;1;NÖ;I;2;2;0;0;9;13
2025;1;NÖ;N;44;66;7;5;221;327
2025;1;OÖ;I;2;3;0;1;16;21
2025;1;OÖ;N;35;37;9;7;221;295
2025;1;SBG;I;0;1;0;0;4;5
2025;1;SBG;N;8;11;7;0;98;119
2025;1;ST;I;1;1;1;1;16;19
2025;1;ST;N;35;51;2;2;258;338
2025;1;T;I;0;0;2;0;8;10
2025;1;T;N;13;35;10;4;134;189
2025;1;V;I;2;0;0;0;5;7
2025;1;V;N;9;17;8;1;47;78
2025;1;W;I;5;7;1;2;13;25
2025;1;W;N;34;101;23;6;194;341
2025;2;BGL;I;1;0;0;0;4;4
2025;2;BGL;N;13;5;0;0;58;72
2025;2;KTN;I;0;2;0;1;10;12
2025;2;KTN;N;10;41;2;3;96;138
2025;2;NÖ;I;0;1;1;0;6;7
2025;2;NÖ;N;29;83;1;4;222;318
2025;2;OÖ;I;1;1;0;3;7;12
2025;2;OÖ;N;36;36;4;4;207;273
2025;2;SBG;I;0;0;1;0;8;9
2025;2;SBG;N;13;27;1;1;85;121
2025;2;ST;I;3;3;0;0;22;27
2025;2;ST;N;33;70;8;9;312;410
2025;2;T;I;1;2;0;1;4;7
2025;2;T;N;11;54;7;7;128;196
2025;2;V;I;2;0;0;1;3;6
2025;2;V;N;14;12;10;2;49;84
2025;2;W;I;2;10;0;1;24;35
2025;2;W;N;31;109;21;4;235;382
2025;3;BGL;I;2;2;1;0;2;6
2025;3;BGL;N;6;12;1;0;53;65
2025;3;KTN;I;0;2;0;0;5;7
2025;3;KTN;N;11;51;0;1;103;158
2025;3;NÖ;I;2;2;0;0;7;11
2025;3;NÖ;N;20;107;8;4;199;325
2025;3;OÖ;I;1;5;0;0;10;15
2025;3;OÖ;N;32;78;7;5;195;306
2025;3;SBG;I;1;1;0;0;7;9
2025;3;SBG;N;6;25;4;2;96;127
2025;3;ST;I;2;4;0;1;8;14
2025;3;ST;N;22;66;12;2;249;340
2025;3;T;I;2;5;1;0;9;17
2025;3;T;N;10;55;10;3;141;210
2025;3;V;I;1;1;0;1;4;6
2025;3;V;N;6;24;6;1;40;73
2025;3;W;I;3;6;0;1;23;32
2025;3;W;N;24;130;15;5;197;352
2025;4;BGL;I;0;0;0;0;1;1
2025;4;BGL;N;8;11;1;0;54;69
2025;4;KTN;I;0;2;0;0;2;4
2025;4;KTN;N;10;88;2;2;129;222
2025;4;NÖ;I;0;2;1;0;5;7
2025;4;NÖ;N;33;116;13;1;208;353
2025;4;OÖ;I;0;5;0;0;9;13
2025;4;OÖ;N;28;105;9;2;197;328
2025;4;SBG;I;0;2;0;1;5;8
2025;4;SBG;N;6;30;3;0;85;122
2025;4;ST;I;1;5;0;0;17;22
2025;4;ST;N;16;92;17;4;314;432
2025;4;T;I;0;4;1;0;7;10
2025;4;T;N;10;71;10;2;155;237
2025;4;V;I;1;0;0;0;7;8
2025;4;V;N;3;49;6;9;45;103
2025;4;W;I;2;8;1;1;19;29
2025;4;W;N;17;147;30;1;240;416
2025;5;BGL;I;1;0;0;0;4;5
2025;5;BGL;N;11;13;0;2;65;84
2025;5;KTN;I;0;4;0;0;5;8
2025;5;KTN;N;10;85;3;2;135;225
2025;5;NÖ;I;1;6;0;0;9;16
2025;5;NÖ;N;31;157;19;5;219;415
2025;5;OÖ;I;1;7;0;0;16;24
2025;5;OÖ;N;32;159;12;4;206;400
2025;5;SBG;I;3;1;0;0;7;11
2025;5;SBG;N;3;49;3;2;79;131
2025;5;ST;I;1;1;0;2;14;18
2025;5;ST;N;18;78;16;1;257;360
2025;5;T;I;0;2;3;1;11;16
2025;5;T;N;12;74;16;1;165;254
2025;5;V;I;1;3;0;0;3;6
2025;5;V;N;3;48;9;5;51;113
2025;5;W;I;0;7;2;3;17;25
2025;5;W;N;19;163;27;2;219;417
2025;6;BGL;I;0;0;0;0;3;3
2025;6;BGL;N;5;9;3;1;58;71
2025;6;KTN;I;1;4;1;1;6;12
2025;6;KTN;N;4;61;2;6;119;181
2025;6;NÖ;I;1;9;0;1;4;12
2025;6;NÖ;N;16;135;33;3;224;386
2025;6;OÖ;I;1;14;1;1;16;31
2025;6;OÖ;N;24;190;8;3;222;430
2025;6;SBG;I;1;0;0;0;8;9
2025;6;SBG;N;2;50;11;2;83;143
2025;6;ST;I;2;2;1;1;26;30
2025;6;ST;N;17;40;24;6;243;328
2025;6;T;I;0;7;3;0;7;17
2025;6;T;N;7;76;16;5;139;237
2025;6;V;I;0;0;0;0;2;2
2025;6;V;N;7;45;13;3;51;111
2025;6;W;I;2;4;3;2;20;31
2025;6;W;N;16;111;29;12;242;391
2025;7;BGL;I;1;2;0;0;5;8
2025;7;BGL;N;5;17;6;2;54;82
2025;7;KTN;I;0;2;0;0;7;9
2025;7;KTN;N;2;55;3;2;124;177
2025;7;NÖ;I;0;3;0;0;10;13
2025;7;NÖ;N;14;83;31;1;219;336
2025;7;OÖ;I;0;11;2;3;13;27
2025;7;OÖ;N;25;186;18;12;257;464
2025;7;SBG;I;0;1;0;0;10;11
2025;7;SBG;N;6;41;3;3;83;125
2025;7;ST;I;1;1;0;1;14;16
2025;7;ST;N;13;44;21;6;243;315
2025;7;T;I;0;3;2;1;6;10
2025;7;T;N;12;69;17;8;161;258
2025;7;V;I;0;9;1;1;5;13
2025;7;V;N;2;46;17;6;55;117
2025;7;W;I;3;12;1;1;24;38
2025;7;W;N;21;120;26;7;216;370
2025;8;BGL;I;0;0;0;1;2;3
2025;8;BGL;N;5;6;3;2;43;58
2025;8;KTN;I;0;0;0;0;7;7
2025;8;KTN;N;9;22;9;5;128;165
2025;8;NÖ;I;0;5;0;1;10;16
2025;8;NÖ;N;10;105;21;2;225;346
2025;8;OÖ;I;1;6;0;1;7;12
2025;8;OÖ;N;25;119;23;4;254;413
2025;8;SBG;I;0;0;1;1;6;8
2025;8;SBG;N;6;23;6;2;96;129
2025;8;ST;I;0;0;2;0;18;19
2025;8;ST;N;21;39;26;6;232;314
2025;8;T;I;0;4;2;0;8;11
2025;8;T;N;8;47;20;6;141;215
2025;8;V;I;0;2;0;1;4;6
2025;8;V;N;2;27;15;6;62;108
2025;8;W;I;1;9;2;1;13;25
2025;8;W;N;12;124;23;3;233;381
2025;9;BGL;I;1;1;0;0;2;4
2025;9;BGL;N;4;4;6;0;58;66
2025;9;KTN;I;0;3;0;0;4;7
2025;9;KTN;N;3;27;6;0;113;142
2025;9;NÖ;I;0;4;1;0;13;18
2025;9;NÖ;N;6;93;25;2;206;322
2025;9;OÖ;I;0;6;0;0;15;20
2025;9;OÖ;N;20;105;18;5;203;339
2025;9;SBG;I;0;0;0;0;6;6
2025;9;SBG;N;3;16;5;3;55;77
2025;9;ST;I;0;2;1;0;11;14
2025;9;ST;N;10;23;31;3;239;294
2025;9;T;I;0;4;1;0;6;10
2025;9;T;N;5;62;17;3;135;210
2025;9;V;I;0;0;0;0;1;1
2025;9;V;N;1;17;9;13;57;96
2025;9;W;I;0;11;0;1;18;30
2025;9;W;N;15;107;31;9;219;369
2025;10;BGL;I;0;0;0;0;5;5
2025;10;BGL;N;2;5;7;1;42;56
2025;10;KTN;I;0;0;0;0;3;3
2025;10;KTN;N;2;23;8;2;107;136
2025;10;NÖ;I;1;3;0;0;7;9
2025;10;NÖ;N;5;55;41;6;209;302
2025;10;OÖ;I;0;6;1;1;14;22
2025;10;OÖ;N;8;79;14;11;231;330
2025;10;SBG;I;0;0;0;0;3;3
2025;10;SBG;N;2;15;5;1;93;111
2025;10;ST;I;0;0;1;0;14;15
2025;10;ST;N;14;29;31;3;225;295
2025;10;T;I;2;1;1;0;4;8
2025;10;T;N;3;24;15;4;132;173
2025;10;V;I;0;1;0;0;2;3
2025;10;V;N;1;9;24;6;54;86
2025;10;W;I;5;6;1;2;17;29
2025;10;W;N;17;71;28;9;245;355
2025;11;BGL;I;1;1;0;1;4;6
2025;11;BGL;N;3;6;6;3;38;52
2025;11;KTN;I;0;0;0;0;7;7
2025;11;KTN;N;4;16;6;3;94;121
2025;11;NÖ;I;0;3;0;0;8;10
2025;11;NÖ;N;1;53;23;4;197;274
2025;11;OÖ;I;1;1;0;0;14;16
2025;11;OÖ;N;11;65;19;4;193;283
2025;11;SBG;I;0;0;0;0;12;12
2025;11;SBG;N;2;17;13;4;86;121
2025;11;ST;I;0;0;1;0;8;9
2025;11;ST;N;7;23;30;8;231;296
2025;11;T;I;1;2;1;1;5;9
2025;11;T;N;4;24;17;2;128;171
2025;11;V;I;0;0;0;1;7;8
2025;11;V;N;1;15;13;2;43;73
2025;11;W;I;0;6;0;2;23;29
2025;11;W;N;11;73;26;6;239;338
2025;12;BGL;I;0;0;2;1;2;5
2025;12;BGL;N;2;1;9;2;43;54
2025;12;KTN;I;0;0;0;0;8;8
2025;12;KTN;N;1;8;6;5;118;137
2025;12;NÖ;I;0;0;0;0;5;5
2025;12;NÖ;N;10;39;26;5;224;297
2025;12;OÖ;I;0;2;0;2;15;17
2025;12;OÖ;N;12;39;28;2;168;239
2025;12;SBG;I;0;1;0;0;8;9
2025;12;SBG;N;3;6;7;3;56;75
2025;12;ST;I;0;2;0;1;16;19
2025;12;ST;N;6;5;24;3;219;253
2025;12;T;I;0;1;2;1;7;11
2025;12;T;N;3;12;16;9;109;148
2025;12;V;I;0;2;0;0;0;2
2025;12;V;N;1;17;10;2;40;69
2025;12;W;I;0;4;2;5;19;29
2025;12;W;N;14;37;17;11;195;267
2025;13;BGL;I;0;0;0;0;1;1
2025;13;BGL;N;0;1;6;0;40;47
2025;13;KTN;I;0;2;0;0;2;4
2025;13;KTN;N;2;4;3;3;105;114
2025;13;NÖ;I;1;1;1;0;9;11
2025;13;NÖ;N;6;19;21;4;191;237
2025;13;OÖ;I;0;2;2;1;9;14
2025;13;OÖ;N;21;19;17;2;183;233
2025;13;SBG;I;0;0;0;1;7;8
2025;13;SBG;N;1;7;8;1;60;75
2025;13;ST;I;1;0;2;1;9;13
2025;13;ST;N;5;10;16;3;176;205
2025;13;T;I;0;0;2;0;4;6
2025;13;T;N;2;8;16;7;115;144
2025;13;V;I;0;0;0;0;3;3
2025;13;V;N;2;5;8;4;45;63
2025;13;W;I;1;2;1;1;11;16
2025;13;W;N;12;28;16;5;197;249
2025;14;BGL;I;0;0;0;0;2;2
2025;14;BGL;N;1;1;6;0;30;36
2025;14;KTN;I;0;0;0;1;4;5
2025;14;KTN;N;3;4;2;4;84;96
2025;14;NÖ;I;0;2;0;1;10;13
2025;14;NÖ;N;3;15;19;2;169;205
2025;14;OÖ;I;0;0;1;0;6;7
2025;14;OÖ;N;7;12;25;7;148;194
2025;14;SBG;I;1;0;0;1;12;13
2025;14;SBG;N;1;4;8;3;68;83
2025;14;ST;I;1;1;1;0;11;13
2025;14;ST;N;8;6;23;2;178;214
2025;14;T;I;0;0;0;0;6;6
2025;14;T;N;3;5;11;2;100;117
2025;14;V;I;0;0;0;1;3;4
2025;14;V;N;1;6;8;3;37;53
2025;14;W;I;0;0;0;0;12;12
2025;14;W;N;10;14;17;4;186;220
2025;15;BGL;I;0;0;0;0;1;1
2025;15;BGL;N;2;0;3;0;45;50
2025;15;KTN;I;0;0;0;0;11;11
2025;15;KTN;N;5;1;6;1;88;99
2025;15;NÖ;I;0;0;2;0;6;7
2025;15;NÖ;N;5;10;15;4;147;180
2025;15;OÖ;I;0;0;0;1;9;10
2025;15;OÖ;N;4;7;13;5;163;190
2025;15;SBG;I;0;0;1;0;2;2
2025;15;SBG;N;1;1;2;2;60;63
2025;15;ST;I;0;0;1;0;9;10
2025;15;ST;N;4;2;17;4;163;190
2025;15;T;I;0;0;2;1;6;9
2025;15;T;N;3;5;9;2;87;105
2025;15;V;I;0;0;0;0;0;0
2025;15;V;N;1;2;3;2;39;45
2025;15;W;I;0;1;1;0;12;14
2025;15;W;N;4;10;8;5;145;170
2025;16;BGL;I;0;0;0;0;2;2
2025;16;BGL;N;3;0;3;0;40;45
2025;16;KTN;I;0;1;0;0;5;6
2025;16;KTN;N;3;0;9;3;96;109
2025;16;NÖ;I;0;0;0;0;7;7
2025;16;NÖ;N;2;8;6;2;166;181
2025;16;OÖ;I;0;0;0;3;7;10
2025;16;OÖ;N;7;8;6;3;165;185
2025;16;SBG;I;0;0;0;0;4;4
2025;16;SBG;N;1;3;3;4;77;88
2025;16;ST;I;1;0;1;1;14;17
2025;16;ST;N;2;5;12;1;174;190
2025;16;T;I;0;0;1;0;3;4
2025;16;T;N;4;1;9;4;84;100
2025;16;V;I;0;0;0;0;2;2
2025;16;V;N;1;1;5;2;42;50
2025;16;W;I;0;1;0;1;10;12
2025;16;W;N;3;6;11;2;178;194
2025;17;BGL;I;0;0;0;0;1;1
2025;17;BGL;N;1;0;0;2;31;33
2025;17;KTN;I;0;0;0;0;5;5
2025;17;KTN;N;0;0;2;0;94;96
2025;17;NÖ;I;0;0;0;0;3;3
2025;17;NÖ;N;3;5;5;3;139;154
2025;17;OÖ;I;0;0;0;0;5;5
