JAHR;KW;BUNDESLAND;STATION;COVID;INFLUENZA;RSV;PNEUMOKOKKEN;SONSTIGE;AUFNAHMEN
2023;52;SBG;I;3;3;0;0;13;19
2023;52;SBG;N;63;20;26;3;83;181
2023;52;ST;I;11;6;2;1;12;29
2023;52;ST;N;216;55;30;3;291;552
2023;52;T;I;6;0;1;0;8;12
2023;52;T;N;116;32;41;7;166;334
2023;52;V;I;3;1;0;0;8;8
2023;52;V;N;46;23;21;12;73;161
2023;52;W;I;7;2;3;1;14;26
2023;52;W;N;184;79;54;5;232;504
2024;1;BGL;I;0;0;1;0;1;2
2024;1;BGL;N;37;4;2;2;63;97
2024;1;KTN;I;1;1;0;0;5;7
2024;1;KTN;N;59;29;14;8;147;241
2024;1;NÖ;I;4;4;0;0;9;15
2024;1;NÖ;N;128;66;20;7;229;417
2024;1;OÖ;I;2;4;5;0;7;18
2024;1;OÖ;N;152;90;62;14;217;492
2024;1;SBG;I;5;2;0;0;6;13
2024;1;SBG;N;57;26;17;4;97;191
2024;1;ST;I;9;3;1;0;25;36
2024;1;ST;N;153;44;48;5;256;470
2024;1;T;I;2;2;1;1;11;15
2024;1;T;N;64;49;45;8;139;290
2024;1;V;I;4;1;0;1;3;7
2024;1;V;N;33;20;29;9;55;136
2024;1;W;I;2;1;5;0;15;23
2024;1;W;N;121;68;58;6;202;415
2024;2;BGL;I;1;0;0;0;2;3
2024;2;BGL;N;25;4;4;2;41;70
2024;2;KTN;I;1;0;1;0;7;9
2024;2;KTN;N;38;29;11;3;112;180
2024;2;NÖ;I;3;1;0;1;7;12
2024;2;NÖ;N;72;50;24;5;167;299
2024;2;OÖ;I;3;10;1;0;12;24
2024;2;OÖ;N;97;112;39;10;205;430
2024;2;SBG;I;3;2;0;2;10;15
2024;2;SBG;N;34;22;3;1;79;128
2024;2;ST;I;1;2;2;0;12;16
2024;2;ST;N;71;36;40;2;212;341
2024;2;T;I;0;3;0;0;3;6
2024;2;T;N;42;54;30;5;154;272
2024;2;V;I;3;1;0;2;5;8
2024;2;V;N;27;25;14;7;51;115
2024;2;W;I;7;3;3;0;9;22
2024;2;W;N;89;72;37;9;167;358
2024;3;BGL;I;0;0;0;0;1;1
2024;3;BGL;N;19;4;5;0;45;69
2024;3;KTN;I;0;4;0;0;4;6
2024;3;KTN;N;19;40;11;3;126;184
2024;3;NÖ;I;1;5;0;0;8;13
2024;3;NÖ;N;64;87;23;1;167;317
2024;3;OÖ;I;2;4;3;0;11;18
2024;3;OÖ;N;52;153;47;7;209;453
2024;3;SBG;I;2;3;1;0;5;10
2024;3;SBG;N;28;43;7;1;97;163
2024;3;ST;I;0;2;2;0;10;13
2024;3;ST;N;60;42;44;1;225;361
2024;3;T;I;1;4;0;1;8;13
2024;3;T;N;39;91;27;3;173;320
2024;3;V;I;1;0;0;0;4;5
2024;3;V;N;16;25;16;5;49;100
2024;3;W;I;2;8;0;0;11;20
2024;3;W;N;60;96;53;3;190;371
2024;4;BGL;I;1;1;0;0;2;4
2024;4;BGL;N;18;7;10;2;58;88
2024;4;KTN;I;1;3;0;1;6;9
2024;4;KTN;N;21;36;19;2;115;185
2024;4;NÖ;I;0;9;1;0;6;15
2024;4;NÖ;N;43;126;46;1;194;384
2024;4;OÖ;I;2;9;2;1;10;22
2024;4;OÖ;N;40;217;78;8;216;528
2024;4;SBG;I;3;3;2;0;10;18
2024;4;SBG;N;13;64;21;3;77;168
2024;4;ST;I;0;2;4;2;15;23
2024;4;ST;N;36;50;68;2;253;390
2024;4;T;I;3;4;1;1;6;13
2024;4;T;N;35;111;58;3;140;328
2024;4;V;I;0;3;0;1;5;9
2024;4;V;N;4;37;16;6;37;98
2024;4;W;I;3;10;4;1;9;27
2024;4;W;N;59;141;81;6;213;458
2024;5;BGL;I;0;0;0;0;2;2
2024;5;BGL;N;12;12;7;1;67;91
2024;5;KTN;I;1;3;0;0;3;6
2024;5;KTN;N;15;43;16;2;124;191
2024;5;NÖ;I;1;3;0;0;7;11
2024;5;NÖ;N;40;162;61;6;201;441
2024;5;OÖ;I;3;9;3;1;17;28
2024;5;OÖ;N;39;239;81;7;259;582
2024;5;SBG;I;0;3;1;0;14;18
2024;5;SBG;N;16;49;29;0;106;188
2024;5;ST;I;2;7;5;2;13;26
2024;5;ST;N;33;63;86;4;277;441
2024;5;T;I;0;4;1;0;6;10
2024;5;T;N;20;91;55;3;156;306
2024;5;V;I;0;4;1;2;3;7
2024;5;V;N;10;57;12;7;65;147
2024;5;W;I;0;12;2;1;11;23
2024;5;W;N;37;140;81;8;225;449
2024;6;BGL;I;0;1;0;1;2;3
2024;6;BGL;N;4;22;13;1;78;109
2024;6;KTN;I;1;1;1;0;7;9
2024;6;KTN;N;13;43;10;1;127;187
2024;6;NÖ;I;0;11;3;0;8;22
2024;6;NÖ;N;24;153;79;4;214;450
2024;6;OÖ;I;2;7;0;0;13;20
2024;6;OÖ;N;29;167;80;11;234;493
2024;6;SBG;I;1;5;1;0;14;21
2024;6;SBG;N;13;43;34;4;92;171
2024;6;ST;I;0;2;1;2;18;22
2024;6;ST;N;21;64;76;3;323;468
2024;6;T;I;0;4;3;1;8;14
2024;6;T;N;19;90;59;5;164;321
2024;6;V;I;2;4;2;0;5;11
2024;6;V;N;5;58;13;5;53;125
2024;6;W;I;2;8;2;1;13;23
2024;6;W;N;21;119;95;6;218;431
2024;7;BGL;I;0;2;1;0;2;4
2024;7;BGL;N;5;15;12;2;45;70
2024;7;KTN;I;0;4;0;0;3;7
2024;7;KTN;N;4;48;12;1;96;155
2024;7;NÖ;I;3;9;1;0;6;17
2024;7;NÖ;N;19;88;43;7;194;336
2024;7;OÖ;I;0;6;0;1;5;12
2024;7;OÖ;N;21;128;63;6;239;436
2024;7;SBG;I;1;4;0;0;16;19
2024;7;SBG;N;11;34;16;7;70;127
2024;7;ST;I;1;2;5;0;15;22
2024;7;ST;N;18;61;78;8;278;428
2024;7;T;I;1;5;1;0;6;13
2024;7;T;N;12;45;59;7;129;241
2024;7;V;I;0;1;0;0;3;4
2024;7;V;N;3;29;11;3;57;98
2024;7;W;I;2;6;5;0;20;33
2024;7;W;N;32;67;69;2;234;370
2024;8;BGL;I;2;2;1;0;3;7
2024;8;BGL;N;5;7;15;1;49;75
2024;8;KTN;I;2;1;0;0;2;4
2024;8;KTN;N;1;28;7;3;121;157
2024;8;NÖ;I;0;2;1;1;5;8
2024;8;NÖ;N;23;53;41;3;197;301
2024;8;OÖ;I;2;6;0;1;8;17
2024;8;OÖ;N;23;65;56;4;191;322
2024;8;SBG;I;1;1;1;0;8;11
2024;8;SBG;N;8;19;14;1;82;119
2024;8;ST;I;0;0;1;0;17;18
2024;8;ST;N;9;42;58;7;235;336
2024;8;T;I;1;2;2;1;4;10
2024;8;T;N;8;34;42;2;130;207
2024;8;V;I;0;1;0;0;4;5
2024;8;V;N;6;24;9;4;59;99
2024;8;W;I;1;2;3;3;12;20
2024;8;W;N;14;37;45;3;211;293
2024;9;BGL;I;0;0;0;0;1;1
2024;9;BGL;N;6;6;10;1;37;54
2024;9;KTN;I;0;0;0;1;3;4
2024;9;KTN;N;5;26;5;1;104;137
2024;9;NÖ;I;1;1;1;0;8;11
2024;9;NÖ;N;7;26;29;2;195;251
2024;9;OÖ;I;1;2;0;0;10;13
2024;9;OÖ;N;17;32;39;8;190;275
2024;9;SBG;I;0;1;2;0;4;6
2024;9;SBG;N;5;10;9;1;84;105
2024;9;ST;I;0;1;1;1;8;10
2024;9;ST;N;7;17;41;0;197;258
2024;9;T;I;0;2;2;0;7;11
2024;9;T;N;5;24;23;6;122;178
2024;9;V;I;0;0;0;1;6;7
2024;9;V;N;3;15;12;6;36;68
2024;9;W;I;1;1;1;1;6;10
2024;9;W;N;13;26;35;2;182;248
2024;10;BGL;I;0;0;0;0;3;3
2024;10;BGL;N;1;2;3;0;30;35
2024;10;KTN;I;0;2;1;1;6;9
2024;10;KTN;N;3;16;5;1;99;123
2024;10;NÖ;I;0;0;1;0;11;11
2024;10;NÖ;N;9;23;33;2;168;227
2024;10;OÖ;I;0;0;0;0;9;9
2024;10;OÖ;N;16;18;31;4;195;258
2024;10;SBG;I;1;0;1;1;8;10
2024;10;SBG;N;7;9;6;3;72;90
2024;10;ST;I;1;1;2;0;16;19
2024;10;ST;N;5;7;39;1;180;224
2024;10;T;I;1;1;0;0;8;10
2024;10;T;N;4;19;20;5;142;181
2024;10;V;I;0;2;0;0;2;4
2024;10;V;N;3;6;9;2;51;68
2024;10;W;I;3;4;1;0;12;19
2024;10;W;N;11;20;32;5;229;279
2024;11;BGL;I;0;0;0;0;3;3
2024;11;BGL;N;3;3;6;0;46;55
2024;11;KTN;I;0;0;0;1;3;4
2024;11;KTN;N;4;14;7;2;112;135
2024;11;NÖ;I;0;1;1;1;5;7
2024;11;NÖ;N;7;13;19;2;191;224
2024;11;OÖ;I;0;0;0;2;6;8
2024;11;OÖ;N;17;12;15;4;171;210
2024;11;SBG;I;0;1;0;1;4;5
2024;11;SBG;N;5;4;8;2;63;81
2024;11;ST;I;0;0;0;0;10;10
2024;11;ST;N;6;6;31;4;175;219
2024;11;T;I;0;0;1;1;8;9
2024;11;T;N;3;10;14;5;111;142
2024;11;V;I;0;0;0;0;1;1
2024;11;V;N;4;5;6;4;46;62
2024;11;W;I;0;1;1;0;18;19
2024;11;W;N;15;11;16;4;188;222
2024;12;BGL;I;1;0;0;0;1;2
2024;12;BGL;N;1;1;4;2;41;48
2024;12;KTN;I;0;0;0;0;2;2
2024;12;KTN;N;4;10;8;3;109;130
2024;12;NÖ;I;0;0;0;0;9;9
2024;12;NÖ;N;9;17;10;1;168;199
2024;12;OÖ;I;0;0;1;0;4;5
2024;12;OÖ;N;10;9;7;4;198;225
2024;12;SBG;I;0;2;0;0;6;8
2024;12;SBG;N;3;4;6;3;67;79
2024;12;ST;I;2;0;1;1;8;12
2024;12;ST;N;5;6;22;2;179;208
2024;12;T;I;1;1;0;0;5;6
2024;12;T;N;7;7;9;4;105;130
2024;12;V;I;0;0;0;0;2;2
2024;12;V;N;4;4;6;3;51;68
2024;12;W;I;0;1;0;1;12;14
2024;12;W;N;10;3;11;1;179;199
2024;13;BGL;I;0;0;0;0;0;0
2024;13;BGL;N;2;0;1;0;47;50
2024;13;KTN;I;0;0;0;0;7;7
2024;13;KTN;N;4;4;1;6;108;119
2024;13;NÖ;I;0;0;0;0;6;6
2024;13;NÖ;N;4;11;9;3;173;196
2024;13;OÖ;I;2;2;0;2;7;13
2024;13;OÖ;N;16;5;4;5;166;193
2024;13;SBG;I;0;0;0;1;4;5
2024;13;SBG;N;3;3;9;1;73;88
2024;13;ST;I;0;0;2;1;9;12
2024;13;ST;N;6;4;18;4;205;236
2024;13;T;I;1;0;1;1;8;11
2024;13;T;N;6;6;8;8;124;150
2024;13;V;I;0;0;0;1;4;5
2024;13;V;N;0;2;4;4;35;45
2024;13;W;I;0;1;1;0;11;13
2024;13;W;N;6;2;13;3;201;218
2024;14;BGL;I;0;0;0;0;0;0
2024;14;BGL;N;1;0;1;1;47;50
2024;14;KTN;I;0;0;0;0;2;2
2024;14;KTN;N;2;4;1;1;113;121
2024;14;NÖ;I;0;0;1;1;6;8
2024;14;NÖ;N;9;3;6;5;203;220
2024;14;OÖ;I;0;0;0;0;6;6
2024;14;OÖ;N;11;7;6;8;201;229
2024;14;SBG;I;0;0;0;1;11;12
2024;14;SBG;N;2;2;0;3;56;62
2024;14;ST;I;0;0;1;0;10;11
2024;14;ST;N;8;2;10;2;177;198
2024;14;T;I;0;1;2;1;4;7
2024;14;T;N;2;0;7;2;140;151
2024;14;V;I;0;0;0;0;3;3
2024;14;V;N;1;0;2;4;66;73
2024;14;W;I;1;0;0;0;13;14
2024;14;W;N;8;5;5;5;178;197
2024;15;BGL;I;0;0;0;0;2;2
2024;15;BGL;N;1;0;0;1;41;43
2024;15;KTN;I;1;0;0;0;2;3
2024;15;KTN;N;2;1;3;3;83;91
2024;15;NÖ;I;0;1;0;0;8;9
2024;15;NÖ;N;3;4;3;1;197;206
2024;15;OÖ;I;0;0;0;0;8;8
2024;15;OÖ;N;4;5;1;2;189;199
2024;15;SBG;I;0;0;0;0;5;5
2024;15;SBG;N;1;1;0;2;64;68
2024;15;ST;I;2;0;0;0;7;9
2024;15;ST;N;6;2;4;4;170;185
2024;15;T;I;0;0;1;0;9;10
2024;15;T;N;4;1;1;4;122;130
2024;15;V;I;0;0;0;0;0;0
2024;15;V;N;1;0;5;5;45;54
2024;15;W;I;0;0;0;0;12;12
2024;15;W;N;12;3;2;1;172;187
2024;16;BGL;I;0;0;0;0;3;3
2024;16;BGL;N;0;0;1;1;35;37
2024;16;KTN;I;0;0;0;0;5;5
2024;16;KTN;N;1;2;2;0;85;88
2024;16;NÖ;I;0;0;0;0;5;5
2024;16;NÖ;N;5;5;2;2;169;183
2024;16;OÖ;I;0;0;0;0;14;14
2024;16;OÖ;N;10;2;4;6;164;183
2024;16;SBG;I;0;0;0;0;1;1
2024;16;SBG;N;4;0;0;0;70;74
2024;16;ST;I;0;0;0;1;16;17
2024;16;ST;N;6;0;6;4;164;179
2024;16;T;I;0;1;0;0;3;4
2024;16;T;N;3;1;2;5;108;119
2024;16;V;I;0;0;0;0;2;2
2024;16;V;N;1;0;1;3;44;49
2024;16;W;I;0;0;0;0;11;11
2024;16;W;N;14;2;4;1;176;193
2024;17;BGL;I;0;0;0;0;0;0
2024;17;BGL;N;2;1;0;0;41;44
2024;17;KTN;I;0;0;0;0;4;4
2024;17;KTN;N;1;1;0;3;85;90
2024;17;NÖ;I;0;0;0;0;5;5
2024;17;NÖ;N;6;1;0;4;190;200
2024;17;OÖ;I;0;0;0;0;5;5
2024;17;OÖ;N;7;1;2;5;176;190
2024;17;SBG;I;0;0;0;0;2;2
2024;17;SBG;N;4;0;0;1;62;64
2024;17;ST;I;0;0;0;0;10;10
2024;17;ST;N;4;1;3;3;164;174
2024;17;T;I;0;0;0;0;8;8
2024;17;T;N;3;1;4;5;117;128
2024;17;V;I;0;0;0;0;3;3
2024;17;V;N;0;0;0;4;39;43
2024;17;W;I;1;0;0;1;12;14
2024;17;W;N;3;2;3;1;171;177
2024;18;BGL;I;0;0;0;0;2;2
2024;18;BGL;N;0;0;0;1;34;35
2024;18;KTN;I;0;0;0;0;4;4
2024;18;KTN;N;1;0;0;1;100;102
2024;18;NÖ;I;1;0;0;1;5;7
2024;18;NÖ;N;4;3;0;2;191;200
2024;18;OÖ;I;0;0;0;1;6;7
2024;18;OÖ;N;6;1;1;4;176;186
2024;18;SBG;I;0;0;0;0;7;7
2024;18;SBG;N;4;2;0;1;60;67
2024;18;ST;I;0;0;0;1;6;7
2024;18;ST;N;6;0;1;5;175;186
2024;18;T;I;1;1;0;0;8;10
2024;18;T;N;6;4;1;5;131;147
2024;18;V;I;0;0;0;1;2;3
2024;18;V;N;1;1;0;8;50;60
2024;18;W;I;0;0;0;3;9;11
2024;18;W;N;9;2;0;0;180;188
2024;19;BGL;I;0;0;0;0;3;3
2024;19;BGL;N;0;0;0;0;40;40
2024;19;KTN;I;0;0;0;1;5;6
2024;19;KTN;N;5;0;0;0;89;93
2024;19;NÖ;I;0;1;0;0;4;5
2024;19;NÖ;N;3;1;1;4;165;173
2024;19;OÖ;I;0;0;0;0;7;7
2024;19;OÖ;N;8;3;1;6;185;202
2024;19;SBG;I;1;0;0;0;8;9
2024;19;SBG;N;1;1;0;1;62;64
2024;19;ST;I;0;0;0;1;14;15
2024;19;ST;N;5;0;1;4;152;162
2024;19;T;I;0;0;0;1;1;2
2024;19;T;N;4;0;1;2;98;104
2024;19;V;I;0;0;0;0;0;0
2024;19;V;N;4;0;0;2;45;51
2024;19;W;I;1;0;0;0;12;12
2024;19;W;N;10;1;2;1;178;191
2024;20;BGL;I;0;0;0;0;1;1
2024;20;BGL;N;0;0;0;0;34;34
2024;20;KTN;I;0;0;0;0;6;6
2024;20;KTN;N;2;1;0;1;82;85
2024;20;NÖ;I;0;0;0;0;5;5
2024;20;NÖ;N;3;1;0;2;189;193
2024;20;OÖ;I;0;0;0;0;3;3
2024;20;OÖ;N;4;4;1;7;153;168
2024;20;SBG;I;0;0;0;0;6;6
2024;20;SBG;N;2;0;1;1;63;67
2024;20;ST;I;0;0;0;2;9;11
2024;20;ST;N;2;0;2;3;167;173
2024;20;T;I;0;0;0;0;5;5
2024;20;T;N;4;1;1;4;106;116
2024;20;V;I;0;0;0;0;3;3
2024;20;V;N;1;1;0;2;40;43
2024;20;W;I;1;0;0;0;16;17
2024;20;W;N;8;1;0;0;156;164
2024;21;BGL;I;0;0;0;0;0;0
2024;21;BGL;N;0;0;0;0;29;29
2024;21;KTN;I;0;0;0;0;4;4
2024;21;KTN;N;0;0;0;2;98;100
2024;21;NÖ;I;0;0;0;0;4;4
2024;21;NÖ;N;6;1;0;2;178;185
2024;21;OÖ;I;0;0;0;0;5;5
2024;21;OÖ;N;5;1;0;5;156;167
2024;21;SBG;I;0;1;0;0;4;5
2024;21;SBG;N;1;0;0;1;42;44
2024;21;ST;I;0;0;0;1;11;12
2024;21;ST;N;4;1;0;0;142;146
2024;21;T;I;0;0;0;0;6;6
2024;21;T;N;6;0;1;4;84;94
2024;21;V;I;0;0;0;1;6;7
2024;21;V;N;0;1;1;2;41;44
2024;21;W;I;0;0;0;1;10;11
2024;21;W;N;7;1;0;1;151;160
2024;22;BGL;I;0;0;0;0;0;0
2024;22;BGL;N;1;0;0;0;43;44
2024;22;KTN;I;1;0;0;0;6;6
2024;22;KTN;N;1;0;0;2;80;83
2024;22;NÖ;I;0;0;0;0;4;4
2024;22;NÖ;N;7;1;0;2;145;153
2024;22;OÖ;I;0;0;0;1;8;9
2024;22;OÖ;N;10;0;0;0;151;160
2024;22;SBG;I;1;0;0;0;2;2
2024;22;SBG;N;4;1;1;2;64;69
2024;22;ST;I;0;0;0;0;9;9
2024;22;ST;N;10;0;0;2;132;142
2024;22;T;I;0;0;0;1;2;3
2024;22;T;N;7;1;0;2;114;124
2024;22;V;I;0;0;0;1;1;2
2024;22;V;N;2;0;0;2;41;45
2024;22;W;I;0;0;0;0;14;14
2024;22;W;N;7;1;0;3;138;148
2024;23;BGL;I;0;0;0;0;0;0
2024;23;BGL;N;0;0;0;1;39;40
2024;23;KTN;I;0;0;0;0;2;2
2024;23;KTN;N;3;0;0;0;93;96
2024;23;NÖ;I;0;0;0;0;6;6
2024;23;NÖ;N;11;0;0;3;162;174
2024;23;OÖ;I;1;0;0;0;14;14
2024;23;OÖ;N;13;0;2;2;184;196
2024;23;SBG;I;0;0;0;0;4;4
2024;23;SBG;N;7;2;0;2;57;66
2024;23;ST;I;0;0;0;0;8;8
2024;23;ST;N;6;1;0;0;156;163
2024;23;T;I;0;0;0;1;6;7
2024;23;T;N;8;1;0;2;114;124
2024;23;V;I;0;0;0;0;4;4
2024;23;V;N;0;0;0;3;46;49
2024;23;W;I;1;0;0;3;19;23
2024;23;W;N;13;2;0;3;155;171
2024;24;BGL;I;0;0;0;0;0;0
2024;24;BGL;N;2;0;0;1;33;36
2024;24;KTN;I;0;0;0;0;3;3
2024;24;KTN;N;4;0;0;2;80;84
2024;24;NÖ;I;0;0;0;0;4;4
2024;24;NÖ;N;7;0;0;1;178;185
2024;24;OÖ;I;0;0;0;1;7;8
2024;24;OÖ;N;12;2;1;3;170;187
2024;24;SBG;I;0;0;0;1;3;4
2024;24;SBG;N;8;0;0;0;51;59
2024;24;ST;I;0;0;0;0;13;13
2024;24;ST;N;6;0;0;2;137;144
2024;24;T;I;0;0;0;0;7;7
2024;24;T;N;8;0;0;1;102;109
2024;24;V;I;0;0;0;0;5;5
2024;24;V;N;1;0;1;0;40;42
2024;24;W;I;1;0;0;2;17;20
2024;24;W;N;18;0;0;4;160;179
2024;25;BGL;I;0;0;0;0;2;2
2024;25;BGL;N;0;0;0;0;38;38
2024;25;KTN;I;0;0;0;0;2;2
2024;25;KTN;N;12;0;0;2;77;88
2024;25;NÖ;I;0;0;0;0;1;1
2024;25;NÖ;N;20;2;0;2;167;186
2024;25;OÖ;I;0;0;0;1;9;10
2024;25;OÖ;N;16;1;0;2;168;183
2024;25;SBG;I;0;0;0;0;4;4
2024;25;SBG;N;11;0;0;1;60;71
2024;25;ST;I;2;0;0;1;10;12
2024;25;ST;N;13;1;2;0;157;171
2024;25;T;I;0;0;0;0;5;5
2024;25;T;N;12;0;0;1;109;120
2024;25;V;I;0;0;0;1;6;7
2024;25;V;N;4;0;0;1;40;44
2024;25;W;I;1;0;0;1;9;11
2024;25;W;N;12;0;0;1;153;165
2024;26;BGL;I;0;0;0;0;1;1
2024;26;BGL;N;1;0;0;0;34;35
2024;26;KTN;I;0;0;0;0;1;1
2024;26;KTN;N;2;0;0;0;88;89
2024;26;NÖ;I;1;0;0;0;6;7
2024;26;NÖ;N;18;1;0;2;164;182
2024;26;OÖ;I;0;0;0;1;10;11
2024;26;OÖ;N;11;3;0;2;159;174
2024;26;SBG;I;1;0;0;0;9;10
2024;26;SBG;N;15;0;0;2;64;80
2024;26;ST;I;0;0;0;0;6;6
2024;26;ST;N;10;0;0;0;156;166
2024;26;T;I;2;0;0;0;2;4
2024;26;T;N;11;0;0;2;97;108
2024;26;V;I;0;0;0;0;4;4
2024;26;V;N;3;1;0;3;42;48
2024;26;W;I;3;0;0;0;15;18
2024;26;W;N;23;0;2;2;140;165
2024;27;BGL;I;0;0;0;0;1;1
2024;27;BGL;N;5;0;0;0;37;40
2024;27;KTN;I;1;0;0;0;4;5
2024;27;KTN;N;3;0;0;1;82;85
2024;27;NÖ;I;2;0;0;0;5;7
2024;27;NÖ;N;20;0;0;0;160;178
2024;27;OÖ;I;3;0;0;0;15;17
2024;27;OÖ;N;14;1;0;3;134;151
2024;27;SBG;I;1;0;0;0;5;6
2024;27;SBG;N;12;0;0;2;68;82
2024;27;ST;I;1;0;0;0;8;9
2024;27;ST;N;14;1;1;0;115;129
2024;27;T;I;2;0;0;0;7;8
2024;27;T;N;9;0;1;1;90;100
2024;27;V;I;0;0;0;0;3;3
2024;27;V;N;3;0;0;4;33;39
2024;27;W;I;2;0;0;0;10;11
2024;27;W;N;29;1;0;4;148;177
2024;28;BGL;I;0;0;0;0;2;2
2024;28;BGL;N;3;0;0;1;28;31
2024;28;KTN;I;0;0;0;0;3;3
2024;28;KTN;N;5;0;0;1;85;91
2024;28;NÖ;I;0;0;0;0;6;6
2024;28;NÖ;N;19;0;0;2;159;173
2024;28;OÖ;I;2;0;0;0;9;11
2024;28;OÖ;N;33;0;0;3;175;209
2024;28;SBG;I;0;0;0;0;2;2
2024;28;SBG;N;9;0;0;2;51;61
2024;28;ST;I;0;0;0;0;5;5
2024;28;ST;N;19;0;1;0;145;162
2024;28;T;I;1;0;0;2;6;9
2024;28;T;N;18;1;2;2;77;99
2024;28;V;I;0;0;0;1;5;6
2024;28;V;N;10;1;0;1;44;54
2024;28;W;I;1;1;0;0;11;13
2024;28;W;N;33;0;1;1;129;158
2024;29;BGL;I;1;0;0;0;0;1
2024;29;BGL;N;6;0;0;0;29;34
2024;29;KTN;I;0;0;0;0;6;6
2024;29;KTN;N;12;0;0;2;96;108
2024;29;NÖ;I;2;0;0;0;8;10
2024;29;NÖ;N;18;0;0;2;138;155
2024;29;OÖ;I;1;0;0;0;5;5
2024;29;OÖ;N;36;0;0;1;143;178
2024;29;SBG;I;1;0;0;0;5;6
2024;29;SBG;N;14;0;0;3;55;70
2024;29;ST;I;0;0;0;0;11;11
2024;29;ST;N;23;0;0;0;158;180
2024;29;T;I;1;0;0;0;4;5
2024;29;T;N;18;0;0;3;75;96
2024;29;V;I;0;0;0;0;3;3
2024;29;V;N;4;1;0;1;38;44
2024;29;W;I;1;0;0;0;17;17
2024;29;W;N;34;2;1;3;166;201
2024;30;BGL;I;0;0;0;0;3;3
2024;30;BGL;N;7;1;0;0;26;31
2024;30;KTN;I;0;0;0;0;0;0
2024;30;KTN;N;4;1;0;0;71;75
2024;30;NÖ;I;0;0;0;0;2;2
2024;30;NÖ;N;26;0;0;0;167;188
2024;30;OÖ;I;2;0;0;0;4;5
2024;30;OÖ;N;27;2;0;2;162;190
2024;30;SBG;I;0;0;0;0;4;4
2024;30;SBG;N;16;1;0;0;44;57
2024;30;ST;I;0;0;0;0;7;7
2024;30;ST;N;32;0;0;0;142;170
2024;30;T;I;1;0;0;0;4;5
2024;30;T;N;18;0;0;1;107;124
2024;30;V;I;0;0;0;0;0;0
2024;30;V;N;5;1;0;1;32;39
2024;30;W;I;2;0;0;0;11;12
2024;30;W;N;37;2;0;5;150;187
2024;31;BGL;I;0;0;0;0;2;2
2024;31;BGL;N;16;0;0;1;29;44
2024;31;KTN;I;0;0;0;0;2;2
2024;31;KTN;N;9;0;0;2;101;111
2024;31;NÖ;I;1;0;0;0;3;4
2024;31;NÖ;N;34;2;0;1;146;180
2024;31;OÖ;I;0;0;0;0;2;2
2024;31;OÖ;N;29;2;1;1;169;201
2024;31;SBG;I;1;0;0;0;4;5
2024;31;SBG;N;12;0;0;1;47;60
2024;31;ST;I;0;0;0;1;13;14
2024;31;ST;N;35;0;0;1;150;184
2024;31;T;I;1;0;0;1;7;8
2024;31;T;N;21;0;0;2;104;122
2024;31;V;I;0;0;0;0;2;2
2024;31;V;N;4;0;0;1;24;29
2024;31;W;I;2;0;0;0;6;8
2024;31;W;N;40;0;0;3;123;159
2024;32;BGL;I;0;0;0;0;1;1
2024;32;BGL;N;12;1;0;0;32;41
2024;32;KTN;I;0;0;0;0;2;2
2024;32;KTN;N;11;0;0;2;71;82
2024;32;NÖ;I;0;0;0;0;4;4
2024;32;NÖ;N;46;0;0;1;155;197
2024;32;OÖ;I;1;0;0;0;6;7
2024;32;OÖ;N;34;1;0;1;123;158
2024;32;SBG;I;1;0;0;0;2;3
2024;32;SBG;N;18;1;0;2;60;78
2024;32;ST;I;2;0;0;0;8;10
2024;32;ST;N;43;1;1;2;139;181
2024;32;T;I;0;0;0;0;3;3
2024;32;T;N;32;1;0;0;94;122
2024;32;V;I;1;0;0;0;5;6
2024;32;V;N;7;0;0;0;41;45
2024;32;W;I;3;0;0;0;10;13
2024;32;W;N;52;0;1;5;152;200
2024;33;BGL;I;1;0;0;0;1;2
2024;33;BGL;N;11;0;0;0;25;34
2024;33;KTN;I;0;0;0;0;1;1
2024;33;KTN;N;20;0;0;3;76;96
2024;33;NÖ;I;1;0;0;0;8;9
2024;33;NÖ;N;40;1;1;2;170;208
2024;33;OÖ;I;0;0;0;0;9;9
2024;33;OÖ;N;35;0;0;1;157;187
2024;33;SBG;I;3;0;0;1;8;10
2024;33;SBG;N;17;0;0;1;52;69
2024;33;ST;I;5;0;0;0;5;7
2024;33;ST;N;43;0;0;2;147;191
2024;33;T;I;0;0;0;0;4;4
2024;33;T;N;19;0;0;1;80;99
2024;33;V;I;0;0;0;0;0;0
2024;33;V;N;8;0;0;3;31;41
2024;33;W;I;2;0;0;0;9;11
2024;33;W;N;47;1;0;1;127;174
2024;34;BGL;I;2;0;0;0;2;4
2024;34;BGL;N;14;0;0;0;25;38
2024;34;KTN;I;1;0;0;0;2;3
2024;34;KTN;N;27;1;0;0;93;116
2024;34;NÖ;I;1;0;0;0;4;5
2024;34;NÖ;N;57;1;0;1;161;209
2024;34;OÖ;I;0;0;0;0;9;9
2024;34;OÖ;N;42;0;0;1;141;183
2024;34;SBG;I;0;0;0;0;3;3
2024;34;SBG;N;19;1;0;0;48;66
2024;34;ST;I;4;0;0;0;11;15
2024;34;ST;N;39;0;0;1;139;175
2024;34;T;I;0;0;0;0;8;8
2024;34;T;N;25;0;0;2;84;107
2024;34;V;I;0;0;0;0;3;3
2024;34;V;N;11;0;0;3;46;57
2024;34;W;I;1;0;0;0;3;4
