KW;BUNDESLAND;STATION;COVID;INFLUENZA;RSV;SONSTIGE;AUFNAHMEN
19. KW 2023;BGL;I;0;0;0;0;0
19. KW 2023;BGL;N;0;0;0;38;41
19. KW 2023;KTN;I;0;0;0;5;5
19. KW 2023;KTN;N;0;1;0;78;86
19. KW 2023;NÖ;I;0;0;0;3;3
19. KW 2023;NÖ;N;0;3;0;172;200
19. KW 2023;OÖ;I;0;0;0;5;5
19. KW 2023;OÖ;N;0;0;0;170;189
19. KW 2023;SBG;I;0;0;0;4;6
19. KW 2023;SBG;N;0;0;0;48;57
19. KW 2023;ST;I;0;0;0;10;10
19. KW 2023;ST;N;0;2;0;162;189
19. KW 2023;T;I;0;0;0;12;12
19. KW 2023;T;N;0;2;0;117;131
19. KW 2023;V;I;0;0;0;6;6
19. KW 2023;V;N;0;0;0;41;47
19. KW 2023;W;I;0;0;0;7;10
19. KW 2023;W;N;0;0;0;141;181
20. KW 2023;BGL;I;0;0;0;2;2
20. KW 2023;BGL;N;0;0;0;45;48
20. KW 2023;KTN;I;0;0;0;1;1
20. KW 2023;KTN;N;0;0;0;68;80
20. KW 2023;NÖ;I;0;0;0;5;5
20. KW 2023;NÖ;N;0;2;1;162;178
20. KW 2023;OÖ;I;0;0;0;11;12
20. KW 2023;OÖ;N;0;0;1;167;183
20. KW 2023;SBG;I;0;0;0;4;4
20. KW 2023;SBG;N;0;0;0;64;67
20. KW 2023;ST;I;0;0;0;8;11
20. KW 2023;ST;N;0;1;0;154;176
20. KW 2023;T;I;0;0;0;1;1
20. KW 2023;T;N;0;0;0;92;100
20. KW 2023;V;I;0;0;0;3;4
20. KW 2023;V;N;0;0;0;36;40
20. KW 2023;W;I;0;0;0;11;13
20. KW 2023;W;N;0;0;1;130;167
21. KW 2023;BGL;I;0;0;0;3;3
21. KW 2023;BGL;N;0;0;0;35;42
21. KW 2023;KTN;I;0;0;0;2;2
21. KW 2023;KTN;N;0;0;1;86;101
21. KW 2023;NÖ;I;0;0;0;7;7
21. KW 2023;NÖ;N;0;1;0;151;157
21. KW 2023;OÖ;I;0;0;0;5;6
21. KW 2023;OÖ;N;0;0;1;165;180
21. KW 2023;SBG;I;0;0;0;5;6
21. KW 2023;SBG;N;0;0;0;48;53
21. KW 2023;ST;I;0;0;1;15;17
21. KW 2023;ST;N;0;0;0;145;167
21. KW 2023;T;I;0;0;0;4;4
21. KW 2023;T;N;0;1;0;111;117
21. KW 2023;V;I;0;0;0;4;4
21. KW 2023;V;N;0;0;1;44;47
21. KW 2023;W;I;0;0;0;9;11
21. KW 2023;W;N;0;0;0;162;193
22. KW 2023;BGL;I;0;0;0;3;4
22. KW 2023;BGL;N;0;0;1;32;35
22. KW 2023;KTN;I;0;0;0;0;1
22. KW 2023;KTN;N;0;0;1;74;83
22. KW 2023;NÖ;I;0;0;0;7;7
22. KW 2023;NÖ;N;0;0;0;167;172
22. KW 2023;OÖ;I;0;0;0;5;5
22. KW 2023;OÖ;N;0;0;0;130;147
22. KW 2023;SBG;I;0;0;0;3;3
22. KW 2023;SBG;N;0;0;0;48;53
22. KW 2023;ST;I;0;1;0;21;22
22. KW 2023;ST;N;0;0;0;141;154
22. KW 2023;T;I;0;0;0;7;7
22. KW 2023;T;N;0;1;1;87;91
22. KW 2023;V;I;0;0;0;3;3
22. KW 2023;V;N;0;0;0;46;51
22. KW 2023;W;I;0;0;0;10;10
22. KW 2023;W;N;0;2;0;130;156
23. KW 2023;BGL;I;0;0;0;1;1
23. KW 2023;BGL;N;0;0;0;32;35
23. KW 2023;KTN;I;0;0;0;6;6
23. KW 2023;KTN;N;0;0;0;76;78
23. KW 2023;NÖ;I;0;0;0;4;5
23. KW 2023;NÖ;N;0;0;1;127;134
23. KW 2023;OÖ;I;0;0;0;10;10
23. KW 2023;OÖ;N;0;0;0;145;155
23. KW 2023;SBG;I;0;0;0;4;4
23. KW 2023;SBG;N;0;0;0;45;49
23. KW 2023;ST;I;0;0;0;12;13
23. KW 2023;ST;N;0;0;1;128;143
23. KW 2023;T;I;0;0;0;4;4
23. KW 2023;T;N;0;0;0;92;96
23. KW 2023;V;I;0;0;0;0;0
23. KW 2023;V;N;0;0;0;36;37
23. KW 2023;W;I;0;0;0;12;12
23. KW 2023;W;N;0;2;1;142;169
24. KW 2023;BGL;I;0;0;0;2;2
24. KW 2023;BGL;N;0;0;0;25;28
24. KW 2023;KTN;I;0;0;0;2;2
24. KW 2023;KTN;N;0;0;0;70;72
24. KW 2023;NÖ;I;0;0;0;7;7
24. KW 2023;NÖ;N;0;1;0;119;125
24. KW 2023;OÖ;I;0;0;0;8;8
