JAHR;KW;WOHNORT;GESCHLECHT;ALTERSGRUPPE;STATION;COVID;INFLUENZA;RSV;PNEUMOKOKKEN;SONSTIGE;AUFNAHMEN;BEV_ZAHL
2024;30;W;M;60 - 69;I;0;0;0;0;0;0;100526
2024;30;W;M;60 - 69;N;3;0;0;1;7;10;100526
2024;30;W;M;70 - 79;I;1;0;0;0;1;2;59506
2024;30;W;M;70 - 79;N;3;0;0;1;14;17;59506
2024;30;W;M;80+;I;1;0;0;0;1;1;36229
2024;30;W;M;80+;N;5;0;0;1;28;34;36229
2024;30;W;W;0 - 4;I;0;0;0;0;0;0;46289
2024;30;W;W;0 - 4;N;2;0;0;0;3;4;46289
2024;30;W;W;15 - 29;I;0;0;0;0;1;1;196411
2024;30;W;W;15 - 29;N;1;0;0;0;6;7;196411
2024;30;W;W;30 - 44;I;0;0;0;0;1;1;231202
2024;30;W;W;30 - 44;N;1;0;0;0;6;7;231202
2024;30;W;W;45 - 59;I;0;0;0;0;0;0;203324
2024;30;W;W;45 - 59;N;4;0;0;0;2;6;203324
2024;30;W;W;5 - 14;I;0;0;0;0;0;0;93681
2024;30;W;W;5 - 14;N;0;0;0;0;7;7;93681
2024;30;W;W;60 - 69;I;0;0;0;0;2;2;110782
2024;30;W;W;60 - 69;N;2;0;0;0;7;9;110782
2024;30;W;W;70 - 79;I;0;0;0;0;1;1;79875
2024;30;W;W;70 - 79;N;6;0;0;0;16;22;79875
2024;30;W;W;80+;I;0;0;0;0;0;0;61285
2024;30;W;W;80+;N;7;0;0;1;36;41;61285
2024;31;BGL;M;0 - 4;I;0;0;0;0;0;0;6041
2024;31;BGL;M;0 - 4;N;0;0;0;0;1;1;6041
2024;31;BGL;M;15 - 29;I;0;0;0;0;0;0;21205
2024;31;BGL;M;15 - 29;N;0;0;0;0;0;0;21205
2024;31;BGL;M;30 - 44;I;0;0;0;0;0;0;27093
2024;31;BGL;M;30 - 44;N;1;0;0;0;0;1;27093
2024;31;BGL;M;45 - 59;I;0;0;0;0;1;1;33970
2024;31;BGL;M;45 - 59;N;1;0;0;0;2;3;33970
2024;31;BGL;M;5 - 14;I;0;0;0;0;0;0;14285
2024;31;BGL;M;5 - 14;N;0;0;0;0;0;0;14285
2024;31;BGL;M;60 - 69;I;0;0;0;0;0;0;23073
2024;31;BGL;M;60 - 69;N;2;0;0;0;4;6;23073
2024;31;BGL;M;70 - 79;I;0;0;0;0;0;0;14299
2024;31;BGL;M;70 - 79;N;1;0;0;0;4;5;14299
2024;31;BGL;M;80+;I;0;0;0;0;0;0;7816
2024;31;BGL;M;80+;N;3;0;0;0;6;8;7816
2024;31;BGL;W;0 - 4;I;0;0;0;0;0;0;5757
2024;31;BGL;W;0 - 4;N;0;0;0;0;0;0;5757
2024;31;BGL;W;15 - 29;I;0;0;0;0;0;0;19664
2024;31;BGL;W;15 - 29;N;0;0;0;0;0;0;19664
2024;31;BGL;W;30 - 44;I;0;0;0;0;0;0;27851
2024;31;BGL;W;30 - 44;N;0;0;0;0;1;1;27851
2024;31;BGL;W;45 - 59;I;0;0;0;0;0;0;34998
2024;31;BGL;W;45 - 59;N;3;0;0;0;2;5;34998
2024;31;BGL;W;5 - 14;I;0;0;0;0;0;0;13518
2024;31;BGL;W;5 - 14;N;0;0;0;0;0;0;13518
2024;31;BGL;W;60 - 69;I;0;0;0;0;1;1;23990
2024;31;BGL;W;60 - 69;N;0;0;0;0;1;1;23990
2024;31;BGL;W;70 - 79;I;0;0;0;0;0;0;16066
2024;31;BGL;W;70 - 79;N;0;0;0;0;2;2;16066
2024;31;BGL;W;80+;I;0;0;0;0;0;0;12325
2024;31;BGL;W;80+;N;1;0;0;1;5;7;12325
2024;31;KTN;M;0 - 4;I;0;0;0;0;0;0;11896
2024;31;KTN;M;0 - 4;N;0;0;0;0;2;2;11896
2024;31;KTN;M;15 - 29;I;0;0;0;0;1;1;44088
2024;31;KTN;M;15 - 29;N;0;0;0;0;1;1;44088
2024;31;KTN;M;30 - 44;I;0;0;0;0;0;0;53732
2024;31;KTN;M;30 - 44;N;0;0;0;0;3;3;53732
2024;31;KTN;M;45 - 59;I;0;0;0;0;0;0;60965
2024;31;KTN;M;45 - 59;N;1;0;0;0;10;11;60965
2024;31;KTN;M;5 - 14;I;0;0;0;0;0;0;26502
2024;31;KTN;M;5 - 14;N;0;0;0;0;1;1;26502
2024;31;KTN;M;60 - 69;I;0;0;0;0;0;0;41100
2024;31;KTN;M;60 - 69;N;1;0;0;0;9;10;41100
2024;31;KTN;M;70 - 79;I;0;0;0;0;0;0;25104
2024;31;KTN;M;70 - 79;N;2;0;0;0;7;8;25104
2024;31;KTN;M;80+;I;0;0;0;0;0;0;15181
2024;31;KTN;M;80+;N;3;0;0;1;25;29;15181
2024;31;KTN;W;0 - 4;I;0;0;0;0;0;0;11251
2024;31;KTN;W;0 - 4;N;0;0;0;0;0;0;11251
2024;31;KTN;W;15 - 29;I;0;0;0;0;0;0;40341
2024;31;KTN;W;15 - 29;N;0;0;0;0;0;0;40341
2024;31;KTN;W;30 - 44;I;0;0;0;0;0;0;52840
2024;31;KTN;W;30 - 44;N;0;0;0;0;3;3;52840
2024;31;KTN;W;45 - 59;I;0;0;0;0;0;0;62807
2024;31;KTN;W;45 - 59;N;0;0;0;1;1;2;62807
2024;31;KTN;W;5 - 14;I;0;0;0;0;0;0;25149
2024;31;KTN;W;5 - 14;N;0;0;0;0;0;0;25149
2024;31;KTN;W;60 - 69;I;0;0;0;0;1;1;43860
2024;31;KTN;W;60 - 69;N;0;0;0;0;1;1;43860
2024;31;KTN;W;70 - 79;I;0;0;0;0;0;0;30129
2024;31;KTN;W;70 - 79;N;1;0;0;0;6;7;30129
2024;31;KTN;W;80+;I;0;0;0;0;1;1;24799
2024;31;KTN;W;80+;N;1;0;0;0;19;20;24799
2024;31;NÖ;M;0 - 4;I;0;0;0;0;0;0;39610
2024;31;NÖ;M;0 - 4;N;3;0;0;0;1;4;39610
2024;31;NÖ;M;15 - 29;I;0;0;0;0;0;0;134628
2024;31;NÖ;M;15 - 29;N;0;0;0;0;4;4;134628
2024;31;NÖ;M;30 - 44;I;0;0;0;0;1;1;165831
2024;31;NÖ;M;30 - 44;N;0;0;0;0;3;3;165831
2024;31;NÖ;M;45 - 59;I;0;0;0;0;2;2;190844
2024;31;NÖ;M;45 - 59;N;0;0;0;0;8;8;190844
2024;31;NÖ;M;5 - 14;I;0;0;0;0;0;0;88473
2024;31;NÖ;M;5 - 14;N;0;0;0;0;3;3;88473
2024;31;NÖ;M;60 - 69;I;0;0;0;0;0;0;115311
2024;31;NÖ;M;60 - 69;N;1;0;0;0;9;10;115311
2024;31;NÖ;M;70 - 79;I;0;0;0;0;0;0;68861
2024;31;NÖ;M;70 - 79;N;4;0;0;1;26;30;68861
2024;31;NÖ;M;80+;I;0;0;0;0;0;0;44640
2024;31;NÖ;M;80+;N;13;1;0;0;32;45;44640
2024;31;NÖ;W;0 - 4;I;0;0;0;0;0;0;37713
2024;31;NÖ;W;0 - 4;N;0;0;0;0;1;1;37713
2024;31;NÖ;W;15 - 29;I;0;0;0;0;0;0;124365
2024;31;NÖ;W;15 - 29;N;2;0;0;0;7;7;124365
2024;31;NÖ;W;30 - 44;I;0;0;0;0;0;0;165372
2024;31;NÖ;W;30 - 44;N;0;0;0;0;5;5;165372
2024;31;NÖ;W;45 - 59;I;0;0;0;0;0;0;194577
2024;31;NÖ;W;45 - 59;N;0;0;0;0;7;7;194577
2024;31;NÖ;W;5 - 14;I;0;0;0;0;0;0;83682
2024;31;NÖ;W;5 - 14;N;0;0;0;0;3;3;83682
2024;31;NÖ;W;60 - 69;I;0;0;0;0;0;0;120346
2024;31;NÖ;W;60 - 69;N;4;0;0;0;9;13;120346
2024;31;NÖ;W;70 - 79;I;0;0;0;0;0;0;81779
2024;31;NÖ;W;70 - 79;N;3;0;0;0;9;12;81779
2024;31;NÖ;W;80+;I;1;0;0;0;0;1;67691
2024;31;NÖ;W;80+;N;8;0;0;0;24;31;67691
2024;31;OÖ;M;0 - 4;I;0;0;0;0;0;0;38580
2024;31;OÖ;M;0 - 4;N;3;0;0;0;4;7;38580
2024;31;OÖ;M;15 - 29;I;0;0;0;0;0;0;133123
2024;31;OÖ;M;15 - 29;N;0;0;0;0;6;6;133123
2024;31;OÖ;M;30 - 44;I;0;0;0;0;1;1;159471
2024;31;OÖ;M;30 - 44;N;0;0;0;1;6;6;159471
2024;31;OÖ;M;45 - 59;I;0;0;0;0;0;0;161023
2024;31;OÖ;M;45 - 59;N;0;0;1;0;13;14;161023
2024;31;OÖ;M;5 - 14;I;0;0;0;0;0;0;80560
2024;31;OÖ;M;5 - 14;N;0;0;0;0;8;8;80560
2024;31;OÖ;M;60 - 69;I;0;0;0;0;0;0;99033
2024;31;OÖ;M;60 - 69;N;1;0;0;0;12;13;99033
2024;31;OÖ;M;70 - 79;I;0;0;0;0;1;1;56426
2024;31;OÖ;M;70 - 79;N;3;1;0;0;25;29;56426
2024;31;OÖ;M;80+;I;0;0;0;0;1;1;34222
2024;31;OÖ;M;80+;N;5;1;0;0;25;31;34222
2024;31;OÖ;W;0 - 4;I;0;0;0;0;0;0;36431
2024;31;OÖ;W;0 - 4;N;4;0;0;0;0;4;36431
2024;31;OÖ;W;15 - 29;I;0;0;0;0;0;0;121300
2024;31;OÖ;W;15 - 29;N;1;0;0;0;2;3;121300
2024;31;OÖ;W;30 - 44;I;0;0;0;0;0;0;150188
2024;31;OÖ;W;30 - 44;N;1;0;0;0;12;13;150188
2024;31;OÖ;W;45 - 59;I;0;0;0;0;0;0;160021
2024;31;OÖ;W;45 - 59;N;1;0;0;0;4;5;160021
2024;31;OÖ;W;5 - 14;I;0;0;0;0;0;0;75932
2024;31;OÖ;W;5 - 14;N;0;0;0;0;6;6;75932
2024;31;OÖ;W;60 - 69;I;0;0;0;0;1;1;102629
2024;31;OÖ;W;60 - 69;N;1;0;0;0;7;8;102629
2024;31;OÖ;W;70 - 79;I;0;0;0;0;0;0;66672
2024;31;OÖ;W;70 - 79;N;5;0;0;0;13;18;66672
2024;31;OÖ;W;80+;I;0;0;0;0;0;0;54738
2024;31;OÖ;W;80+;N;3;0;0;0;20;23;54738
2024;31;SBG;M;0 - 4;I;0;0;0;0;0;0;14277
2024;31;SBG;M;0 - 4;N;1;0;0;0;2;3;14277
2024;31;SBG;M;15 - 29;I;0;0;0;0;0;0;49284
2024;31;SBG;M;15 - 29;N;0;0;0;0;0;0;49284
2024;31;SBG;M;30 - 44;I;0;0;0;0;0;0;59128
2024;31;SBG;M;30 - 44;N;0;0;0;0;0;0;59128
2024;31;SBG;M;45 - 59;I;0;0;0;0;0;0;59288
2024;31;SBG;M;45 - 59;N;0;0;0;0;3;3;59288
2024;31;SBG;M;5 - 14;I;0;0;0;0;0;0;28337
2024;31;SBG;M;5 - 14;N;0;0;0;0;1;1;28337
2024;31;SBG;M;60 - 69;I;0;0;0;0;0;0;34525
2024;31;SBG;M;60 - 69;N;0;0;0;0;3;3;34525
2024;31;SBG;M;70 - 79;I;0;0;0;0;0;0;21700
2024;31;SBG;M;70 - 79;N;1;0;0;0;3;4;21700
2024;31;SBG;M;80+;I;0;0;0;0;1;1;13305
2024;31;SBG;M;80+;N;4;0;0;0;11;15;13305
2024;31;SBG;W;0 - 4;I;0;0;0;0;0;0;13389
2024;31;SBG;W;0 - 4;N;1;0;0;0;0;1;13389
2024;31;SBG;W;15 - 29;I;0;0;0;0;0;0;46528
2024;31;SBG;W;15 - 29;N;0;0;0;0;0;0;46528
2024;31;SBG;W;30 - 44;I;0;0;0;0;0;0;58079
2024;31;SBG;W;30 - 44;N;0;0;0;0;0;0;58079
2024;31;SBG;W;45 - 59;I;0;0;0;0;0;0;61266
2024;31;SBG;W;45 - 59;N;0;0;0;0;1;1;61266
2024;31;SBG;W;5 - 14;I;0;0;0;0;0;0;27097
2024;31;SBG;W;5 - 14;N;0;0;0;0;0;0;27097
2024;31;SBG;W;60 - 69;I;0;0;0;0;0;0;38008
2024;31;SBG;W;60 - 69;N;1;0;0;1;3;5;38008
2024;31;SBG;W;70 - 79;I;1;0;0;0;0;1;26888
2024;31;SBG;W;70 - 79;N;1;0;0;0;6;7;26888
2024;31;SBG;W;80+;I;0;0;0;0;1;1;20380
2024;31;SBG;W;80+;N;3;0;0;0;11;14;20380
2024;31;ST;M;0 - 4;I;0;0;0;0;0;0;28320
2024;31;ST;M;0 - 4;N;1;0;0;0;2;3;28320
2024;31;ST;M;15 - 29;I;0;0;0;0;1;1;105918
2024;31;ST;M;15 - 29;N;0;0;0;0;4;4;105918
2024;31;ST;M;30 - 44;I;0;0;0;0;1;1;129810
2024;31;ST;M;30 - 44;N;0;0;0;0;9;9;129810
2024;31;ST;M;45 - 59;I;0;0;0;0;2;2;136822
2024;31;ST;M;45 - 59;N;1;0;0;0;4;5;136822
2024;31;ST;M;5 - 14;I;0;0;0;0;0;0;59916
2024;31;ST;M;5 - 14;N;0;0;0;0;1;1;59916
2024;31;ST;M;60 - 69;I;0;0;0;0;0;0;84571
2024;31;ST;M;60 - 69;N;1;0;0;0;8;9;84571
2024;31;ST;M;70 - 79;I;0;0;0;0;3;3;50408
2024;31;ST;M;70 - 79;N;7;0;0;0;19;26;50408
2024;31;ST;M;80+;I;0;0;0;0;3;3;32053
2024;31;ST;M;80+;N;7;0;0;0;36;43;32053
2024;31;ST;W;0 - 4;I;0;0;0;0;1;1;27116
2024;31;ST;W;0 - 4;N;1;0;0;0;1;1;27116
2024;31;ST;W;15 - 29;I;0;0;0;1;0;1;97610
2024;31;ST;W;15 - 29;N;0;0;0;0;2;2;97610
2024;31;ST;W;30 - 44;I;0;0;0;0;0;0;123606
2024;31;ST;W;30 - 44;N;0;0;0;0;4;4;123606
2024;31;ST;W;45 - 59;I;0;0;0;0;0;0;135454
2024;31;ST;W;45 - 59;N;0;0;0;0;8;8;135454
2024;31;ST;W;5 - 14;I;0;0;0;0;0;0;55967
2024;31;ST;W;5 - 14;N;0;0;0;0;2;2;55967
2024;31;ST;W;60 - 69;I;0;0;0;0;1;1;88980
2024;31;ST;W;60 - 69;N;0;0;0;1;8;9;88980
2024;31;ST;W;70 - 79;I;0;0;0;0;1;1;61136
2024;31;ST;W;70 - 79;N;4;0;0;0;11;15;61136
2024;31;ST;W;80+;I;0;0;0;0;0;0;52114
2024;31;ST;W;80+;N;11;0;0;0;35;45;52114
2024;31;T;M;0 - 4;I;0;0;0;0;0;0;18862
2024;31;T;M;0 - 4;N;2;0;0;0;2;4;18862
2024;31;T;M;15 - 29;I;0;0;0;0;0;0;68441
2024;31;T;M;15 - 29;N;0;0;0;0;0;0;68441
2024;31;T;M;30 - 44;I;0;0;0;0;0;0;81200
2024;31;T;M;30 - 44;N;0;0;0;0;1;1;81200
2024;31;T;M;45 - 59;I;0;0;0;0;0;0;82253
2024;31;T;M;45 - 59;N;0;0;0;0;2;2;82253
2024;31;T;M;5 - 14;I;0;0;0;0;0;0;38619
2024;31;T;M;5 - 14;N;0;0;0;0;3;3;38619
2024;31;T;M;60 - 69;I;0;0;0;0;5;5;47228
2024;31;T;M;60 - 69;N;1;0;0;0;6;7;47228
2024;31;T;M;70 - 79;I;1;0;0;0;1;1;28439
2024;31;T;M;70 - 79;N;4;0;0;0;12;15;28439
2024;31;T;M;80+;I;0;0;0;0;1;1;18095
2024;31;T;M;80+;N;4;0;0;2;30;34;18095
2024;31;T;W;0 - 4;I;0;0;0;0;0;0;18059
2024;31;T;W;0 - 4;N;2;0;0;0;3;5;18059
2024;31;T;W;15 - 29;I;0;0;0;0;0;0;63618
2024;31;T;W;15 - 29;N;0;0;0;0;2;2;63618
2024;31;T;W;30 - 44;I;0;0;0;0;0;0;79720
2024;31;T;W;30 - 44;N;0;0;0;0;2;2;79720
2024;31;T;W;45 - 59;I;0;0;0;0;0;0;83993
2024;31;T;W;45 - 59;N;0;0;0;0;6;6;83993
2024;31;T;W;5 - 14;I;0;0;0;0;0;0;36455
2024;31;T;W;5 - 14;N;0;0;0;0;0;0;36455
2024;31;T;W;60 - 69;I;0;0;0;0;0;0;49749
2024;31;T;W;60 - 69;N;0;0;0;0;4;4;49749
2024;31;T;W;70 - 79;I;0;0;0;1;0;1;34146
2024;31;T;W;70 - 79;N;1;0;0;0;11;12;34146
2024;31;T;W;80+;I;0;0;0;0;0;0;27093
2024;31;T;W;80+;N;1;0;0;0;8;9;27093
2024;31;V;M;0 - 4;I;0;0;0;0;0;0;11015
2024;31;V;M;0 - 4;N;0;0;0;0;0;0;11015
2024;31;V;M;15 - 29;I;0;0;0;0;0;0;36807
2024;31;V;M;15 - 29;N;0;0;0;0;0;0;36807
2024;31;V;M;30 - 44;I;0;0;0;0;1;1;42631
2024;31;V;M;30 - 44;N;0;0;0;0;0;0;42631
2024;31;V;M;45 - 59;I;0;0;0;0;0;0;43730
2024;31;V;M;45 - 59;N;0;0;0;1;4;5;43730
2024;31;V;M;5 - 14;I;0;0;0;0;0;0;22388
2024;31;V;M;5 - 14;N;0;0;0;0;0;0;22388
2024;31;V;M;60 - 69;I;0;0;0;0;0;0;24085
2024;31;V;M;60 - 69;N;0;0;0;0;3;3;24085
2024;31;V;M;70 - 79;I;0;0;0;0;1;1;14509
2024;31;V;M;70 - 79;N;0;0;0;0;2;2;14509
2024;31;V;M;80+;I;0;0;0;0;0;0;8971
2024;31;V;M;80+;N;4;0;0;0;3;7;8971
2024;31;V;W;0 - 4;I;0;0;0;0;0;0;10198
2024;31;V;W;0 - 4;N;0;0;0;0;0;0;10198
2024;31;V;W;15 - 29;I;0;0;0;0;0;0;33295
2024;31;V;W;15 - 29;N;0;0;0;0;0;0;33295
2024;31;V;W;30 - 44;I;0;0;0;0;0;0;41672
2024;31;V;W;30 - 44;N;0;0;0;0;2;2;41672
2024;31;V;W;45 - 59;I;0;0;0;0;0;0;43635
2024;31;V;W;45 - 59;N;0;0;0;0;0;0;43635
2024;31;V;W;5 - 14;I;0;0;0;0;0;0;21134
2024;31;V;W;5 - 14;N;0;0;0;0;1;1;21134
2024;31;V;W;60 - 69;I;0;0;0;0;0;0;25172
2024;31;V;W;60 - 69;N;0;0;0;0;1;1;25172
2024;31;V;W;70 - 79;I;0;0;0;0;0;0;17098
2024;31;V;W;70 - 79;N;0;0;0;0;2;2;17098
2024;31;V;W;80+;I;0;0;0;0;0;0;13633
2024;31;V;W;80+;N;0;0;0;0;8;8;13633
2024;31;W;M;0 - 4;I;0;0;0;0;0;0;49120
2024;31;W;M;0 - 4;N;2;0;0;0;3;5;49120
2024;31;W;M;15 - 29;I;0;0;0;0;0;0;201885
2024;31;W;M;15 - 29;N;1;0;0;0;4;5;201885
2024;31;W;M;30 - 44;I;0;0;0;0;0;0;239269
2024;31;W;M;30 - 44;N;0;0;0;0;6;6;239269
2024;31;W;M;45 - 59;I;0;0;0;0;0;0;196174
2024;31;W;M;45 - 59;N;3;0;0;0;5;6;196174
2024;31;W;M;5 - 14;I;0;0;0;0;0;0;100202
2024;31;W;M;5 - 14;N;0;0;0;0;1;1;100202
2024;31;W;M;60 - 69;I;0;0;0;0;0;0;100526
2024;31;W;M;60 - 69;N;3;0;0;0;7;10;100526
2024;31;W;M;70 - 79;I;0;0;0;0;1;1;59506
2024;31;W;M;70 - 79;N;2;0;0;0;5;7;59506
2024;31;W;M;80+;I;1;0;0;0;2;3;36229
2024;31;W;M;80+;N;11;0;0;0;24;31;36229
2024;31;W;W;0 - 4;I;0;0;0;0;0;0;46289
2024;31;W;W;0 - 4;N;4;0;0;0;2;6;46289
2024;31;W;W;15 - 29;I;0;0;0;0;0;0;196411
2024;31;W;W;15 - 29;N;3;0;0;0;3;6;196411
2024;31;W;W;30 - 44;I;1;0;0;0;0;1;231202
2024;31;W;W;30 - 44;N;0;0;0;0;4;4;231202
2024;31;W;W;45 - 59;I;0;0;0;0;0;0;203324
2024;31;W;W;45 - 59;N;1;0;0;0;6;7;203324
2024;31;W;W;5 - 14;I;0;0;0;0;0;0;93681
2024;31;W;W;5 - 14;N;0;1;0;0;7;8;93681
2024;31;W;W;60 - 69;I;0;0;0;0;0;0;110782
2024;31;W;W;60 - 69;N;3;0;0;1;3;7;110782
2024;31;W;W;70 - 79;I;0;0;0;0;2;2;79875
2024;31;W;W;70 - 79;N;5;0;0;1;17;22;79875
2024;31;W;W;80+;I;0;0;0;0;0;0;61285
2024;31;W;W;80+;N;5;0;0;0;26;31;61285
2024;32;BGL;M;0 - 4;I;0;0;0;0;0;0;6041
2024;32;BGL;M;0 - 4;N;0;0;0;0;0;0;6041
2024;32;BGL;M;15 - 29;I;0;0;0;0;0;0;21205
2024;32;BGL;M;15 - 29;N;0;0;0;0;1;1;21205
2024;32;BGL;M;30 - 44;I;0;0;0;0;0;0;27093
2024;32;BGL;M;30 - 44;N;0;0;0;0;1;1;27093
2024;32;BGL;M;45 - 59;I;0;0;0;0;0;0;33970
2024;32;BGL;M;45 - 59;N;1;0;0;0;1;2;33970
2024;32;BGL;M;5 - 14;I;0;0;0;0;0;0;14285
2024;32;BGL;M;5 - 14;N;0;0;0;0;1;1;14285
2024;32;BGL;M;60 - 69;I;0;0;0;0;0;0;23073
2024;32;BGL;M;60 - 69;N;0;0;0;0;0;0;23073
2024;32;BGL;M;70 - 79;I;0;0;0;0;1;1;14299
2024;32;BGL;M;70 - 79;N;2;0;0;0;6;7;14299
2024;32;BGL;M;80+;I;0;0;0;0;0;0;7816
2024;32;BGL;M;80+;N;2;0;0;0;6;7;7816
2024;32;BGL;W;0 - 4;I;0;0;0;0;0;0;5757
2024;32;BGL;W;0 - 4;N;0;0;0;0;0;0;5757
2024;32;BGL;W;15 - 29;I;0;0;0;0;0;0;19664
2024;32;BGL;W;15 - 29;N;2;0;0;0;1;3;19664
2024;32;BGL;W;30 - 44;I;0;0;0;0;0;0;27851
2024;32;BGL;W;30 - 44;N;0;0;0;0;1;1;27851
2024;32;BGL;W;45 - 59;I;0;0;0;0;0;0;34998
2024;32;BGL;W;45 - 59;N;0;0;0;0;1;1;34998
2024;32;BGL;W;5 - 14;I;0;0;0;0;0;0;13518
2024;32;BGL;W;5 - 14;N;0;0;0;0;0;0;13518
2024;32;BGL;W;60 - 69;I;0;0;0;0;0;0;23990
2024;32;BGL;W;60 - 69;N;0;0;0;0;1;1;23990
2024;32;BGL;W;70 - 79;I;0;0;0;0;0;0;16066
2024;32;BGL;W;70 - 79;N;1;0;0;0;3;4;16066
2024;32;BGL;W;80+;I;0;0;0;0;0;0;12325
2024;32;BGL;W;80+;N;1;0;0;0;6;7;12325
2024;32;KTN;M;0 - 4;I;0;0;0;0;0;0;11896
2024;32;KTN;M;0 - 4;N;0;0;0;0;0;0;11896
2024;32;KTN;M;15 - 29;I;0;0;0;0;0;0;44088
2024;32;KTN;M;15 - 29;N;0;0;0;0;0;0;44088
2024;32;KTN;M;30 - 44;I;0;0;0;0;0;0;53732
2024;32;KTN;M;30 - 44;N;0;0;0;0;0;0;53732
2024;32;KTN;M;45 - 59;I;0;0;0;0;0;0;60965
2024;32;KTN;M;45 - 59;N;0;0;0;0;2;2;60965
2024;32;KTN;M;5 - 14;I;0;0;0;0;0;0;26502
2024;32;KTN;M;5 - 14;N;0;0;0;0;1;1;26502
2024;32;KTN;M;60 - 69;I;0;0;0;0;0;0;41100
2024;32;KTN;M;60 - 69;N;1;0;0;1;2;4;41100
2024;32;KTN;M;70 - 79;I;0;0;0;0;0;0;25104
2024;32;KTN;M;70 - 79;N;2;0;0;0;8;10;25104
2024;32;KTN;M;80+;I;0;0;0;0;0;0;15181
2024;32;KTN;M;80+;N;1;0;0;0;11;12;15181
2024;32;KTN;W;0 - 4;I;0;0;0;0;0;0;11251
2024;32;KTN;W;0 - 4;N;0;0;0;0;1;1;11251
2024;32;KTN;W;15 - 29;I;0;0;0;0;0;0;40341
2024;32;KTN;W;15 - 29;N;0;0;0;0;3;3;40341
2024;32;KTN;W;30 - 44;I;0;0;0;0;0;0;52840
2024;32;KTN;W;30 - 44;N;0;0;0;0;1;1;52840
2024;32;KTN;W;45 - 59;I;0;0;0;0;0;0;62807
2024;32;KTN;W;45 - 59;N;0;0;0;0;5;5;62807
2024;32;KTN;W;5 - 14;I;0;0;0;0;0;0;25149
2024;32;KTN;W;5 - 14;N;0;0;0;0;1;1;25149
2024;32;KTN;W;60 - 69;I;0;0;0;0;1;1;43860
2024;32;KTN;W;60 - 69;N;1;0;0;0;4;5;43860
2024;32;KTN;W;70 - 79;I;0;0;0;0;0;0;30129
2024;32;KTN;W;70 - 79;N;2;0;0;1;9;11;30129
2024;32;KTN;W;80+;I;0;0;0;0;1;1;24799
2024;32;KTN;W;80+;N;3;0;0;0;11;14;24799
2024;32;NÖ;M;0 - 4;I;0;0;0;0;0;0;39610
2024;32;NÖ;M;0 - 4;N;1;0;0;0;5;6;39610
2024;32;NÖ;M;15 - 29;I;0;0;0;0;0;0;134628
2024;32;NÖ;M;15 - 29;N;2;0;0;0;5;6;134628
2024;32;NÖ;M;30 - 44;I;0;0;0;0;0;0;165831
2024;32;NÖ;M;30 - 44;N;1;0;0;0;10;11;165831
2024;32;NÖ;M;45 - 59;I;0;0;0;0;0;0;190844
2024;32;NÖ;M;45 - 59;N;1;0;0;0;6;7;190844
2024;32;NÖ;M;5 - 14;I;0;0;0;0;0;0;88473
2024;32;NÖ;M;5 - 14;N;0;0;0;0;3;3;88473
2024;32;NÖ;M;60 - 69;I;0;0;0;0;0;0;115311
2024;32;NÖ;M;60 - 69;N;1;0;0;0;14;15;115311
2024;32;NÖ;M;70 - 79;I;0;0;0;0;1;1;68861
2024;32;NÖ;M;70 - 79;N;6;0;0;1;15;22;68861
2024;32;NÖ;M;80+;I;0;0;0;0;2;2;44640
2024;32;NÖ;M;80+;N;11;0;0;0;39;48;44640
2024;32;NÖ;W;0 - 4;I;0;0;0;0;0;0;37713
2024;32;NÖ;W;0 - 4;N;4;0;0;0;0;4;37713
2024;32;NÖ;W;15 - 29;I;0;0;0;0;0;0;124365
2024;32;NÖ;W;15 - 29;N;1;0;0;0;7;7;124365
2024;32;NÖ;W;30 - 44;I;0;0;0;0;0;0;165372
2024;32;NÖ;W;30 - 44;N;1;0;0;0;6;7;165372
2024;32;NÖ;W;45 - 59;I;0;0;0;0;0;0;194577
2024;32;NÖ;W;45 - 59;N;1;0;0;0;4;5;194577
2024;32;NÖ;W;5 - 14;I;0;0;0;0;0;0;83682
2024;32;NÖ;W;5 - 14;N;0;0;0;0;3;3;83682
2024;32;NÖ;W;60 - 69;I;0;0;0;0;0;0;120346
2024;32;NÖ;W;60 - 69;N;3;1;0;0;9;11;120346
2024;32;NÖ;W;70 - 79;I;0;0;0;0;1;1;81779
2024;32;NÖ;W;70 - 79;N;2;0;0;0;14;16;81779
2024;32;NÖ;W;80+;I;0;0;0;0;0;0;67691
2024;32;NÖ;W;80+;N;14;0;0;0;21;34;67691
2024;32;OÖ;M;0 - 4;I;0;0;0;0;0;0;38580
2024;32;OÖ;M;0 - 4;N;1;0;0;0;2;3;38580
2024;32;OÖ;M;15 - 29;I;0;0;0;0;0;0;133123
2024;32;OÖ;M;15 - 29;N;0;0;0;0;3;3;133123
2024;32;OÖ;M;30 - 44;I;0;0;0;0;0;0;159471
2024;32;OÖ;M;30 - 44;N;0;0;0;0;3;3;159471
2024;32;OÖ;M;45 - 59;I;0;0;0;0;2;2;161023
2024;32;OÖ;M;45 - 59;N;0;0;0;0;7;7;161023
2024;32;OÖ;M;5 - 14;I;0;0;0;0;0;0;80560
2024;32;OÖ;M;5 - 14;N;1;0;0;0;5;6;80560
2024;32;OÖ;M;60 - 69;I;0;0;0;0;0;0;99033
2024;32;OÖ;M;60 - 69;N;2;0;0;1;13;16;99033
