Gruppe;Datum;Genkopien pro EW / Tag * 10^6
Vorarlberg;2022-09-01;83.36
Vorarlberg;2022-09-02;84.38
Vorarlberg;2022-09-03;85.23
Vorarlberg;2022-09-04;81.93
Vorarlberg;2022-09-05;82.81
Vorarlberg;2022-09-06;83.9
Vorarlberg;2022-09-07;85.19
Vorarlberg;2022-09-08;86.72
Vorarlberg;2022-09-09;88.49
Vorarlberg;2022-09-10;90.54
Vorarlberg;2022-09-11;92.95
Vorarlberg;2022-09-12;95.85
Vorarlberg;2022-09-13;99.36
Vorarlberg;2022-09-14;103.53
Vorarlberg;2022-09-15;108.19
Vorarlberg;2022-09-16;113.29
Vorarlberg;2022-09-17;118.48
Vorarlberg;2022-09-18;123.75
Vorarlberg;2022-09-19;128.9
Vorarlberg;2022-09-20;134.04
Vorarlberg;2022-09-21;139.16
Vorarlberg;2022-09-22;144.4
Vorarlberg;2022-09-23;149.81
Vorarlberg;2022-09-24;155.48
Vorarlberg;2022-09-25;161.63
Vorarlberg;2022-09-26;168.38
Vorarlberg;2022-09-27;175.74
Vorarlberg;2022-09-28;183.58
Vorarlberg;2022-09-29;191.73
Vorarlberg;2022-09-30;199.77
Vorarlberg;2022-10-01;207.33
Vorarlberg;2022-10-02;213.98
Vorarlberg;2022-10-03;219.52
Vorarlberg;2022-10-04;223.88
Vorarlberg;2022-10-05;227.02
Vorarlberg;2022-10-06;228.95
Vorarlberg;2022-10-07;229.58
Vorarlberg;2022-10-08;228.77
Vorarlberg;2022-10-09;226.35
Vorarlberg;2022-10-10;222.28
Vorarlberg;2022-10-11;216.76
Vorarlberg;2022-10-12;210.17
Vorarlberg;2022-10-13;202.77
Vorarlberg;2022-10-14;194.88
Vorarlberg;2022-10-15;186.63
Vorarlberg;2022-10-16;178.23
Vorarlberg;2022-10-17;169.81
Vorarlberg;2022-10-18;161.55
Vorarlberg;2022-10-19;153.56
Vorarlberg;2022-10-20;145.81
Vorarlberg;2022-10-21;138.34
Vorarlberg;2022-10-22;131.19
Vorarlberg;2022-10-23;124.38
Vorarlberg;2022-10-24;118.08
Vorarlberg;2022-10-25;112.29
Vorarlberg;2022-10-26;106.98
Vorarlberg;2022-10-27;102.09
Vorarlberg;2022-10-28;97.55
Vorarlberg;2022-10-29;93.35
Vorarlberg;2022-10-30;89.45
Vorarlberg;2022-10-31;85.88
Vorarlberg;2022-11-01;82.66
Vorarlberg;2022-11-02;79.84
Vorarlberg;2022-11-03;77.4
Vorarlberg;2022-11-04;75.42
Vorarlberg;2022-11-05;73.95
